"Residential electricity consumption, per person (kWh)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Poland,67.7381352695293,73.5314877115939,79.6064955254793,78.5475134434596,78.1725627204967,83.9179226339868,91.7645335458412,100.347210594758,108.620150834032,117.490177457544,127.428700731722,138.228130555397,151.512404302178,164.470463963554,182.151499469873,204.545361038398,230.890883661384,246.164791720138,262.779722862377,281.160728140752,301.251449209534,338.844703775373,348.611257877018,326.570585258685,383.413588840752,400.976997883618,417.254200487811,452.29864673982,470.86603635265,495.135810217261,530.428984626414,528.312022448723,493.877149534188,473.364804893949,472.375668174801,468.340746767891,497.735929647344,511.56592361492,525.428242894599,538.043553459839,544.256658092515,553.256554681273,560.837572622113,643.902494978804,660.453389793716,655.053582158237,686.920467254358,684.707965246907,704.399751630464
Portugal,51.0233802162294,56.038076889007,61.875034923169,68.0619318181818,74.1158322828172,82.0623430114417,86.195909450202,93.7222388223662,102.486340722212,115.880679769599,134.585597399438,157.417559743951,171.036694926119,185.974790412157,202.381915302859,216.592003689264,243.75695413725,268.195556061516,290.088685381048,312.872516597152,335.002710221113,357.828025541724,380.000738362924,372.829396521135,412.400008214145,449.905524718526,473.165356721347,495.283980124029,515.181958046737,571.494164099353,596.719860916733,665.407987834268,684.774636168772,714.024963502595,738.089577577603,781.419891604457,835.800765907208,829.477344121917,859.239991127479,926.223986060616,973.123282573808,1023.12171089464,1091.06707608981,1129.50201599148,1181.49624126235,1253.46562798475,1264.24452496589,1302.80080798013,1259.39245718096
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,4333.12111139768,4000.58131318114,3730.77133492816,3514.45857990231,4343.59930444838,5101.88872988741,5804.45411679362,5970.10723480777,6837.75715968173,5647.03724836342,4968.74831605077,5660.44753982677,5515.45608209358,6242.54492554701,5524.37368797146,4716.87329327869,3963.51909635547,3260.219098723,2598.83353813466,2556.72046555356,3568.21812384204,4014.91340800737,4395.4918328228,4759.45384354456
Romania,,,,,,,,,,,,122.789171172278,139.745867035048,152.854116847777,154.910404239587,174.989458041225,198.443804440406,221.707074562586,246.335592339183,244.483122610264,220.961232055836,230.625300389085,225.923464822175,222.914101893934,213.098169449182,213.792674855841,220.927862777514,211.927472225505,196.882912685669,188.025124842887,234.189477845766,295.642900136641,333.261318679844,308.50747377807,292.329910091527,313.635667301082,359.007389306899,352.241332925694,351.682668153739,350.722157892473,340.878509237584,344.452254507794,346.91492008891,368.381732430163,359.841175017337,413.599267030145,448.39493816949,466.459144293765,467.565807708071
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.871203556448,783.682125649555,780.286738725614,816.678093421034,849.288537246134,849.097133125984,890.235728997839,898.110588729106,910.512311317171,950.78776597649,959.221893821034,976.336432466827,982.455387217544,984.046987723745,995.601552776948,759.54797099203,787.630111620161,814.436235405361,825.941110733663
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,1242.74885930461,1341.80414438397,1462.2212956619,1508.38369815753,1647.31561460203,1666.47083780741,1697.91041849384,1803.41470868037,1832.56419965099,2005.80691315877,2130.95518793735,2121.86756471937,2111.56367722379,2097.62141501445,2136.06575562163,2334.21315184896,2386.07515686962,2421.84051200077,2574.221873348,2672.15079221583,2797.89729943955,2844.56435350403,2964.61819713442,3184.46860333288,3257.81887405829,3433.93244949286
Senegal,,,,,,,,,,,,13.7098950999766,10.0264388837264,10.7906539292172,10.0587778444594,10.4244555404829,11.3734832611476,12.1675126951798,13.6383222428275,15.0064542932973,15.0650067901521,15.441484035456,14.6420587714303,16.2430654198652,15.8999632073809,16.158767933375,15.5277849892317,16.4573322138784,15.6971854329276,16.4166014716607,17.4682794253435,17.2125087408951,18.4194768365608,19.557183284217,20.736054408905,21.0551099200249,21.6619458947494,24.3349888635026,33.8017190645368,32.519681555382,38.4604504971354,44.2729820603996,47.386471637585,51.9512825934508,50.3327666154444,58.952233195615,53.9008724446846,63.8387109737906,55.7947435350112
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.98741192342,1259.13883042396,1221.4202214708,1554.32566222736,1595.69975499591,1581.28742924168,1601.60559995578,1690.31930827505,1656.07808432714,1530.52094712797,1611.29494357925,1612.8216120655,1612.30666804199,1612.62244451525,1346.79883330064,1401.19040558203,1386.99209126821,1372.92060256555,1387.9785208178
Singapore,,,,,,,,,,,,218.696180604856,242.098950009292,262.701176470588,250.740254731366,284.237487845841,309.653250773994,335.070838171419,395.635443575799,396.547136563877,420.142723393678,431.178724350864,440.146198775279,488.325738315665,487.09289588404,531.751974710326,569.179064234388,618.815187550634,649.760433504597,658.050532972338,785.149998359096,845.417137318354,892.657709762305,938.827446085728,1011.27337127795,1082.08719720136,1133.8309727679,1246.0461945623,1364.81516844033,1347.10046719138,1418.72209669504,1452.85098300385,1512.5015341457,1521.7427798619,1498.92854509746,1525.45009625552,1506.00881983015,1498.39980109857,1464.83728128777
Slovak Republic,,,,,,,,,,,,296.32511065751,311.1522950264,332.804293459427,345.420016659191,342.576787876148,359.170139833506,376.222244362498,382.34803529192,419.776035142704,480.356317955166,485.757461766698,509.001690358026,522.983983078599,542.326115352126,573.322021866676,591.937598074587,618.269265315182,634.779969145481,685.200827050437,699.017758468412,719.985830078328,698.047211255452,777.248954978955,839.960013200471,932.353259124059,1014.66376212269,1023.21772762822,1037.98923089824,1051.38906088675,1003.63967690804,966.373401131353,953.397168825734,930.489150924063,888.320741681628,865.68439266534,841.597136327068,844.94294081948,830.701647008188
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.63053620663,1214.0340788605,1202.69142311213,1245.27017499647,1292.06336117891,1274.92765975294,1309.871093822,1334.49349079246,1338.01215134023,1187.48335160349,1293.90421659272,1330.30501014579,1344.51441886317,1495.59328774451,1497.67964074089,1467.64219047572,1519.91168688789,1503.82047983198,1585.17473879458
South Africa,,,,,,,,,,,,346.620452068036,350.500352400859,377.471861308924,387.933425669708,387.09055351386,395.795922728425,416.662834245217,421.448904093831,432.621167554018,462.348709410238,488.607831983628,469.512447788664,450.865674297753,473.118478877175,478.715100665929,502.898328685372,519.833152345623,532.751828055036,572.593283911226,584.693932921005,588.897511022966,485.372178606336,530.17234611627,536.713481061064,583.386378214645,698.556769467105,717.346244269144,696.174125328897,674.725862483746,650.956160342132,781.768619260804,684.694919536382,766.179788494201,815.270392434205,833.856693024755,897.946653721266,935.964637618021,920.137599784772
Spain,64.1409126872272,74.9878659304229,77.2972823950759,92.3174516289205,92.1060726076059,102.560148103862,127.411170506572,164.289987831152,192.126461985467,225.387075835239,262.057862624979,266.46073631229,291.825272104169,311.566490940191,323.753896732368,348.818882599832,392.077846407373,395.554048684102,433.706692004353,476.617854498657,522.015950551051,539.767823198449,534.383467896821,571.465330943722,611.795451856419,603.53637627734,643.039293930105,683.135301415082,693.448977836543,752.943336324657,767.848724887689,782.981507658949,794.262949071489,816.800305302465,876.225954764372,905.527947558869,942.666915285964,1006.44270611777,1045.13758313707,1137.60870394991,1090.23298458437,1239.64912257069,1261.31854897166,1348.78795659979,1441.29404346192,1551.63600962206,1751.2502801511,1763.7584593091,1779.5035100472
Sri Lanka,,,,,,,,,,,,21.4502267796708,17.4422307041252,18.7265476159469,18.888687065801,19.7688992351911,21.1741502376911,21.8926974854705,24.4287573400076,28.2671389205453,32.0187962817364,34.7216831943374,39.7861344772027,41.2411690791717,47.320281231758,50.1316790234933,50.8824398408054,53.6612905103174,33.0510263813261,30.9407257635416,38.2785099147927,39.1652922947271,40.0366360267151,46.3463583928136,45.9822522745362,71.1437551067325,69.4353303338347,79.4317719643472,88.0239945598041,96.4261925296054,107.147799668115,109.764720702924,110.201367609786,121.384763047767,130.592628596648,142.863089027258,151.494163851285,156.420466950064,161.09346853593
Sudan,,,,,,,,,,,,4.0903130895513,4.45376552568713,6.61784370963428,8.99255582489122,9.40623694418833,8.93337229513882,9.06331639207422,9.43008234141922,9.30196022294798,11.6995506502521,11.5747448786403,14.2412454074726,13.0133486952098,23.160275440566,24.1791415902961,30.496406208861,29.0435331934534,21.8340511389024,20.9420386892782,27.3452146937853,24.2339558638807,24.8383312098788,24.310717363712,25.0960392309149,25.5220679047484,24.7270893720536,20.6500144943854,17.5213312510462,28.111061307875,21.6972923516641,29.3009792332247,37.2940907619561,37.4731343941464,32.2423096134117,38.3023964226078,41.6939969848952,45.0274493875797,50.8921013827174
Sweden,475.996361154725,489.449917406893,518.502938800686,528.741474591838,615.015045643368,739.479951325685,837.006407825408,949.975939036578,1088.89209181194,1092.68916059176,1414.68685481915,1630.87700325302,1827.89169511614,1935.26745611959,1877.29237454292,2116.32354258727,2442.94060185033,2596.79718766482,2724.2221069729,2916.4650326518,3095.20640281245,3272.03277212807,3507.30847084656,3786.23716957129,4041.06422430073,4754.25414030095,4761.31388708752,4828.56812338752,4559.61791114986,4456.79200860962,4430.02867751486,4753.10133740773,4612.66788448545,4771.60170431246,4814.88834334127,4775.41733902988,4872.65604796275,4785.84928170109,4774.25114493562,4508.54951014558,4709.72585072184,4719.01493470576,4632.52785879213,4682.73430583082,4605.00840158462,4740.25223694796,4602.34307936166,4389.85145975767,4304.51440175762
Switzerland,645.957355464379,664.669691582003,713.682975644193,718.733598203489,767.93164599966,780.890997812553,790.66931287525,818.224113475177,863.984582517939,921.286213779781,962.356055528961,1097.8924259056,1020.58545943075,1134.63775752589,1119.39650154799,1171.44530334973,1240.96415888493,1310.31252810134,1385.62730633133,1498.33919922404,1578.14441737328,1583.36473865644,1542.14607755013,1608.02399234711,1745.26836520726,1822.45154842415,1864.13105358742,1908.33000347973,1889.92669573539,1956.24778799267,1989.9360239978,2062.19789953475,2089.73506339195,2076.11208845981,2067.40952388984,2128.75734130527,2126.95971772271,2065.91164482668,2098.32581182423,2151.41868670941,2164.58016050817,2213.29334830754,2204.35427303564,2251.65817508668,2297.19311054673,2353.75906117604,2353.31497325734,2313.16070436516,2361.03333632306
Syria,,,,,,,,,,,,48.4753794792489,50.2987626642026,50.3603391223354,59.9884312905276,72.1586995323879,84.8890500317201,95.3212472784442,112.045533253554,139.82176758072,152.416727854142,173.066086562437,205.127105973395,239.2464171764,257.410266201124,265.680370946706,249.285857314413,242.953726934112,281.596973570755,331.63327744148,327.494201935245,332.463250977033,372.408114887425,368.281553305826,376.853490995992,369.956648157255,397.675435303398,412.11537206777,435.332259000754,460.466669943584,480.10380077248,518.00221031887,562.592774671024,588.543919606677,668.105149650267,688.083647067292,779.745146549552,795.960039238412,815.03109088878
Taiwan,,,,,,,,,,,,183.496557561835,202.584212479687,226.376773620426,237.402150377813,271.910297783403,308.443517760669,338.454337977346,382.325570441226,403.049337838972,401.062299420898,400.733818807169,426.206848242213,478.191336774911,493.398460270179,524.002346131683,551.297362118773,602.807197299659,691.500780733132,733.719571322409,808.569736599372,889.878720032995,932.302769315371,1043.21379012402,1104.43530649108,1190.32856111375,1286.08889209861,1287.46220017426,1509.96169366812,1478.52371386767,1559.69699299412,1598.9462770751,1656.60009141258,1730.17024288811,1740.4574854555,1848.20937221984,1843.70043054621,1861.14675769626,1831.7318482588
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.833254070532,200.727780924988,212.333332262038,243.952609207219,303.643492429253,343.997331047479,332.055273564304,391.125281039817,466.01111791015,513.671131789522,504.847147808665,437.248390672842,491.935700618805,439.051751869823,438.355357926258,441.623046033604,437.188482429893,428.842880418328,405.775385404175
Tanzania,,,,,,,,,,,,9.0626132842289,9.58926244848144,10.0666847176547,10.1413345584071,10.2818484402549,10.5277602864623,10.5684283284485,10.3716690197052,11.1165316764685,11.1158978049358,11.4164407526169,10.8362507837231,10.3258309366794,10.5478207706219,11.0736152168377,12.407823995745,12.5453175542509,13.8069964295136,13.8278741943901,17.7453364419477,17.3315983193541,20.7889384263155,19.8260892020726,20.4890984696242,22.3993997498302,30.848662669994,33.3427132349584,33.6598199533252,34.9258520529294,36.0565383327251,30.9827685818671,32.3815909213041,29.9305636893614,32.2479504820506,24.4833075108123,23.2647258706759,37.2383063919848,38.6345029820674
Thailand,,,,,,,,,,,,20.8142285903521,26.0764927766729,37.1262202024826,31.0909303910983,35.2542628690386,39.9414590427778,45.4459574137478,53.8748513353887,59.5275666067064,63.9126437159001,66.0993183816659,74.3777352604575,84.2905217696738,93.6571922249708,100.618381015753,111.185523905899,115.990640922336,116.518748328045,129.050887757156,146.556816181946,163.662385355482,181.072395188072,207.926921639926,221.857920259683,248.482434304943,269.477416695305,293.426684438266,310.149939415944,297.180185176945,314.849392838309,338.076584549055,352.127452292228,371.469109373152,388.167179095616,399.118329556728,417.904910129481,431.025744715744,439.589731761561
Togo,,,,,,,,,,,,28.3677591264303,27.2376068093433,24.2421324674905,31.5860299697479,32.2251305336701,30.1551157149489,45.4906518373616,51.6343826485533,32.6405231458149,27.0060188403607,28.5676712851886,31.7665728335032,28.8526384823468,33.4985631702694,33.6991770031916,33.1841018286077,35.1967939272046,35.190237843196,37.2210892179573,38.81076679412,36.6913097791774,38.4319901546422,30.0643502854123,34.6694859440535,33.2924548665818,30.5495279865087,37.4990245065253,35.4739283245828,42.9973726132024,45.2151823509998,47.0849327457035,53.4514115664914,53.3870092309666,60.9016387203824,58.8995870548673,60.9261120889174,58.5908079147899,66.2385219315022
Trinidad and Tobago,,,,,,,,,,,,166.41843584424,183.585319509146,202.110732687102,214.030585795749,233.424435239356,261.432490112386,299.377560733353,355.336718056478,387.758071325326,437.487549437742,525.581139116892,569.750510309643,650.450388920508,713.77713994642,680.019462375456,699.073407289049,715.292209754427,713.584453167244,695.78289815155,712.836101404802,702.900780515541,765.554458214247,797.125822739542,779.071321952475,868.480837734657,886.379495411766,885.845316013254,970.727525691364,1023.843038987,1110.01514929297,1157.63972268484,1199.12816109897,1381.58288096924,1339.46995312699,1482.96655275118,1584.0094873349,2176.22223189679,2261.3167125914
Tunisia,,,,,,,,,,,,28.0951654420854,31.3056775450659,35.021515005032,38.7008257269902,44.8891315270813,49.5029264617887,56.1294314912038,62.9158633843751,68.9562178159398,76.5287498430512,84.3362050420947,86.2928606028603,93.7501534281162,90.3492392682611,105.148656702795,110.560925469634,118.597763928328,117.435912050632,125.317645410915,133.442801721407,142.408333512657,155.840319171116,171.681320505555,183.688681299408,195.184043483325,201.8982754203,217.984652612653,220.381726583307,218.670305159331,229.13389174363,249.44066764832,257.247126192675,277.16511520286,274.944360354103,283.427075724736,291.747435433504,297.732928979878,325.839560846163
Turkey,16.30509305662,17.2611296681747,18.8696134557086,19.9975541820619,22.8046218827137,24.1352566787388,24.7613566389714,28.6481451778749,31.060982458562,36.3417587647628,41.3963472955795,41.0134356611177,41.0817787545302,36.1331431096472,37.8425121184969,46.6901058820969,55.8372599194902,63.0713904028893,68.1384173867181,72.3968721315556,77.5613390027952,79.3051981724707,81.2759463895877,83.1071505322958,86.8898604362075,98.2828933894752,109.366475157855,123.052338625081,141.076543098604,150.215019587221,161.570656289588,189.636255329114,197.391470042942,212.138627800105,223.385442241011,236.882648026972,264.502083395906,293.703784377552,313.353774968377,348.475956184844,363.842072288811,354.336494873144,350.076005073205,369.985781272205,400.963861860781,444.161929564763,489.564922341107,512.707413619036,550.696610302057
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.161996385635,273.938559459497,277.566151754588,325.956839082564,263.805702751446,256.262723677583,235.683147816045,191.96952944292,253.135971848806,228.055724893858,271.391754539571,281.59126042417,278.789843297974,276.248615864496,299.447146500564,316.287613227651,330.621953154125,353.822889097168,351.166594069621
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.133224368744,386.554446417389,638.105361709606,670.59546540189,673.641935526413,701.822370636447,647.555398551381,621.971097197959,620.230671951696,642.685278196432,614.770920134994,445.262057774909,452.817830928509,484.790887143602,512.249249657142,554.691190340442,592.646080941938,608.496437100004,673.584860977538
United Arab Emirates,,,,,,,,,,,,308.937515617625,609.639188285141,810.189325312966,913.62405178919,1152.20393018365,1428.29576788853,1901.83889350449,2126.90575496702,2484.49762454188,2774.70870801822,2885.94918371872,3259.88310400005,3391.24450408745,3366.50871031677,3363.19354179258,3290.71089438941,3379.55460212049,3550.82744398939,3539.80407787116,3678.14268256175,3641.38109760363,3831.60602228462,4360.69235924645,4668.20220647447,4852.98951924535,5033.95408646859,5209.72838165505,5380.28818813357,5545.58272409685,5705.59719021946,5860.34205345052,6010.10292360268,6639.91056085395,6919.46558422134,7358.4995856761,8222.51683531761,9340.33134460975,11154.7550328078
United Kingdom,643.150192087375,724.276766337796,857.468735269834,975.522881864802,970.262222963086,1053.63948298068,1094.75625057189,1134.75906985207,1207.42923715,1301.77950812282,1388.17404263733,1443.26330012342,1549.68241266784,1624.54071908913,1647.74247083096,1587.29980467847,1514.64827705227,1529.3519350647,1527.89795360265,1595.0796926798,1529.32661966829,1497.87706692546,1469.69003706516,1471.51599420978,1486.18119780891,1558.52184731114,1617.0524023941,1636.85738875097,1616.11732677709,1609.8989729901,1631.66614750479,1701.45770395081,1719.47787409225,1731.50810141224,1742.3271960165,1749.70686516455,1834.43884313772,1776.5155990146,1853.62048343262,1860.71306919565,1879.32616570939,1931.53879235928,1912.03418402435,1926.65804415728,1917.13020328217,1932.97831950014,1921.65630197802,1893.36676580739,1933.94561510918
United States,1112.71969491507,1165.20961832643,1249.30008898991,1326.58278817599,1417.74129835478,1497.93044883507,1613.02940577941,1711.32694552921,1903.62400725439,2107.17969971926,2273.00333573923,2383.04765873226,2676.55937054541,2734.06164079864,2704.12558624108,2723.70094965574,2781.94400605407,2930.24915214835,3030.69570671878,3034.55558605674,3151.25497338445,3141.30899006709,3142.5044882304,3205.54873346256,3290.88046771246,3329.48909611679,3398.32791856398,3499.80875418316,3641.66367311879,3661.68747722306,3694.78801148006,3769.69324043481,3643.94178266134,3823.01479271788,3828.87979928216,3911.68978573524,4014.89347438378,3942.52207402129,4085.02549956596,4100.07434025434,4224.22052574166,4220.21990276282,4398.73266243719,4394.9935369102,4409.87362503169,4596.93861669685,4529.36664763296,4624.06803631403,4542.84869496729
Uruguay,,,,,,,,,,,,320.647421375903,300.811224212112,307.38229747205,292.490168990136,306.197159705512,326.223304460301,348.067874940839,370.373577389821,364.593066543299,398.7222361689,440.527031671702,460.476026211266,470.721234487329,461.272065755726,469.457249515502,479.443370947393,517.965389587978,558.581406340374,504.944046250646,512.696802146242,565.715925506479,605.647691427388,679.09683445823,691.86090868923,720.719189979048,740.341002013414,754.387125563696,789.522922334728,841.798910125615,871.12789406103,864.741603632039,831.826569949912,771.96154726482,772.959596521219,789.094914400806,792.699156043884,846.273660651093,823.823197539603
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.77196570241,197.413196286745,286.572846101897,321.110876334333,306.569217014882,295.627014999944,306.863575840987,299.716046950369,293.8289312524,286.71203760407,291.74503592512,286.196673560441,288.823744815888,284.636725300748,283.121086771219,274.264342424983,279.061560250153,263.653800735268,261.433953200106
Venezuela,,,,,,,,,,,,187.807978573298,198.200792677859,211.674569191127,224.052871521678,242.3318288216,272.178273426797,303.974493250411,349.216637867222,386.203591374421,430.132075740001,463.216813906927,479.256094099355,503.372742698725,488.769293090572,458.620314306055,442.99827491563,474.619957519136,525.326859041097,513.972019745451,491.674041312436,539.056506761714,597.91976665045,649.397423887758,603.090772247355,574.980836338929,582.299328833032,604.057921022054,632.718567975474,648.328323731765,644.86083193102,667.14045644047,683.638577928636,673.948349957213,679.529779029281,736.04549719075,797.875927087902,826.649799794224,969.004338760415
Vietnam,,,,,,,,,,,,,,,,,,,,,17.3911310991626,17.397546935644,18.3495792584189,19.0331871210403,21.1058567742032,23.4511844194741,25.769684634198,28.512214377849,30.482965261576,38.8723219531964,34.2497340772749,34.8549977624409,36.3373023512137,43.2535549223604,54.656357406555,69.2118361385244,83.7874511575246,97.0864725156924,116.815959885427,126.159737171915,140.955575110223,160.179922230218,180.001909820033,195.546171370881,220.465309425763,233.056436936522,256.506344575616,275.434875386272,302.725654656034
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,10.7327847823361,12.4621235598454,14.9131928804805,15.7029014343227,17.7952800551202,22.8695471164509,26.2246839344298,26.566058252981,32.9623402293611,41.2208210777689,48.8164605898158,55.744901967177,62.0997595974924,67.8515134501859,73.2343194567464,77.2043916884072,74.4557005349994,78.04773854884,80.9198261863858,81.5904988724909,84.8017215427291,88.5211252218507,94.4491528029373,100.845642409894,104.538858610147,96.5095730157234,115.69840644573,122.749965187334,130.05783139719
Zambia,,,,,,,,,,,,77.9324650492383,81.2306942620843,85.3061195479331,88.632339798707,86.7384807859082,88.2329760244876,82.2530638065388,79.6983179606562,78.1053038779896,76.6834667391373,79.5444621952258,76.8939547803942,74.1759392258088,70.2513677887036,66.8313411196763,70.9290748611365,73.7165224273782,93.0555144197427,63.9811323295715,73.045423306413,73.3965818784477,73.3920459487544,86.1292809894985,93.3105829816445,111.441398927733,114.453374837765,119.688693386526,109.604387952536,110.430993709202,113.002892472041,117.33508735553,122.900867144572,127.624776604236,132.532565308838,136.326074129391,144.261622099094,168.853314331176,168.623030511023
Zimbabwe,,,,,,,,,,,,114.54886688281,118.76970586755,121.982336071166,125.902868108484,129.324164743842,131.018844538637,127.843893511502,129.027392772486,129.249766085506,129.452047763672,133.416156709793,129.401523520387,116.940457370577,112.380361632192,142.776400761742,144.000300115619,140.969498128232,142.598347956012,146.669846812826,150.131427046746,148.069608956599,146.882755966272,143.038396066513,145.551600566789,150.4951551441,162.628699092658,174.604775050268,181.927612257009,191.464437631941,197.11966729193,198.362141044126,208.563662473422,227.287581002444,238.714484059448,284.654636519263,282.804441191962,299.294965544629,297.883200408304
