Female 0-4 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Afghanistan,17.7517802644964,17.0789163722026,17.4222797927461,17.7921315325895,18.1530898876404,18.3562071116656,18.515205724508,18.8197497463646,19.0452593326726,19.3226176808266,19.2886733353541,18.7166680775417,17.865792847984,17.5537390251287,17.1144278606965,16.4024334040004,15.4044433533816,14.2720833792066,13.1965686926453,12.2576724399878,11.4357682619647
Albania,14.2857142857143,15.7894736842105,17.2715894868586,16.6127292340885,14.8533585619678,13.8047138047138,12.8482972136223,12.142358688067,11.6656269494697,10.2893890675241,9.07323395981854,6.81094844048377,6.72059738643435,6.95284159613059,6.88640376692172,6.35470826112074,5.61282932416953,5.10321100917431,5.0201961915753,5.12521840419336,5.02364066193853
Algeria,16.1147388059701,16.6701483183622,17.6887232059646,19.3020903573837,18.6450327355537,18.1370133070478,17.573623559539,17.1095740808154,14.9541650059785,12.6945594745109,9.75916368929469,9.476401179941,9.57131455934329,9.35263241609671,8.68031402166352,7.68470588235294,6.7781333092974,6.26142198242102,6.09529441581482,6.09640637220598,5.96400613348398
Angola,16.658778987222,18.189692507579,18.6374314800313,18.9237348538845,18.8770571151984,18.7481972887222,19.188376753507,19.4215748363943,19.5712437627056,19.4466278886967,18.4203258768296,18.1958456973294,16.8535825545171,16.3923993090281,15.5938204055359,14.5813869924542,13.4811070062869,12.4712270554211,11.6359696641387,10.9097281329795,10.2077897875512
Argentina,11.4714714714715,11.3189293776201,10.913183909171,10.3984888009355,10.0682309868531,10.4093477928822,11.3870764049674,10.3389830508475,9.94856278366112,9.5881123227301,8.95704869232405,8.2687338501292,8.06101269488826,7.73348098929494,7.30810140046091,6.85288959233434,6.42563612967498,6.04882788776874,5.91404238463062,5.76317324518763,5.58791966886402
Armenia,10.814606741573,13.9877300613497,15.8221302998966,14.8278905560459,11.033411033411,10.2280580511403,10.2015113350126,10.791788856305,10.4714912280702,8.25958702064897,5.6441717791411,5.87155963302752,6.36749545178896,6.45161290322581,5.97986974541149,5.27563722584469,4.93166963755199,4.91901619676065,5.05173463177115,5.06485484867202,4.93358633776091
Aruba,16.6666666666667,19.047619047619,16.6666666666667,15.3846153846154,10.3448275862069,10.3448275862069,9.67741935483871,9.09090909090909,9.09090909090909,7.69230769230769,6.52173913043478,5.76923076923077,5.35714285714286,5.26315789473684,5.35714285714286,5.26315789473684,5.08474576271186,5.35714285714286,5.26315789473684,5.17241379310345,5.35714285714286
Australia,10.6038291605302,10.6027276726793,10.4662600826284,10.0927059646668,9.32847640164713,9.03330386089007,7.50407830342578,7.36483072258717,7.16285580961269,6.95069726583946,6.4279060138702,6.09958101919517,6.10207100591716,5.97553462993928,5.85119798234552,5.72027070576861,5.5590013955652,5.42182227221597,5.36624435707005,5.35460992907801,5.34589017381068
Austria,6.77966101694915,6.40129101667563,7.36506248338208,8.09412981639514,7.546214231451,6.12959719789842,5.27373179306881,5.54016620498615,5.32899674756067,5.45410275140005,4.86447241045499,4.585204443394,4.37922198928488,4.32569974554707,4.39080459770115,4.41445562671546,4.3557582668187,4.26259402780944,4.25142857142857,4.3398392652124,4.50554528650647
Azerbaijan,9.85639686684073,13.3637921187893,17.3399014778325,17.2370088719899,13.8993238166792,11.7667238421955,10.9459031951914,11.4811568799299,12.3845736013036,11.0077909022367,8.04128660585694,7.12474060410422,8.00087680841736,7.98582151793161,7.25015021029441,6.25121713729309,5.63730173896427,5.54194156456173,5.65615083068882,5.5979170541194,5.34180052297348
