High-technology exports (% of manufactured exports),1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
"Macao, China",,1.63813871563651,1.55479393643688,1.78547749371534,1.91667799209171,1.80778312823998,1.34131593243326,1.94473671808983,1.92976066211218,1.88228323502771,0.826918073818236,0.856655690915974,0.872244642238801,0.925561384056993,0.672887909992724,0.547995476203243,0.472430561878916,0.717749018342982,0.736932930280721,1.05544542063881,2.05247874708044,4.31674275743993,0,
"Macedonia, FYR",,,,,,,2.16890290220912,3.22819792201139,1.56503250179347,2.24088958464385,1.94007025885024,0.87996587432842,1.24289113043954,1.09294526111169,1.37659984223939,1.34664115393586,1.17054456379833,1.0838592517717,1.11298662787219,0.831502628893104,,2.94886571803823,,
Madagascar,,,8.06818394676605,1.42988068086221,0.942164435067617,9.02748347199264,1.86379832631986,1.21320548054154,2.22400056769504,0.858761821634018,18.2843070437795,3.3061153209938,0.572268431496631,0.905969808097153,1.03602379582832,0.647063829226257,0.565536744914391,0.782423602136312,1.16831207295077,1.06469081347214,0.662807629671539,1.6503411478295,1.0375390827952,
Malawi,,,0.088738784193874,0.176626815500234,,,2.93897411861443,1.55220548263719,0.83793734032354,0.820354489668282,0.359078335303159,0.793646013103693,2.02618012098464,2.87110685301568,0.160051670146512,0.363543204177403,0.956038501413546,3.09658409650079,1.81412938604964,1.37650993563569,1.8777288478846,2.81415998441217,1.29091969433345,
Malaysia,40.5843415546078,38.375923595828,38.2114401530496,38.2101787944087,38.9298879561834,41.1328796507354,44.2514493487345,46.1242620518538,44.4127984215271,49.0214136124931,54.9227229302384,58.9462274313112,59.5692731216195,58.1110538862285,58.2212553092695,58.9391469245776,55.6576642291648,54.64561068252,53.8397357952209,52.2843101775898,39.9206485804914,46.5739372415672,44.5212431699613,
Maldives,,,,,,,,,,,,,,,,,0,0,,,,,,
Mali,,,,,,,,,2.553684446794,6.80152066214659,5.20688741632216,3.85201661368786,14.807748037685,6.49005311129199,9.47010365889117,4.30057245016664,4.15523191209675,5.14106653648411,7.04840913998342,7.94373046294862,1.47004233356642,,2.39702408889653,
Malta,,,44.8886130133895,51.8826337818859,55.7447230407146,52.2362640497235,60.1204640888538,,58.8892932840658,55.993952739189,60.4166681185107,61.7201800340441,71.7414634159004,61.6869668456727,58.9825337066594,60.0049666414629,58.1322644853106,51.9991081168144,58.118279012886,52.4374535625881,50.2313833884998,47.9840874439949,59.5690766677548,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,0.561279387287561,0.501303551281541,0.455960216700098,0.4826364927869,0.918000166073941,0.963399807317296,0.589613265814297,0.770306868575744,1.21000882103569,1.15374964842252,1.05192485460449,1.24347404712379,2.30575142920554,5.27817630076206,4.51323075794142,1.80695966410428,24.1514873045444,8.24740881080051,7.24478914434515,1.85942504463153,0.691355554448385,
Mayotte,,,,,,,,,,,,,1.95684759547458,1.70832650181594,2.402007936665,2.55890832005175,5.41011493580779,3.87642148648609,17.6546414700591,13.9374744745346,1.6422381415057,2.41008431787474,,
Mexico,,10.0972697733394,8.42932232240897,8.68014147618641,11.2438289768876,11.5988659779043,13.9369751635474,15.1725811857594,15.8052697641257,17.5539646270602,19.2528153397292,20.7464406198567,22.4513507735298,22.0560002351257,21.4267084451293,21.3990961160438,21.2853964199035,19.6356592638499,18.9814078547771,17.177060002047,15.7292335314881,18.1761874996013,16.9378093587142,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,3.16170115123157,3.7878919906448,10.1876321170097,27.3876700960878,3.07826144494827,4.47003818158636,3.07796078334871,2.59303847806143,3.98086455301458,3.32606018873249,2.68077974160587,3.95672574018807,4.7789527417845,5.12166626339906,4.2424266394014,4.61052592140372,8.2598900313729,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,1.11662492913502,3.64959371630027,1.57141994702757,3.92234832743223,0.46864371634823,0.083470691745464,0.446248364798952,0.205526890965362,0.136888490427277,0.06060043599918,1.65961386108344,7.42812459754784,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,2.52562888994358,2.11973827755584,0.550582556440599,0.359904765381882,0.411670816775865,9.56603216022978,12.3308069906506,11.286244410909,9.50852378578181,11.1145853641123,11.3464424191352,10.180174177756,9.64112705260349,9.79143455222214,8.81753755194564,5.95036316596099,7.32510224262202,7.69204600849278,
Mozambique,,,,,,,1.03284332477185,3.83632820956917,5.92866452110541,11.0744219073967,,2.19576264486622,9.02107226549848,2.00674587854779,3.52224410973079,6.89087982136864,11.2815407392675,8.36700671858235,2.30783128528282,10.572771550776,3.7916493836705,9.51581429869629,1.26797635754723,
Myanmar,,,,,0.083068850724308,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,1.81950529548146,0.841779562948352,1.36294089366036,2.62902367626152,5.41713437519898,11.9500252836942,6.49924253740544,5.18693119175268,0.91714061423704,,,
Nepal,,,,,,,2.92173370289158,,,,0.002831831981013,0.000259913165487,0.011031168305615,,,0.122198188980413,,,,,,0.413373820259906,0.648777735370436,
Netherlands,14.5931889078777,15.8720840098569,16.460663036111,17.6185417912893,19.3784550802449,23.3879177325715,22.4254431616661,24.1447528297594,26.7768945270028,27.3778641332139,30.2455490610548,33.2808837366777,35.8065731843131,32.7138564981032,28.0129201624897,31.3506297542099,30.467361756601,30.8897206891978,28.9900157828687,23.3073355861336,19.2487530582153,20.9042724292137,21.2941161535262,
New Caledonia,,,,,,,,,,,,1.71256506089116,0.594358254963509,0.982397550890244,0.678971198246794,0.752577706876768,2.21883751914651,0.507885619589275,1.48014208033264,0.561123055815508,0.545864869219954,6.9663413736556,0.849328092498101,
New Zealand,3.91169297664813,4.42199839220809,4.42928237902643,4.76222694694839,5.25105676983335,5.39774212961863,6.28966641148312,7.29327690718702,7.4561004571701,9.16593081857385,12.2806804674485,15.161990471534,9.66482300982808,9.35256504638232,9.38056797009868,9.55276803147781,9.57233426369655,10.1905781132257,10.3236854275083,9.08327699660266,8.46885548791283,8.93825276925889,9.00303958927347,
Nicaragua,,,,,,6.46434188236777,3.60822399138954,0.970845556337238,0.441405234865454,0.64916394246638,4.19335736139823,2.34656509151739,4.88471642687571,3.22562292729635,5.16513959079232,4.3082673173108,6.56070689997768,5.17307236625501,7.15896710928296,4.35167587633407,0.873253086787284,5.34931618092778,4.81324544498907,
Niger,,,,,,,,9.3657766066317,19.7515261478509,8.8227060323649,4.57422081561934,15.5037628097783,5.62980210474616,3.60114561401667,2.94891776841821,3.45380446345201,3.59365359551138,11.1609706533417,11.9330436666745,12.7072705175976,7.11304323944614,14.4728971052339,6.56300466961096,
Nigeria,,,,,,,,,1.67589873858626,0.111631905692907,0.018100012953925,13.3921481544957,0.590686907840376,0.366995351248678,0.142339957088494,1.73081108174476,,,7.78744182624342,0.995504698129583,0.408516889943297,2.52770719769816,1.08927909562843,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,
Norway,12.0441803469867,10.6430008225593,11.4357916746077,10.9166855383403,12.4133118413365,14.697064213854,14.5773588557171,13.5354636651761,14.0972808272722,14.5619764700377,15.6787936367567,15.682828597937,16.7636804222937,18.1921844443603,20.6367178497508,16.8323869222904,17.4359133611738,16.0943341880265,17.2178691295564,14.729748092695,14.8498836691152,15.8027631106306,16.0805220921712,
Oman,3.56068275615289,14.1464107002338,14.7427321274375,12.2292735368397,4.45749665524722,6.75589692637929,6.27119225925324,4.49388184042554,5.46550720958623,8.50375224634604,8.54264133189245,9.64373750746745,3.1171784433719,3.10047777137369,2.16721050090278,5.74278832484447,0.678341541235947,0.275351027600177,0.305531446860344,0.455952345425918,0.735322394863153,0.295084339504832,0.584341718766803,
Pakistan,,,0.071649495375324,0.024563037826778,0.033875108269484,0.070946772397331,,0.041146951410093,0.032507521685917,0.087873570737721,0.114242417991787,0.313561019200339,0.387903060022941,0.297177201334883,0.674505047647479,1.21153630057117,1.09276699212238,1.38030720503903,1.44745517225521,1.38315900502764,1.85117133503668,1.71466316981501,1.68522380208633,
Palau,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,2.76605417071228,2.60368694049416,3.01551062951098,1.89593987597756,1.36350223666845,1.22861723168937,2.18083409471187,1.90217156702744,1.35336500672664,2.31679581682139,0.983148004974233,1.34300538992381,2.55821664707988,1.23426716896987,1.37445567591723,0.82604565769546,
Papua New Guinea,,,,,,,,,,,41.5595709550784,,19.0275463871262,46.2731428981358,16.9522101595941,40.1653918848918,60.858764328413,,,,,,,
Paraguay,,0.101805848870156,0.195469096674464,0.845767948412435,1.06258204246314,0.848481007965515,1.073186713882,2.09559987580956,1.2699837306147,2.17716869716574,3.54934793120112,2.84674299430444,2.94119530685522,4.13118993531398,3.23209426396975,5.66242075188491,6.74638545851368,7.15638744421863,8.2907128526615,6.43825980463729,6.53840363782587,10.9678842533597,6.61176543014156,
Peru,,,,,1.34738405889548,1.43334220298476,2.48777677948306,2.41054571459412,5.82421311590086,4.54853485116438,4.04488344032865,4.4921261083555,4.37692251320074,4.28602637398557,2.60523122166799,2.63867446273333,2.89357986167268,3.23224141617705,2.71748719282938,2.50898343966235,2.7472799260996,3.46490187551227,6.58716943300092,
Philippines,,,,32.462734273764,27.491161409624,30.2862292595238,31.538449367707,35.0283790249559,58.4638212245706,66.5070706766884,71.9656267346211,74.9946144072818,72.6268624651215,71.8998537585059,74.178459319334,73.637315398249,72.6333214517765,70.7854320693505,67.7099186643875,68.8997973895903,66.3095967624976,65.533029737784,67.8227718291916,
Poland,,,,,3.48409552235112,2.77495427873971,2.44128250020207,2.57589345630237,2.91559258332391,2.61827602739809,2.94865924349733,2.64937748084751,3.36054049635396,3.17171842502751,2.87856402771049,3.07391976770022,3.33711759358771,3.78951552674,3.74076335644489,3.0364712695913,4.31612121929463,6.10116279094308,6.74425118773318,
Portugal,3.96829803288395,4.47511885447084,4.1238361864907,3.66404382771496,3.53016613612146,2.64165113158522,3.62652207440024,5.12678094101491,4.09966488015774,4.05826756808458,3.93443594200797,4.79728669419389,6.2290944251493,7.80106975611838,7.2043628892834,8.50007308845238,8.68351454649284,8.87974863936344,9.27617808592585,8.35351518200375,8.14410123783971,3.76828269284568,3.3905996251066,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,0.003520513380336,0.003449109271315,0.000974249848242,0,0.00418834796501,0.002420720226734,,0,0.011219260018338,0.000073610162302,0.009625575313866,0.000194749544885,0.002467068832859,0.020320358450131,0.007111413213914,0.01322244136454,0.075343709455083,0.012504525301991,0.03347603922454,,
Romania,,2.85082158365157,3.28632695681475,1.52979098478155,1.44769225555602,1.06551601278377,1.61873316418046,1.28868459077696,1.23693738548149,1.2056730492055,1.80612774344681,3.54543345760789,5.87019285287008,6.14251539360229,3.80073674826586,3.96817712469605,3.72474565997035,3.84222259067828,4.82748591683237,3.47980265968192,6.6874027792849,9.10875720138769,10.9467792219552,
Russia,,,,,,,,,9.66453674708806,9.34426991013211,11.9779555590667,12.3368390302914,16.0669301202892,14.0375557885175,19.1567422293919,18.9782319882053,12.924528911798,8.43750973534916,7.77732319167406,6.87840591796636,6.4748509995141,9.22872737838927,8.8478750906391,
Rwanda,,,,,,,,,0.598880870859806,3.09684891341139,2.16697568859244,0.601955146351042,,1.52314172586375,83.6402557540004,27.0041361606323,19.8899257538189,25.9701989335081,16.3165020408265,16.3557867099736,6.88825362877766,11.6387397908226,5.94352737346178,
Saint Kitts and Nevis,,,,,,5.32801240316269,6.19368945157354,0.299890024985955,0.748298800332128,1.32978683831187,,0.176571387288905,0.640465724522716,0.217966598651169,0.065969491520675,0.703921885849166,0.075721631870189,0.681417718989597,0.33252240330322,1.02376401788464,0.451769582470493,,,
Saint Lucia,,,,1.30149849611682,3.7005508067745,3.19927661409167,6.80405624561723,4.91183597085138,7.28803105772574,3.61433536967486,5.18101248038313,5.06435415840661,5.52406306598544,5.1994736915147,7.80354489112136,8.40913176775549,7.31947291739077,8.50023284999872,11.2333164567871,14.8235276529251,16.8783306390878,,,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,0.014036237513933,17.3070420485246,,0.026149364150875,0,0,0,0.00855196826222,0.004237642878331,0.003062850294549,0,0,0.053587964389746,0.027431275790683,0.208783984590041,0.007072873057198,0.772991048275674,0.155883559782335,
Samoa,,,,,,,,,,,,,,0.508135133272659,0.151725410573003,0.145876020682581,0.08313448638011,8.73679903427155,0.049737615374767,0.072531618585769,0.577182649267778,0.314032253050427,0.201235435563348,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,1.07871149026998,,,7.68197742312184,1.27771316707626,0.255673517093601,0.044979682905942,15.563165360423,14.0259635542654,
Saudi Arabia,,,,0.373211507997606,0.351576203391507,0.169333417259596,0.096369507958677,0.197337117374975,0.749585674066621,,0.357561994368732,0.987304119163418,0.425608571954772,0.469934573549148,0.3753882148844,1.37135499515494,0.360288007054367,0.668897031615736,0.938558985865093,0.656645502785828,0.461193838261328,0.264831104688348,0.732879977738611,
Senegal,,,,,,,,,1.46264392501256,1.71189413852309,5.76638426878645,12.2912144018135,7.28603556532038,4.46008586975042,4.26087763346271,4.90210176470044,5.81650140858172,8.27094619150637,5.84735853167769,4.47299909281472,5.26153331142703,11.8578439022268,1.18908006060773,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,1.04008221993834,0,0.025980528774616,0,0,0,0,0,2.0885329371407,0.824633464950683,22.5252007938422,0,0,19.1765843896447,3.14502347329674,0,3.35080468848692,,,
Sierra Leone,,,,,,,,,,,,,27.6481666604117,,31.0793222397408,,,,,,,,,
Singapore,,36.4446585037199,39.8938862492921,40.5417707511922,44.7965177173432,47.5031068506181,50.6589758682585,54.1470447534394,55.7143715915021,57.0165886820874,59.067059344751,60.8993785342945,62.7949457883433,60.9492971185736,60.6266403589088,56.5432642916467,56.8761485245438,56.8933112340213,58.0708168359108,45.2103343064531,49.3840352803798,48.1419988233682,49.9086554626224,
Slovak Republic,,,,,,,4.06062837825302,3.1212890908398,3.17337879134603,3.61390180241176,3.56063048211115,4.28424816108625,3.63341481577405,3.86198736171373,3.21252432297849,3.80198907751915,5.47906848450867,7.43755623173168,6.71976494524099,5.35422959882713,5.2643584339696,5.7039504573679,7.09399929431584,
Slovenia,,,,,3.33468791955754,3.43338988728149,,3.61922590553228,4.50708708778255,4.32272856115758,4.51173397237362,4.13094240535705,4.9054643086147,5.3359680878311,5.42166925128149,6.4219754502375,5.73241318511084,4.92886004413232,5.50651238528453,5.01300107432865,5.82097652594857,6.39870282676878,5.48711250437521,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,6.96800465985473,4.72784550466537,4.87668317867391,5.71090989694808,5.65081765447384,7.53141006585803,8.74901604235407,7.14698510071395,7.00087587595807,6.46041090866082,5.16379000939952,4.82906725565859,5.53799157654733,6.65622176330843,6.45864030345448,5.58076284886966,5.12338536854397,5.35494931890575,4.2812086844729,
Spain,6.8030030358084,6.90691853774376,6.71762793399437,7.80972751140531,7.44537144943028,8.309750461226,8.40185084372874,7.27111893270837,7.60405876391101,7.00884465366658,6.95735248327599,7.86560938377318,7.98652365594971,7.76530097386371,7.21659124688494,7.48900423066609,7.2592302100699,7.26108649644659,6.38245128502991,5.10733161441856,5.30598878258966,6.23127691903458,6.35735111792714,
Sri Lanka,,,0.597690529466652,0.667119902461078,1.05244212780523,1.1267291480806,1.2051141543028,,,,,3.23907850748843,,2.17125330154662,0.554772779798323,0.68479643454009,1.52915830046805,2.30785766722289,1.49480733758378,2.08435183858971,1.86254536084885,0.949291395207807,1.02595127154623,
Sudan,,,,,,,,,0.500051602879992,0.000095372559193,0.089093067050379,8.64657858476297,3.80071047004694,2.54221297648202,8.84213002117047,0.041828147533379,0,0.578268894431153,0.605706109268802,,0.102401247296523,29.3692320462187,,
Suriname,,,,,,,0.038303202664499,0.025336268261091,0.426412863441939,0.221138822592607,0.585161114147028,0.204958716670078,8.16636075629429,6.34649832744176,10.6887486034447,10.9423497273683,8.01445378648931,13.6987325286699,6.21904345155247,8.69827588386913,5.45833550205697,13.9197188475848,12.1413841904205,
Swaziland,,,,,,,,,,,,,0.402915773945759,0.786125918626538,0.485227241946621,0.298991271326748,0.103682508655046,0.076493349692876,0.134238287621556,0.115640868053804,,,,
Sweden,12.3432197515215,12.7071635740472,12.9040557067914,13.2860992885937,13.3078993820846,12.9711040756859,12.8281392236455,16.4056853164925,17.9386784463779,19.4447468731518,19.8214432996618,21.5375883412118,22.774507258279,17.3946206827876,18.1686325830444,16.258061170871,17.406210700232,16.9375142946181,16.1037675242213,11.5283445608438,11.197867922564,12.913403179114,13.9267398431614,
Switzerland,16.0588534654983,15.7716165159403,15.5767170556089,15.5477612890199,15.9293424051733,15.6099065213253,15.7729495103025,17.1413534347082,17.7751268005803,18.0126354267776,19.2912798921278,21.8314163871268,21.8628206965949,22.7353710330878,23.5846117954677,24.1032357373653,23.7379527999045,23.5944229462835,23.3446866137204,22.7546357637749,23.8877958432168,25.5358979073818,24.8448060680792,
Syria,,,,,,,,,,,,,0.531688776283232,0.405977505801632,0.614257365842216,0.797067051116855,1.02400228410702,2.08208587396645,0.804813407367902,1.27095427419597,1.80688037212788,,,
Tajikistan,,,,,,,,,,,,,41.7450495049505,,,,,,,,,,,
Tanzania,,,,,,,,,,0.180448985842906,3.45197052536979,5.9234752108438,1.16754988470712,1.59082022392751,0.741255826498304,1.40928950112547,0.820967118849806,1.10500811037606,0.563501540145283,1.50182309272276,1.53491819015074,3.04226811154122,3.47834914652814,
Thailand,,18.9502990511619,20.8711786557834,20.8393563085463,22.0381799471553,20.6533361533395,23.7207783484659,24.540882878967,29.1522904450597,30.7646207531796,34.4186421806473,32.4002108952355,33.3591286378655,31.5113937614115,30.7773591150541,30.3081362142757,28.1318444167968,26.671771735203,27.3916131919635,25.9579200436226,24.5543740228396,25.3403836741784,24.0166045290998,
Timor-Leste,,,,,,,,,,,,,,,,,0,0,,,,,,
Togo,1.81004881062628,,,0.589815227304241,,,1.7987081271092,4.99286745397316,5.28801931863205,2.01866445607515,0.592026736146504,0.665542436513699,0.601634503342949,0.623211735007568,0.657607489348507,1.01387307820126,0.026536125030774,0.093467743408441,,0.057997818205485,,,,
Tonga,,,,,,,,,,,,,0,0,,,,,,,0,0.106306151616308,0.038764594789846,
Trinidad and Tobago,,,,0.146453678303275,0.248541474065513,3.92966215619794,1.20558908461229,3.19670275180621,0.310223282623902,0.241435739714842,1.36182439629521,1.96988862307409,0.913346863441264,3.226377270066,1.99336596809692,0.244690944802122,1.1487178902852,1.34706173987132,1.0301941892748,1.56335395306943,0.748551909305092,0.24331607871591,,
Tunisia,,,2.12081384797485,1.84867111993556,1.64437277322391,2.84083745768777,1.54422296181013,1.60899757935321,1.63940867397611,1.65349770660457,2.05818003901407,2.7010161179644,3.42706872700311,3.31357375056929,3.70876227663929,3.80532237415122,5.02315152604415,4.51072019636945,6.680848185094,5.41679698211625,4.54378971576266,4.09791169577594,4.8942275031461,
Turkey,,1.7492539097522,1.21396963220848,0.999972331463367,1.17522065799046,1.33929927456042,1.65549701711019,1.20581173428862,1.6073655632391,2.1446794505466,2.1825608347999,4.14051378076162,4.82574572151897,3.87127475676248,1.78985753689828,1.93246393809154,1.89681360873056,1.47404295480715,1.85398932911453,1.893321919803,1.61597004033355,1.73772986786626,1.93410242946747,
Turkmenistan,,,,,,,,,,,0.00123674253066,11.6624648409208,4.95214741080909,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,14.9031307852821,19.5714227515933,7.69765101649544,3.33062504972321,5.81817350994444,9.20731140918446,,,,,,,
Tuvalu,,,,,,,,,,,,,,,27.8159453677802,17.6859144194824,4.24964886375914,14.9803635774728,,,,,,
Uganda,,,,,,,10.9909986270671,2.10710131732951,0.249929637442639,1.29192959149784,4.58832490769372,10.7119597327002,4.35693212882084,12.8670295356104,15.3220299738245,6.30119086555715,3.28154659421135,12.4981994455844,33.7562437765026,10.4894177879803,1.25553984666815,1.08231554128367,2.37090443834005,
Ukraine,,,,,,,,,3.89147584034948,4.37015887453749,5.10090346856446,4.37866846638176,5.22724086514289,4.65814868465731,4.86130603299298,6.91831517950922,6.29699783630123,3.72453092549511,3.39753540853455,3.65382552582231,3.28703372144671,5.55073818397403,4.33627219137202,
United Arab Emirates,,,,0.026478637837193,0.151992165621186,0.03164552066756,,,,,,1.12098329514486,0.708440058371848,1.96507194450091,,,,1.87148890208996,,1.0703835678953,3.20278543864225,,,
United Kingdom,24.7407918952166,25.2016518846045,23.6093713570674,24.6532668116537,23.592492666871,25.9658493442838,25.7035724787937,27.0330454064353,26.6894694121274,27.0924543669364,28.6815625522104,29.9183739751072,32.3338705399204,34.0801280025924,31.7434364318627,26.2791204424275,24.4868489742195,28.305631577105,33.8803058234484,18.9188521141554,18.5007093446573,21.7861976367752,20.9003248781699,
United States,,32.1623895661818,32.5299673313318,32.401504390299,32.5632876325168,31.4651344985749,30.9990910136055,30.3006375796517,30.7587896774797,31.7287482910113,33.2158902332519,34.2582305414499,33.7876105780024,32.5915242027295,31.7594520430432,30.8205213452542,30.2762671292506,29.901988546043,30.0569992880515,27.222664596901,25.9203321683644,21.4876897855956,19.9343859606027,
Uruguay,,,,,,2.71281627502089,1.92041983945172,2.62552598074085,2.65565149922975,2.18888024356265,2.10634854318866,2.42938972861679,2.22275249574183,2.19661870394523,3.10777577000279,2.64393678119455,2.92252137528832,2.71538266427151,3.404114509756,3.41529364777465,4.59392039622393,5.79957251256142,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,19.8323982148418,12.7000349656698,,,4.94491529256402,,,,,,0.355693162708219,,,,,,7.65690386865688,2.01735635730699,,,,
Venezuela,,,3.93872519716892,1.49085759526725,2.20143649904115,2.56724728330688,2.39119483574451,2.72269989391388,2.52164211315272,2.54690878686039,2.60344791984714,3.01817746114028,2.89096578604343,3.37760817553705,3.42949152604287,4.21951394826795,2.43764248269294,2.30198609605912,2.4137913425398,,3.47136767359514,4.17760988355386,5.05221964133165,
Vietnam,,,,,,,,,,0.13575968717084,0.102063987746263,0.173917606182156,11.0689447818075,8.5075029090422,5.85778762251229,5.56673818558887,4.48001264804974,5.36319167272547,6.2178780525489,8.94933927582378,4.78983983871057,6.21247845995018,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,0.00264011431486,0.010913653612398,0.52145086433032,0.25903344588146,0.239194560530172,0.509999037918455,0.382328701253467,0.275284567676287,0.374468144548375,,
Zambia,,,,,,2.48039163152718,,2.16254053837233,2.04581083269308,25.0897320908972,4.02342058025137,1.1126900986593,0.316156043386866,0.136770623825519,0.400658895400206,0.505136645738727,0.756466512861635,1.09050563429898,1.86851801115818,2.9458757723418,2.54399741298111,1.49943395326898,0.955027105097218,
Zimbabwe,,,1.48833644605684,0.87947686678887,0.894181398320927,0.670965806695076,1.13300896596742,1.16342970144128,2.10784377754161,2.02554446513339,,1.94548571432599,1.68415484653562,0.544358823547935,2.68622867863532,,0.902913727620273,1.54876585941158,13.4912865821537,3.0918652763625,12.211308968738,0.984378272000958,0.843400923569476,
