Female above 60 (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Chad,7.38636363636364,6.9168506254599,6.90112806901128,6.78167757287329,6.78418803418803,6.54338549075391,6.36752136752137,6.16024187452759,5.82901554404145,5.55709919422062,5.26315789473684,5.03369005152596,4.80470100241963,4.90136570561457,5.02942750133761,5.14332900790374,5.29794376835921,5.54246394570648,6,6.6484375,7.49874182184197
Channel Islands,19.2307692307692,19.6428571428571,20.3389830508475,22.5806451612903,21.875,22.7272727272727,22.7272727272727,22.5352112676056,21.6216216216216,20.5479452054795,20.2702702702703,20.7792207792208,22.3684210526316,25.6410256410256,29.4871794871795,32.4675324675325,35.5263157894737,38.1578947368421,37.8378378378378,38.6666666666667,38.6666666666667
Chile,7.36156351791531,7.84773060029283,8.17382307294361,8.22669104204753,8.53784285419674,8.76727892444613,9.21284857042005,9.66585167074164,10.263709919089,10.8594179022515,11.614476386037,12.9933211900425,14.556158374697,16.4552773795081,19.0758796100042,22.0299057763212,24.4077244674497,26.3886182030793,27.6418082349554,29.1959703478426,31.0406811731315
China,8.6485619464802,8.43189279129379,8.79474498561895,8.22543923708063,8.01017132642656,7.94932646234518,8.28487485620188,8.78296551480876,9.11993083452558,9.80344564115625,10.5871203130959,11.4766814361722,13.0530443540958,15.8175745531578,17.9694999484453,21.1662314061866,25.3308444701457,28.7028034526241,30.0465302574504,31.4763059530361,33.9463763263999
Colombia,5.93993695038991,5.66119273984442,5.68690890990542,5.71060541004723,5.87301587301587,6.08327100473697,6.23703703703704,6.57031094609826,6.84522030250493,7.12270803949224,7.51439348818741,8.16504098548335,9.37739219188568,11.1150935882119,13.0872735473202,15.3788420300214,17.741935483871,19.5785922201641,21.5330112721417,23.3945823072552,25.1447065413581
Comoros,6.32911392405063,5.74712643678161,5.15463917525773,5.60747663551402,5.88235294117647,5.18518518518518,5.48780487804878,5.18134715025907,5,4.91803278688525,5.41516245487365,4.91803278688525,4.94186046511628,5.26315789473684,6.19047619047619,7.30088495575221,8.41889117043121,9.42307692307692,11.3513513513514,13.3105802047782,14.9593495934959
"Congo, Dem. Rep.",6.25386040765905,5.69911998882526,5.4228855721393,5.32746285085305,5.28226191613334,5.27059605952282,5.229793977813,5.16799099042733,5.05217206132879,4.93273542600897,4.78524743230626,4.70363416923696,4.64789967552399,4.60323969653475,4.63172676209458,4.76604697267008,5.03691790335551,5.46034077065568,6.04857938375867,6.87361419068736,7.97079077009812
"Congo, Rep.",6.32603406326034,6.19469026548672,6.0665362035225,6.33561643835616,6.38930163447251,6.27400768245839,6.24315443592552,6.10902255639098,6.10749185667752,6.025824964132,6.23359580052493,6.19158878504673,6.17021276595745,6.15530303030303,6.25798212005109,6.43894778170396,6.87134502923977,7.62914813547725,8.83585940019349,10.2415163558545,11.8728121353559
Costa Rica,8.24524312896406,7.76173285198556,7.63358778625954,7.07850707850708,7.11902113459399,6.92383778437191,7.2790294627383,7.25075528700906,7.41230972865652,7.78688524590164,8.22981366459627,8.83043682480038,10.1531728665208,11.9115841178878,14.2857142857143,16.9230769230769,19.4113524877365,21.221322537112,23.3464309102816,25.8466453674121,28.320251177394
Cote d'Ivoire,4.37246963562753,4.33566433566434,4.43524541691307,4.42391832766164,4.37869822485207,4.32737535277516,4.31119920713578,4.32357043235704,4.50123660346249,4.73487470580091,5.07038892865664,5.48819400127632,5.79463948659872,6.16363788627418,6.51570818025043,6.85330802603037,7.23025583982202,7.7980348724939,8.8083718973496,10.0534811834552,11.5168280313509
Croatia,12.4007936507937,12.2409638554217,13.2575757575758,14.6976744186046,16.9373549883991,17.7939173853836,17.3238812583075,18.7771032090199,20.4457779682812,22.8701406120761,24.9571917808219,25.1845419018671,26.707530647986,28.5081894643648,30.5381165919283,32.2095671981777,33.519034354689,34.755808440019,36.2094037809016,37.5062096373572,38.1947985721571
Cuba,6.53161019909186,6.25983013526266,6.64375715922108,7.60758196721312,8.77684407096172,9.93121238177128,11.1133978184812,11.4217252396166,12.4050151975684,12.9970544918999,14.9024566473988,15.8121190390821,18.220869876499,20.8430076799428,23.4263233190272,27.9361663977049,33.0255296034764,36.8527731711811,38.1924749480053,39.1678062121508,41.2352221769262
Cyprus,9.2,9.66542750929368,9.68858131487889,10.7023411371237,14.3322475570033,14.9350649350649,15.0326797385621,15.3846153846154,15.8357771260997,16.304347826087,16.5413533834586,17.948717948718,19.5121951219512,21.2631578947368,23.3400402414487,25.1937984496124,26.865671641791,28.3393501805054,29.7535211267606,31.1643835616438,32.5503355704698
Czech Rep.,13.7968613775065,14.7255969836615,16.5615462868769,18.7125149940024,20.6289556962025,21.4216727834653,19.5623467270326,20.320452403393,20.7618329247596,20.9990574929312,21.3292706151209,22.875191424196,25.2502360717658,27.3936668540378,28.5288085027037,29.584032829696,30.6279287722587,32.8671328671329,35.2694724814321,36.1653272101033,36.9807692307692
Denmark,14.0204271123491,14.9307107733572,16.3778162911612,17.6396997497915,19.1780821917808,20.5790297339593,21.6653816499614,22.7657935285054,22.9294478527607,22.3356009070295,22.0533728687917,23.1836436655714,25.262395946435,26.7098632109431,28.1730425455846,30.0035549235691,31.5659243548957,32.661717921527,32.8961361219426,32.2154834106315,31.9928186714542
Djibouti,0,2.85714285714286,2.32558139534884,3.44827586206896,3.7037037037037,3.53982300884956,4.09356725146199,3.98009950248756,3.9568345323741,4.79233226837061,4.90463215258856,5.1980198019802,5.89569160997732,6.30252100840336,7.18446601941748,7.92792792792793,8.73949579831933,9.63665086887836,10.762331838565,11.9828815977175,13.8586956521739
Dominican Rep.,4.20168067226891,4.02877697841727,3.95136778115502,3.91147709727226,4.02298850574713,4.20362514462013,4.51590831337667,5.1219512195122,5.75342465753425,6.53416149068323,7.30260155180283,8.12407680945347,8.91769789825182,10.1107011070111,11.6413214472994,13.5256837891928,15.4832505209168,17.2772430922074,19.0555471469653,21.0017835909631,23.0226403998824
Ecuador,8.95784543325527,8.21280991735537,7.57097791798107,7.20966484801247,6.8235294117647,6.5173116089613,6.33838383838384,6.33973934172741,6.60930778255768,7.08245243128964,7.87799706410048,8.87319619281547,10.0029078220413,11.5542763157895,13.1948051948052,14.9274103486785,16.831801360869,18.7413234613605,20.6690021471353,22.6580731192355,24.7114433329669
Egypt,5.67625034667653,5.79235866808476,5.82566168009206,5.84353784658334,5.8972625887124,5.99493670886076,6.08479927830402,6.25173549129279,6.44026471612678,6.74089962778374,7.01573085314043,7.15590107482,7.88389646879539,8.57643068169384,9.60541562480942,10.8916177255739,12.2572859252855,13.5935788608981,15.4883477350092,17.8898069887725,20.6665237234662
El Salvador,6.2780269058296,5.9919028340081,5.90747330960854,5.8679706601467,5.75079872204473,5.93180756655768,6.20514985225834,6.6796875,7.23684210526316,7.95262267343486,8.96150113231964,9.84586347908147,10.8025633201099,11.7855038302887,12.8328611898017,14.1189247895737,15.713912816497,17.5309891221857,19.3779313749691,21.2884475659966,23.7162646286124
Equatorial Guinea,8.69565217391304,8.40336134453782,7.69230769230769,8.02919708029197,7.43243243243243,9.01639344262295,9.64912280701754,8.125,7.7319587628866,6.49350649350649,5.20446096654275,4.59016393442623,4.28571428571429,5.06329113924051,6.57596371882086,7.95918367346939,8.95522388059702,8.57632933104631,7.91139240506329,8.10014727540501,8.95316804407714
Eritrea,5.54592720970537,5.18867924528302,4.88145048814505,4.65686274509804,4.72610096670247,4.59662288930582,5.90111642743222,5.10846745976207,4.78855721393035,4.63697376449054,4.60385438972163,4.69092503288032,4.9001130795326,4.99835580401184,5.06776664702416,5.08837707552223,5.55146155735692,6.92777903554449,9.00900900900901,10.639546254645,12.1407516580693
Estonia,17.6470588235294,17.737003058104,18.3284457478006,19.6378830083565,20.7036535859269,21.2987012987013,20.126582278481,20.4656862745098,21.2230215827338,23.0569948186528,25.2717391304348,26.1707988980716,27.1844660194175,28.4722222222222,29.9300699300699,30.5397727272727,31.3583815028902,32.3485967503693,33.2831325301205,34.5038167938931,36.3354037267081
Ethiopia,5.51375752364574,5.12845560222722,4.8967032967033,4.88868130157248,4.90511748989518,4.94399614597134,4.97646267652993,4.94996857930101,4.92868006741481,4.92191857222532,5.02608590148022,5.19362914824482,5.3780567787876,5.54865681526553,5.76596530084902,6.11056580545343,6.54664484451718,7.09305892523495,7.78909759349636,8.73064940417742,10.042037501575
Fiji,2.89855072463768,3.63636363636364,3.1413612565445,3.09734513274336,3.90625,4.21052631578947,4.79233226837061,4.55840455840456,4.53257790368272,5.30503978779841,6.32911392405063,7.57946210268949,9.02612826603325,10.4651162790698,12.3853211009174,14.1255605381166,15.3846153846154,16.0869565217391,17.3245614035088,19.8237885462555,21.380846325167
Finland,11.8490205446727,12.0689655172414,13.0662020905923,14.3583227445997,16.5966386554622,18.4394250513347,19.7485806974858,21.1317768104472,22.1183800623053,22.3282442748092,22.9607250755287,24.1495327102804,27.302752293578,29.6349837368992,31.3528990694345,32.8596802841918,33.8407079646018,33.9241403757533,34.2358389739936,34.4938980617373,34.597327555074
France,18.6723137832612,19.2871463577634,19.886919185478,20.4944879373702,21.0874668103282,21.2688507540302,20.1824566484451,21.1437620974837,22.1164383561644,23.0653215805879,23.2852400828212,23.2689364957919,25.5423633990178,27.6465922264934,29.587969924812,31.482362738683,33.0465527401296,34.328968903437,34.7128574750058,35.1395254394616,35.3236866573687
French Guiana,0,0,6.25,5.26315789473684,4.54545454545455,3.7037037037037,6.06060606060606,6.97674418604651,5.45454545454545,4.47761194029851,6.25,5.94059405940594,6.08695652173913,8.3969465648855,9.6551724137931,12.1951219512195,14.0449438202247,15.8974358974359,16.504854368932,17.8082191780822,18.5344827586207
French Polynesia,0,3.125,2.56410256410256,4.34782608695652,3.84615384615385,4.83870967741935,4.16666666666667,3.65853658536585,5.3763440860215,5.8252427184466,6.14035087719298,8.87096774193548,9.09090909090909,11.8881118881119,12.2448979591837,16.025641025641,18.0124223602484,20.8333333333333,22.093023255814,24.1379310344828,26.7045454545455
Gabon,12.0331950207469,11.8852459016393,11.6935483870968,12.0622568093385,11.7647058823529,11.1111111111111,10.0864553314121,9.75,8.56531049250535,7.87545787545788,7.223113964687,6.6957787481805,6.78191489361702,7.33496332518338,8.01354401805869,8.92857142857143,9.85221674876847,10.7276119402985,11.7125110913931,12.9770992366412,14.4726083401472
Gambia,5.18518518518518,4.92957746478873,6.09756097560976,5.29100529100529,4.58715596330275,4.59770114942529,4.82315112540193,5.09383378016086,4.85651214128035,4.90909090909091,5.03048780487805,4.95436766623207,5.21541950113379,5.2947052947053,5.44642857142857,6.00961538461538,6.58942795076032,7.21854304635762,7.9683698296837,8.79368658399098,9.74196945760927
Georgia,15.8421052631579,14.3619602134886,13.1294964028777,13.0927402433907,13.8221153846154,14.7906262005378,15.0074294205052,15.8724471515586,17.7374301675978,18.6396091694852,20.84,20.4246284501062,21.5914170764417,23.3610341643583,25.9715639810427,29.1970802919708,30.8308308308308,32.3681489141675,33.7271750805585,35.0279329608939,37.4269005847953
Germany,15.2238158501207,17.0392541187689,19.0813628077743,21.0318151289769,22.7651937721298,24.0828960413997,23.4109962955742,24.592020085165,24.8139681922086,24.7077348857184,26.5371706062986,27.7911036169758,28.6589158413473,30.4389866563527,32.7070336391437,35.8809511989277,38.7338703568092,39.7707072008244,40.4015387047479,41.2590812110082,42.0699409301423
Ghana,4.4237012987013,4.53752181500872,4.66983938132064,4.70679012345679,4.75970425138632,4.80613893376414,4.87179487179487,4.93942218080149,5.02634779083908,5.19953051643192,5.44662309368192,5.69895457489129,6.01666666666667,6.25094140683838,6.70233930163957,7.33119375747278,8.10999360502296,8.98876404494382,9.98436002219868,11.0932171276999,12.265628495995
Greece,10.7759731889662,11.822418444935,13.2301196340605,14.2499430912816,17.3816403645255,18.6525129982669,18.9002036659878,19.3420531113753,21.5602561614593,23.1210662717512,24.2221418234443,24.9821045096636,26.4017033356991,27.9372908226176,29.8029556650246,31.6884032428622,34.1653389980528,36.3539255830514,38.416054470525,39.6536171748151,39.8104265402844
Grenada,6.97674418604651,8.88888888888889,6.12244897959184,7.84313725490196,6.38297872340426,8.51063829787234,8.69565217391304,7.84313725490196,14.2857142857143,10,9.80392156862745,9.80392156862745,9.80392156862745,11.3207547169811,12.7272727272727,14.5454545454545,16.6666666666667,16.9811320754717,19.2307692307692,25,27.0833333333333
Guadeloupe,8.25688073394495,7.5,8.57142857142857,7.79220779220779,7.31707317073171,9.46745562130178,10.8433734939759,11.6666666666667,12.8205128205128,13.5265700483092,14.9321266968326,16.9491525423729,18.8524590163934,20.7171314741036,23.828125,26.5625,30.2681992337165,32.5670498084291,31.9230769230769,34.3629343629344,36.078431372549
Guam,0,0,0,0,0,4.54545454545455,4.08163265306122,5.26315789473684,6.45161290322581,7.2463768115942,8,9.75609756097561,10.3448275862069,12.7659574468085,15.8415841584158,18.6915887850467,19.0909090909091,20.8695652173913,22.0338983050847,22.5,24.5901639344262
Guatemala,4.36456996148909,4.41834451901566,4.55212922173275,4.70487596236099,4.66940605155024,4.66405740378343,4.78800115373522,5.06490201068974,5.4989816700611,5.84493041749503,6.05636268160336,6.26824396988785,6.63500678426052,7.01564380264741,7.35580038885288,7.91719807711174,8.73523843865501,9.90704296122603,11.3861386138614,13.1680809885365,15.1351351351351
Guinea,7.69230769230769,6.76901605024424,6.05481198215424,5.71923743500866,5.61622464898596,5.71002979145978,5.77256944444444,5.73394495412844,5.60839619547393,5.4251012145749,5.41646605681271,5.65169769989047,5.77299412915851,5.97371565113501,6.23123123123123,6.60264105642257,7.0146037826191,7.57067042131485,8.27156833679217,9.22559534630067,10.4078880836002
Guinea-Bissau,6.41509433962264,5.94405594405594,5.94059405940594,5.94059405940594,6.22950819672131,6.25,6.16113744075829,6.25,6.01941747572816,6.10169491525424,5.62310030395137,5.79514824797844,5.76923076923077,6.53104925053533,6.35226179018287,6.31487889273356,6.10806577916993,6.99500356887937,7.45585349901897,7.76640577965081,8.26353992183138
Guyana,7.3394495412844,6.02409638554217,5.51724137931034,5.88235294117647,5.60224089635854,5.89812332439678,6.10687022900763,6.37755102040816,7.01298701298701,7.21649484536082,7.21649484536082,8.31099195710456,9.48509485094851,11.3821138211382,14.7540983606557,17.3669467787115,20.1149425287356,22.7138643067847,24.7678018575851,26.3333333333333,27.2401433691756
Haiti,6.11750454270139,5.6298773690078,5.68527918781726,6.03408567480424,6.26828249059758,6.47509578544061,6.53979238754325,6.32520826905276,6.16666666666667,6.3097033685269,6.60420475319927,6.82199832073887,6.90859693382496,7.34259426303446,7.78190411883862,8.56327307326356,9.33373349339736,10.3083952027413,11.8347243124914,14.2292490118577,16.743236345074
Honduras,6.61268556005398,5.51643192488263,5.33736153071501,5.13698630136986,5.15695067264574,5.24271844660194,5.03318584070796,5.21821631878558,5.32350532350532,5.48583721764073,5.83707504810776,6.0799073537927,6.45669291338583,7.1616137502984,8.02279701885138,9.11680911680912,10.485103132162,12.094875973203,14.1149982680984,16.5694282380397,19.205298013245
"Hong Kong, China",5.51508844953174,5.86292320396367,6.61764705882353,7.63316858868754,8.41507485802788,10.6710158434296,11.7744610281924,12.8409090909091,13.8699245418613,14.5233525271913,15.0029019152641,15.7293986636971,18.2917002417405,21.7814179677502,26.6666666666667,31.9254365266635,35.7355296270876,38.941018766756,41.3119789381308,42.8757037678649,43.5969058874087
Hungary,12.3324396782842,13.6811023622047,15.3667505322237,17.1401334604385,19.0386781825009,20.4390333886737,19.5652173913043,20.8843413118948,21.8674586968628,22.7660363366704,23.6920777279522,24.9055177626606,26.2213740458015,28.4281581485053,29.74609375,29.96632996633,30.8589820961577,32.5271572043452,34.9133430778868,35.8843537414966,36.6601857852668
Iceland,11.1111111111111,11.5384615384615,11.4942528735632,12.6315789473684,12.8712871287129,14.1509433962264,14.4144144144144,15,16.1290322580645,16.030534351145,16.5467625899281,17.4496644295302,17.6100628930818,18.562874251497,21.0227272727273,23.4972677595628,25.531914893617,27.6041666666667,29.5336787564767,30.9278350515464,32.6530612244898
India,5.59602130325815,5.23907373340371,5.34708319754178,5.34336703592374,5.54625595604711,5.71679859278804,5.92438252554054,6.07347974789735,6.2766972122617,6.63025976462785,7.11423484284195,7.54683432928841,8.15882411036907,9.31998641280513,10.5780863234999,11.9232415383864,13.3754397406739,14.9820873046284,16.8267843691702,18.8280199700424,20.9633653353912
Indonesia,6.36316872427984,5.95825426944972,5.51462714695678,5.41931519213412,5.56030795551754,5.73972978742871,5.83641088770346,6.05125038592158,6.6396230465881,7.43793871808016,8.34575987056909,9.13698642624684,9.80808037439354,10.8356072613193,12.5230404806538,14.6409195123981,17.1108570088252,19.7440363174349,22.3614521895487,24.8651336920558,26.8808788190868
