Female above 60 (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Iran,8.03314121037464,7.20749494304269,6.66729182295574,6.32113321870138,6.0182887927979,5.74705593719333,5.55902560899438,5.42638947815019,4.9502071672603,5.90409525055606,6.42500608716825,6.8137946930191,7.25544361390965,8.36673730436336,10.0609166505512,12.0926243567753,14.4672268907563,16.7482220917335,20.0309505638938,25.27664531159,29.7662925975497
Iraq,4.74694589877836,5.16304347826087,5.77646426652338,6.33505396527452,6.46061814556331,6.36996772549686,6.00639906922629,5.75539568345324,5.96765197992192,6.12479631937123,6.13697733409705,5.94052310999642,5.6176886489266,6.27364616861483,6.53050932929904,7.05203887022069,8.16775210519766,9.50705571914796,10.9944476082005,12.5025051773666,14.1977063785423
Ireland,15.2949245541838,15.283540802213,16.5957446808511,16.3051084674598,16.7233174711081,16.7506297229219,16.094674556213,15.8910329171396,16.7804323094426,16.7308750687947,16.5794979079498,16.4677804295943,17.3438182612495,18.670496512105,20.1870615744349,22.0687079910381,24.0474478792236,26.4583333333333,29.0939597315436,31.099544567339,32.1473951715375
Israel,6.56814449917898,7.54060324825986,8.28516377649326,9.46372239747634,10.7093184979138,12.2315035799523,12.4269782262347,13.2782101167315,13.5361552028219,14.5427836944546,14.6800909386164,14.712847838958,16.158038147139,17.5737538148525,18.8280499519693,19.7947548460661,20.8423795049935,22.1737323358271,23.46,24.6368390470657,25.7547169811321
Italy,12.8330111774099,14.0119663648124,15.3375676311456,16.537126471476,18.1877824755795,19.6341721294142,19.5843958922048,21.4473549400635,23.5500340367597,25.5195992146774,27.1584014101217,27.9864838004373,29.4495234390196,30.6448495780455,32.2892735803268,34.8138003000065,37.6628503750494,40.2940981212242,41.7889939003955,42.1933778425458,41.981505036268
Jamaica,6.52777777777778,7.06179066834804,7.43801652892562,8.49673202614379,9.08141962421712,9.04669260700389,9.88909426987061,9.84455958549223,10.4738154613466,10,10.36866359447,10.8663729809104,11.1190817790531,12.0253164556962,13.6929460580913,16.3934426229508,19.1706322229776,21.5458276333789,22.9757785467128,24.4883556810162,26.1627906976744
Japan,8.42693966538698,8.75516015806088,9.47048775858797,10.2883131974915,11.4252947037921,12.9068106048579,14.4804691449564,16.7596493225549,19.6236516307898,22.7125588377875,25.739224470879,29.122479004475,33.2023816831379,35.9006864139509,37.5176481661594,39.1456908015958,41.1446427103034,44.0210851031373,45.8004559004033,46.9377354713066,47.4304858889667
Jordan,7.01754385964912,6.85358255451713,6.01851851851852,5.41044776119403,4.70139771283355,4.44444444444444,4.66417910447761,5.10440835266821,4.88118175979448,4.18899171943497,4.7801963294921,5.43840177580466,5.70522979397781,6.18374558303887,6.93311582381729,8.32072617246596,10.2291519017245,12.5558534405719,14.9851000425713,17.7959183673469,20.086733688153
Kazakhstan,10.2282577289801,9.4708866876057,9.06985719799305,9.56239870340356,10.1692420897719,10.8377750444171,10.6413240237911,10.9097587853557,12.2228739002933,12.3450789793439,13.4378211716341,12.6307828060003,12.7981595834847,14.2356241234222,16.0677734819195,17.974768337613,19.2638307251488,20.8110759838657,22.3169941697258,24.1064720403563,26.5757543219156
Kenya,7.23531364088948,6.82800345721694,6.48514851485148,6.08164983164983,5.58708761972331,5.08424475317765,4.63065049614112,4.34077079107505,4.23541418608607,4.3257734946743,4.34203853955375,4.2654028436019,4.46358653093187,4.89151533451236,5.32701640859718,5.65308254963427,5.90737390089833,6.32185580813226,7.11290322580645,8.20632179593062,9.47484564640702
"Korea, Dem. Rep.",4.1438032166509,3.7072793975671,3.11907633982423,2.8328173374613,3.07338207419442,4.33941738184456,6.00203458799593,8.09314954051796,10.0846880171323,12.1576425924252,14.3213272586607,15.9349865951743,16.7723865227778,15.9808457105754,17.39443378119,18.9231862319413,22.2526826975797,25.1132989529614,25.4975709136499,26.7672379748835,27.7497800175986
"Korea, Rep.",5.90126529765609,6.41025641025641,6.84690449528076,6.23097075692133,6.39790776296485,6.66203623314233,7.24443969204448,8.21606675554239,9.36465762364238,11.1185893121551,13.2003432003432,15.3240586471176,17.6883806412089,20.7192332474227,25.2467926941369,29.6832615286421,33.8863508856296,37.940544267348,40.8242644929035,43.2833915042138,44.3449492721659
Kuwait,4.83870967741935,5.12820512820513,4.76190476190476,3.27868852459016,3.38461538461538,2.63157894736842,2.39316239316239,2.14765100671141,2.16216216216216,2.32896652110626,2.74599542334096,3.2618825722274,3.88035569927243,5.03597122302158,7.0221066319896,9.30787589498807,12.134583563155,15.5225409836066,18.6481303930968,21.0669077757685,22.6374570446735
Kyrgyzstan,12.4175824175824,11.2887112887113,10.5263157894737,10.6904231625835,10.6148867313916,10.5386416861827,9.94120791020844,9.93217054263566,10.1649576460098,9.51972555746141,9.55794504181601,8.53474320241692,8.50533807829181,9.45173225697948,11.2536069252966,13.3704735376045,14.8583484026522,16.6961651917404,18.5378590078329,20.7915113277889,23.5967926689576
Laos,3.55029585798817,4.15800415800416,4.72222222222222,5.28488852188274,5.64930300807043,5.77922077922078,6.32289748311848,6.22610595303113,6.22919638611507,5.98255089322808,5.92373195112921,5.92818428184282,6.14334470989761,6.60592255125285,7.22702278083268,8.07272727272727,9.1321096759574,10.3890551517743,11.6822429906542,13.407062475747,15.5783582089552
Latvia,17.7697189483228,17.7147918511957,17.7310924369748,19.2741935483871,20.6869633099141,21.4016578749058,20.2952029520295,20.8183776022972,21.864050455501,23.6214605067064,25.7788161993769,26.8982229402262,27.3405136702568,28.2442748091603,29.5652173913044,31.1827956989247,32.1987120515179,33.4914611005693,34.66796875,36.5365365365365,39.0143737166324
Lebanon,10.7391910739191,9.83810709838107,8.86752136752137,8.28729281767956,7.92079207920792,7.86186627479794,7.62651461154668,7.81781101291638,8.25688073394496,9.41906373378454,10.025974025974,10.2687140115163,10.8344859382204,12.1238938053097,14.1392567278941,16.4876033057851,18.9112903225806,21.4597381991273,23.9607843137255,26.3753413968006,28.2651072124756
Lesotho,7.96915167095116,8.0952380952381,7.91208791208791,7.15705765407555,7.20720720720721,6.94668820678514,6.88665710186514,6.84410646387833,7.09302325581395,7.38327904451683,7.45526838966203,7.36543909348442,7.73430391264786,8.52372583479789,9.17667238421956,9.23593618807724,8.6490939044481,7.87977254264825,7.7662129703763,8.41938046068308,9.72549019607843
Liberia,5.2757793764988,5.2060737527115,5.22388059701492,5.12,5.24137931034483,5.31400966183575,5.36635706914345,5.25378450578807,5.19598906107566,5.08646998982706,5.04908835904628,5.17857142857143,5.33204071740184,5.42503203759077,6.03644646924829,6.74386920980926,7.34567901234568,7.75303073019453,8.50012997140629,9.4881699661999,10.6844364129207
Libya,5.82329317269076,5.44464609800363,5.32724505327245,5.00641848523748,4.42571127502634,3.79637618636756,3.85423966362999,3.88026607538803,4.2192046556741,4.73707083876575,5.34947286216322,6,6.59722222222222,7.47986191024166,8.56,10.3188551343209,12.7211860353898,15.8508691674291,19.1801841297676,22.8010968150179,24.785100286533
Lithuania,15.0568181818182,14.4156752974108,13.6484687083888,15.5009451795841,16.6366366366366,17.4112256586483,16.8881506090808,17.7066666666667,19.5384615384615,21.0636079249218,22.9323308270677,24.2872807017544,26.0266049739734,27.4909963985594,29.7714638665843,32.1065989847716,33.7247227658187,34.9227669576897,35.3430353430353,36.2660944206009,38.0458919319023
Luxembourg,14.8648648648649,16.4473684210526,17.6100628930818,19.1616766467066,19.7674418604651,20.5555555555556,20.855614973262,21.9895287958115,22.1649484536082,22.5961538461538,21.9730941704036,21.2765957446808,20.6477732793522,21.3740458015267,22.463768115942,24.1379310344828,26.0586319218241,26.9349845201238,27.299703264095,27.7142857142857,28.4153005464481
"Macao, China",5.68181818181818,8.04597701149425,10.2272727272727,9.52380952380952,8.06451612903226,9.6,13.9344262295082,11.1111111111111,10.9947643979058,10.4761904761905,10.4347826086957,10.5882352941176,11.1888111888112,15.0501672240803,21.0355987055016,26.9592476489028,33.0275229357798,37.6899696048632,40.7294832826748,43.1192660550459,46.2732919254658
"Macedonia, FYR",11.9086460032626,9.34718100890208,8.28488372093023,8.03814713896458,9.04392764857881,9.65018094089264,9.70654627539503,11.0989010989011,12.3949579831933,14.2711518858308,15.8051689860835,17.1905697445972,18.8109161793372,21.0731707317073,23.219512195122,25.1714005876592,27.1287128712871,29.1164658634538,31.4168377823409,33.717277486911,35.5913978494624
Madagascar,5.95358224016145,5.99369085173502,6.04725670804966,6.2190812720848,6.32558139534884,5.73814655172414,5.10180201263749,4.8675292667899,4.76021314387211,4.81267133719159,4.83154870723426,4.80769230769231,4.8838358872961,5.28150601359596,5.78429092036908,6.37186629526462,7.06528602096224,7.92027729636049,8.86602335128219,9.63933124968994,10.8423647611517
Malawi,5.22788203753351,4.80535279805353,4.47598253275109,4.26150121065375,3.96588486140725,4.54046136946174,4.74258970358814,4.50885668276973,4.57856399583767,5.00681862458601,4.87192365645404,4.9113629758791,5.14705882352941,5.34131205673759,5.63723103884724,5.92099576454318,6.04438237119801,6.06551602676999,6.43599509392551,6.98492162822576,7.70295713811053
Malaysia,7.1813890761969,5.85835033517925,5.14485514485514,4.78223740392827,5.43458030895217,5.58292282430213,5.83845478489904,5.94962734515549,6.06638259699484,6.17844453217529,6.56640727463496,7.04314720812183,8.17692419612978,9.79412757340533,11.848760748609,14.0770888197271,16.0443707473269,17.9005221214619,19.6748313054567,21.8420508579698,23.9099645928174
Maldives,8.10810810810811,7.31707317073171,6.52173913043478,6.12244897959184,5.35714285714286,7.69230769230769,6.57894736842105,5.68181818181818,3.80952380952381,4.13223140495868,5.18518518518518,4.86111111111111,5.73248407643312,5.98802395209581,7.22222222222222,9.84455958549223,11.4427860696517,15.1658767772512,17.8899082568807,22.1238938053097,25.764192139738
Mali,5.28592023065834,5.61201944321697,5.55555555555556,5.50256786500367,5.22438044206296,5.09456985967053,4.90934449093445,4.74498858157828,4.52353616532721,4.39742791951877,4.33639947437582,4.20560747663551,4.0789083358054,3.98574633760063,4.1725768321513,4.46981011307873,4.95145631067961,5.52790615001778,6.14931719682721,7.00824945129796,8.05496828752643
Malta,10.126582278481,9.87654320987654,11.0429447852761,10.4294478527607,13.9240506329114,14.5569620253165,15.0602409638554,14.8571428571429,15.9340659340659,17.8010471204188,18.974358974359,20.1970443349754,23.7864077669903,25.6038647342995,28.9099526066351,30.6603773584906,30.8411214953271,32.2429906542056,34.4339622641509,36.1904761904762,37.9807692307692
Martinique,7.82608695652174,7.8740157480315,8.16326530612245,8.17610062893082,8.87573964497041,10,12.5,13.7142857142857,14.5161290322581,16.0621761658031,17.8217821782178,18.2692307692308,21.0280373831776,23.394495412844,26.4840182648402,30.7339449541284,34.3891402714932,35.9447004608295,37.3271889400922,37.7358490566038,38.3495145631068
Mauritania,2.41691842900302,3.45744680851064,3.72093023255814,4.40881763527054,4.69565217391304,4.83383685800604,4.9934296977661,4.93685419058553,4.95449949443883,5.05767524401065,5.05050505050505,5.08474576271186,5.1901025950513,5.33188248095756,5.80645161290323,6.48105887722501,7.35729386892178,8.55340953882538,9.830007390983,11.2430167597765,12.6413838988689
Mauritius,4.47154471544715,4.8780487804878,4.83383685800604,4.77453580901857,5.07246376811594,5.53097345132743,6.92464358452139,7.24070450097847,8.17490494296578,9.01060070671378,10.1160862354892,11.4285714285714,12.9032258064516,15.1917404129794,17.3850574712644,19.8601398601399,22.5138121546961,25.1700680272109,27.0013568521031,28.2225237449118,29.3080054274084
Mayotte,0,0,0,0,0,0,0,0,2.27272727272727,3.27868852459016,4.05405405405405,4.59770114942529,5,6.19469026548673,7.14285714285714,7.85714285714286,9.80392156862745,10.9756097560976,13.2183908045977,15.0537634408602,17.948717948718
Mexico,5.59977055997706,5.40123456790124,5.57804531833237,5.81818181818182,5.88958942026757,5.95792463423495,6.01314380012159,6.54727568304578,7.12400428010938,7.65821279539902,8.07825498547148,8.87077124918002,9.85938056247775,11.5429175043446,13.5558112773303,15.855775509229,18.7287701828672,22.2409832823742,25.2846592361957,27.7378613106934,29.9621400666697
"Micronesia, Fed. Sts.",0,0,0,4,3.57142857142857,6.45161290322581,5.55555555555556,4.76190476190476,6.52173913043478,5.88235294117647,3.7037037037037,5.55555555555556,7.27272727272727,7.40740740740741,8.92857142857143,9.83606557377049,9.67741935483871,11.2903225806452,11.1111111111111,13.5593220338983,16.3934426229508
Moldova,13.2105684547638,11.4285714285714,10.5131414267835,10.665914221219,11.0820700470465,12.4324324324324,12.6241134751773,13.9114724480578,15.0481189851269,15.299823633157,16.7757009345794,17.3604060913706,18.2738412360149,20.7484865162356,23.3802816901408,25.7076834199884,26.4600715137068,27.4303405572755,28.53470437018,30.8774279973208,35.1540616246499
Mongolia,5.94315245478036,6.01851851851852,5.57851239669421,5.46448087431694,5.38827258320127,5.24861878453039,5.30759951749095,5.47368421052632,6.64869721473495,6.43171806167401,5.80431177446103,6.29860031104199,6.58857979502196,7.46371803731859,9.27631578947368,11.6645649432535,14.1636141636142,16.97438951757,19.8245614035088,22.8242074927954,26.4571428571429
Montenegro,11.5384615384615,10.762331838565,12.0331950207469,11.1111111111111,11.6981132075472,12.9496402877698,12.4137931034483,12.80276816609,14.527027027027,15.1612903225806,16.0493827160494,18.2389937106918,19.811320754717,22.0125786163522,23.75,25.2336448598131,26.3975155279503,27.2727272727273,28.7066246056782,30.4761904761905,32.051282051282
Morocco,4.78319177469826,4.60019743336624,4.59157351676698,5.20708283313325,5.98324168630532,5.06007393715342,6.0838445807771,5.63872702823846,6.32738382376588,6.69175151246864,7.51699045788426,7.89099832106419,8.46830451925993,9.51945603108394,11.3534282158125,13.2795948948483,15.2517914012739,17.5573256094617,19.9443894622744,22.7829948651524,25.2991687220243
Mozambique,5.13054037644202,5.13323983169705,5.16624040920716,5.26437312398984,5.28387898881061,5.36999446392323,5.3853595614318,5.4481546572935,5.7001414427157,5.39762504498021,5.42079730014765,5.47499535229597,5.60553056804931,5.8587843967342,6.20203277328355,6.58949243098842,6.95268880399647,7.24827812397507,7.36227728855212,7.57838880849011,8.14266794538065
Myanmar,6.18640148011101,6.33242620891773,6.51438240270728,6.78008927819422,6.96942446043166,7.07618984576686,7.33734087694484,7.54647232784115,7.86864632200029,8.10640500517622,8.16992079962729,8.27284155886289,8.72324780370757,10.2939553364483,12.047980863937,13.9585309662556,16.123735715224,18.6557366550322,21.0612244897959,23.5208565416512,25.4702218403854
Namibia,7.3469387755102,6.59340659340659,6.25,6.3768115942029,6.32911392405063,5.90809628008753,6.32183908045977,6.09137055837563,5.66298342541436,5.67632850241546,5.68669527896996,5.77299412915851,6.33928571428572,7.06655710764174,7.91476407914764,8.76068376068376,9.24932975871314,9.4327597195666,9.97566909975669,11.0204081632653,12.521055586749
Nepal,4.15908500129971,4.62523719165085,4.90428049042805,5.08244422890398,5.18761888293273,5.24534686971235,5.27463540956794,5.32722670844884,5.46384066460752,5.6240155656444,5.93137254901961,6.36416776267719,6.70082512643066,7.25752304217787,8.00628824883499,8.9869535838661,10.1568189542166,11.5194508009153,13.1508039982616,14.9896136269215,17.0664427920365
Netherlands,11.8841150965708,12.8613787991105,13.8990109318064,14.9374898522487,16.000612463635,16.9533527696793,17.8451178451178,19.232345308018,19.9259553087399,20.2458701498271,20.4675453867197,21.17903930131,23.6092912447886,25.6874265569918,27.9433940378146,30.390920554855,32.5570828126775,33.6950378659433,33.7365743357829,33.5453822560491,33.5085714285714
Netherlands Antilles,12.280701754386,9.52380952380952,8.57142857142857,8.10810810810811,7.5,7.2289156626506,10,10.752688172043,10.1010101010101,11.8811881188119,13.6842105263158,14,16.0377358490566,19.4690265486726,22.1238938053097,25.8928571428571,31.0344827586207,34.2342342342342,38.5321100917431,42.8571428571429,43.6893203883495
New Caledonia,6.66666666666667,6.25,5.55555555555556,4.65116279069767,3.92156862745098,4.91803278688525,5.79710144927536,6.57894736842105,7.2289156626506,7.36842105263158,8.49056603773585,11.0169491525424,11.9047619047619,13.2352941176471,15.9722222222222,17.8807947019868,20.4968944099379,22.6190476190476,24.8554913294798,26.6666666666667,28.1081081081081
New Zealand,13.5932560590095,13.5721017907634,13.3163698049194,13.206106870229,13.7686302342087,14.2302716688228,15.2242577384713,15.9684274438373,16.8028004667445,16.8719871451526,16.9974554707379,17.6414189837009,19.3207893529142,20.9435626102293,23.1422505307856,25.8210180623974,27.9041916167665,29.1065158017948,29.7090352220521,30.3692539562924,31.1871976181615
Nicaragua,4.91551459293395,4.61741424802111,4.39189189189189,4.364694471387,4.41666666666667,4.51612903225806,4.80887792848335,5.01618122977346,5.3519768563163,5.43199315654405,5.73994533385396,6.2977793957044,6.59639578374702,7.73358585858586,9.13930789707187,10.5484051482932,12.1729845168179,14.0913757700205,16.4632627646326,19.2204628501827,21.9899062725306
Niger,1.75975516449885,2.23728813559322,2.86567164179104,3.11364815775817,3.32584269662921,3.35413416536661,3.46801346801347,3.48432055749129,3.49475786320519,3.5615269780337,3.63998551249547,3.75629867155291,3.66868381240545,3.45658321985964,3.44012605042017,3.5674961462233,3.76938762899339,4.01341297285969,4.33863861163564,4.72311427900055,5.1795723479344
Nigeria,5.75616540951158,5.80460883036406,5.78534031413613,5.62470643494598,5.49004513803842,5.34393662778104,5.22835737329032,5.20546667288586,5.14627768243851,5.09651813097601,5.12357034311765,5.21305465963826,5.27022745992524,5.48065617187411,5.74948238011507,6.05677387213903,6.40710103334607,6.94217751891099,7.76904192175021,8.8199495541999,9.98725031874203
Norway,15.0576806314511,15.9117305458769,17.4735670562048,18.5324049276915,19.9691991786448,21.1309523809524,22.5242718446602,23.7142857142857,23.5787511649581,22.5952813067151,21.643109540636,21.8228498074454,22.9004506349857,23.9001189060642,25.2688172043011,26.7584666914775,28.5972523499638,30.0423131170663,30.5805114029026,30.9442934782609,31.425702811245
Oman,4.48430493273543,4.41767068273092,4.91228070175438,4.9079754601227,4.73684210526316,4.62555066079295,4.43262411347518,3.85714285714286,3.92156862745098,3.7037037037037,3.9564787339268,4.50928381962865,5.0314465408805,5.72033898305085,6.65387076135637,7.903981264637,9.37669376693767,11.5384615384615,14.2379359770664,17.1207992733878,19.9045967042498
Pakistan,10.083437857883,9.21557871640153,8.50834195260152,7.94291653341861,7.36428720372559,6.58829146028525,5.93670239918326,5.47335703489238,5.19536590631072,5.24037619949394,5.46178010471204,5.8913590081904,6.26394466755912,6.65296712109062,7.24018969770342,8.03004478310273,9.00423318913146,10.1592159013814,11.5079553228527,13.1908654984987,15.3409298864177
Panama,6.47482014388489,7.09812108559499,6.70289855072464,6.58307210031348,6.25850340136054,6.51658767772512,6.77083333333333,7.08955223880597,7.39495798319328,7.79122541603631,8.28767123287671,9.00562851782364,10.1724137931034,11.4438502673797,13.0630630630631,15.1201130475742,17.3524150268336,19.546621043627,21.2634186622626,22.9166666666667,24.5105716523101
Papua New Guinea,6,4.89130434782609,4.29141716566866,4.12556053811659,4.18679549114332,4.15175375805297,2.20146764509673,2.5418833044483,2.8643216080402,3.22862129144852,3.67424242424242,3.92548236859614,4.45559161994689,5.10582010582011,5.99664188054689,7.16476774758983,8.37368845843422,9.61754780652418,10.5198454513523,11.4446840272019,12.5571856759741
Paraguay,5.07343124165554,5.40540540540541,5.48086866597725,5.73248407643312,5.94377510040161,6.08882521489971,6.30517023959647,6.4991807755325,6.61904761904762,6.65543386689132,6.888720666162,7.3972602739726,7.97124101281651,8.97067280046004,10.0586979722519,11.1833875406555,12.396694214876,13.4861766689144,14.9816770855788,17.1862011637573,19.4349142280525
Peru,6.0965954077593,6.04089219330855,6.02678571428572,5.9412902091756,5.97311335166514,5.9949488236076,6.01835715115604,6.20817461134562,6.56644839988933,7.06977524320698,7.6810251659719,8.40299798212742,9.31149323727316,10.4925191035767,11.9118631687869,13.6055603822763,15.4413804583033,17.4613367581741,19.7007481296758,21.8521527213647,24.1463658146965
Philippines,6.78539448811064,6.17528167197041,5.61647895672792,5.25210084033613,5.27358802157877,5.40825622093302,5.44471456115349,5.52806187910114,5.48786399922433,5.69616604208706,6.06052740863788,6.5733012684491,7.1878967869671,8.26613302688673,9.5069193023726,10.8742737305325,12.3176661264182,13.8268715548302,15.5183591677963,17.3253056529827,19.3198103847426
Poland,9.38894874557488,9.74713942647267,10.9164596679304,12.612000247173,14.641114153077,15.9090909090909,15.5052360326772,16.3912062542631,17.4558484770924,18.457578357644,19.500858846115,20.0932448183246,22.46586467692,25.8375401560349,28.9908633610512,30.6900317196194,31.7868504772004,33.6922240348015,36.427771556551,39.6157629766796,41.8080450812301
Portugal,12.0128381476387,12.3741329156411,13.0491235663276,14.0764331210191,15.7431838170624,16.6178317287568,17.48914330833,18.840300520131,20.8010835913313,22.4678070344032,23.7717309145881,24.6416758544653,26.2197325623419,27.9216109313197,29.9225364799135,32.2996010155967,34.5886654478976,37.1977109100978,39.6222887060583,41.0914622551816,41.4307871267933
Puerto Rico,6.25,7.07964601769912,7.71812080536913,8.1060606060606,9.66810966810967,9.50797872340426,11.4024390243902,12.3842592592593,13.8139790864062,15.0391644908616,16.4646464646465,18.6823992133727,21.4320038443056,23.8700564971751,26.39146567718,28.6042240587695,30.470534490635,31.9431714023831,33.5332103321033,34.7765363128492,35.7344632768362
Qatar,0,0,0,0,2.63157894736842,3.50877192982456,1.20481927710843,1.70940170940171,1.30718954248366,2.22222222222222,1.86046511627907,3.34728033472803,2.69541778975741,3.07328605200946,2.64900662251656,3.87755102040816,5.15267175572519,6.79785330948122,8.89261744966443,11.3744075829384,13.2330827067669
Reunion,7.75193798449612,7.33333333333333,6.32183908045977,6.06060606060606,6.30252100840336,7.2289156626506,7.75193798449612,9.15492957746479,9.38511326860841,10,10.5691056910569,11.6625310173697,12.5581395348837,14.3171806167401,16.3179916317992,19.3612774451098,22.1579961464354,24.1187384044527,24.6823956442831,25.7142857142857,26.713532513181
Romania,9.78209379441023,11.1049355269008,11.946949602122,13.4150108102543,14.5129996119519,15.7889857222325,14.8826458036984,16.1612650968807,17.4689573056642,19.4374729554306,21.2734016248675,21.707383034346,22.9575913346796,25.0653961136024,26.9948581222624,27.3848843986788,30.2207637231504,32.8027752270176,35.9525807805288,37.8627111303595,40.4727231992831
Russia,11.268614707538,11.3179805986608,11.8346579961464,13.4713907437255,15.5297430482225,17.7521613832853,17.8908653203156,18.5513010475968,20.5276656255555,20.8938009353731,22.5143354495187,21.2312261459704,22.053080945132,24.097065462754,26.7187264944407,28.8136540907757,29.6627311460829,30.8792943224227,32.2948754912821,34.4970867113423,36.7471430870755
Rwanda,4.1970802919708,4.06050955414013,4.16666666666667,4.13070283600493,4.08163265306122,4.03045230631438,4.21441774491682,4.70922882427307,4.84832069339112,4.76694915254237,4.69165659008464,4.45161290322581,4.39954682779456,4.6546297830048,5.19882179675994,5.61021005051848,5.88092639747787,6.28819020108877,6.98149851783706,8.49654650392658,10.1945181255526
Saint Lucia,6.97674418604651,4.65116279069767,6.52173913043478,8,7.54716981132076,8.62068965517241,8.47457627118644,7.8125,11.1111111111111,10.6666666666667,9.87654320987654,10.4651162790698,9.09090909090909,9.89010989010989,12.3711340206186,14.8514851485148,16.504854368932,19.6261682242991,21.4953271028037,25.2252252252252,27.027027027027
Saint Vincent and the Grenadines,8.33333333333333,5.4054054054054,6.97674418604651,6.52173913043478,6.38297872340426,10.2040816326531,8,7.54716981132076,9.09090909090909,9.61538461538462,11.1111111111111,9.43396226415094,10.7142857142857,11.3207547169811,14.8148148148148,15.0943396226415,17.8571428571429,20.3389830508475,20,22.5806451612903,21.6666666666667
Samoa,2.63157894736842,2.12765957446808,1.85185185185185,3.2258064516129,2.85714285714286,2.73972602739726,4,3.94736842105263,6.41025641025641,6.25,6.02409638554217,8.13953488372093,8.23529411764706,8.13953488372093,9.09090909090909,12.3595505617978,11.8279569892473,13.0434782608696,12.7659574468085,11.8279569892473,14.4444444444444
Sao Tome and Principe,3.7037037037037,3.84615384615385,3.7037037037037,0,8.57142857142857,7.31707317073171,8.16326530612245,7.69230769230769,5.17241379310345,4.83870967741935,6.94444444444444,5.26315789473684,4.81927710843374,5.55555555555556,7,6.48148148148148,7.82608695652174,8.73015873015873,9.62962962962963,12.5,13.5135135135135
Saudi Arabia,5.84126984126984,5.86907449209932,5.76827449030333,5.61941251596424,5.48387096774194,5.28301886792453,4.89130434782609,4.44985225099948,4.01161986443491,3.99256044637322,4.27479272100786,4.4770468528159,4.86041035990582,5.45701562382067,6.30303859841226,7.73525721455458,9.58975851032878,11.6211790393013,14.1461144718474,16.3006008076431,18.8087034502289
Senegal,5.80431177446103,5.51415797317437,5.17015706806283,4.9002849002849,4.68064358849342,4.53599667082813,4.41493180186648,4.36127435818126,4.33972310969116,4.31273062730627,4.30150753768844,4.25981341313149,4.1171935235158,4.05073649754501,4.29949920605839,4.73608498395485,5.4381886182149,6.39977707597994,7.57002921464169,8.86857509421859,10.3011093502377
Serbia,12.4494511842865,11.096039066739,11.5204981837052,12.4310776942356,13.9124122913138,14.2061281337047,13.8771890933274,15.203426124197,17.234219269103,19.4709200544641,20.9034024247165,20.9713024282561,21.7513556939144,23.7452126587382,24.9290636400486,25.9085340955492,27.1455031899568,28.5565939771547,30.2310924369748,31.934384320409,33.3621996103053
Sierra Leone,5.84088620342397,5.81068416119962,5.72419774501301,5.58213716108453,5.48245614035088,5.24916943521595,5.07462686567164,4.92505353319058,4.48473282442748,4.229460379193,3.93953275309208,3.65296803652968,3.51053159478435,3.51923650462273,3.64513535245243,3.95151515151515,4.40431622990531,5.01207729468599,5.75286718460969,6.56747049769112,7.41094147582697
Singapore,4.84848484848485,4.20711974110032,4.51030927835052,5.36692223439211,6.12043435340572,7.05882352941176,7.93918918918919,8.55855855855856,9.01201602136182,10.0115740740741,11.372745490982,13.1193959414818,17.0336518487744,22.107765451664,28.0245022970904,33.6181277860327,37.9046926154966,40.2452217814641,41.0675381263617,41.5929203539823,42.4368162957375
Slovak Republic,10.8927568781583,11.1680327868852,12.1112158341188,13.5098743267504,15.2571926765475,15.125,14.9802371541502,15.4698242933537,16.9459962756052,17.5100109210047,17.9385171790235,18.9841498559078,20.7032651596699,23.4012147195427,25.9087669280114,27.9469724113221,29.5182904744658,31.8733897681266,34.9737039819684,37.6728110599078,39.6375098502758
Slovenia,11.1688311688312,12.125,13.9393939393939,15.6470588235294,16.9373549883991,17.8571428571429,17.1066525871172,18.3778234086242,19.6374622356495,21.3861386138614,22.8655544651619,23.92578125,25.6756756756757,28.1190019193858,30.4680038204393,32.7586206896552,34.5524542829644,36.1951219512195,38.2266009852217,39.5233366434955,40.0602409638554
Solomon Islands,0,2.08333333333333,3.7037037037037,3.125,3.8961038961039,3.2967032967033,2.77777777777778,3.84615384615385,4.60526315789474,4.02298850574713,4.04040404040404,4.82456140350877,5.03875968992248,5.55555555555556,5.95611285266458,6.85714285714286,8.09399477806789,9.26829268292683,10.9090909090909,12.5,13.9630390143737
Somalia,5.17998244073749,5.34171249018068,5.33707865168539,5.42732376793512,5.27182866556837,5.18731988472622,5.06912442396313,4.97976968565204,4.89195678271309,4.73444613050076,4.73895582329317,4.62743236829616,4.64475079533404,4.90286771507863,5.12987012987013,5.38648378339763,5.71356339274428,6.10910730387737,6.69846747183599,6.96880191988185,7.51014884979702
South Africa,6.65404775771695,6.9055036344756,6.94492353685179,6.92354003612282,6.45018580782162,6.03381417713665,5.88557350123186,5.79858806492488,5.90390002154708,6.22112132615634,6.77215744718155,7.52529597312687,8.51995153789034,10.0221695589022,11.6307044583114,12.8693853427896,13.636032889471,13.8844936708861,14.0278917145201,14.7156834940442,15.8677569434654
