Male 15-19 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Brunei,8.33333333333333,9.09090909090909,7.31707317073171,7.27272727272727,10.6060606060606,10.5882352941176,10.5769230769231,9.32203389830508,8.88888888888889,9.15032679738562,8.67052023121387,8.85416666666667,8.65384615384615,8.26086956521739,7.31707317073171,7.30769230769231,6.83453237410072,6.55172413793104,6.57894736842105,6.34920634920635,6.13496932515337
Bulgaria,9.49227373068433,7.80957475260765,7.6413652572593,8.68292682926829,8.17624882186616,7.62692396048702,7.22373188405797,7.00966075039317,7.54543363239016,7.69418661455789,7.14834742505765,6.98108180122569,5.65985643291,4.71024835854982,4.94375370041445,5.54357868801971,5.65916398713826,5.41722745625841,5.06329113924051,4.84225972120323,4.99423741836343
Burkina Faso,10.1401869158879,10.3142983621071,10.5872622001654,10.1387818041635,9.94671403197158,10.5981794538362,10.9899823217443,11.2575797521751,11.3081529249194,11.377724455109,11.4265927977839,11.1646234676007,10.7643155566478,10.5716687683901,10.7087476055824,12.0715948310458,11.6451543892177,11.0507477949636,10.5123164103157,10.1676095807117,9.90181231986713
Burundi,10.2803738317757,10.1010101010101,10.0709219858156,10.1618122977346,11.7090479006505,11.7980714690868,11.7144293614882,10.989010989011,10.1480678945468,10.4263824117255,12.1298949379179,12.9372570794003,11.6295764536971,10.3910131777922,9.78153906711277,10.0563738861611,10.3383778269002,10.0416399743754,9.29317390646284,8.5558426643698,8.16298532034573
Cambodia,10.4924068108606,10.5002066969822,10.4082383229128,10.3190104166667,10.2475532527346,10.6760563380282,11.808,11.0849056603774,9.85915492957746,8.42316828065046,12.9611650485437,12.807225347942,12.7203688635747,10.5936413313462,8.87898525882756,8.81633521216633,9.04356534802203,8.99143672692674,8.38938374840938,7.64197853964931,7.16815651880587
Cameroon,10.0502512562814,9.9334995843724,9.82310876928867,9.70449966420416,9.8962962962963,9.76491862567812,9.97777777777778,10.1399271612038,10.4111842105263,10.7725321888412,11.3107287449393,11.2984822934233,11.0220440881764,10.3755741691435,10.6867726602196,10.9478601567209,10.6004602831439,9.9805321219987,9.43671386036337,9.07476367802922,8.82880922591525
Canada,7.80711825487945,7.22075968409176,7.76773909211106,9.04405820533549,9.87903225806452,10.3290439588911,10.1064701064701,8.08135910224439,7.24584911156423,7.02020550306875,6.98118173443874,6.9125,6.83307518169904,5.90201076182384,5.40380047505938,5.33188809745019,5.40473472628915,5.54274735830932,5.57967969370126,5.48774933964842,5.37223161078004
Cape Verde,13.4328358208955,10.2564102564103,7.60869565217391,9.25925925925926,11.8110236220472,13.28125,14.2857142857143,13.5135135135135,10.9090909090909,11.6402116402116,13.0434782608696,13.0434782608696,12.1951219512195,11.3636363636364,10.3202846975089,9.15254237288136,8.97435897435898,8.69565217391304,8.1570996978852,7.71513353115727,7.05882352941176
Central African Rep.,9.48012232415902,9.59302325581395,9.4722598105548,9.12453760789149,9.35412026726058,9.7979797979798,10.0358422939068,10.1010101010101,10.1459346768589,10.3785103785104,10.7181719260065,10.9235352532274,10.8499095840868,11.0606685926537,10.9001139384732,10.4966537513209,10.2302631578947,9.92578849721707,9.55581531268264,9.25,8.86647199362888
Chad,9.58333333333333,9.63581183611533,9.67078189300412,9.47109471094711,10.1104972375691,10.0244498777506,9.91189427312775,9.90291262135922,10.1458885941645,10.5472072582932,10.7297167546808,10.7782022923788,10.8391608391608,10.963099065993,11.1305753941517,11.0307199620448,10.9916745705554,10.9135615661055,10.7283633247644,10.3985592357685,9.95602335808521
Channel Islands,6.25,6,5.55555555555556,5.45454545454545,6.77966101694915,8.06451612903226,8.19672131147541,7.69230769230769,5.97014925373134,5.79710144927536,5.79710144927536,5.71428571428572,5.47945205479452,5.4054054054054,5.47945205479452,5.47945205479452,4.16666666666667,4.16666666666667,5.47945205479452,5.63380281690141,5.63380281690141
Chile,9.52538997676734,9.12887828162291,9.71156390579518,9.68647636874123,10.1777401608125,11.4052160373686,11.9108049311095,10.5756358768407,9.59030228632806,8.32397529477822,8.81080372361348,9.22733473893092,8.93215339233038,7.6306580878203,6.84633775266246,6.69403220713609,6.60367669713464,6.43044619422572,6.28805269987025,6.08436724565757,5.90800951625694
China,10.047191138239,8.96281344616101,8.56108739935978,9.55201111459199,10.9976262913309,9.47269833548811,10.8681071477327,12.1069344571496,10.5912462895422,7.88398249033454,8.04166330041264,9.49149653366562,8.0936994463913,7.06922411426001,6.41100399021233,6.3294466912204,6.52760382812541,6.34539226025159,5.80534942216813,5.40614790414807,5.31566467725343
Colombia,9.99497739829232,9.67320261437908,9.74783590515619,10.6914836056704,11.4153961980049,11.744010722064,12.1592351930689,11.9517102615694,10.6113033448674,10.6130374479889,10.3184713375796,9.99858577287512,9.73490168539326,9.15719228868018,8.6832878846903,8.39303611863841,7.97163423847196,7.63635109977246,7.31494237424818,7.00389105058366,6.7104706762515
Comoros,10.2564102564103,10.3448275862069,9.47368421052632,8.57142857142857,10.2564102564103,11.0294117647059,10.9090909090909,10.4166666666667,11.0599078341014,11.7408906882591,12.7737226277372,10.9677419354839,10.1156069364162,9.66057441253264,10.2625298329356,10.5960264900662,10.0409836065574,9.14285714285714,8.64864864864865,8.37606837606838,8.33333333333333
"Congo, Dem. Rep.",10.34180543383,10.4837455280759,10.5922396187883,10.5369446424329,10.4024452368823,10.3551074090311,10.3401565322095,10.2866779089376,10.2616135578347,10.2989583803039,10.6312689062251,10.9477571115974,11.2105889351576,11.2942708333333,11.4384270438082,11.1051777608906,11.0475907639765,10.9138088938638,10.5632149731616,10.0754859957448,9.57213685046703
"Congo, Rep.",10.1010101010101,9.95475113122172,9.78043912175649,9.61538461538462,9.83358547655068,9.98702983138781,10.2108768035516,10.5413105413105,10.8374384236453,11.1994219653179,11.3681427627231,11.2676056338028,11.0815130527437,10.5437352245863,10.6382978723404,10.3610675039246,9.99635169646114,9.6620006828269,9.22532947605272,8.78048780487805,8.44496214327315
Costa Rica,8.72210953346856,8.69565217391304,8.5672082717873,9.32835820895522,10.9425785482124,11.7307692307692,12.4166666666667,11.1353711790393,9.25925925925926,9.60994912379876,10.2102102102102,10.4043616537937,9.46519524617997,8.47592518901711,7.77903043968433,6.98674310283053,7.05194358445132,6.65557404326123,6.4526588845655,6.20031796502385,6.02258469259724
Cote d'Ivoire,10.6382978723404,10.5084745762712,9.98288648031945,9.18320258421781,8.8180807706558,8.85264997087944,8.9000456412597,9.1258933479934,9.6685504811364,10.4679644192342,10.5529332434255,10.4145498882341,10.5339894295608,10.480847595762,10.6125146886016,10.415693601121,10.1722873900293,9.76338028169014,9.33772755806654,8.95610042578182,8.60661408606614
Croatia,10.1252041371802,9.09090909090909,7.4495602690119,9.35761254425898,9.38430983118173,8.34141610087294,7.69230769230769,7.16928769657724,7.13632204940531,7.33333333333333,7.28110599078341,6.58570761326483,6.20884289746002,5.88235294117647,5.12452107279694,5.24271844660194,5.43478260869565,5.3958648512355,5.30108080288214,5.15518148342977,5.10204081632653
Cuba,9.41792020928712,9.82727814175104,9.7286927925459,9.07068709836876,9.43140794223827,8.73745819397993,11.9726797910808,11.6673236105637,10.0826135936913,6.91858342460752,7.42476121823752,7.73205059682879,6.96225071225071,6.3579697239537,5.82142857142857,5.19130590982576,5.08011653313911,5.00092954080684,4.83932670237184,4.66084886949623,4.52376011620668
Cyprus,9.46502057613169,9.33852140077821,8.21428571428571,10.4895104895105,9.63455149501661,11.1475409836066,9.50819672131148,8.4375,7.35294117647059,7.92349726775956,8.29015544041451,8.10810810810811,7.71028037383178,6.22222222222222,5.48523206751055,5.45454545454545,5.63106796116505,5.83804143126177,5.81818181818182,5.66371681415929,5.3448275862069
Czech Rep.,7.26141078838174,6.30949745406243,7.92485424314403,9.4732370433305,9.01432181971356,7.51028806584362,7.02388119606663,7.0171931227509,8.61827634473105,8.85167464114832,7.11414790996785,6.79533574587857,6.11686535079148,4.5630317092034,4.78294275835574,5.5640828856485,5.74402467232074,5.51456310679612,5.17174082747853,4.89332550401253,4.92833300608679
Denmark,6.99102503542749,7.17529518619437,8.58274647887324,9.02924968206867,7.8118609406953,7.58785942492013,7.98418972332016,7.97935688765383,7.4191002367798,6.3953488372093,5.38286580742987,5.93726661687827,6.72794117647059,6.56934306569343,6.30206446939515,6.1173083843109,5.76647564469914,5.76441102756892,5.99425699928212,6.11951043916487,6.06936416184971
Djibouti,9.67741935483871,11.4285714285714,11.6279069767442,12.280701754386,10,10.6194690265487,10.7784431137725,11,10.752688172043,10.6796116504854,11.0192837465565,11.5,11.4155251141553,10.5263157894737,9.92217898832685,9.49820788530466,9.21273031825796,8.9763779527559,8.7667161961367,8.36879432624114,8.00542740841248
Dominican Rep.,10.3727714748784,9.90304709141274,9.74178403755869,9.55699352911896,10.2575107296137,11.1069418386492,11.5294901699434,11.3128907412921,10.7353730542136,10.2269953624603,10.2316168203283,10.0687929956223,9.87534086482275,9.23274596182085,9.04645476772616,8.78367073782834,8.36428225415792,7.93027638190955,7.56108805901337,7.2468162522741,6.95678361692516
Ecuador,9.67933491686461,9.60539979231568,9.4229035166817,9.53488372093023,10.7,10.6824071408005,10.7865168539326,10.9265734265734,10.9326625386997,10.9541252398395,10.648972325619,10.2579758815448,9.88979118329466,9.80821917808219,9.17144346013549,8.48515098577489,8.02409638554217,7.72295792804406,7.39634776616516,7.0716228467815,6.72590259813294
Egypt,10.0308497709638,9.24722336487042,8.58705823076369,10.6944093093853,10.8124789585905,11.1301456139467,10.8610699366662,10.6984239279959,9.93671321455596,10.9618434555462,11.4770797962649,11.987739226747,9.70665787738958,9.26805980513422,9.19570449167796,9.22745964057265,8.99144188061965,8.38585253297517,7.81293894075849,7.48717784843498,7.31775657290515
El Salvador,10.4147465437788,10.0833333333333,9.42293644996348,9.88191423244251,10.4838709677419,10.6921241050119,10.5194238323876,10.2417042195821,11.1882716049383,10.5699855699856,10.1647388713635,10.6907323845887,11.9561493662213,11.6092338574774,9.32944606413994,8.83909119203237,8.8762701733413,8.67804454729534,8.44832441565756,7.74531422271224,7.17768147345612
Equatorial Guinea,9.1743119266055,9.48275862068966,9.01639344262295,9.09090909090909,9.85915492957746,11.4035087719298,14.1509433962264,12.3376623376623,8.60215053763441,6.72645739910314,8.4942084942085,10.9271523178808,11.046511627907,10.5398457583548,10.0917431192661,10.351966873706,10.7547169811321,10.7266435986159,10.223642172524,9.82142857142857,9.45757997218359
Eritrea,10.4424778761062,10.5263157894737,10.593220338983,10.4607721046077,9.78260869565217,10.171102661597,8.12807881773399,9.81104651162791,12.3225806451613,14.0845070422535,12.1923937360179,11.5314494074749,10.5365474339036,10.0505902192243,10.8839446782922,11.4441416893733,11.0032362459547,10.1054078826764,9.24708377518558,8.7618670886076,8.62422997946612
Estonia,10.2345415778252,10.337972166998,8.28625235404896,8.40630472854641,8.50722311396469,8.32072617246596,7.80559646539028,7.45428973277074,7.75510204081633,7.64617691154423,8.3596214511041,8.87096774193548,6.33116883116883,5.16129032258064,5.35714285714286,6.47249190938511,7.03764320785597,6.98835274542429,6.38655462184874,5.58375634517766,5.4421768707483
Ethiopia,10.3142450454396,10.4216388225935,10.6040268456376,10.6596974736675,10.0411121176225,9.98959417273673,10.3444349558782,10.4940090355529,10.3530295443165,10.1123992648098,10.3078530170825,10.9225132018536,11.3780952155713,11.1982970908636,10.8877939946082,10.9174035369775,10.7012139327762,10.3746842548414,9.93703805091706,9.4390342248995,8.94409507074817
Fiji,9.93377483443709,10.5263157894737,9.85221674876847,10.593220338983,11.7424242424242,12.6279863481229,11.4551083591331,10.3064066852368,9.86301369863014,10.7692307692308,11.0565110565111,10,10.3448275862069,10.2040816326531,9.53436807095344,8.97155361050328,8.35117773019272,8.08510638297872,7.67590618336887,7.49464668094218,7.12742980561555
Finland,8.19415448851774,8.17733990147783,8.52858481724461,11.2119836586473,9.79335130278526,8.96309314586995,8.43425605536332,7.54001684919966,6.40231309376291,6.71761866452132,6.7246835443038,6.34982469809116,6.48607401755055,5.84926884139482,5.58845299777942,5.70272259013981,5.813097866078,5.86499446698635,5.81481481481482,5.70257174804324,5.57009345794393
France,7.91645947289906,6.82957094449482,6.43792325056433,8.99936802190857,8.51827939633605,8.33623997209627,8.41721426672238,8.07755041518387,7.86846103755155,6.77863788083233,6.96515679442509,6.71614100185529,6.26702997275204,6.22630598213712,6.48317656713591,6.35829159797182,6.01217188172374,5.85190597978322,5.734333413985,5.71523258616534,5.79797311520765
French Guiana,8.33333333333333,7.14285714285714,6.25,10,8.33333333333333,10.7142857142857,8.82352941176471,8.69565217391304,8.19672131147541,8.21917808219178,9.30232558139535,8.82352941176471,9.64912280701754,9.16030534351145,9.72222222222222,8.75,8.47457627118644,8.37696335078534,7.76699029126214,7.79816513761468,7.45614035087719
French Polynesia,10,8.82352941176471,9.75609756097561,10.8695652173913,10.5263157894737,10.4477611940299,11.3924050632911,10.989010989011,10.5769230769231,8.92857142857143,9.75609756097561,10.5263157894737,8.69565217391304,8.10810810810811,7.79220779220779,7.54716981132076,7.18562874251497,7.01754385964912,6.9364161849711,6.21468926553672,6.17977528089888
Gabon,8.65800865800866,8.62068965517242,8.40336134453782,8.09716599190283,8.94941634241245,8.62068965517242,8.68263473053892,8.69565217391304,9.38864628820961,9.90654205607477,10.4575163398693,10.9970674486804,11.4819759679573,10.5839416058394,9.85442329227324,9.34579439252336,9.12621359223301,8.89092575618698,8.52915578764143,8.08333333333333,7.7724358974359
Gambia,10.5691056910569,10.2189781021898,10.3896103896104,9.83606557377049,8.05687203791469,8.26771653543307,8.94039735099338,9.14127423822715,9.48081264108352,9.64749536178108,9.75232198142415,9.90752972258917,10.4959630911188,10.9533468559838,10.9800362976407,10.8218063466233,10.5379513633014,10.221923335575,9.85740855548667,9.53475014359563,9.12017167381974
Georgia,10.4422604422604,11.0736368746487,6.70794633642931,7.01001430615164,9.26344328965206,10.5034722222222,10.2015113350126,8.61033239887865,8.2112567463377,7.93518903199003,8.36298932384342,9.38833570412518,8.31234256926952,6.207616066771,6.14644575093533,6.77225559803386,6.72268907563025,6.53179190751445,6.03345280764636,5.74428659666461,5.77293136626042
Germany,7.93852406960498,9.6490958769533,7.99303156464996,6.60440666592104,7.3940706646812,8.03858520900322,9.17192323178097,8.4918643244556,5.99321326024537,5.59865007807384,5.93535504804692,6.14376814471105,5.42292882871693,5.11531342238231,4.78911702235258,4.49086429891193,4.44136560882522,4.58882326215357,4.64886793487199,4.62900315741994,4.59256248729933
Ghana,10.4489471593166,10.5335157318741,10.5892648774796,10.718789407314,9.72568578553616,10.1010101010101,10.5026929982047,10.806697108067,10.9172614327254,10.9124254928932,10.9302325581395,10.9500225123818,10.8110300081103,10.41101912228,10.133422281521,10.0471149727712,9.92025337933375,9.57614640302903,9.2133726647001,8.82488905325444,8.5538111689334
Greece,10.5505831299159,10.0051440329218,7.7509842519685,8.85040885040885,7.84816022356777,8.1489841986456,7.90363482671175,8.22590546347452,7.80906730577192,7.94764795144158,7.14285714285714,5.75132371736352,5.15594014782765,4.94180841539839,4.92857142857143,5.12591534202536,4.92478510028653,4.70799640610961,4.54955768189204,4.54132606721163,4.65969546872134
Grenada,8.82352941176471,10.5263157894737,9.52380952380952,9.30232558139535,11.3636363636364,13.6363636363636,13.953488372093,12.2448979591837,10.2040816326531,10.4166666666667,12,13.4615384615385,11.5384615384615,9.09090909090909,7.54716981132076,9.25925925925926,8.92857142857143,9.09090909090909,7.54716981132076,5.76923076923077,6.12244897959184
Guadeloupe,8.91089108910891,8.69565217391304,8.2089552238806,10.738255033557,11.3207547169811,11.7283950617284,12.5,12.280701754386,11.5183246073298,9.74358974358974,8.29268292682927,8.21917808219178,7.55555555555556,7.07964601769912,7.4235807860262,6.98689956331878,6.52173913043478,6.52173913043478,6.11353711790393,5.77777777777778,5.82959641255605
Guam,15,10.2564102564103,7.5,9.30232558139535,8.51063829787234,10,10.9090909090909,9.67741935483871,9.85915492957746,7.89473684210526,7.59493670886076,8.33333333333333,8.88888888888889,9.375,7.92079207920792,7.61904761904762,7.40740740740741,7.01754385964912,6.89655172413793,6.77966101694915,6.77966101694915
Guatemala,10.7614852108244,10,9.81419723677942,10.7455226988755,10.8600583090379,10.4206500956023,10.4624929498026,10.5538922155689,10.9378480730675,11.2316656620454,11.366932559826,11.046605386228,11.3331430202683,11.2907299823188,11.2746207833371,10.9901396877568,10.6037735849057,10.1095050372317,9.54691226050489,8.95278167367929,8.36810730253353
Guinea,8.65900383141762,8.95627644569817,10.0899742930591,9.69802555168409,10.2083333333333,10.2868447082097,10.3314679294016,10.1925254813137,10.2613746369797,10.4398516163222,10.6382978723404,10.786420283627,10.738255033557,10.5984620528251,10.6492361927145,10.80375782881,10.7105232353974,10.3941513032422,9.95842598859132,9.52211444335677,9.12770527011399
Guinea-Bissau,9.72762645914397,8.99280575539568,9.89761092150171,9.52380952380952,12.7946127946128,9.27536231884058,9.20096852300242,7.94701986754967,12.4260355029586,10.7638888888889,9.78260869565217,9.84952120383037,10.1591187270502,10.5664488017429,10.64453125,10.7989464442493,10.731319554849,10.5720492396814,10.3516921035169,10.0794135613928,9.73401245048104
Guyana,9.17874396135266,8.43881856540084,8.27338129496403,10.5919003115265,11.3314447592068,12.0879120879121,12.8272251308901,12.4338624338624,11.8457300275482,11.6847826086957,11.4441416893733,8.24742268041237,9.23076923076923,10.5670103092784,9.47368421052632,7.8167115902965,7.54189944134078,7.51445086705202,7.69230769230769,7.59075907590759,7.2202166064982
Haiti,10.1716465352829,10.5171411969785,10.2266736953084,9.4106463878327,10.301724137931,10.6719367588933,10.9285714285714,10.4007633587786,9.81455064194009,10.5561277033986,11.9822139012403,11.6038751345533,11.142005958292,10.7848568790397,10.1431775056063,9.83633122670556,9.44869831546708,9.12802566345873,8.76972489875716,8.3400700619779,7.91846334770678
Honduras,10.1604278074866,9.93071593533487,9.52380952380952,9.89010989010989,10.6004447739066,10.7761385503528,11.013698630137,11.1163447951013,10.8218063466233,11.0436025732666,11.2789203084833,11.3471050334594,11.4788547412661,10.8649035025018,10.144293834718,9.71799553662,9.28639391056137,8.78268710550045,8.21114369501466,7.6321915530429,7.05541237113402
"Hong Kong, China",11.3188976377953,7.27130570758405,5.5766793409379,10.7733333333333,11.2219451371571,11.9555555555556,11.1238095238095,8.69719559815406,7.73442847364819,7.28391065069602,7.07854703508227,6.65451230628988,7.19832735961768,5.72409845449342,3.67200441744892,4.04825737265416,4.63714959392193,4.65597516813244,4.57800511508951,4.3390002537427,4.18663303909206
Hungary,8.55233853006682,7.79768177028451,7.828073089701,8.30442766782289,9.475364053461,7.96477495107632,6.41865844255975,7.11067580803134,8.1374321880651,8.6269744835966,7.0399341292713,6.74885081487672,6.44275454161386,5.47740835464621,5.3594489883771,5.59181897302002,5.61921551344204,5.52078676799285,5.41950113378685,5.28249885163068,5.17882025081282
Iceland,8.45070422535211,7.5,7.86516853932584,9.27835051546392,9.52380952380952,10.8108108108108,10.2564102564103,9.01639344262295,8.59375,8.02919708029197,7.69230769230769,7.38255033557047,7.10059171597633,5.97826086956522,5.6701030927835,6,6.37254901960784,5.8252427184466,5.74162679425837,5.23809523809524,5.23809523809524
India,10.1552992838316,9.7048867203752,9.10998441273702,9.16979325891272,10.7124400403719,10.6052931689718,10.389246554254,10.1892946503038,10.1036546986112,10.219053335516,10.2278698351848,10.1497578100698,10.1039379720377,9.57904945490629,9.17046334927822,8.65406724017594,8.25678789081547,7.80161718996928,7.29177490694987,6.76164909861097,6.36731272305029
