"Inflation, GDP deflator (annual %)",1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Colombia,8.08228371647246,6.58109829229443,23.4218881688925,16.1651748387046,9.43845806788559,14.9590949889762,8.32570584375975,9.04620326471302,8.02615132007101,11.8787256876746,10.8173410723477,12.9678336472566,20.1560028146514,25.3809857858961,22.8972933958919,25.3512496762525,29.1658281068231,17.1068958546835,24.0362299916856,27.6026403490759,22.7822711430772,24.7663837347142,20.390225111014,22.1750048587722,24.9063331209027,29.1515763083596,23.3739219120934,27.7553993181848,24.6818006481095,26.1051392222946,26.1878140869886,22.2259545918176,27.9535400113733,45.3570614626912,18.850957257865,16.8683787898015,16.8398529336509,14.7730454087342,12.6229408341709,32.3743147006016,6.60696624318258,5.83275902781199,6.68501214400574,6.97832835844416,5.55754121691436,5.77509106238532,5.03975733215947,7.76853158691746,3.99819513424231,3.66694116349473,5.47125564681036
Comoros,,,,,,,,,,,,,,,,,,,,,14.5687124618979,6.52926259419095,15.2073936417447,6.15989241858502,7.07123469691425,7.39283706911902,3.22302568068255,1.93730067090461,5.96105891722603,2.17518232423856,8.11943913914379,-6.76469027416302,2.83300091116394,9.41678519818743,8.32073859965116,3.19909153185493,0.923831584133779,1.34638553379961,5.81165476807901,3.42644546723936,8.63081248231488,4.17068825976408,5.12479384984046,1.77065720304969,2.299762606001,1.99989740375341,5.18324483493191,5.50598411136951,4.58638162414842,3.83836223838176,5.08472634313324
"Congo, Dem. Rep.",6.09948042156358,21.2407682443702,87.849203196598,3.54797719056488,38.952118068656,4.9738221939301,58.5744110624786,59.8827848623303,17.7310622603399,-2.83694845756705,8.20369613032119,10.1813985209474,17.8870496233067,18.2383228891497,12.2654178167682,57.3954286209878,37.2716489307799,28.4142983332525,101.77003641333,51.4075540906685,33.2302221451983,43.4852835340525,78.2154728867782,89.6032215718763,25.8109093961258,28.453256508261,73.7673978878475,91.5861854941327,110.262247991471,108.955307110417,2202.28988426672,4078.47627842699,1662.41668244303,26762.0183303218,466.407244311137,638.188832108565,192.642836338831,26.9353768565716,441.904018783509,515.775668616108,383.923149592316,31.9862242193726,13.0381293430916,6.11813058695245,21.5452738235423,14.8366960999175,17.8586726681104,18.8737450232121,35.1129771761983,22.1349100074081,13.3124727212118
"Congo, Rep.",6.29395656213558,4.2538200829681,7.77389698558373,3.85594332110135,3.02548540438737,10.0273582900125,5.51605231353815,-1.04473180075493,2.9968934067107,3.71045523827549,8.31301859618212,7.42777408821247,7.83857867738578,8.11374128110897,8.3048045320636,8.67575135298758,14.5245314413896,-0.828343062887839,17.1015978673427,20.1440085203003,27.789126937856,6.04473815959756,6.33837152941284,12.1113946201355,2.498540154709,-29.1726624891953,7.62652158913318,-6.22635299440087,12.7440601846436,-1.02906827098678,-1.48509268372715,-1.55780588020939,-1.11053866849836,36.7628458800671,3.38133912994454,17.9811560573799,4.93831651910376,-18.1924755144695,29.3789826685904,47.0072592409051,-13.9230505775094,-1.75595879584517,-4.23893756593642,16.7808653995671,21.279660388243,18.62941558561,1.13044452987153,25.0303278642448,-20.6272203230862,20.7223672163756,12.0185101420707
Cook Is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,3.39357262425692,0.587467643588795,1.95055384774822,1.77010201615226,-0.867365297937354,1.19637673653909,2.27780041646368,2.07560895904737,4.48295265237213,7.31747366948714,2.44355022662457,6.41308892548136,14.8404206492301,23.2130271082112,24.5408895048491,16.6017814898064,16.9387784134121,7.90848140507445,9.14996838947373,18.8295802712657,41.1021487222784,84.1718891868781,62.9258536951327,17.8836069170846,17.1835530743191,19.2879565033114,12.2337221807846,20.7330466079096,15.3423823123109,17.1131743780895,26.1482847818564,20.4812112928391,10.6234519352575,15.5483683467616,22.1924908086418,15.7977817287325,14.8947004394581,12.0792421209542,15.0214115073775,6.97652754785774,8.6003848536849,9.1822896357296,8.28765874592594,11.8456306241801,10.6236345164876,10.9994847816432,9.38402009131731,12.4077610299706,8.37034310449142,8.00286134469141,4.52949130036102
Cote d'Ivoire,2.99006346330626,3.004819855702,3.0139171213285,2.90617794806658,3.0788678373296,0.041603209049398,1.22775186097905,5.79379994826259,1.85391786647733,2.99084829994058,-0.941093863071984,2.5116164259292,13.2279689648208,26.6941713372818,4.31395365907828,18.2229732467512,28.7512918305315,4.43330464048906,6.54139713160582,24.1436771117097,2.97699115632366,8.30131758772508,9.04678190826684,17.9098958914495,0.343657069003456,-2.02040483848994,-4.07520680432323,-0.380926011970274,-1.01240652440976,-4.52327354462452,0.663489270371144,-0.023837136051554,6.15419429279356,46.3860694268233,11.0437898578026,4.98308457521419,4.21777608530083,5.21892830939861,0.917201758582479,-0.37928023545814,4.24773127022715,5.07346335088663,1.30282986075645,0.627152030343154,4.22704062506418,4.49889792931641,2.71216745667194,7.99862264461679,-0.031760788562877,1.89280790441175,5.00574203934462
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2953324811071,594.847003799334,1466.78954746766,111.758752413268,23.537499468735,3.84683883390528,7.1350759676522,8.20411272514735,3.81289273794576,4.60496244383091,4.14823935419197,3.53403121933893,4.05478411179836,3.79428385712983,3.34641311888046,4.01433308109355,4.10021401036789,6.08886834183058,3.34351295351286,1.01672210942307,2.02581707554272
Cuba,,,,,,,,,,,11.8571822516831,6.95865365784442,3.25154421905034,11.8588814932765,4.32920562565701,0.523193833448559,-4.19392442480664,9.32121529385772,2.92801351098471,5.39532872574799,-2.53694744585152,-2.22754934781479,1.59660373796966,2.58438992155945,-2.15753540083544,-3.91406112441524,0.610485538573727,1.23322073177927,0.624843618725407,5.26127437840486,-7.38784300725676,3.74572094204657,18.9754915614235,26.2820323166341,10.5086674352845,-2.67188466349006,-1.35269644857503,1.30246175760855,3.78812489833518,1.73697969579052,0.46117587620887,4.52601037931757,2.97604237815969,0.604287062368328,0.381411692938457,10.3632108815819,3.59044325909477,-0.34401625649619,0.958457666809664,1.03182510745661,
Cyprus,,,,,,,,,,,,,,,,8.0287584527166,8.89687609543243,11.0730508688814,13.1367023986221,14.1533467145753,12.3888474557148,10.3525977086547,5.04460770269009,8.18191868476596,5.66770841727721,4.15066909581579,3.86185048418804,3.19369191105278,4.7517436612536,5.43312573003294,3.88800674938723,6.04138214615675,4.80313399999343,5.27097999418851,8.04275022256328,2.2897929489376,2.43837597246987,2.94021527318826,2.34856354969139,3.81932399209658,3.37396029254839,1.19380989649294,5.08525825399619,3.2268371277991,2.38761028731236,2.97900604088315,4.63363053490549,5.05704142599714,-0.31161305792223,1.90099827620733,1.21703314610086
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1923884475926,12.3572626277032,21.0088029149711,13.4104852916997,10.2182647042909,9.87182901808556,7.92226349166974,9.63090991531203,2.51979878045458,1.37212015557122,4.63939418261046,2.65259042830846,0.89629508693092,4.03393128433373,-0.348801640873248,0.533282955726193,3.32023178495071,1.9156075484405,1.94957466460184,-1.72856850767188,-0.740084834599799
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,4.30662538245015,6.63590469250524,5.77348480270341,4.61103122256733,7.43646978605692,6.83265872288035,6.25000360886602,6.999159172349,6.97384950380049,8.33934912651463,7.2857986720618,9.59860036463964,11.2713344792127,13.0546201545384,13.3240342476053,9.38277540685142,8.9280196567467,9.01435694798376,7.04396848391076,8.50471102258218,10.4464324065647,10.0993818746895,7.40254642457833,5.98342200848036,4.30341549799667,2.66591025824113,4.79573882591113,3.93290441434205,4.95307632023074,2.83386516317145,2.67537820803963,1.67773726203784,0.665320189545213,1.53347390385878,1.25683251577165,2.00711982058365,1.98840389856629,1.18743425933381,1.68125146599203,2.99856282883759,2.49621092437624,2.30312422992853,1.64607467086083,2.3257303549666,2.87788675333178,2.12459801942025,2.27883764727193,4.23171198727266,1.02741184891219,3.85926487495993,0.808453193488816
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.80004286332428,3.39997116269456,4.39998776692809,6.50000471247407,4.88604777415847,3.51280400967478,2.5198926182848,2.20455578158381,2.01843556815024,2.40000000000005,1.75970478855838,0.632524599027889,1.96823261627731,3.1315534685604,3.15195177738985,3.50082931116027,4.92920060590294,9.52365521573174,1.68642950070081,,
Dominica,,,,,,,,,,,,,,,,,,11.114560911406,20.2427025254182,16.7678400392877,-0.035247432025059,4.48919996761813,8.02074544142215,6.6282001377366,8.33263301220712,6.16817151921218,4.85273350731707,4.81498093587149,6.9426966905344,3.02817307369836,7.83089862771138,4.14271252139405,2.78787462949563,5.98765549234889,1.96757621120275,2.82178056591418,2.42200554254244,0.164348340476096,2.89542457700497,25.6144128773837,2.58718541986759,0.679535017279193,-3.2028151692115,4.12703812330901,-0.828920561110508,2.35559647900054,3.5492632395693,1.10665931018106,4.90615574454122,-2.28119967144872,1.13341074111501
Dominican Republic,-0.417953242651677,7.64019152464728,7.19040386995316,2.10625618438012,-1.05686013542999,-2.35870327616922,1.78630422771906,4.03253104581999,2.83047803688564,2.10483956284706,1.18497482734057,8.02842727146009,4.50719570291673,17.7101790297338,16.9540387188719,2.86178585193817,10.5791599151167,1.90179014645552,10.1798988435486,11.6896861369892,5.09344929174603,7.76076803211431,3.4734808205572,18.3318484765922,55.2921846082771,9.38726617229715,14.4229562309899,43.5358762028117,23.6087980937607,50.4592531706272,102.75463506342,5.61670649990469,5.00856548685375,10.1838548318175,9.40443481919037,3.43240547862631,8.6612332195379,6.00013108990531,3.47959844689953,6.91437354886753,5.10810511961904,5.47172768121035,33.6337647280243,45.1911284083412,2.6945582832509,5.39965589072855,5.70085725461085,9.76764171535382,2.95340064373426,5.14180780362412,6.64993694760476
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,4.98136323119734,2.14879755149578,4.28214580371437,3.27316857746327,3.75289230699802,7.85733032549109,2.29772427874764,4.3585321012898,5.79148452831473,-10.4951869253682,-9.15397836700045,14.0333596878357,15.6053024147426,39.7309112484775,9.31003295296884,13.5828167413131,19.0207680407104,5.16240898156516,17.1591713769267,18.8300025891172,13.6048022761844,-5.04366187524103,-13.0008055095372,-1.98939991318436,1.0419659804098,-16.3336097982866,-9.80671924800576,-7.72999523162295,3.70057246677824,5.85580894714579,4.17323924807506,4.13763979854693,25.1912778784166,17.8193953691588,6.86454306501476,2.83898758896419,6.80508841928167,-3.64765739541365,-23.4788760450447,-7.04351526107782,26.6060277618536,10.6627362197296,11.2917953797886,5.59355447998094,7.0151488690986,7.77127914739775,6.92925243144214,11.0858028273395,-4.37981847318687,7.5958668717049,10.2725366578804
Egypt,0.172151852296537,0.403805812130059,2.43290173623633,6.27824012762628,3.05226562835448,4.60808679099296,1.35041438319851,0.892954817156607,1.47063296321134,2.20024702545977,2.44854830586124,2.51118786685981,11.4972137392461,11.230581468483,10.3901593138349,12.4681375009216,9.92626995972195,10.9756729634454,22.3221741884051,18.0301246273345,1.18807397591894,9.16729612723894,8.29323098298136,11.1599921577081,9.0375964467259,12.7823682115479,31.1381441799664,13.6530381018713,18.5372876311895,18.4406072292965,14.4785719228111,19.7334185393294,8.4291053900164,8.44887156413385,11.3997414956376,7.10766744618334,9.87755152134788,3.89227303930446,0.869956402042789,4.93286711376652,1.86772572082523,3.18544796373091,6.77742752763433,11.6699089981058,6.21272854195847,7.35997791642804,12.595740057198,12.2039844630998,11.1722346020949,10.1075097586462,11.2
El Salvador,-1.7655058556842,-0.871628365649059,1.3143687319036,0.820039391975897,1.28407108062476,-1.17531019113379,-0.393510153510306,0.194827795167811,0.425435180442136,4.83751185514227,0.806453469290531,0.400320766058144,8.84135997629971,9.64914961923125,9.88797768634852,17.6342134789505,18.3216300362642,0.96001255618161,15.5624067813045,16.9518655771261,7.39748284948823,5.54988533197888,1.59301096293424,3.05236189232865,3.1514432099609,-0.942940830670409,2.3685329101632,3.90648853573792,3.3573073556008,4.74397929232735,6.80624272708887,4.25387521427143,8.51592724224584,9.89162629469639,10.4368706417789,6.75753772886584,3.54466558685877,3.9491235253563,0.338756590266982,3.15042409944688,3.39931088214132,1.20763950082048,2.80778337938392,3.08744535027003,4.47789577296014,4.43743444071136,4.37053696859468,5.25472010174927,-0.474754119659877,2.31543979840019,6.02956915705928
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,-1.98133965667951,0.637593721884471,2.58083158420381,-4.51664872606464,-2.49622398235269,3.58691569096455,0.069347048824483,-0.699192991086818,54.179158023715,2.60707227484183,25.3789400985824,28.0515009063701,-24.0764289846066,41.1596390553598,46.5617433414043,-11.9715274292872,-1.58289027123503,0.635621899407283,16.9227635064687,42.644972767201,14.4099067501669,-1.17040108999376,23.6863599715238,-33.7855304148904,25.2814544898233,21.4133353924064
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.38317001463464,10.4321478618782,9.81004062010958,9.07483355925336,3.89715191229317,9.10917267830335,2.31856159681278,24.9775952587259,5.17078555797401,17.7078965356716,31.5848130972653,24.7946808211081,7.63015176773871,11.388308954375,7.28706178262961,16.0867367513237,29.508464133985,11.5610183273662,13.3457964504367
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1361903383755,10.2379481332887,5.15029025259928,6.77146386586813,4.7929859924495,6.47793358253126,4.68643510322342,4.04207945008166,4.45808578840916,6.06084441746391,8.77254948878625,11.639335946628,5.32744361548205,-1.00154531607546,1.07708732744966,3.73720744091916
Ethiopia,,,,,,,,,,,,,,,,,,,,,,4.27063386157511,2.70361863948281,-2.73387913722642,31.7875225826587,-5.27266386590421,-6.12097254761194,3.10607566326864,5.58483252164766,3.2717333723062,19.0837697246078,15.5324929664772,13.3763527724051,2.93082086055965,12.7067201667115,0.238993447495432,4.52080699482258,-0.437435903053597,0.662849002539232,6.87943789606089,-5.75463566499603,-3.62135791330302,12.7674836392426,3.91162601656964,9.87529076820994,11.5520906865258,17.2208392491453,30.3124856208991,24.1460743879066,3.85590759634806,24.4025363101772
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,0.608977112643942,1.40252507775634,-0.969270057300264,3.14074603376824,7.95093469650749,2.48287671232875,-3.59821993126597,3.29113507017837,6.49422648272335,6.83129455425258,3.3592591769616,14.7253714790795,15.9974496530731,29.6457120373478,24.318657515706,7.91144510315733,-0.032029321959854,4.43188106408469,8.14134960789777,17.3117056144571,0.978210058155653,12.1085668905542,6.82634547421924,3.0074997190209,8.22347789338068,3.04347163630179,7.34000920411286,7.32801453570846,2.84829666844281,6.67947211130892,5.99312757586145,6.26513342336838,7.23673707379318,0.841610862095038,1.1569029026617,2.89599184986629,3.4506122650109,7.48758090181751,6.8110926054656,-4.66652407051946,3.36106526935805,3.3190158350951,7.87383034664903,2.23911301475374,6.81773808353528,3.73381236614156,2.95523099746147,3.29364518186568,-0.229797502263494,8.21015678330157,10.1189613351501
Finland,5.34177802217026,3.97394498888659,5.14661010790785,7.17576838987195,5.02328993982655,4.72384362627136,7.36206437144884,12.0637665122272,4.15032590096311,5.7961907279154,7.36409733790397,8.24406985532609,13.7720430944794,22.071397425089,13.5679930137667,13.124681461106,9.4186622873182,7.45419061900006,8.3049795393994,9.63558378732132,11.5931672000705,9.20022439064228,8.09545111607544,8.46201198638963,5.3109756940346,4.81935671060523,4.32376178612597,7.6465114639288,6.38532416197164,5.42882320489497,1.50063977222254,0.918939283283422,1.92384478000878,1.63716343511346,4.52308741933865,-0.363798544815097,1.99191010224568,3.41247353053757,0.93376779638588,2.60952739104488,3.0130016122591,1.27132187608635,-0.686366954258901,0.483082477447411,0.461266007815666,0.847129637944619,2.99014703639521,2.94529457945141,1.38662026406283,0.427730869418184,3.63501052005064
France,3.39707061865707,4.67284195548096,6.41425291982686,4.14689685237801,2.7345867294227,2.89358588669349,3.18155941581951,4.24945479644265,6.57253440420591,5.23592453657793,5.87483116549127,6.90885644744326,7.73357790734133,11.3382715570219,13.6383324045774,10.8234147956639,8.84288259872071,9.23468231141276,10.2571674297606,11.4999605105797,11.661297671218,12.1001989890483,9.72352775031808,7.09406243649357,5.41360612312917,5.20991308761916,2.56302570703195,3.2745710112293,3.39857970404375,2.75621284863202,2.65065921494984,1.93013955878176,1.74837021606366,1.12506550217589,1.23525477871912,1.46053880921208,0.91348769823658,1.03486414445615,0.176748503161434,1.57287957841194,2.01374977559725,2.21817923563069,1.99740353019304,1.67425766737178,1.9122195577383,2.14071156267765,2.58710900346509,2.54207402564015,0.715972145380334,1.05036612395011,1.34167543202952
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,11.4861598950125,7.56690572433234,2.20922433200845,1.17915841052796,10.0227501478607,4.03134730326424,5.01446326644299,8.37997103188866,17.8520661237997,16.382745850886,9.30693353691225,9.09961222625969,5.95966963408129,9.60157931230128,10.8115487481199,11.3798842205069,10.5226903597189,14.2473646928003,12.2989854136329,6.60697664157502,8.58924159370633,-10.4661508675295,2.27647192887002,2.00954018306756,0.764363963542934,1.45017474572042,1.27156988361068,2.00284350251813,0.867323438338758,1.1415640302497,1.46833798359907,0.984044232193497,0.725914379294608,0.930593249541658,0.961534050670238,,,,,,,,,,,
Gabon,3.27844613458694,1.38092056032878,-20.3428071488449,33.5405930057963,-3.05910718192717,4.13442612213744,6.2247346088942,6.46087509213042,4.95912491011212,-0.420199473490683,6.50416560081008,-7.27696861372994,34.7576540081863,65.4104680293518,4.37224519248207,14.6649351898169,9.79568002973966,2.8590740843108,18.9830160372177,36.7811019648371,10.4420666971878,16.9036292469771,2.92484211474068,12.0102171101359,-1.27605177537092,-20.8098140605799,0.993283230010348,2.61513440380665,7.72802478907766,15.3581413911667,-11.3661025301733,0.213866957475787,-0.509480779859274,46.5514429478299,1.33911548840111,13.5626767402815,0.94653683909425,-17.7864014791796,19.1913358903198,28.0893435952841,-6.25259344131398,-0.240043316254685,-0.090206007485875,6.32649411397257,17.0021024059056,7.92687004252797,5.25430999728781,14.6668304949382,-19.4290994381009,18.6446100618413,17.4240577813971
Gambia,,,,,,,8.54971500949968,-8.68601359270596,7.12846867076652,9.06913774802165,5.16335830598705,3.15677799286654,-1.04550736290149,20.9372246746595,13.0485854376384,11.6931902720863,22.5954198827863,6.46034387247964,10.5969555961039,-0.177587310807496,1.5635086985865,14.487425754454,2.68308801641903,9.00161276976887,39.4191041676729,40.5167962475192,18.4980112009957,9.70615110643212,13.7365713527382,11.9645333935378,134.035872885416,1.95002991103732,5.14232382626251,3.77739635055798,3.96324988035187,8.3685691559589,-5.96911905904723,5.4118222877749,-2.43549526325265,2.21698234809418,1.80543761117195,10.3913452237165,12.8939404343656,16.8462077573547,4.3036667240489,-0.325206723923984,4.39918623148215,4.47314682173592,6.68706255095854,5.87093144004709,5.83668153522427
Georgia,,,,,,-1.81509572639953,1.35746658699551,0.6486855837029,3.13976771181001,-0.060537692426522,3.06730791956599,-1.30484018512324,0.367397593200764,0.912271062769037,0.659628274057411,0.455317877328667,1.3629624395963,0.57299667149897,2.76697951267604,1.00116076429364,3.67814126314367,3.4577095587006,-2.79490452978959,1.26722361160516,-4.50548679406666,6.11867675765161,2.33236955948595,-2.2651589107889,5.40260832934936,22.4250505441501,62.132461448366,1314.18639949437,15442.3007178263,6041.5952527612,162.725114979284,43.0326323055256,6.53797903675878,6.93623036278102,9.72661210537093,4.6796354621689,5.37692558908283,5.91965973092066,3.42456645677713,8.36751524828534,7.92717365781608,8.48489036456095,9.69290668421949,9.70740928690263,-2.00837073462439,8.54336738267878,9.21039198453646
Germany,,,,,,,,,,,7.62133645289697,4.53185712917804,6.29951371714263,7.27529019861508,5.66662365888975,3.30619445470349,3.10071824603027,3.54584181814546,4.27814067793884,5.45118940292446,4.1752387748663,4.58105854533501,2.80793853547068,1.98914634333769,2.12472568204109,2.99954312634243,1.27966358541154,1.69046129062438,2.87906674456713,3.39664351308487,3.08507974408421,5.40047525815082,3.98427071437419,2.49343077836144,2.00941879284949,0.637769696034837,0.263477360361335,0.589786768524746,0.191971528128505,-0.67232846098311,1.12548358661616,1.43125947099779,1.09713176013942,1.07090309564877,0.618211959739497,0.312012453446542,1.63033556643637,0.773766488309292,1.17309835508456,0.595923432170636,0.776376178669636
Ghana,3.40100107000583,1.96207835149878,6.7650572255427,9.93261629385323,17.0195868636114,8.15150308613953,-3.88450752318413,12.6072975044162,11.0071168054159,2.91825079490468,5.18907394556125,15.4658728746439,20.872221576859,24.5642977293413,29.4607371455054,28.0525757120028,67.2516567930086,73.3013051389037,37.9488182279822,51.1261391343294,75.633577374722,27.890576946872,123.061203659657,35.3124263644806,20.6484119066353,41.7057997900168,39.2014999777222,33.4028485131287,28.2943145957622,31.1666068655755,20.041360669834,11.150065805123,31.7572081159478,30.1289266403604,43.0453306233337,39.8377430763978,19.4581670869623,17.0484652335781,13.9711653636428,27.2301139437338,34.8179442323627,22.8185842047608,28.7044073687469,14.3501511150379,14.9637183720623,80.7501378603764,16.2766507625004,20.2021017600474,16.6183175260213,16.4777813861357,12.5228408951343
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1.49228837499638,4.60640112928795,1.39578396136908,3.71835558921884,4.00701780056836,4.85464073040068,2.43983298839512,1.7397490199811,3.38981924102799,2.97237163969856,2.97506888156759,5.04661079785154,20.9103755190856,22.7804437634159,13.1200068759041,16.4344873657747,13.7544028601422,13.78804538255,20.150711902134,19.2394492685389,21.6120348751727,27.2127488933218,20.6122068297199,21.9184546606135,19.0259528075468,18.8820003828414,15.2526794921741,16.6798701170538,14.4989729290237,20.6905976310049,19.7877430170042,14.7988142786632,14.4287471674143,11.1818887367377,9.79183604708591,7.34122956125248,6.77618362676556,5.19730808430208,3.02860053092427,3.3968488557619,3.11757719914641,3.4011770701851,3.92210063587113,2.94694427589259,2.81197995083495,2.5239362089675,3.54142176454664,4.7201600028846,2.79256568430529,1.71011373924317,1.64057483936747
Greenland,,,,,,,,,,,11.4477301647693,5.69999985045267,7.66319785004434,15.5536027296127,16.4258555565969,13.1939908643619,6.98211191940629,9.27723838169778,7.50246794267324,11.5592515592515,14.9268044257425,13.0168700825989,9.71713008537856,8.87082996705884,7.42366335216766,4.12958730158741,4.62072720189623,6.35023877457958,5.34985983968981,5.09258445202647,3.22527495555762,1.54567825284531,1.04201680672259,0.468374371183728,2.05587071007488,0.980101838945544,0.49670350394635,0.97842771379824,1.06045582044132,2.11009309261416,3.40225636487841,3.10308432696054,2.19728562645378,2.14905606724527,1.59114869582255,-3.07710292903862,5.88751885587983,-23.4817317374745,-18.9852385721818,,
Grenada,,,,,,,,,,,,,,,,,,20.1721769918844,9.36439466290145,7.24552497726987,4.22333523647487,3.26597827731167,3.25964255997336,3.81523384618822,7.74250408138492,3.76338959861215,4.47407618670968,6.68972375844386,8.85283020706584,-1.37150326797386,6.81952178185392,4.17701941392326,2.44287529952432,1.79967874289919,2.96787170473098,2.48519058663223,-1.0677580438408,4.90169986489978,1.19581647557843,21.5723045318733,3.99136787439203,1.82033780313482,0.560811855722036,7.78814315885705,4.82548808794712,2.49694489202572,2.52708591104644,7.15113996767995,-1.21869730699797,2.34160565736683,2.99571884860441
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,-1.08036820731722,2.58550163279077,0.805342928068882,-1.68057451359832,-1.79704704142489,-1.00285957063532,0.387597148385524,1.87142410754177,1.69624460909171,5.00117926603949,-1.26918860609334,-1.36346085957152,14.5007777378413,15.6792708677675,13.1160920758045,11.4953042504226,16.452864418219,5.49595891669942,8.58718978382878,10.0048860162891,8.54810739258538,4.97795446289346,6.5609756535183,4.12370077923958,18.7797347964066,41.4625929807239,7.99853447135955,11.6552982671961,10.9088968722122,40.5312590017443,32.9750520416755,8.86138487904979,14.5043516073393,11.7222782063499,8.66781825797508,8.90000447899297,8.25733950927365,9.50243520993699,5.04155794019027,6.83011468581579,-4.08393045017675,6.44952309333955,4.45596853478267,6.07702080777382,5.63448407840488,4.99387812644238,7.13603024628557,9.44069706439414,3.54328035634801,5.10651184609445,5.53131985981112
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2599901100141,21.6536391362942,22.3155734150266,17.2791811721404,25.8186705656569,26.2202136280991,0.673757276134495,1.42800163932509,5.95133830167593,0.811721929717351,1.94867220859794,2.15289163128219,3.37113429918449,11.1253479882996,0.715237044088141,3.2170127312701,7.54387795362143,16.5236287520244,-4.75249024487309,37.5839404089909,12.9868674626063,14.1068479550264,6.81030044784268,20.1956874302731,20.941203592552
Guinea-Bissau,,,,,,,,,,,1.8072720742441,4.97450602126877,10.4338028324265,8.92446203649908,7.20308403540142,1.51374246335085,3.0658401740754,6.33575324438289,4.28002621136179,11.536883134223,1.81700733571093,16.5423360525135,23.3070496482093,59.4018322294141,32.3135102721323,112.894823959994,94.2634530051204,79.5448342373749,99.2533259590149,30.246036761042,67.894366859903,64.9811899882457,49.0588854301349,23.249480693306,44.7300381032186,39.2337135661592,34.1381948209219,8.07483454216829,5.24842947774728,3.26073743300199,-5.07902454772055,4.70382803857782,95.8529736955298,-2.2008258883679,5.77249901119063,-1.98183954548101,6.0388221843801,10.4611711667202,1.11916957701243,1.71840155556853,5.42803096746545
Guyana,4.2935036924665,3.75006059411768,2.77498346465191,-0.485362891426661,-1.78719172592488,1.92134905136452,4.86440611742627,6.94537690081476,1.41583366361091,3.03612043889933,2.14161314032091,9.88567379871223,6.26944033062901,37.472158987165,14.6581473161975,-5.77655891353896,1.6795709915574,14.7877795805731,6.56294015937028,11.7787959509132,4.34074191946252,4.30240217404435,8.91968465103776,19.2817496127993,14.5101013844983,12.2933612225999,58.7108215407616,23.6460381256557,162.622646868396,56.3971748762874,126.737101494321,13.4999993665931,15.4999951946897,19.7000053275798,12.4000080732776,3.9999906027975,1.39905510220248,3.00095793483879,11.1999991397633,6.60005293934975,-1.88756031990746,4.51385230842254,5.48587101925959,4.8939090823159,7.89858629024043,68.4436773287582,12.7024617375257,9.02037170845236,2.13015377025482,6.70298985848284,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9081657911023,18.3366417675001,56.7078924188473,15.9636645220455,9.97809114926969,12.7256002252362,14.1574283606778,7.02882679999661,11.0589049786142,11.6306737386037,9.99682082526812,26.9042495593265,21.5012195568089,17.5779711935317,14.7608334791012,8.01599403824365,12.894851942697,3.39710451167412,4.72662549122464,6.77451032388767
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
