Population growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Sao Tome and Principe,1.23087150164024,0.485969205449014,-0.139493815145747,-0.354257673162068,0.02956945341401,0.833673902078964,1.77269200557421,2.50763519539844,2.92700979768587,2.91909941713028,2.64362886398526,2.28790087419159,2.05222994315171,1.98163967541452,2.14674137094637,2.44926301528504,2.79175016869537,3.01970030449876,3.05717956453782,2.85608165310056,2.51098591389563,2.12432691585322,1.82463071641048,1.67120226631118,1.71932514342893,1.89846820448207,2.1104161225542,2.26146848620271,2.32948955702094,2.28789967885443,2.17387563509613,2.04159177909913,1.94117573640106,1.88715780371376,1.8912579798229,1.93121859688717,1.98432414589568,2.01257689023913,1.99716664503498,1.92268046682869,1.81410059299711,1.7016301456983,1.61211827747479,1.55007034836272,1.52374834758117,1.52577951777221,1.52672735812127,1.53109791164773,1.57058582416052,1.65219180446809,1.75783393754491,1.8741395982151
Saudi Arabia,2.94022483178155,3.14719319260559,3.33309723279086,3.4553636453299,3.49738799677364,3.49837731413876,3.50184118696305,3.55482115033067,3.67250191911285,3.86712887235659,4.11182246844127,4.35372823900004,4.57976995184229,4.8156872194732,5.05771681235988,5.29095409274711,5.45054972897168,5.57219122511691,5.73592819358607,5.94944517576856,6.14812181374136,6.31933037649623,6.36097533707659,6.18741706329176,5.78807135123868,5.26762409113585,4.7399582378355,4.28623761734704,3.90638089631416,3.61982079956088,3.39509447607493,3.23545524751232,3.06774680981488,2.81442123879454,2.44859882599857,2.0425615847819,1.58069461130306,1.23878825665631,1.2331750926036,1.65972267888246,2.35398845371083,3.12497406145794,3.70906213701971,3.97929153259057,3.86187155193834,3.50200233690122,3.10553797583892,2.80212924854361,2.56430753325662,2.42562898297674,2.35548701239378,2.28516277679386
Senegal,2.65572650440594,2.68490252786982,2.71922580845423,2.772788594454,2.85142049930153,2.94236160949892,3.02014178572796,3.07776483747743,3.12804449264978,3.17019626822214,3.19809048701233,3.23747618336094,3.25442946185351,3.1922285183545,3.03684254966992,2.83175678165194,2.61238712778937,2.44224671372532,2.36392157088984,2.40256453548907,2.51918857213492,2.64890682196156,2.75180155317103,2.83859593561049,2.89883533321937,2.93781721112427,2.97077388611883,3.00068101671143,3.01635348864884,3.01666367935255,3.00330381824357,2.99269977844687,2.97477124101561,2.92566424859699,2.84060543451063,2.7373483994768,2.62660207829954,2.53779357573532,2.4953247477924,2.51118875660963,2.56502303422092,2.62649824342838,2.6728163964143,2.70436216027113,2.71443753876563,2.70924103803779,2.70090215502644,2.69499767677464,2.6866451388673,2.6764982674153,2.66401330158324,2.64944855614985
Serbia,,0.708741562839802,0.614188134009926,0.536194314138537,0.488998529419177,0.427760811564091,0.689405004046871,0.568473216639124,0.507431317146919,0.432901108958548,0.388015145146731,0.586344189699901,0.568748867126879,0.537331609581752,0.52043158466485,0.489819746380598,0.709469484903307,0.608072630953132,0.535899599260452,0.478502519397543,0.408330497937078,0.582381276293279,0.471540112523836,0.375637683447559,0.280805158775381,0.200093443669341,0.425532557013849,0.291506765323521,0.185062841977923,0.118788372709042,0.065932619254029,0.126942857726194,0.666426140739127,0.689216220474457,0.457854791913829,0.056190510486535,-0.389807018735524,-0.771529934381936,-1.07622422702005,-0.361977304916285,-0.319014864063594,-0.171798903350107,-0.04533924671547,-0.259198928644433,-0.233056452357838,-0.299980289842494,-0.393204593401,-0.405458541825536,-0.425719156656784,-0.400981300169536,-0.402005900874718,-0.418294839136987
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,2.81133213535691,2.8113319579439,2.65347215801257,2.54061721871581,2.50530261980863,2.51213344727759,2.49230337621757,2.45830614172827,2.42122625995657,2.37926458562858,2.33083457763779,2.27803361586756,2.22272716554347,2.1464672530764,2.04254031066747,1.92088158470008,1.83540185230438,1.69612961874538,1.55053815930967,1.40365618840224,1.26007959632889,1.12336585920861,0.996903419042492,0.888267697297813,0.802703474042342,0.74189774387198,0.70553133202185,0.697554794075102,0.721823071261884,0.781328146907928,0.878784829983916,1.07277660389859,1.26676837781324,1.4607601517279,1.65475192564258,1.84874369955724,1.46719293383027,1.17345357425002,1.95568606632543,1.96419624309683,0.892658510433719,0.087474512325605,3.02991000892522,-1.08109161042157,-0.362976805057872,0.483676880061402,2.02992044709282,0.510514982843497,2.23628271543202,0.39253094807516,-0.889416355427614,-0.608609326790028
Sierra Leone,1.5532118817401,1.57802673946961,1.60348080351024,1.63077936641807,1.66059422710488,1.69154761337688,1.72571622857599,1.75814882728949,1.78151089126533,1.79336997157318,1.79907191059703,1.80159713240458,1.81145478333908,1.83796178881319,1.88566722940661,1.94710935013372,2.01123887936741,2.06859883151496,2.11824827916221,2.1570356274283,2.18739282082269,2.16626037621093,2.13729389833002,2.18369740574733,2.32782173649635,2.50556334939069,2.75776968442758,2.90305218458349,2.71104957235907,2.10505898675438,1.25738004010461,0.344070691959682,-0.394666589093875,-0.825550952593692,-0.808180436698934,-0.427546610935781,-0.004771347290849,0.396935539700419,1.01747506202499,1.86814069628294,2.81133994375238,3.80620505774906,4.57922310005982,4.86272288730664,4.58891639653027,3.98448878377278,3.31930741158858,2.79362691861512,2.41373225038413,2.24058835800094,2.20987522027068,2.19055972066902
Singapore,6.3323365465454,3.34559278963043,2.78117577842403,2.53892340048196,2.5846915892873,2.41363285532981,2.46021306446894,2.24958361694178,1.70430190369724,1.52900635979921,1.55418378471766,1.81475849512581,1.82889036656184,1.88728271362131,1.67311160362763,1.4689781179373,1.31696372243671,1.38590351635523,1.23959697987653,1.26637403650184,1.25053734722365,4.81192483441984,4.4022552225426,1.27629360088579,1.88440824547214,0.146305805176032,-0.10970928143731,1.52508402524669,2.52637524692628,2.94291620610947,3.88138382748167,2.85035714992187,3.00377605180171,2.53062005253366,3.13430781110198,3.0390471574629,4.06437973417686,3.35655011741196,3.39788230140242,0.798898477979702,1.73294597901528,2.69674309916955,0.914127125698625,-1.47636203055997,1.25341253334079,2.3505381016639,3.12929355085126,4.1652294520627,5.32157794479306,3.01640860384391,1.77066120652919,2.08576427994626
Slovak Republic,0.871415509307323,2.99236759278997,1.10373125690825,1.02883408574012,1.05291053584313,1.00346609779566,0.926446929305,0.850944297257204,0.773470987216663,0.770721176320319,0.433176523644296,0.422751142162508,0.855864874103741,0.970405426654067,1.0326455261866,1.04961038811862,1.05791840570578,1.05907443980237,1.01996377640607,0.993954931762582,0.823532690227528,0.726099437372322,0.774370072451157,0.726754862038002,0.687462659789032,0.673954439753091,0.619376645352564,0.556839232981892,0.530027872017792,0.481564764827773,0.439617094726275,0.077472436978058,0.032465114898128,0.381719886651125,0.39405443003197,0.29263220653253,0.211674396431709,0.184629991205462,0.13412159848536,0.102053161046239,-0.135376487794425,-0.18301227099618,0.003513689399313,0.010242908444695,0.052610820068104,0.084739795137907,0.081793144735628,0.109540274600611,0.172307488875261,0.221039559325027,0.212173181801958,0.182169504401001
Slovenia,0.901878950783257,0.592102460583273,0.595289738970184,0.827298841981668,0.932146105584889,1.03899603291351,1.25006712104123,1.16824614024188,0.884959963254321,0.545750560338995,0.640755485966657,0.776389847588266,0.79632159823407,0.822072701460941,0.532626457849935,0.977621392692378,1.47591248581357,1.20832808120785,1.08888570220455,1.07078261989884,0.989248309059707,0.273960830473185,0.199273553477761,0.625521424980407,0.510213262809939,0.489804905359526,1.24492184531935,1.2039359321304,0.272022154341591,0.057872300250323,0.090624342792107,0.063438223655983,-0.14669940294923,-0.23830047754197,-0.115694093241137,0.021561499989935,-0.062536133745972,-0.134454343022371,-0.218117656735081,0.071430844513726,0.29607496005045,0.157498742047657,0.123915442323272,0.060296779257292,0.064066202261692,0.173208905073743,0.31911453657107,0.559207815536831,0.158140843634363,0.903875535210913,0.43607948463593,0.166659267275004
Solomon Islands,2.93715326039312,2.95783751234323,2.97668512147557,2.98752673077287,2.99263354858367,2.99911750920544,2.99184201636006,2.99981336633262,3.06785603451743,3.20658635473084,3.38314077493526,3.56187847864455,3.69560888503531,3.76249023086312,3.74724387681334,3.67884181070144,3.59585638424249,3.5237162916278,3.45933003782192,3.40818762432763,3.36436054451356,3.32449500642327,3.27634153560468,3.20799322200366,3.11823897282769,3.01798712021509,2.91511762125144,2.83008189319881,2.779515023571,2.77047488694462,2.78951947356511,2.8172043620657,2.83592313531949,2.83876281722694,2.82042631615079,2.78964267711111,2.75597262899152,2.73226181124743,2.72345061887761,2.73326104520855,2.75453046230908,2.77472551790235,2.7866303036789,2.79257944635758,2.7907095072465,2.78115826984877,2.76989386576599,2.75466886429138,2.72806228944441,2.68862403009962,2.64034097765366,2.58980097187723
Somalia,2.26992798640587,2.28994352790768,2.31370331120026,2.34430342021764,2.38289140258606,2.42634291660282,2.61223847264535,2.81471774253665,2.78632501894881,2.46746301734763,2.04200277499719,1.25807329403499,0.730407477633047,1.39443952074778,3.58103538182886,6.44522202227399,9.33783929087092,10.9181672983341,10.5488259207015,8.3857225873107,5.45772502514903,2.48806156852931,0.157309401601085,-1.3243576253242,-1.56844499214425,-0.874478212181373,0.134373553673692,0.847637769705069,1.20609320684203,1.00404811980617,0.441005922324221,-0.214952259318461,-0.635248055034097,-0.689631994198174,-0.218476485921021,0.622174861438439,1.57921655141675,2.35687034768612,2.85146471914532,2.96549821007914,2.82243023634377,2.63935859974453,2.5258920544146,2.41815463886297,2.33955706121625,2.28626213876471,2.21969306257699,2.15269128231288,2.13838733550074,2.19038595511078,2.28753351619703,2.3932109064175
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2.4569457192277,3.13476809208416,2.79880037735242,2.54961593376954,2.37138808789223,2.2510775086514,2.1775779998774,2.14116727864461,2.13316046695906,2.14569982428405,2.17163497207912,2.30656861030436,2.29145615468544,2.26434334900683,2.23196914269012,2.20036321116159,2.16062990845928,2.10480589317274,2.10795601556515,2.19714652166337,2.33042409961435,2.43123791243202,2.50660668065099,2.56306500320709,2.59475079746523,2.59673898969655,2.56492405649364,2.49585756810934,2.38654725281539,2.2342232424143,2.03607383566419,2.06130097419322,2.08652811272226,2.1117552512513,2.13698238978034,2.1622095283094,2.22517827721723,2.28814702612507,2.35111577503288,2.41408452394071,2.47705327284857,1.82957182259704,0.962056193977131,1.27269227223172,1.18188382569482,1.13719439372082,1.1218495016456,1.09667880359512,1.10405721543541,1.07454088225289,1.35162706343408,1.18408323829504
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,1.11957174190474,0.92901553460921,0.920032286529714,0.877043251659206,0.993696426233108,1.08584474209375,1.02402785233795,1.23066581815604,1.30765578581186,0.985430559578259,1.11063144876766,1.10916597786513,0.905544563597472,0.907008571825395,0.964021210296061,1.06497905339973,1.14374011194444,1.1910417521872,1.37205447170338,0.88727705210866,0.637492770908172,0.802139550675004,0.534462208771133,0.472290228905485,0.408754359844231,0.365702542526482,0.303556490817113,0.246747295856104,0.219864760440752,0.195140335252081,0.151881922671244,0.227830379567728,0.329961302509666,0.310911158332986,0.269014245001208,0.23397997181979,0.231202196009241,0.263663725545303,0.349783060474679,0.515171909113277,0.840384465040216,1.12929604264003,1.44695138216477,1.65765071100385,1.6226985133602,1.64123878844951,1.64158725946425,1.71362290408843,1.49673504991324,0.771622834888401,0.353072269221198,0.355403168135425
Sri Lanka,2.25999682105722,2.71148987969662,2.66863636102587,1.32225469845284,2.98835362423048,2.3656334949831,2.43342538694607,2.28166496490929,2.43945416076675,2.14494281702322,2.11588286056429,1.39662641501244,1.33851945576535,1.77254949140123,1.46353323165381,1.5833041729167,1.62425942526027,1.6269927567937,1.76316241077443,1.96782569210428,1.88239241758098,0.675815236905491,2.32344106875205,1.44385613528232,1.19924067808428,1.52014375830428,1.78302449562906,1.51387506589766,1.37088159267271,1.3523422946709,1.12294324220775,1.47018574774242,0.916617837880189,1.25457849908178,1.37886643077727,1.36011200975422,1.09674273271011,1.25733284398069,1.15657746735501,1.43765689672583,0.241102899960162,-1.60957589780875,0.65751337151655,1.32306229866305,1.3572524967932,1.06963838728116,1.08350004344043,0.907342616060452,0.884345986018276,1.1459047856621,0.987770481670204,1.04042169671805
Sudan,2.36220017285648,2.36501507097429,2.36943740366962,2.37491472988981,2.38197145544083,2.39424179784537,2.40448019333659,2.42605759302387,2.48019267620242,2.57322098681617,2.68955241096662,2.80926813317962,2.91351221567672,2.99738520961274,3.05465009534004,3.09192930773332,3.10668864296453,3.11790348025599,3.14695348464683,3.2005515272745,3.25848701106031,3.33037788339929,3.36403406381753,3.29651980462204,3.10903073514044,2.85501710381976,2.58071610541645,2.36187699390886,2.24517237254432,2.26035236540657,2.36243859077892,2.48166920211779,2.56651910189192,2.61981860915586,2.6269442706768,2.60170653312314,2.58064664204041,2.56830686605769,2.5375878539861,2.48611036262912,2.42490130531659,2.35451095094576,2.29859041631338,2.28364386446159,2.32039507492641,2.38879919059693,2.46455712804727,2.52052281544384,2.54698071437732,2.53467891078268,1.90095271704273,2.10469112441705
Suriname,2.92015557168561,2.81248988982268,2.71271011881048,2.6636218438075,2.68053570025631,2.71536679265331,2.80381657785344,2.80990807985077,2.55877080083866,1.99040103371683,1.23347914718583,0.401559596655197,-0.307324444805111,-0.758001803027422,-0.832748726631712,-0.620844808821942,-0.305269078348202,-0.043764700752089,0.16257594238937,0.256118640791674,0.273237678552376,0.278764280838691,0.342135644584761,0.47573377661893,0.704953201028756,0.989720837758634,1.2970487496906,1.5526636616637,1.69903610391058,1.70537395798769,1.6141270713411,1.49313483461775,1.39861074612297,1.33456586149776,1.32163967951375,1.34363504145876,1.36158199992044,1.36226853915002,1.36730428365102,1.37666559563573,1.38624943722673,1.40067398399206,1.40548874257649,1.37922950170046,1.31344002137095,1.22073392837264,1.1191036595403,1.02912196295915,0.96176909565457,0.926642035774815,0.914322064148313,0.907549004383969
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,2.4426668421688,2.34302578375318,2.26422471022712,2.2336162628666,2.26694407662614,2.34523622846059,2.42992919092965,2.5060723313674,2.58845405094907,2.67523988118938,2.76067674586164,2.84777511533372,2.92765044465798,2.98813633018481,3.02613294734207,3.04677416919446,3.08110441408334,3.11797440819319,3.12205761379999,3.0870005967672,3.03848018615227,2.93326253513444,2.86155562108535,2.95580581987212,3.25324360187328,3.64571960916527,4.07171140343072,4.34729525703582,4.32934714694255,3.9691330858488,3.41270674360344,2.80180620353724,2.30470347144183,1.99093232580633,1.92263451636709,2.01128900261819,2.16010365817854,2.22881335755165,0.130920276947329,0.130947224981065,0.130973843262484,0.130901329583383,0.130927550412972,0.13095344445772,0.130880596802806,0.130906098253436,0.130931275865706,0.131838399367411,1.13508596686897,1.13355903530385,1.14312004815514,1.15548983304551
Sweden,0.670032595195427,0.471081377263699,0.55153490392046,0.563633784442054,0.747117164606475,0.941845548835765,0.951566377508855,0.767228099090544,0.561996748688562,0.702745811085643,0.933484921810651,0.68809559070623,0.295500378583874,0.172364079652845,0.290164816134143,0.3972757346008,0.363686099368844,0.355157699857837,0.291145575708214,0.21822324745441,0.202996791804766,0.119920399357645,0.057191722264335,0.045273604653033,0.090869614725035,0.165170618633822,0.23256888459452,0.333678891427395,0.459598369773659,0.66718292068369,0.772602675661167,0.681643117607529,0.586529928761034,0.580838814302139,0.710705461619655,0.524703941553734,0.159147080582875,0.057262203422979,0.055512122212331,0.077927150870302,0.160575484575313,0.268470527954234,0.325438067703728,0.372092942799084,0.393298991357658,0.399942762807279,0.562483906481893,0.741552514625445,0.779033290770134,0.851904412936677,0.852524628765312,0.795219516553503
Switzerland,2.17227375203409,1.97861505905873,2.53501253675864,2.13766282113072,1.65425824514532,1.15484251419216,1.04515174261587,1.23904724663021,1.25925634808891,1.125420460311,0.722403830625566,0.524791841648688,0.762479990409525,0.738225529466449,0.538520832855669,-0.04373804341749,-0.57159575476383,-0.339010906485653,0.008978810014407,0.200809491511636,0.397074418637607,0.547064910132262,0.584291675385673,0.428787920002408,0.359111652414513,0.441442667641394,0.520391611336159,0.628115754543019,0.734943056123236,0.808536055550948,1.02687307219521,1.24982602441627,1.10252107229095,0.910715565788466,0.797158411024818,0.668242326234317,0.441636406706345,0.240891210155647,0.297135765740057,0.476919931285641,0.561954617400164,0.632771238018431,0.756469145838096,0.74191960337232,0.687425960233006,0.640601540243491,0.627558473346134,0.893690977823134,1.27061807385776,1.24948463127384,1.05745474253067,1.02773692744476
Syria,3.27001287816173,3.28572035432955,3.29945143765735,3.31825142955184,3.34548491236322,3.37678847869702,3.40413220789444,3.42426354940175,3.44036230701064,3.45212943867665,3.4595158049098,3.469196140651,3.47558391825327,3.46763098531229,3.44316090429735,3.41066653291773,3.36613200472453,3.33125559604479,3.33247104992,3.37785786601144,3.44513073292203,3.51592082360126,3.55763588580527,3.54992562077563,3.4827745635039,3.37831510988511,3.26350869921048,3.16322643969469,3.08240527405115,3.02837597900976,2.99042124557736,2.97033069146704,2.9411711399276,2.87348882448344,2.75731484636388,2.6198266116672,2.45367165497743,2.32539879382949,2.31454806473466,2.45066486740677,2.66939868937142,2.91704042409391,3.08717280162794,3.10787330340214,2.94276694981344,2.66220718845094,2.03859831697712,2.03859945679268,2.03860260286102,2.03860151984623,2.03860024337621,1.8111950966893
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,3.43091524190204,3.67053338366667,3.84752240993841,3.8929043811311,3.78188188505415,3.57784518470892,3.34949139799075,3.17103518663481,3.06745226228113,3.06141433591113,3.11505761450805,3.18490990704801,3.2198459474195,3.20160959747215,3.11551071517634,2.99110355414238,2.86242424750416,2.76656272635395,2.71595000300545,2.72247645551585,2.76726859583001,2.79361921354295,2.80552329314826,2.85371692989764,2.94398390690835,3.04446289968419,3.16112973927431,3.22116671439882,3.13991048628504,2.88960681153155,2.53735480388388,2.15702598149172,1.83288689072042,1.5979751446438,1.48542077214359,1.45737620158139,1.45983878807508,1.43743768803077,1.37805547171571,1.26266685048072,1.11654790819071,0.963781766770059,0.850305752765407,0.806736272959658,0.854761123535008,0.967280336962754,1.10025294157051,1.21551706556961,1.30854805990977,1.36514660576398,1.39435448597103,1.41924833060403
Tanzania,2.89442718404712,2.92267009304412,2.94807214012798,2.96791005577782,2.98128245532053,2.99153332068134,2.99604353160243,3.00426947817175,3.02857560890684,3.07270684321552,3.12656858116793,3.18271250378025,3.22527439870146,3.24299070234355,3.23062355519846,3.1993827617759,3.16296113992061,3.13462249865992,3.11764564295423,3.11604013146917,3.1238444101604,3.13663059264017,3.14429406107457,3.14004205911336,3.12071343984019,3.09425676520702,3.05097163405712,3.01688320543419,3.02756141093052,3.09327483194805,3.18441908242793,3.29125996151896,3.35713831921018,3.32914919395962,3.18787336073751,2.98120529102675,2.76476042602308,2.59505432131034,2.48905331636367,2.46599967698313,2.50135796401336,2.54936297289917,2.58792280715362,2.6324208002149,2.67843556936419,2.72558156929506,2.77483384103211,2.82658809819174,2.87886860969366,2.93070458597476,2.97984733822868,3.02519084377985
Thailand,2.99828570946207,3.01942527806515,3.0344838611491,3.04376725921523,3.04733818123216,3.04471354905721,3.03255730931384,3.01284162437937,2.99037030827019,2.96621801749243,2.93707980989513,2.90748469965386,2.8663645759936,2.798167477283,2.69827448801219,2.57917462123089,2.45612034127992,2.34388929362872,2.24662651558537,2.16965517979438,2.10779349217993,2.03804453163986,1.96614914761831,1.91838923683884,1.90009466948617,1.89532610682571,1.91377861419823,1.91044118499126,1.82609618672798,1.63801595862844,1.38870547710487,1.11421447617746,0.887466832973247,0.761712612900325,0.773384581641784,0.88143506474686,1.01404383465937,1.11500223183185,1.18543926955447,1.20620773844713,1.18887701080389,1.17093367800687,1.15769384318366,1.11889184079849,1.0501542672013,0.961299132930267,0.8627044780518,0.770059462828265,0.693102344619839,0.639743544982112,0.603813723578081,0.571725078026431
Timor-Leste,1.70454027887295,1.75033605388945,1.7928811740791,1.83472421588169,1.87763486104554,1.917734923553,1.88630749057814,1.83396911539434,1.87244496568952,2.03108536283959,2.22753783445635,2.57162348445067,2.77727603406873,2.4419060468474,1.43361500278179,0.026701927449454,-1.65626880318728,-3.10535882885007,-3.77052216317424,-3.17076309238077,-1.54422177111393,0.525046484246863,2.25325433363264,3.34019296206814,3.52756846719171,3.12995252668536,2.57726212943374,2.22489586543698,2.09828093109252,2.30247182507792,2.68555984843776,3.1943669853327,3.49549105684088,3.29050756076109,2.47133746805658,1.31367763814704,-0.062987620968695,-1.17301909568788,-1.52207718716448,-0.753904198923332,0.810781743828827,2.66660913186069,4.08842079881961,4.75240063594935,4.48287143720497,3.66329661743362,2.75330615080481,2.11483668102819,1.77335472113619,1.84788405368556,2.8796617089137,2.8796209121854
Togo,1.26658534957545,1.00582143399103,0.879498089974995,1.09847982047055,1.76580773574354,2.68889828628937,3.68469864525371,4.41916480015753,4.6889699364221,4.41518349208961,3.81995460814574,3.19371544691094,2.72052022362235,2.37010563535836,2.19451966434626,2.15264586870167,2.09876410335294,2.04352531537001,2.13130812297125,2.38644021809496,2.73712480502375,3.10947461034892,3.4002292313301,3.5539071819253,3.53756387771181,3.40555036819577,3.28364844582431,3.18443323017478,3.01991576987087,2.7851338209805,2.52440181777414,2.21884529051022,1.97728050368432,1.94094227466469,2.16482061560808,2.54560678461923,2.97206785901813,3.28633384424948,3.40896617530235,3.29135165101722,3.023231100598,2.72944579191509,2.5014081011848,2.33512231501633,2.25702974614804,2.23957472616954,2.22837040655863,2.19817646913204,2.17033575052422,2.14110849642741,2.1114383888769,2.08526074540369
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,2.84190484428624,3.41498934276696,3.87131220604143,4.05798775838381,3.91783494362376,3.56726070858693,3.20634012243981,2.90325583617186,2.55657247260109,2.17480747212183,1.78183227517508,1.3526844547881,0.964718156047405,0.73271390353925,0.71482880506665,0.837747654543566,1.02368640793393,1.15628829471312,1.1715357175972,1.0215394367557,0.763127654435621,0.476288432163522,0.245836930925486,0.099232291712474,0.067165971767265,0.122488338981924,0.207355337663565,0.268391035820235,0.298308748396887,0.27846356833141,0.223054677725736,0.16276814388777,0.126880282945875,0.120439671672382,0.156877542213873,0.225472177692725,0.300880483932199,0.368358938308921,0.428903544586523,0.478403356913974,0.515955814300544,0.550887036034288,0.584219675231447,0.609929826755843,0.627174528236638,0.636147106841176,0.649846739039389,0.657387153405837,0.63949058858477,0.590035088884437,0.519326525965922,0.432475610178231
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,2.3923659252878,1.77666044471885,1.23837501738839,0.932705284349626,0.948313166887254,1.18166523743204,1.4898719009873,1.70491519036625,1.76888181589922,1.62163090329192,1.34071979138028,1.03026762354064,0.801643634748531,0.687602057113782,0.733136549955222,0.893014682933792,1.06370762620242,1.1984949636133,1.33887718646754,1.47529185888375,1.59491821187189,1.7347271053513,1.84188924787876,1.8218460530241,1.64301013800934,1.36309182167679,1.04142734232651,0.76716850631483,0.591645076617236,0.557704816749709,0.623249340670984,0.716394692956501,0.77462179223479,0.794161462579669,0.753831791459457,0.671562785980306,0.585546277717366,0.51951313061959,0.464321077504237,0.426358185793724,0.402260550359381,0.37883105305446,0.35512313839725,0.34429619985099,0.348303378046003,0.362832499093783,0.381819445853723,0.397114754572634,0.404109087107456,0.398067699194929,0.382103180025673,0.363492679270395
Tunisia,1.80014597935966,1.33373872880569,1.70236951887723,1.95357439952589,2.10082388929271,2.16505747364915,2.16632591986327,2.12313746888257,2.05224163039703,1.96868320641867,1.88599424478054,1.5704781168413,1.64099966176966,1.76703468111074,1.93001679675562,2.11229714024983,2.31375920491938,2.53373987041191,2.67781487046875,2.70946264978616,2.67181374228106,2.64614088559154,2.61967767780419,2.58124351114304,1.97048595377038,3.04592074847087,3.14906670913709,2.53178079842898,2.22456089473197,1.27813343647332,2.42926925690447,1.98882264010002,2.04313364178066,1.95372248582552,1.80857454691496,1.59909781786942,1.46067273264003,1.37346935984146,1.27560589503586,1.305023523957,1.13148835367365,1.14467567545503,1.11332136035985,0.590164644774969,0.936675504286301,0.9678755408858,0.981309562931118,0.955149009675997,1.01003096661581,1.06604760459401,1.04342806820235,
Turkey,2.61391701774982,2.57235704674617,2.52618863515782,2.46764220324409,2.39385539623893,2.31369885520543,2.23102004935228,2.16251998711497,2.12392080218388,2.1226328832805,2.14621734155611,2.17986744258878,2.20585434563047,2.21709818991993,2.20721454000676,2.18470292474107,2.1514776381285,2.12712476479839,2.1310201837492,2.17121454659241,2.22986821822919,2.29693390019106,2.33897004435051,2.32715093959597,2.24784652333517,2.12558681098974,1.99200182841695,1.87855084969965,1.79367164873435,1.74882938661448,1.73200404184743,1.71912534752096,1.6983134187583,1.67811569263348,1.65630069530103,1.63286603336027,1.6132394803244,1.5940596163513,1.56616141108194,1.52683447649146,1.4807782618639,1.43098663767517,1.38665737383279,1.35565903103076,1.34232460400035,1.34034351745155,1.34157536461881,1.33648009422933,1.32133518899402,1.29228158932082,1.25329741149983,1.21220058971779
Turkmenistan,3.4180287205095,3.47896829175338,3.5016119752011,3.46796524024005,3.37314418775657,3.24264496975633,3.09576282259968,2.96784469951245,2.88316739490426,2.85499444310202,2.86213980420003,2.8774178072017,2.87448441217808,2.84805334993335,2.79038529058504,2.71403658600934,2.64003856085034,2.57981331416952,2.52782032172604,2.48695355417477,2.45652613849556,2.42894657200774,2.4079511578498,2.40466213706696,2.42161947882174,2.45240093194509,2.46389971586397,2.46963042132821,2.51078722579854,2.59516956237961,2.69246682956287,2.80515950437303,2.86453801069391,2.79280371050155,2.56201733644954,2.23339407656351,1.88470164695139,1.58774912398869,1.35840070922489,1.22411282607201,1.16173565600974,1.11162379509791,1.05676023285047,1.03415658140416,1.04571648361267,1.08143158260229,1.13110684090082,1.17997081594254,1.21821173625903,1.23815643244537,1.24378116816105,1.24775745853408
Turks and Caicos Islands,1.1950933099933,0.62696130135954,0.034716195453692,-0.3651225476837,-0.629042787146068,-0.633024797187242,-0.70809288602771,-0.713142619432823,-0.466284919440503,0.179597749424336,1.05311102683418,2.07352359535178,2.98120415962934,3.45090646040151,3.43037321514361,3.10294829179849,2.66803074079108,2.39558814294324,2.45296671023612,2.86352409734508,3.55755376427954,4.2919461072645,4.8335391320628,5.03831277642379,4.79659656557845,4.35622997763776,3.83054109384195,3.48397931830559,3.50845730151549,3.99034656892823,4.70685540824255,5.61477147833809,6.25873309842836,6.28069189732933,5.58898773840815,4.59766731962624,3.37297940622116,2.5893025578169,2.9543888554508,4.71895565635682,7.13686960432933,9.37531140038066,10.5919988610328,10.6163005588436,9.54343406104653,7.97397828088665,6.52629319715662,5.4167343839763,4.42343729141864,3.580833475935,2.86432804885543,2.1409675358488
