gdp pc test,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Russia,991.630497244269,992.664316587365,993.699213733571,994.735189806545,995.772245931117,996.81038323329,997.849602840239,998.889905880316,999.93129348305,1000.97376677914,1002.01732690048,1003.06197498013,1004.10771215233,1005.15453955252,1006.2024583173,1007.25146958447,1008.30157449301,1009.3527741831,1010.40506979609,1011.45846247453,1012.51295336217,1018.92464425887,1025.37693688814,1031.87008835855,1038.4043574068,1044.98000440803,1051.59729138618,1058.25648202447,1064.95784167586,1071.70163737366,1078.48813784213,1085.31761350725,1092.19033650743,1099.1065807044,1106.06662169411,1113.07073681768,1120.11920517252,1127.21230762339,1134.3503268136,1141.53354717631,1148.76225494583,1156.03673816904,1163.35728671684,1170.72419229577,1178.13774845953,1185.59825062079,1193.10599606287,1200.66128395163,1208.26441534741,1215.91569321695,1223.61542244557,1231.36390984922,1239.16146418676,1247.00839617226,1254.90501848736,1262.85164579375,1270.84859474569,1278.89618400266,1286.99473424201,1295.14456817178,1303.34601054354,1311.59938816533,1319.9050299147,1328.26326675178,1336.67443173251,1345.13886002188,1353.6568889073,1362.22885781204,1370.85510830874,1379.53598413305,1388.27183119729,1397.06299760428,1405.90983366115,1414.81269189337,1423.77192705874,1432.78789616154,1441.86095846678,1450.9914755145,1460.17981113417,1469.42633145917,1478.73140494145,1488.09540236612,1497.5186968663,1507.00166393793,1516.54468145479,1526.14812968352,1467.20723639919,1715.60100095458,1650.34501196121,1534.56825729557,1528.25316158653,1399.84621550281,1532.46322539256,1736.65131998469,1974.51992502502,1827.1676918142,2012.41049927923,1978.72998883105,2031.35578640634,2155.55266868403,2109.24196681778,2161.86776439307,2349.21560376111,2187.12814722921,2418.6816565605,2140.81744536295,2046.09100972742,1966.09979741298,2147.13254107199,2229.22878528944,2378.68605040328,2197.65330674427,2374.47598659726,2494.46280506893,2382.00751467647,2451.52533055544,2179.58799197006,1913.78457831518,1171.579661725,1010.05297188856,1014.14225517556,928.2673061486,1077.52614612404,1241.09747760397,1572.32942385082,1964.90061940265,2206.16833333555,2298.17720729301,2416.76642261596,2444.88190216057,2555.25097277627,2578.39769687041,2538.6112410218,2634.09043894877,2875.82148856139,3288.1604377448,3511.81263121464,3803.17525888701,3792.46606504469,3946.07550361576,3781.7373472957,3710.76805136277,3641.1305879985,3572.79996360575,3505.75165362526,3439.9615937335,3375.40617120577,3750.38785049963,4237.15384037027,4627.86953043355,5012.78209420932,4949.9687877573,5180.70020305136,5314.68010989811,5479.71569443478,5844.3160165031,6291.56609882854,6308.26043825619,6663.40016038709,6472.85661283821,6960.20032033202,7229.22386304224,7303.99437511374,7030.51040172044,7830.91096881671,8174.49611305436,8474.50099132396,8755.45322576127,9176.97533511659,9218.25380158843,9835.20143490702,9997.91791599499,9954.95902532591,10689.4786546715,10919.4599306529,10871.087879151,11301.1608815537,11488.9459106086,11700.276207502,11572.3714615394,11517.4563533636,11552.9176322269,11764.7682105604,12063.9749278818,12130.3196684953,12156.4699076348,12572.4900765103,12654.236066329,12847.7968265016,13003.0564822234,12633.2740497402,11975.2276678474,10231.8511871062,9342.30966951996,8152.97930985731,7816.17972907651,7543.84031611488,7662.11129821717,7268.488051881,7757.86656424818,8570.9963149929,9052.5437612892,9532.00997709478,10288.4449323619,11090.7740155985,11861,12881.826617585,14020.4580432571,14756.2168715368,13614.7660979732,14207.518179375,14869.2962714316,15427.6167470064
Rwanda,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,368.997039376617,369.686281780364,370.376811606612,371.068631260112,371.761743150107,372.456149690341,373.151853299066,373.84885639905,374.547161417589,375.246770786511,375.947686942186,376.649912325536,377.353449382042,378.058300561752,378.764468319293,379.471955113874,380.180763409299,380.890895673974,381.602354380914,382.315142007757,383.029261036765,383.744713954838,384.461503253523,385.179631429019,385.899100982187,386.619914418561,387.342074248354,388.065582986468,388.790443152504,389.516657270767,390.244227870277,390.973157484781,391.703448652756,392.43510391742,393.168125826744,393.902516933458,394.638279795057,395.375416973816,396.113931036796,396.853824555852,397.595100107643,398.337760273641,399.081807640141,399.827244798267,400.574074343983,401.322298878105,402.071921006302,402.822943339115,403.575368491958,404.329199085132,405.084437743831,405.841087098153,406.59914978311,407.358628438634,408.11952570959,408.88184424578,409.64558670196,410.410755737842,411.177354018105,411.945384212409,412.714848995397,413.48575104671,414.258093050993,415.031877697907,415.807107682135,416.583785703396,417.361914466449,418.141496681107,418.922535062244,419.705032329804,420.488991208815,421.27441442939,422.061304726746,422.849664841207,423.639497518215,424.430805508341,425.223591567295,426.017858455932,426.813608940265,427.610845791474,428.409571785915,429.209789705129,430.011502335854,430.814712470031,431.61942290482,432.425636442602,433.233355890995,434.042584062858,434.853323776308,435.665577854724,436.479349126759,437.294640426349,438.111454592724,438.929794470416,439.749662909274,440.571062764467,441.393996896498,442.218468171212,443.044479459809,443.87203363885,444.70113359027,445.531782201388,446.363982364916,447.197736978967,448.033048947069,448.869921178175,449.708356586669,450.548358092379,451.389928620589,452.233071102044,453.077788472967,453.924083675062,454.771959655529,455.621419367074,456.472465767917,457.325101821805,458.179330498019,459.035154771388,459.892577622297,460.751602036697,461.612231006118,462.474467527678,463.338314604091,464.203775243681,465.070852460393,465.939549273799,466.809868709112,467.681813797196,468.555387574576,469.430593083451,470.307433371697,487.819444362238,493.323875189512,502.102958756262,519.56213145948,524.687268940724,532.761592415982,540.289398338991,542.883695454164,560.698637791078,564.218881189907,537.499772937512,597.473072739671,525.425523543886,451.852329704797,471.615762602232,490.59002945984,510.963714217649,531.615480839917,572.576117194378,616.382471847881,605.837487188707,590.58066381484,591.251623123337,602.093713685631,692.816205723238,658.961692443915,670.080601145457,711.131818397459,753.507094000164,818.709197061201,843.675517803945,881.570646718292,902.556872417339,840.839161847448,856.001042150797,879.874411514878,847.991217014806,793.551727297309,786.332817254284,760.742642691138,708.923654011582,737.068594920321,660.817789400005,382.436768925438,581.386066032934,622.92133441434,589.944505107422,643.73533107953,677.541208566351,704.036529857272,734.979114638108,785.653764800847,774.073808445553,785.768542123301,813,872.305499689822,901.511201066855,1001.28001142359,1041.82685200391,1094.05791092803,1160.03364572297,1223.52570881561
Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,813.207745563891,817.020953254197,820.852041434414,824.701093947841,828.568195030929,832.453429315121,836.356881828703,840.27863799867,844.218783652588,848.177405020481,852.15458873671,856.150421841875,860.164991784716,864.198386424029,868.25069403059,872.322003289081,876.412403300038,880.521983581798,884.650834072455,888.799045131834,892.966707543464,897.153912516569,901.360751688058,905.587317124536,909.833701324319,914.099997219452,918.38629817775,922.692698004838,927.019290946205,931.366171689264,935.733435365428,940.12117755219,944.529494275214,948.958482010437,953.408237686183,957.87885868528,962.370442847194,966.883088470169,971.416894313379,975.97195959909,980.548384014828,985.146267715567,989.765711325914,994.406815942314,999.069683135266,1003.75441495154,1008.46111391641,1013.18988303591,1017.94082579907,1022.7140461802,1027.50964864113,1032.32773813356,1037.16842010129,1042.03180048256,1046.91798571237,1051.82708272481,1056.75919895538,1061.71444234335,1066.69292133416,1071.69474488173,1076.72002245088,1081.76886401974,1086.8413800821,1091.93768164991,1097.05788025564,1102.20208795475,1107.37041732813,1112.56298148459,1117.77989406331,1123.02126923634,1128.28722171108,1133.57786673281,1138.89332008722,1144.23369810291,1149.59911765396,1154.98969616249,1160.40555160122,1165.84680249606,1171.31356792869,1176.80596753918,1182.32412152861,1187.86815066169,1193.43817626939,1199.03432025164,1204.65670507995,1210.30545380012,1215.98069003493,1221.68253798682,1227.41112244064,1233.16656876637,1238.94900292185,1244.75855145555,1250.59534150936,1256.45950082132,1265.49245984343,1274.59035876105,1283.75366444113,1292.98284710702,1302.27838036263,1311.64074121669,1321.07041010724,1330.56787092633,1340.13361104478,1349.76812133724,1359.47189620736,1369.24543361316,1379.08923509259,1389.00380578929,1398.98965447844,1409.04729359295,1419.17723924971,1429.38001127609,1439.6561332366,1450.00613245977,1460.43054006524,1470.92989099093,1481.50472402059,1492.15558181139,1502.88301092176,1513.68756183948,1524.56978900991,1535.5302508644,1546.56950984904,1557.68813245341,1568.88668923975,1580.16575487216,1591.52590814616,1602.96773201833,1614.49181363626,1626.09874436866,1637.78911983575,1649.56353993975,1661.42260889573,1673.3669352626,1685.39713197431,1697.51381637135,1709.71761023237,1722.00913980616,1734.38903584371,1746.85793363065,1759.4164730198,1772.06529846402,1784.80505904927,1797.63640852795,1810.56000535242,1823.57651270878,1836.68659855096,1849.8909356349,1863.19020155317,1876.58507876969,1890.07625465474,1903.66442152029,1917.35027665545,1931.13452236233,1945.01786599201,1959.00101998089,1973.08470188723,1987.26963442795,2001.55654551576,2015.94616829649,2030.4392411867,2045.0365079116,2059.7387175432,2074.54662453873,2089.46098877941,2104.48257560939,2119.61215587505,2134.85050596455,2150.19840784766,2165.65664911592,2181.22602302302,2196.90732852555,2212.70137032393,2228.60895890377,2244.63091057744,2260.76804752595,2277.02119784114,2293.39119556819,2309.87888074841,2326.48509946233,2107.44503601135,2401.98401494969,2703.97967689913,2672.28877410197,2776.68233625733,2566.03104119383,,,,,,,
Saint Kitts and Nevis,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,775.668710588828,780.794194374853,785.953546465326,791.146990656106,796.374752221855,801.637057925812,806.934136029629,812.266216303268,817.633530034974,823.036310041304,828.474790677224,833.94920784628,839.459799010824,845.006803202322,850.590461031715,856.21101469986,861.868708008037,867.563786368519,873.296496815224,879.067088014424,884.875810275537,890.722915561981,896.608657502104,902.533291400187,908.497074247516,914.500264733532,920.543123257049,926.625911937553,932.748894626569,938.912336919107,945.116506165182,951.361671481412,957.648103762691,963.976075693939,970.34586176193,976.7577382672,983.211983336029,989.708876932509,996.248700870684,1002.83173882678,1009.4582763515,1016.12860088242,1022.84300175645,1029.60177022241,1036.40519945359,1043.25358456058,1050.14722260396,1057.08641260727,1064.07145556992,1071.10265448028,1078.18031432883,1085.30474212134,1092.47624689226,1099.69513971806,1106.96173373075,1114.27634413147,1121.63928820415,1129.05088532929,1136.51145699778,1144.02132682488,1151.58082056423,1159.19026612201,1166.84999357114,1174.56033516559,1182.32162535484,1190.13420079832,1197.99840038007,1205.91456522339,1213.8830387057,1221.90416647337,1229.97829645676,1238.10577888526,1246.28696630256,1254.52221358186,1262.81187794133,1271.15631895955,1279.55589859115,1288.01098118248,1296.52193348744,1305.08912468338,1313.71292638708,1322.39371267092,1331.1318600791,1339.92774764393,1348.78175690232,1357.69427191229,1366.66567926967,1375.69636812483,1384.7867301996,1393.9371598042,1403.14805385444,1412.41981188882,1421.75283608597,1431.14753128203,1448.26737412684,1465.59200998748,1483.12388866327,1500.86548925881,1518.81932053453,1536.98792126147,1555.37386058025,1573.97973836436,1592.8081855878,1611.86186469716,1631.14346998801,1650.65572798598,1670.40139783225,1690.38327167374,1710.60417505791,1731.06696733233,1751.77454204897,1772.72982737344,1793.93578649895,1815.39541806539,1837.11175658336,1859.08787286319,1881.32687444928,1903.83190605943,1926.60615002957,1949.65282676373,1972.97519518946,1996.57655321863,2020.46023821378,2044.62962746006,2069.08813864276,2093.83923033063,2118.8864024649,2144.23319685423,2169.88319767551,2195.84003198072,2222.10737020977,2248.68892670954,2275.58846025913,2302.80977460134,2330.35671898054,2358.23318868703,2386.44312560776,2414.99051878384,2443.87940497452,2473.11386922808,2502.69804545943,2532.63611703469,2562.93231736274,2593.59093049386,2624.61629172549,2656.01278821528,2687.78485960146,2719.93699863063,2752.47375179306,2785.39971996557,2818.71955906215,3025.97500444546,3182.97818585773,3312.0848172249,3493.8287147469,3589.62111084206,3821.38085911718,4080.14086546121,4406.27047561887,4841.19714095185,5268.29105714414,5355.18855123418,5296.09839039886,5270.62038120569,5850.36753326262,6266.36069939559,7056.98040475904,7741.52402922004,8512.80920096568,9208.73253549152,9421.67119815634,9409.97837986877,9629.93223530587,10121.7425393276,10501.0508627419,10725.9781099346,11275.2039185145,11904.662666466,11860.9809406865,12132.3686772196,12490.8244574813,12572.4932965798,12544.959741963,12443.5073639673,13222.8256808156,13677,14033.1393170192,14424.973801743,14695.2760140633,13799.8109241647,13535.5617431739,13024.6359600026,12659.6322326769
Saint Lucia,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,930.802452706594,933.72616188852,936.659054625298,939.601159763052,942.552506238514,945.51312307931,948.48303940424,951.462284423571,954.45088743932,957.448877845544,960.456285128627,963.473138867575,966.499468734299,969.535304493915,972.580676005032,975.635613220046,978.700146185436,981.77430504206,984.858120025447,987.951621466102,991.054839789797,994.167805517874,997.290549267545,1000.42310175219,1003.56549378167,1006.71775626261,1009.87992019872,1013.0520166911,1016.23407693853,1019.4261322378,1022.62821398398,1025.8403536708,1029.06258289086,1032.29493333603,1035.53743679772,1038.79012516719,1042.05303043588,1045.32618469572,1048.60962013942,1051.90336906084,1055.20746385526,1058.52193701972,1061.84682115334,1065.18214895762,1068.52795323679,1071.88426689813,1075.25112295225,1078.6285545135,1082.01659480018,1085.415277135,1088.82463494528,1092.24470176336,1095.67551122693,1099.1170970793,1102.56949316979,1106.03273345404,1109.50685199434,1112.99188295999,1116.48786062761,1119.99481938146,1123.51279371383,1127.04181822536,1130.58192762535,1134.13315673214,1137.69554047342,1141.2691138866,1144.85391211915,1148.44997042894,1152.05732418458,1155.67600886577,1159.30606006366,1162.94751348121,1166.6004049335,1170.26477034812,1173.94064576551,1177.62806733932,1181.32707133674,1185.03769413891,1188.75997224121,1192.49394225369,1196.23964090137,1199.99710502463,1203.76637157957,1207.54747763838,1211.34046038968,1215.14535713891,1218.96220530869,1222.79104243919,1226.63190618849,1230.48483433295,1234.3498647676,1238.2270355065,1242.11638468311,1246.01795055067,1249.93177148257,1253.85788597275,1257.79633263604,1261.74715020859,1265.71037754819,1269.6860536347,1273.67421757044,1277.6749085805,1281.68816601324,1285.71402934057,1289.7525381584,1293.80373218702,1297.86765127146,1301.94433538195,1306.03382461421,1310.13615918996,1314.25137945723,1318.37952589078,1322.52063909251,1326.67475979187,1330.84192884622,1335.02218724127,1339.21557609146,1343.42213664039,1347.64191026118,1351.87493845692,1356.12126286109,1360.38092523789,1364.65396748275,1368.94043162268,1373.24035981669,1377.55379435622,1381.88077766556,1386.22135230225,1390.57556095751,1394.94344645664,1399.32505175947,1456.58137607964,1516.18046319858,1578.2181721781,1642.7942843549,1710.01266382868,1779.98142451704,1852.81310404559,1928.62484475338,2007.53858210432,2089.68124080802,2175.18493896524,2264.1872005664,2356.83117668488,2453.26587572103,2553.64640306689,2658.13421057751,2766.89735624978,2880.11077452658,2997.95655766108,3120.6242485935,3240.58277363296,3291.34906995101,3308.58612403529,3462.36266808597,3572.99450044701,4185.71256532282,4507.38154642559,4773.78642173129,4829.9385761408,4491.72451403941,4543.19727460842,4616.47523223472,4809.75169748328,5069.07177713806,5367.56286759885,6166.82496551976,6224.53934507064,6986.99172453044,7375.89568775413,7476.50153970909,7415.16519068337,7855.31035544541,7784.99394924635,7841.96024214365,7851.76422847374,8317.92699175715,8220.42953584372,8670.00579127098,8793.02092058969,8676.19697237868,8123.66825269832,8269.00370944783,8530.06955404964,8877.74654942133,9279,10055.4414791016,10163.9654088449,10626.2415661953,10607.2106751055,10572.6495685006,10653.7170903782,10541.4475572468
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,620.534968471063,624.635355499883,628.762837172261,632.917592524884,637.099801777484,641.30964634065,645.547308823703,649.812973042614,654.106824027979,658.429048033043,662.779832541779,667.159366277024,671.56783920866,676.005442561858,680.472368825372,684.968811759888,689.49496640643,694.051029094815,698.637197452179,703.253670411539,707.90064822043,712.578332449585,717.286926001683,722.02663312015,726.797659398013,731.600211786825,736.434498605639,741.300729550042,746.199115701255,751.129869535285,756.093204932145,761.089337185129,766.118483010152,771.180860555151,776.276689409544,781.40619061376,786.569586668823,791.767101546007,796.998960696547,802.265391061423,807.566621081199,812.902880705936,818.274401405164,823.681416177924,829.124159562874,834.602867648463,840.11777808317,845.669130085816,851.257164455935,856.882123584227,862.544251463062,868.243793697075,873.980997513809,879.756111774446,885.569386984597,891.421075305174,897.311430563322,903.240708263432,909.209165598223,915.217061459901,921.264656451382,927.352212897607,933.479994856909,939.648268132475,945.857300283873,952.107360638658,958.398720304054,964.731652178716,971.106430964563,977.523333178699,983.982637165404,990.484623108208,997.029573042046,1003.61777086549,1010.24950235306,1016.92505516764,1023.64471887292,1030.40878494599,1037.21754678996,1044.0712997467,1050.97034110966,1057.91497013674,1064.90548806328,1071.94219811514,1079.02540552185,1086.15541752983,1093.33254341574,1100.55709449987,1107.82938415968,1115.14972784336,1122.51844308355,1129.93584951106,1137.40226886878,1144.91802502562,1155.90831186494,1167.00409656713,1178.20639182634,1189.51622005775,1200.9346134909,1212.46261426391,1224.10127451856,1235.85165649637,1247.71483263549,1259.69188566864,1271.78390872185,1283.99200541433,1296.31728995912,1308.76088726478,1321.32393303811,1334.00757388778,1346.81296742896,1359.741282389,1372.79369871407,1385.97140767689,1399.27561198541,1412.70752589264,1426.2683753074,1439.95939790626,1453.78184324649,1467.73697288008,1481.82606046891,1496.05039190099,1510.4112654078,1524.9099916828,1539.54789400105,1554.32630833998,1569.24658350131,1584.31008123418,1599.51817635941,1614.87225689499,1630.37372418277,1685.77922028551,1743.06757855221,1802.30278487197,1863.55099958619,1926.8806313837,1992.362413707,2060.06948375513,2130.07746417126,2202.4645475063,2277.31158355286,2345.63756051363,2401.13142393345,2224.88921998791,2281.78700028595,2277.88564619947,2254.52419553573,2019.42217522319,2129.52574647652,2168.35751824872,2376.54979436432,2420.94333924673,3012.80407766483,2648.49740004374,2388.19475040629,2182.70746900039,2383.83924874266,2426.18189772598,2687.99950236947,2752.00457486626,2783.15783710564,2930.14002235908,3048.11244304383,3159.55259384092,3320.72965185173,3494.96423897555,3694.01275073146,3824.14315001758,4339.23545583505,4405.03450985256,4587.14083180896,4579.7110684552,4890.14819706019,4867.06159738553,4693.19827861916,4713.486315548,4750.75123297688,5353.50150944396,5602.05172348336,5819.20883923556,5893.66869929676,5898.99481548365,6107.68695991497,6267.19507932126,6616.6076866842,6752,7126.1074757568,7308.70116004592,7264.52969676163,7096.66586140724,6925.20778947684,6946.79238842364,6975.14022381213
Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6859.5368464714,,,,,,,
Samoa,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1308.44022909022,1312.68931331622,1316.95219619833,1321.22892254689,1325.51953731776,1329.82408561278,1334.14261268029,1338.47516391552,1342.82178486117,1347.1825212078,1351.55741879436,1355.94652360867,1360.34988178788,1364.76753961896,1369.19954353922,1373.64594013676,1378.10677615095,1382.58209847298,1387.0719541463,1391.57639036712,1396.09545448493,1400.62919400299,1405.17765657881,1409.74089002468,1414.31894230813,1418.9118615525,1423.51969603739,1428.14249419917,1432.78030463152,1437.43317608593,1442.1011574722,1446.78429785896,1451.48264647419,1456.19625270574,1460.92516610184,1465.66943637161,1470.42911338563,1475.20424717641,1479.99488793894,1484.80108603121,1489.62289197476,1494.46035645518,1499.31353032268,1504.18246459257,1509.06721044586,1513.96781922976,1518.88434245821,1523.81683181246,1528.76533914158,1533.72991646303,1538.71061596317,1543.70748999784,1548.72059109293,1553.74997194488,1558.79568542124,1563.85778456129,1568.93632257652,1574.03135285123,1579.14292894308,1584.27110458366,1589.41593367905,1594.57747031038,1599.7557687344,1604.95088338409,1610.16286886916,1615.39177997667,1620.63767167161,1625.90059909746,1631.18061757677,1636.47778261176,1641.79214988487,1647.12377525938,1652.47271477999,1657.83902467337,1663.22276134882,1668.62398139881,1674.04274159959,1679.47909891179,1684.933110481,1690.40483363842,1695.89432590141,1701.40164497411,1706.92684874805,1712.46999530279,1718.03114290645,1723.61035001642,1729.20767527989,1734.82317753452,1740.45691580906,1746.10894932391,1751.77933749182,1757.46813991847,1763.1754164031,1768.90122693915,1790.5306143025,1812.42447680476,1834.58604833776,1857.01860233601,1879.72545226023,1902.70995208673,1925.97549680286,1949.52552290847,1973.36350892349,1997.49297590173,2021.917487951,2046.64065275953,2071.66612212884,2096.99759251319,2122.63880556552,2148.59354869015,2174.86565560221,2201.45900689388,2228.37753060762,2255.62520281637,2283.20604821081,2311.12414069387,2339.38360398248,2367.98861221663,2396.943390576,2426.25221590396,2455.91941733938,2485.94937695602,2516.3465304098,2547.11536759402,2578.26043330249,2609.78632790091,2641.69770800629,2673.99928717485,2706.69583659819,2739.79218580806,2773.29322338971,2807.20389770397,2841.52921761819,2876.27425324603,2911.44413669641,2947.04406283153,2983.0792900342,3019.55514098455,3056.47700344623,3093.85033106221,3131.68064416034,3169.97353056872,3208.73464644113,3247.9697170924,3287.68453784413,3327.88497488072,3368.57696611582,3409.7665220694,3451.45972675558,3493.66273858127,3536.38179125581,3579.62319471174,3623.39333603682,3667.69868041746,3247.05050373799,3098.02410336861,3360.95537174963,3311.51591858306,3496.4352798978,3938.62414952376,3684.39827666466,3343.02139345081,3301.9120037381,3310.11791336393,3345.52196514112,3466.03402137946,3642.48571234864,3642.5705115189,3569.52039170944,3678.48494356067,3491.92352373788,3387.06000257704,3354.37001796016,3463.16725533508,3344.81081305735,3529.46035602244,3746.21544525227,3734.02349420573,3780.3068994557,3854.82673749047,4090.82595975639,4386.17413993072,4435.8746673956,4545.09000858591,4667.13131111067,4872,4958.10287636981,5027.02516014757,5220.46188785014,4935.2418382211,4936.3789525294,5019.26185607577,5062.10825486624
