Total 0-4 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Belgium,8.03198887343533,7.82942238267148,8.19313961109897,8.24164198053322,7.45586708203531,6.67757439410983,6.1050061050061,6.03158430973,5.9095942816873,5.9494298463064,5.59207299126852,5.42434715821813,5.65420560747664,5.55249126677698,5.5394641564084,5.43342269883825,5.30879490355689,5.22801159827783,5.23647171955591,5.28150601359596,5.30804037591368
Belize,15.9420289855072,20.5128205128205,19.1489361702128,18.0952380952381,18.0327868852459,17.910447761194,16.6666666666667,17.7914110429448,16.7539267015707,15.9817351598174,14.2857142857143,12.7659574468085,11.4649681528662,10.7871720116618,9.89304812834224,8.93300248138958,8.13953488372093,7.28476821192053,6.77966101694915,6.72097759674134,6.32411067193676
Benin,13.7140068326013,14.3596986817326,15.4252974878801,16.5589660743134,17.2951414068165,17.6962676962677,18.1460674157303,18.3207959233196,18.2443703085905,17.8895877009085,17.5551884667367,16.9293340111845,16.5852599587539,15.8809166040571,14.8008213552361,13.7014166363967,12.7077922077922,11.8605332552007,11.0790906179955,10.3164091243561,9.59876262396506
Bhutan,17.8571428571429,16.8367346938776,17.3333333333333,17.578125,17.5675675675676,17.2701949860724,17.25768321513,17.047817047817,16.819012797075,15.9763313609467,12.8342245989305,11.2480739599384,9.74576271186441,9.48051948051948,9.01339829476248,8.09248554913295,7.10321864594895,6.63811563169165,6.52849740932642,6.34441087613293,6.12043435340572
Bolivia,16.8816807961666,17.0269371466578,17.1641791044776,17.0087976539589,17.0268344811209,17.1674721580164,16.1440836132885,15.7559503855179,15.5622188905547,15.463779738038,14.3063236354893,13.4967320261438,12.3952931790985,11.3977702017875,10.4494285468763,9.5877122069523,8.79803635805784,8.07339449541284,7.44199207696661,6.91430925569898,6.48601515862902
Bosnia and Herzegovina,14.457378895982,15.1052274270197,14.3081761006289,13.6591109802767,10.8585858585859,9.82119028556178,8.53565039611551,8.60814742967992,7.91918253599628,6.15061506150615,5.87280108254398,4.81481481481482,4.52247938281458,4.4539844378857,4.32535364526659,4.10313279733851,3.89315146348394,3.72434017595308,3.68116823851536,3.74484290701365,3.85510136257893
Botswana,15.0485436893204,18.5501066098081,19.1570881226054,18.9597315436242,18.7861271676301,18.7270501835985,18.8199389623601,18.1896551724138,16.2842339008142,14.2672692059393,12.7758420441347,11.6304347826087,11.4256825075834,11.1163895486936,10.5074090704984,9.83746792130026,9.16187345932621,8.73709293089754,8.46153846153846,8.1282624906786,7.68672951414068
Brazil,16.6441262019008,17.2817911492041,17.2440338722094,17.119852008206,15.3472721400965,14.265368217592,14.0085019610423,13.5946646688554,11.8264904292944,10.3574741789845,10.008899095737,9.30290050572094,7.7922875388898,6.80751636564398,6.25251133689226,5.75246487437092,5.36735652510293,5.15132031937548,4.94315058848112,4.91280074196658,4.7942447096727
Brunei,14.2857142857143,20.3125,19.5121951219512,18.4466019417476,16.1538461538462,15.527950310559,14.9484536082474,13.7777777777778,13.2295719844358,12.5423728813559,11.377245508982,9.75609756097561,9.06862745098039,8.39002267573696,7.91666666666667,7.6320939334638,7.3394495412844,7.09342560553633,6.77685950413223,6.47709320695103,6.40243902439024
Bulgaria,10.1089504895876,9.29457260968129,8.37782862954488,7.82735918068764,7.61074458058435,7.70642201834862,7.63935906116001,6.56176765985939,6.31590883320104,5.01436093824797,4.18279435634911,4.30232558139535,4.7746065617498,4.81894533939144,4.57525655644242,4.2654028436019,4.06617192331478,4.18755052546483,4.46322907861369,4.66760961810467,4.65504451038576
Burkina Faso,16.1480029404558,15.8679202017886,16.5889830508475,17.1780340042994,17.6743356518637,17.9462261094914,18.7026239067055,19.0989353414697,19.010889292196,18.8981042654028,18.6209850107066,18.2909090909091,19.5713583886023,18.0307174416158,16.4692972429244,15.13467810122,14.124132006586,13.2542101042502,12.3276937810151,11.340424967504,10.4229422280998
Burundi,16.3680781758958,18.2563338301043,17.7891156462585,17.5280199252802,17.4061433447099,17.5638934203371,17.7040445628481,18.5132090927708,18.9403274071466,17.6556420233463,16.3473423980222,14.7058823529412,14.2119469545828,14.0261396238444,13.0851991858098,11.7272890163053,10.5589541607307,9.83438485804416,9.47274352100089,9.1069537592658,8.56122861376802
Cambodia,16.6858457997698,16.7045219905018,16.9304379830696,17.0954086616737,17.2070903588413,15.4713259123573,14.3619386393953,20.6198296085937,18.5242518059856,16.9844477638169,13.6531076103143,11.3418415170524,11.0926602457655,11.0540474443629,10.6404608607252,9.67690929215201,8.64136112631212,7.96799545497586,7.63797709059628,7.37116764514025,6.9633551857455
Cameroon,15.8531124048365,16.3061224489796,16.3861660810061,16.9864373139266,17.4612459783562,17.9297124600639,18.1848221169732,18.3556951184699,17.8124744543448,16.9963005122368,15.7874834562299,15.8408619044947,15.6228078965828,14.5976181883796,13.3522260555282,12.3012425879065,11.534158450458,10.9195028307412,10.2929532858274,9.61891643709826,8.96989165350901
Canada,11.9094416539273,12.3546234509056,12.486039758767,11.5097311855277,8.52827408362498,7.64411027568922,7.30921401476526,7.14727962232025,6.97086747770839,6.77063781865338,5.73225575180864,5.28661631793983,5.29934200820277,5.35331905781585,5.42857142857143,5.41917794045371,5.277597645533,5.12913522925131,5.10139193103936,5.13587519271037,5.21682352411402
Cape Verde,10.2739726027397,14.792899408284,19.2893401015228,17.4672489082969,15.7303370786517,16.1870503597122,16.8965517241379,17.8683385579937,18.0281690140845,16.2907268170426,14.3835616438356,12.9166666666667,11.3060428849903,10.7664233576642,10.3092783505155,9.44625407166124,8.51393188854489,7.81954887218045,7.14285714285714,6.73352435530086,6.26780626780627
Central African Rep.,14.3613000755858,15.1037938439513,15.9121171770972,16.3228155339806,16.5117550574084,16.757560733763,16.8430335097002,17.07410236822,17.0590242238144,16.3216321632163,16.2349799732977,15.7240370550951,14.6980461811723,13.9029835599756,13.0874368095862,12.2782608695652,11.5772357723577,10.8170134638923,10.1317122593718,9.52249896793725,8.98211467648606
Chad,15.0143973673385,16.5421956684093,16.644204851752,16.7119975823512,17.0108695652174,17.7660086663457,18.442178346713,18.6327077747989,18.6210284965608,18.5439753121055,18.5670078552726,18.5148218385068,17.9313342025206,17.2981626896394,16.5558912386707,15.6562370615721,14.617730571038,13.524996459425,12.5155106756236,11.6480938416422,10.8834965437788
Channel Islands,8.82352941176471,7.47663551401869,7.27272727272727,6.95652173913044,7.5,5.55555555555556,5.51181102362205,5.22388059701493,5.71428571428572,5.55555555555556,5.4421768707483,5.36912751677852,4.66666666666667,4.60526315789474,4.54545454545455,4.60526315789474,4.63576158940397,4.63576158940397,4.63576158940397,4.08163265306122,4.22535211267606
Chile,14.2504930966469,14.8159100990685,15.9037405179179,15.6318649554862,13.4844370169208,12.1220846530377,10.5347880522268,10.9257577008836,11.0614101592115,10.3275957801222,8.61275050262663,7.59035405289317,7.28376327769348,7.0281124497992,6.69563817801384,6.41025641025641,6.07684529828109,5.79135263784213,5.60775102759836,5.5105112395009,5.43615064381838
China,13.684874998165,16.4945748018729,14.201317178748,15.3971482780911,15.9466683661151,13.6276884478916,9.99471928622692,9.88836119397884,10.9593035218796,8.87742150720372,7.52758190115821,6.66473106135945,6.48917252767054,6.57114121940003,6.26821953721327,5.63496978955916,5.17631838782114,5.02437856874209,5.06660563812964,5.07010061189194,4.94317748778443
Colombia,17.9363227204534,18.7097707384104,18.4106953207972,18.2381465517241,17.2455819622182,14.9747569574832,14.5242256349236,13.6551540205361,12.8346432980998,12.1828803378953,11.1680997636647,10.3254430997236,9.72375213287544,9.00439386883188,8.40889092926279,7.85520493818169,7.34480048895486,6.8910797488014,6.47909095393925,6.18880949692737,6.01164159165368
Comoros,14.1935483870968,17.5141242937853,18.2291666666667,18.3962264150943,18.2203389830508,18.5873605947955,19.2073170731707,19.7916666666667,16.5137614678899,15.0406504065041,14.519056261343,14.6103896103896,14.5953757225434,13.3159268929504,11.7857142857143,10.7064017660044,10.1642710472279,9.86590038314176,9.34411500449236,8.59574468085106,7.98696006519967
"Congo, Dem. Rep.",17.8146293407766,17.6700029437739,17.8313722940909,18.0369079586357,18.2351491249692,18.4782144838476,18.7523003312477,19.3076874084453,19.7287732663371,19.9523618716887,19.4861403474258,19.1303170331251,17.9208563087901,17.1034785641397,16.1476934311566,14.9510803098247,13.6829504120816,12.5057830940184,11.4881270993817,10.5692113336943,9.68660389253828
"Congo, Rep.",15.9653465346535,16.40625,16.8150346191889,17.3310225303293,17.752808988764,17.9239200515796,17.9812465526751,17.3830892772792,16.6394112837285,16.1812297734628,15.574580177807,15.5490483162518,14.8709763234903,13.6395927066067,12.6862494678587,11.7635506677141,10.9144004380361,10.216982743892,9.5766940286496,9.00213610009155,8.45234625473623
Costa Rica,16.0455486542443,18.3510638297872,18.6656671664168,18.5208596713021,15.6593406593407,13.5964912280702,13.5434412265758,13.6127596439169,13.3441558441558,11.6125323368784,10.1017811704835,9.07621247113164,7.97241973712562,7.82731490821061,7.21767282422396,6.81036044194892,6.38556307478744,6.0656836461126,5.83156865939078,5.65917423880121,5.52416823603264
Cote d'Ivoire,17.2124600638978,17.750257997936,18.5249709639954,19.0104166666667,19.2851681957187,19.5891859235765,19.6602518412925,18.5697918655719,17.3089121471614,16.312908823922,15.6316916488223,15.6100602785284,14.9188687992582,14.0839253262845,13.1010685663402,12.1797027372386,11.3763440860215,10.6482267096555,9.95829945710614,9.2953743629949,8.67590436446637
Croatia,10.0986500519211,9.78069069826065,8.70425321463897,8.37175442853676,7.09661951570367,7.22157092614302,7.21955677404615,7.15243629861422,6.41876936697654,5.65310492505353,5.19538188277087,4.68257541647906,4.76190476190476,4.87637362637363,4.79277610558,4.67905008229485,4.52153110047847,4.46668293873566,4.54431960049938,4.72541507024266,4.83533716675379
Cuba,13.1103226896435,13.6391437308868,12.4632404425151,15.4803822937626,14.0332759609868,12.0271272650207,8.16305784283826,7.79452598175327,8.27195467422096,7.05774518790101,6.43939393939394,5.97641593710917,5.17672259907176,4.95808810415552,4.79721279256745,4.55605381165919,4.29219600725953,4.05255366395263,3.90647276874822,3.80980507974011,3.76349614395887
Cyprus,13.5353535353535,12.241054613936,13.0890052356021,12.0068610634648,9.60912052117264,7.73026315789474,9.32896890343699,9.5679012345679,9.09090909090909,8.34473324213406,6.73443456162643,5.74162679425837,5.68181818181818,5.83783783783784,5.87628865979382,5.81854043392505,5.51330798479088,5.24861878453039,5.20179372197309,5.32751091703057,5.45144804088586
Czech Rep.,9.94846515796549,9.10558605101711,7.55211061066304,7.11710783808837,7.04009794918886,8.44129958142316,8.53919470920054,6.7403743574823,6.27850557981562,5.74612403100775,4.3329420970266,4.59003530796391,5.26416906820365,5.36682843277191,5.07095553453169,4.72813238770686,4.47718631178707,4.52934980369626,4.86606282520717,5.17608359133127,5.23707734162456
Denmark,9.74010770311402,8.44784861455283,8.03493449781659,8.23702458499685,7.87337662337662,7.15273661331753,6.128024980484,5.18286720125171,5.66147859922179,6.48555576812703,6.31559220389805,5.99963079195126,5.74922431100566,5.37751222161869,5.36357091432685,5.54660941134371,5.62878517990737,5.54863951627245,5.38420395792476,5.25089605734767,5.22710886806056
Djibouti,19.3548387096774,17.3913043478261,17.8571428571429,18.8034188034188,18.75,18.3856502242152,17.6470588235294,17.3697270471464,17.3524150268336,16.3723916532905,14.3835616438356,13.2754342431762,12.4004550625711,11.6352201257862,11.0894941634241,10.4504504504504,9.79899497487437,9.08372827804107,8.52017937219731,8.11387900355872,7.77096114519427
Dominican Rep.,18.8632619439868,19.6680790960452,20.1133989853775,19.5344129554656,18.0948238364506,16.4703647416413,15.1561181434599,14.5397016724424,13.7800081378001,13.0124338298658,11.8532774821691,11.2778010910617,10.6308068459658,9.85280588776449,9.12743471045506,8.49482124958236,7.95655671761866,7.47561451424112,7.02463580199832,6.62013060121594,6.27929469533517
Ecuador,15.7863676600767,17.8238341968912,17.7066906961027,17.6287657920311,17.4095174262735,16.8210770121598,16.120527306968,15.0186772137992,13.658916236988,12.4331433581762,11.8430671756965,10.9171642933701,9.95498112111531,9.19366993217784,8.62382934443288,8.04926598656382,7.5110897973864,6.99854439592431,6.5614854473999,6.18897991246774,5.98209818202035
Egypt,17.3430019058244,17.3155023177585,17.5006295190474,16.8239690884905,16.2848227588339,15.7857521654587,16.3861007336724,16.3067082560114,16.1486813871392,12.9173191356091,12.1727730038619,11.7696614650837,11.4319198806733,10.7912571640262,9.80849359786697,8.94151718093569,8.37653847887832,7.99121052676755,7.59256366192782,7.10294911272658,6.59672364012537
El Salvador,16.5758401453224,18.1743421052632,18.7657885239986,18.711467324291,17.9363806468859,17.304060434372,16.8811668811669,15.6831366273255,14.5993619816101,14.0013966480447,12.9710632570659,10.4768190067646,9.80138866462135,9.63647759323096,9.32446728124528,8.90242134261273,8.03733110461067,7.34143049932524,6.83850604944766,6.4973572257316,6.28172588832487
Equatorial Guinea,13.2743362831858,15.1260504201681,14.9606299212598,15.1291512915129,15.358361774744,15.4811715481172,13.5746606334842,15.9235668789809,19.0981432360743,18.3628318584071,16.9811320754717,15.9016393442623,15.5619596541787,15.6209987195903,14.9543378995434,13.903192584964,12.8397375820056,12.0689655172414,11.4649681528662,10.8647450110865,10.1730103806228
Eritrea,18.6351706036745,17.8939034045922,18.3859649122807,18.3107274969174,18.2359307359307,18.3451536643026,20.1619433198381,17.2131147540984,17.0360987967068,17.3424828446662,16.3382594417077,16.4355992844365,16.2581386441976,14.8635153129161,13.2013692513767,11.7893315327481,10.9461966604824,10.4963570127505,10.0980288816275,9.51116356840759,8.76135731503801
Estonia,8.3712465878071,7.85159620362381,7.99011532125206,7.60279286268425,7.11143695014663,7.75139664804469,7.47790618626784,7.47540983606557,7.63844684914067,5.55555555555556,4.59183673469388,4.82912332838039,5.82959641255605,6.29213483146068,6.14692653673163,5.59334845049131,4.99615680245965,4.84753713838937,5.23809523809524,5.62700964630225,5.75831305758313
Ethiopia,18.3726606997559,17.633147755826,17.5351456827354,18.0458506712727,18.1871567238937,18.0730937348227,17.953062780649,18.190012180268,18.7418466444412,18.8427924607771,17.9119285659773,16.8537369407983,16.2620473775257,15.3101198083897,14.261235226557,13.1587952028442,12.0721501379609,11.0664251292202,10.2047841420564,9.40833551386514,8.6317400409638
Fiji,19.0972222222222,19.3452380952381,19.2893401015228,17.2786177105832,14.4787644787645,13.3448873483536,13.7876386687797,14.3864598025388,13.121546961326,12.3537061118336,11.9850187265918,10.9903381642512,10.0702576112412,9.38215102974828,8.79368658399098,8.39779005524862,7.9520697167756,7.55939524838013,7.00431034482759,6.40608034744843,6.04395604395604
Finland,12.4688279301746,10.5076741440378,9.32279909706546,8.58895705521472,7.55700325732899,6.40916808149406,6.69316042668898,6.63129973474801,6.2362141568077,6.38339533972978,5.7026870288034,5.43685616177032,5.5181444070333,5.58011049723757,5.53230209281165,5.42103361040838,5.26695526695527,5.1346953534623,5.14639025277323,5.20928532261013,5.27185892725937
France,9.468375005976,8.88960575128459,8.73563218390805,8.70376445501517,8.13424457881157,7.80026171556449,6.77479147358665,6.94168622495035,6.69059305782798,6.24471991862209,6.21860677501734,6.3082848479882,6.1292588689849,5.73874395530446,5.54443246573233,5.39480286465857,5.34051419373279,5.38323889054578,5.39475049278971,5.31597304327264,5.2150140387173
French Guiana,16,14.2857142857143,15.625,15.3846153846154,14.8936170212766,14.2857142857143,11.7647058823529,10.5882352941176,12.9310344827586,14.2857142857143,13.3333333333333,13.3663366336634,11.587982832618,10.6870229007634,10.3092783505155,9.62732919254658,9.03954802259887,8.57142857142857,7.99031476997579,7.55148741418764,7.14285714285714
French Polynesia,18.3333333333333,17.1428571428571,17.948717948718,17.5824175824176,17.4311926605505,14.0625,13.9072847682119,13.7931034482759,12.8865979381443,10.2325581395349,10.126582278481,8.984375,8.88888888888889,8.30449826989619,7.84313725490196,7.21003134796238,6.68693009118541,6.19469026548672,6.12244897959184,6,5.6657223796034
Gabon,10.4255319148936,11.7154811715481,11.7283950617284,12.4,13.0188679245283,14.4781144781145,15.5653450807636,16.3498098859316,16.3793103448276,16.3753449862006,14.5748987854251,13.1675201170446,12.3251165889407,11.6463414634146,11.0236220472441,10.2818371607516,9.5307917888563,8.91866913123845,8.44327176781003,7.94451450189155,7.48381877022654
Gambia,16.6666666666667,14.5907473309609,15.3605015673981,16.4864864864865,17.2494172494172,17.4757281553398,17.8861788617886,17.687074829932,17.4301675977654,17.5438596491228,17.2546012269939,16.5575916230366,15.7142857142857,14.8614609571788,13.9910313901345,13.1610819539766,12.289685442575,11.4743162108072,10.7088063823259,9.98577524893314,9.33014354066986
Georgia,8.13492063492064,10.390625,11.8000480653689,11.6123269316659,9.26280008497982,9.02791929896067,8.53706624605678,8.67838910947249,8.36996336996337,7.67107079471505,5.82032897511598,5.24076147816349,5.85585585585586,5.80313418217434,5.57788944723618,5.16842375932116,4.86643745040994,4.86205954657198,5.02824858757062,5.04694835680751,4.95716034271726
Germany,6.62366912366912,7.36580163526484,7.82552566162636,8.49755802166844,7.66032570456319,5.5506126391784,5.1284343905274,5.33565038295681,5.55058980524467,5.04024600909058,4.75552252263229,4.40348492937922,4.07770303207566,3.99041121150655,4.07848598642163,4.08665371318984,4.02425083169563,3.95634379263302,3.94303754953987,4.02063419814899,4.1883554357847
Ghana,18.574297188755,17.294402211472,18.0265095729013,18.6147186147186,18.8394185647247,18.6118611861186,18.1620248571169,17.6149469475627,16.9361304115446,16.1554073644535,15.2022529441884,14.5210605576598,14.0185763603485,13.4405407412909,12.6187979842392,11.8407991065889,11.0884958289138,10.5086461858197,10.0316211438389,9.56625491297024,9.08809413221861
Greece,9.8334655035686,9.22787193973635,9.06036241449658,8.42006782832417,8.75995449374289,7.62599469496021,7.44658784484547,6.92710430930326,5.43146708649021,4.90159325210872,4.79714912280702,4.6641959685438,4.81981579182688,4.57290001775884,4.3424317617866,4.17775412453433,4.14775255896751,4.23706087422902,4.37752808988764,4.47139753801593,4.51553930530165
Grenada,20,18.2926829268293,20.4545454545455,19.3548387096774,13.8297872340426,14.2857142857143,13.4831460674157,14.8514851485149,15.625,12,9.9009900990099,8.82352941176471,9.80392156862745,9.34579439252336,9.1743119266055,7.27272727272727,6.48148148148148,5.60747663551402,5.8252427184466,5.94059405940594,6.12244897959184
Guadeloupe,17.1428571428571,16.5254237288136,16.4233576642336,16.1716171617162,15.3846153846154,13.719512195122,9.20245398773006,9.03954802259887,7.53246753246753,7.16049382716049,6.75990675990676,7.69230769230769,7.05128205128205,6.73684210526316,6.39175257731959,5.95482546201232,5.70264765784114,5.47667342799189,5.51020408163265,5.34979423868313,5.0314465408805
Guam,14.0350877192982,14.5161290322581,16.4179104477612,15.0684931506849,14.1176470588235,12.7659574468085,12.5,11.6666666666667,11.3636363636364,12.2448979591837,10.9677419354839,10.1796407185629,8.88888888888889,8.37696335078534,7.92079207920792,7.58293838862559,7.3394495412844,7.04845814977974,6.41025641025641,6.32911392405063,5.83333333333333
Guatemala,19.1293295201779,19.0384084001105,18.1115672542864,17.9649567236648,17.770806421849,17.8640463917526,18.0302166476625,17.8175403225806,17.0613985856999,17.0614692653673,16.5924474527966,16.0214038401007,15.0667779632721,13.9907550077042,12.8516942125919,11.7165939083747,10.6352572376913,9.63860580628586,8.72744806525495,7.93040432498287,7.22681125141006
Guinea,15.9342758884219,16.7660470010523,17.0669228306116,17.2793053545586,17.4128058302967,17.6703841387856,17.9420665801989,18.1317638124169,18.0901252643566,17.7587590264777,17.2154617036507,16.818477553676,16.4503003293935,15.6801486109938,14.6750835499443,13.6090771159047,12.6191180822729,11.756829137654,10.9666699247385,10.2203237410072,9.50950950950951
Guinea-Bissau,15.8301158301158,19.2579505300353,15.3456998313659,15.3589315525876,13.2890365448505,20.2877697841727,17.2661870503597,15.8868335146899,16.1606268364349,16.7238421955403,17.101226993865,16.9836956521739,16.676810712112,16.0994057266343,15.3995157384988,14.6840958605664,13.8406940063091,13.0434782608696,12.2859025032938,11.5968427443837,10.9735509285312
Guyana,18.2033096926714,19.9588477366255,20.2464788732394,18.167701863354,17.2316384180791,15.0068212824011,13.7886597938144,13.3766233766234,11.4973262032086,10.935441370224,10.8322324966975,10.2228047182176,8.38794233289646,7.81456953642384,7.6510067114094,7.52393980848153,7.15287517531557,6.41399416909621,5.87326120556414,5.4635761589404,5.3763440860215
Haiti,14.8090655076063,16.0170697012802,16.2574308606875,16.4248947122134,15.8676283411116,15.2216174183515,16.0604463187489,17.3974318822424,16.2633652222848,15.1380231522707,14.2328592900913,13.134962805526,12.4165685119749,11.7083409381274,11.0390718307456,10.371914075024,9.67032967032967,9.01550667147494,8.43240254354437,7.92751981879955,7.45189203151233
Honduras,17.7538668459987,19.3830034924331,19.3709435846231,19.2258613356019,19.3236714975845,18.6353395558416,18.4920198128784,18.0637544273908,17.2413793103448,16.5025953105423,15.1276698249558,13.711549622751,12.7182044887781,11.7443662811494,10.7498631636563,9.74098527171153,8.79717880289744,7.94181423924828,7.18236819360415,6.76597869507324,6.47528425127006
"Hong Kong, China",15.9919028340081,16.4526484751204,16.0052049446975,14.2779734489298,10.8039563783921,8.96473265073948,8.17947190788168,7.73318673263698,6.59186535764376,6.06596942880129,4.96400719856029,3.41420892052884,3.31022775498656,3.90698931999459,3.81768601480327,3.66419877023466,3.38465298142718,3.18677369114652,3.27152474312035,3.5167659773338,3.7221706864564
Hungary,8.90983079888627,9.5470737913486,8.01201802704056,6.33684832955553,6.88721222673631,7.5002373492832,7.88416627744045,6.14482889014937,5.9436510999614,5.72866266692472,4.85607989034658,4.72409686383486,4.94384275972724,4.94227263520356,4.82236101156957,4.71698113207547,4.60616258281628,4.54302512025655,4.66355038591151,4.8438706829968,4.95803021824287
Iceland,12.5874125874126,13.2911392405063,13.0681818181818,11.9791666666667,10.3448275862069,9.67741935483871,9.21052631578947,9.09090909090909,8.23529411764706,8.58208955223881,7.5,7.0945945945946,6.96969696969697,6.79886685552408,6.46900269541779,6.00522193211488,5.64102564102564,5.31645569620253,5.22388059701493,5.18518518518518,5.15970515970516
India,14.3915150406876,16.6030590665421,16.3746838153616,15.9591658499971,15.5149621222396,15.1267105150211,14.9274870602843,14.4755574198961,13.8864692639327,13.2710625516053,12.1862626991191,11.3057637504444,10.3459548031438,9.56556744970229,8.7680584893185,7.9888966054019,7.25219402680454,6.70008122381579,6.4701171998571,6.21651584746629,5.93172131828147
