Male above 60 (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Iran,8.47891917074307,7.26954011136317,6.30377683180871,5.83964646464646,5.50489929232444,5.23504900522331,5.27388408390496,5.64253229766169,5.92483570646221,6.67699408807815,6.92845394736842,7.07728999694944,7.01087668719696,7.72190230341541,9.04906889471076,10.8403609665174,12.8150796803955,14.951038416012,17.8595515090204,22.2603095460684,26.4010245605338
Iraq,4.20757363253857,4.45917445013558,5.11664899257688,5.85544373284538,6.26083606241572,6.26631853785901,5.8074447243213,4.90820073439412,4.07066052227343,3.77716617633102,4.0617710930588,4.21421071053553,3.87830787604501,4.73151408450704,5.1078431372549,5.6682840758712,6.7180128230977,7.89845901883421,9.19213292171078,10.4619299275788,11.8792900871931
Ireland,14.2384105960265,14.4406779661017,15.0280898876404,14.5328719723183,14.8148148148148,14.2857142857143,13.5245901639344,13.1267605633803,13.5535307517084,13.5678391959799,13.6050820539968,13.7667304015296,14.8454505877231,16.0881992650061,17.4806201550388,19.0865206089863,20.8527409530634,23.1728437824732,25.6195579370395,27.3318167045824,28.0216284987277
Israel,5.71870170015456,6.53889515219842,7.74253731343284,9.25925925925926,10.5479452054795,11.4540059347181,11.1111111111111,11.5290669272106,11.2049799911072,11.6270290675727,11.6217116217116,11.6475558237779,12.9496402877698,14.311408016444,15.4644149577805,16.4042892995665,17.3564463705309,18.8210961737332,20.2463739320485,21.5821812596006,22.7663551401869
Italy,11.1864256601099,11.6794871794872,12.467197067522,13.3413413413413,14.6879580344056,15.6384130183257,14.9998167625609,16.3115942028985,18.072201904624,19.7701315599248,21.4585747392816,22.2616579400499,23.6975249555586,24.7893899922184,26.3709076120111,28.877078222949,31.7896470103942,34.4819243796226,35.9944221718668,36.3690832834032,36.0962184573594
Jamaica,4.98533724340176,5.59254327563249,5.87484035759898,7.4910820451843,7.79363336992316,7.93489318413022,8.91840607210626,8.78734622144112,9.0595340811044,9.1358024691358,9.47867298578199,9.50920245398773,10.187265917603,11.0703812316716,12.4819624819625,14.3674052894925,16.1680911680912,17.3256649892164,17.5528040786599,18.3172002978407,19.8776758409786
Japan,6.93695689633951,7.38268839569381,8.15635378430344,8.9615488481273,9.71165476608529,10.4544461437623,11.141862489121,12.4587736420542,15.1265927519444,17.9418795635276,20.7809600645422,23.765114484178,27.6068956594864,30.0124369967926,31.2960026704498,32.6356177523509,34.4012716354645,37.1912452499269,38.986262434865,40.1634019096368,40.6680729924017
Jordan,7.72357723577236,6.9364161849711,5.81896551724138,5.42907180385289,4.56182472989196,4.03632694248234,4.42324371205551,5.23338048090523,4.60448642266824,4.04264771212794,4.73726114649682,5.38085255066387,5.39481615430982,5.59145827479629,6.17026815933351,7.32298739088264,9.10335386721424,11.2554112554113,13.5845930834541,16.1316051844467,18.0956067350494
Kazakhstan,10.2034525277435,8.79377431906615,7.39509763190694,6.43305439330544,6.08172315489388,6.0454878943507,5.58029501809073,5.51832873472605,6.81988508618536,7.51039501039501,8.71201561193198,7.69972451790634,7.35254870563117,8.10915675116399,9.281210592686,10.5602379771939,11.3463892288862,12.3761179598743,13.5225375626043,15.2722130567994,17.7973052138254
Kenya,5.41598694942904,5.30216647662486,5.26574803149606,5.13900589721988,5.04366423097487,4.79523454951601,4.49438202247191,4.23053341508277,4.06956819739548,4.04615834063687,3.95224109309156,3.76894257115696,3.8228095937347,4.05573953808438,4.31864380777049,4.63851456680639,5.07715124167745,5.78708389970211,6.7535450102812,7.91116416722624,9.11405414243337
"Korea, Dem. Rep.",3.66045362676847,2.96429373456097,2.25549290297492,1.78997613365155,1.72061825605133,2.38522698127725,3.21734985700667,4.29696041985568,5.42046605876393,6.7942942942943,8.8698904621961,10.6961097213836,11.7805907172996,11.177347242921,12.7510774985769,14.3430129953473,17.5175494575622,19.96,19.841846203502,20.7434640522876,21.5274898416121
"Korea, Rep.",4.50506950977318,4.90623224095473,5.10902435142448,4.40207486331137,4.44134255440645,4.53998280309544,4.86244401791427,5.39673134844221,6.01542177629134,7.36865638274089,9.27295532200164,11.2686218751326,13.4624193212575,16.1438848920863,20.2412594561439,24.4122224952896,28.2756055220302,31.6515884704397,33.7685921826358,36.0899560971239,37.0468983557549
Kuwait,3.26086956521739,3.27868852459016,2.89017341040462,2.42214532871972,2.36406619385343,2.36794171220401,2.02788339670469,1.94672131147541,2.05423171733772,2.02507232401157,2.5811209439528,3.00982800982801,4.14364640883978,5.6841046277666,8.21727019498607,11.2791702679343,15.5347702318015,19.8225993058234,23.6049926578561,25.8748674443266,26.7262109240811
Kyrgyzstan,12.6506024096386,11.358574610245,9.61165048543689,8.16326530612245,7.05716302046577,6.34023854362837,5.40694365395561,5.38185545873911,6.32852489530014,6.33584404076207,6.75675675675676,6.05590062111801,6.02409638554217,6.89179875947622,8.22097994080894,9.84126984126984,11.0663360198388,12.5341426403642,14.0209267563528,15.9917233224948,18.5840707964602
Laos,4.26309378806334,4.31034482758621,4.31034482758621,4.50680272108844,4.5933734939759,4.70198675496689,5.09316770186335,5.04662643993418,4.99286733238231,4.87094088259784,4.81303221029248,4.88221235916695,4.97822028624767,5.45919818026727,6.05112154407929,6.77434908389585,7.54844524560613,8.58296154663267,9.65461522924662,11.1218381927013,13.1153631803827
Latvia,12.6927639383155,11.8912797281993,11.505376344086,12.20703125,13.3333333333333,13.386524822695,12.19723183391,11.7351215423303,12.3686337914309,14.3603133159269,15.9633027522936,16.888045540797,17.0377541142304,17.8149606299213,19.0809190809191,20.6122448979592,21.6666666666667,23.3475479744136,24.8087431693989,26.9487750556793,29.8305084745763
Lebanon,10.041265474553,8.88888888888889,7.99158780231336,7.25952813067151,6.82926829268293,6.7489114658926,6.80173661360347,6.83579985905567,7.53282653766413,9.25494761350408,10.1786681104494,9.85492746373187,9.9855976956313,10.5773672055427,11.7647058823529,13.0942091616249,14.7665124106016,16.701116163704,18.7985288107887,21.1124644742184,23.167274200081
Lesotho,5.49132947976879,5.13513513513514,5.2896725440806,5.56844547563805,5.88235294117647,5.6710775047259,5.52763819095477,5.6047197640118,5.92991913746631,6.44361833952912,6.45526613816534,6.20320855614973,6.09137055837563,5.98455598455598,5.74606116774791,5.29622980251347,4.9738219895288,4.96575342465753,5.88730025231287,7.30290456431535,9.03861955628595
Liberia,4.66830466830467,4.85651214128035,4.59770114942529,4.44078947368421,4.53257790368272,4.59057071960298,4.45387062566278,4.38756855575868,4.30308699719364,4.27083333333333,4.29491768074445,4.35835351089588,4.46297204512016,4.47696943607404,5.00381970970206,5.51181102362205,6.09718353450944,6.47807637906648,7.21354166666667,8.10353168843735,9.17327293318233
Libya,8.28625235404896,7.66550522648084,6.5028901734104,5.83333333333333,4.48473282442748,3.59602142310635,3.54306658521686,3.76344086021505,3.99826162538027,4.69613259668508,5.24048815506102,5.95897101921198,6.68243642814902,7.6066286335235,8.99645210339584,10.3771318760509,12.0156826568266,14.2857142857143,16.9062432954302,19.9709060681629,21.5125709651257
Lithuania,11.0344827586207,10.9166666666667,9.87460815047022,11.5440115440115,13.102511880516,12.4919510624598,11.4499066583696,11.3241461953265,12.3499142367067,13.5672514619883,15.0517976843388,15.6936597614564,16.4806303348654,17.2881355932203,19.2494788047255,21.2357954545455,22.7239621267298,24.2152466367713,25.1349267540478,26.6295707472178,29.0612244897959
Luxembourg,13.6054421768707,13.8157894736842,14.8387096774194,15.9509202453988,16.1676646706587,16.2011173184358,15.2542372881356,15.0837988826816,15.5080213903743,15.5,15.5660377358491,16.0869565217391,16.8032786885246,17.5097276264591,20.1465201465201,21.3793103448276,22.8013029315961,23.5294117647059,24.4117647058824,24.5014245014245,24.8633879781421
"Macao, China",3,4.3010752688172,5.88235294117647,5.71428571428571,6.10687022900763,7.75193798449612,8.66141732283465,7.94701986754967,8.24175824175824,8.04020100502512,9.00473933649289,9.48275862068966,12.2605363984674,17.1003717472119,22.8571428571429,27.208480565371,30.8771929824561,34.1549295774648,36.3957597173145,38.1294964028777,40.3703703703704
"Macedonia, FYR",10.3896103896104,8.34553440702782,7.24431818181818,7.32356857523302,8.81612090680101,9.17647058823529,9.02090209020902,9.67391304347826,10.5648535564854,12.3343527013252,13.0952380952381,13.7931034482759,14.9019607843137,16.8462291870715,18.8420019627085,20.5911330049261,22.3880597014925,24.0890688259109,26.0599793174767,28.3755274261603,30.3030303030303
Madagascar,4.85714285714286,4.92927561080154,4.99040307101727,5.35470668485675,5.8433734939759,5.78141499472017,5.56453474948049,5.50010185373803,5.24543682438419,5.00457735733903,4.68811556139199,4.44444444444444,4.36733472928507,4.73679585200808,5.19978106185003,5.76085429253899,6.39857243005544,7.16870986573263,8.0263228868871,8.69980399055134,9.77209455952437
Malawi,4.61095100864553,4.20223243598162,3.89150943396226,3.71338912133891,3.40229885057471,3.93236335037357,4.18743768693918,3.78852134577325,3.93972012917115,4.66879489225858,4.48958688972346,4.46151573349091,4.56234781494297,4.50189436148874,4.37408670238675,4.33511095819714,4.32041820418204,4.46050163273814,5.15339756592292,5.92212636978317,6.79915753091754
Malaysia,7.43801652892562,6.05381165919282,5.46025610050737,5.18672199170124,5.6245434623813,5.59338521400778,5.58602771362587,5.30850120359812,5.28149842099532,5.40953837331549,5.7784911717496,6.31861804222649,7.38989271597967,8.84612858737768,10.5987654320988,12.4032825322392,13.9323063083324,15.4013015184382,16.8629719213377,18.6968112375679,20.5619219943707
Maldives,6.97674418604651,6.38297872340426,7.69230769230769,6.89655172413793,6.25,6.75675675675676,6.17283950617284,4.25531914893617,5.45454545454545,5.51181102362205,5.75539568345324,6.04026845637584,5.69620253164557,6.47058823529412,7.22222222222222,7.89473684210526,10.3960396039604,12.0772946859903,15.7407407407407,19.0045248868778,22.3214285714286
Mali,4.43935926773455,4.6225614927905,4.81740481740482,4.92681185290968,4.91964578550344,5.00150647785478,5.00417014178482,5.00255232261358,4.74749825459623,4.50793650793651,4.29011158137745,3.88698630136986,3.44984802431611,3.18230852211435,3.19084888621312,3.40268747290854,3.78676108980033,4.2860993799982,4.86214297507017,5.67002442002442,6.6102779159855
Malta,8.44155844155844,9.86842105263158,10.5960264900662,11.1111111111111,11.7241379310345,12.2448979591837,13.2075471698113,12.4260355029586,12.9943502824859,13.4408602150538,14.5833333333333,16,19.3069306930693,22.8571428571429,24.8826291079812,26.7605633802817,27.5700934579439,28.9719626168224,31.2796208530806,33.6538461538462,35.4368932038835
Martinique,5.71428571428572,5.88235294117647,5.75539568345324,6.04026845637584,6.875,8.125,9.55414012738854,10.9756097560976,12.0689655172414,13.4831460674157,14.4444444444444,16.304347826087,17.8947368421053,20.1030927835052,21.5384615384615,24.6153846153846,26.530612244898,28.4263959390863,28.3505154639175,28.7958115183246,31.1827956989247
Mauritania,3.13479623824451,3.54223433242507,3.73831775700935,4.41767068273092,4.18118466898955,4.22322775263952,4.18848167539267,3.98179749715586,4.00801603206413,3.85626643295355,3.73191165270373,3.63997352746526,3.63423212192263,3.95987328405491,4.53012048192771,5.19538188277087,6.09806345282242,7.0411696806464,8.17655571635311,9.29355281207133,10.4125736738703
Mauritius,4.45344129554656,3.52112676056338,3.3434650455927,3.18302387267904,3.15533980582524,3.63636363636364,5.02092050209205,5.73122529644269,6.07210626185958,6.73758865248227,7.38255033557047,8.2258064516129,9.95334370139969,11.969696969697,13.7573964497041,15.8660844250364,18.4057971014493,20.2877697841727,21.5827338129496,22.3988439306358,23.1548480463097
Mayotte,0,0,0,5.88235294117647,0,4.16666666666667,3.44827586206896,2.77777777777778,4.34782608695652,3.2258064516129,4,3.44827586206896,5,5.35714285714286,5.6,6.52173913043478,7.38255033557047,9.87654320987654,10,12.6373626373626,14.8148148148148
Mexico,5.12467381849812,4.95142002989537,5.09318085556967,5.28548860302415,5.1928496969229,5.12437810945274,5.03349839790271,5.40066445182724,5.811225847017,6.24724645343202,6.81154127100073,7.76157309423943,8.85873756104726,10.4583443300783,12.2077613157537,14.1642591828312,16.6015940111645,19.7750702905342,22.4805590169882,24.5844393881937,26.4329482351439
"Micronesia, Fed. Sts.",0,0,0,3.7037037037037,3.125,6.25,5.26315789473684,4.44444444444444,4,5.45454545454545,3.77358490566038,5.45454545454545,3.7037037037037,5.17241379310345,8.19672131147541,8.19672131147541,9.23076923076923,7.69230769230769,9.23076923076923,12.1212121212121,14.9253731343284
Moldova,9.0576395242452,8.06188925081433,7.33618233618234,7.62820512820513,8.09042236763831,8.9196675900277,8.86543535620053,9.44527736131934,10.3365384615385,10.7469879518072,11.6896375701889,12.0380739081747,13.3254716981132,15.661182205972,17.7167810355583,19.3857965451056,19.7473404255319,19.8210598761184,20.6723891273248,23.0428360413589,26.9585253456221
Mongolia,4.5822102425876,4.78468899521531,4.64135021097046,4.24354243542435,4.16,4.01662049861496,4.31654676258993,4.48383733055266,5.06329113924051,5.02645502645503,4.72573839662447,5.06730007917656,5.31437125748503,5.95744680851064,7.48482805124747,9.50226244343891,11.4589855979962,13.7339055793991,16.1231884057971,18.7611673615247,22.0188902007084
Montenegro,9.42408376963351,9.22330097087379,8.84955752212389,9.34959349593496,9.84251968503937,9.62962962962963,8.80281690140845,9.44055944055944,10.6896551724138,12.1405750798722,12.797619047619,14.9350649350649,15.4098360655738,17.4193548387097,19.2926045016077,20.5787781350482,21.1538461538462,21.7252396166134,23.1511254019293,25,26.7100977198697
Morocco,4.37402365543406,4.08525754884547,4.05986581799415,5.33113080042048,6.41293013555787,5.33009596485143,6.52906917339328,5.94094947500673,6.18331716779825,6.44174068821378,6.83874587921723,7.04337975611381,7.63714141922496,8.8299958405134,10.6804333107651,11.9814174589455,13.2540179503235,14.5593091186182,16.0115434371579,18.1942745289944,20.4311469863212
Mozambique,4.25396825396825,4.2571931884909,4.28494911622924,4.34782608695652,4.41462886821034,4.46669233731228,4.46503791069924,4.50977374172695,4.63320463320463,4.49585907716577,4.45939781021898,4.44620881302104,4.52711001930163,4.72150208186032,4.88532272953206,4.9589448503265,4.97689299680057,5.13591861291911,5.6171771649537,6.3685766040614,7.30337078651686
Myanmar,5.16106277921467,5.42933333333333,5.69238140872065,6.00120367982117,6.18683001531394,6.31849546746042,6.57545805207329,6.77508239234967,7.0518224646665,7.2388783665173,7.1695652173913,7.2483958122256,7.61618947197664,8.89789615904266,10.3439358675976,11.9072220044893,13.6797675062275,15.7919637727688,17.7883977167131,19.9148657498363,21.6420820066281
Namibia,6.2240663900415,5.6390977443609,5.38720538720539,5.34124629080119,4.69973890339426,4.7085201793722,4.66531440162272,4.83005366726297,4.63096960926194,4.67171717171717,4.59641255605381,4.85338725985844,4.85347985347985,5.19262981574539,5.54272517321016,6.20099786172488,6.79546968687542,7.61964735516373,8.59375,9.99425617461229,11.529933481153
Nepal,3.47968239140588,3.9380245319561,4.24350584969264,4.52652543907297,4.72995090016367,4.81330221703617,4.86920486920487,4.91746508138058,4.98301245753114,5.06831610044313,5.24114173228346,5.51163649796823,5.6657223796034,6.00496277915633,6.46731969983388,7.05199850976635,7.84039900249376,8.9331195170267,10.3824891006337,12.1184687015003,14.0703726837393
Netherlands,11.031746031746,11.8020541549953,12.368789363191,12.7833034404044,13.0454824830977,13.2823978842198,13.5127438416631,14.2598018696805,14.6915584415584,15.172142950648,15.8897497777213,17.2512083281695,20.1961496549219,22.4681661311436,24.7448081661387,27.1504753072108,29.085681426107,29.8269737595967,29.514963880289,29.1321362799263,29.0732609198059
Netherlands Antilles,5.55555555555556,5,4.54545454545454,5.47945205479452,6.32911392405063,7.31707317073171,8.43373493975904,9.09090909090909,9.67741935483871,9.89010989010989,11.9047619047619,13.4831460674157,13.8297872340426,16.8421052631579,18.3673469387755,23.469387755102,26.0416666666667,29.1666666666667,30.5263157894737,33.695652173913,34.4827586206896
New Caledonia,5.88235294117647,5.55555555555556,4.8780487804878,4.34782608695652,3.77358490566038,5.97014925373134,5.47945205479452,6.32911392405063,5.81395348837209,7,8.18181818181818,9.48275862068966,11.0236220472441,11.7647058823529,13.2867132867133,15.7894736842105,17.7215189873418,19.1358024691358,20.2380952380952,22.5433526011561,23.5955056179775
New Zealand,12.7083333333333,11.8029739776952,11.0738255033557,10.4704097116844,11.0795454545455,11.2483745123537,12.0281509916827,12.7228027043639,13.8240574506284,13.9087410665201,14.4058885383807,15.3353057199211,17.0352941176471,18.7218721872187,20.8819714656291,23.1636060100167,24.6253543944917,25.2969121140142,25.6012412723041,26.211369706219,27.2147147147147
Nicaragua,4.19254658385093,3.73831775700935,3.61581920903955,3.7827352085354,3.66666666666667,3.64285714285714,3.80601596071209,4.15094339622642,4.364694471387,4.6962516156829,5.07874015748032,5.5781307720724,5.90072891357168,6.81524547803618,7.94420861127956,9.10396323951752,10.4366932161494,11.8630573248408,13.6844823134521,16.0121611350393,18.3119819140919
Niger,1.47058823529412,1.70749814402376,2.10862619808307,2.55712731229597,2.82538212135248,3.01109350237718,3.04981362250085,3.34023056458764,3.51282051282051,3.4265885924962,3.30308529945554,3.29620021364261,3.30360507473935,3.30036439354503,3.54105190071168,3.86459392706669,3.72450848699475,3.71270489684058,3.84530092695259,4.01668469025182,4.3871319892198
Nigeria,4.4474093840338,4.58485744350353,4.6650771514688,4.56081081081081,4.4747221226246,4.40088523553588,4.33619711460528,4.38361997586998,4.37289466614313,4.36576455406314,4.4283284664506,4.53475177304965,4.58125905854181,4.72664696758709,4.93020095536155,5.19492808478425,5.55107621117577,6.13344655279402,7.00094896990847,8.05189738996005,9.19434405617468
Norway,12.6159554730983,13.4897360703812,14.8542600896861,15.633423180593,16.381544841887,17.0940170940171,17.9753086419753,18.7651920272241,18.3031458531935,17.4235403151066,16.5840468679585,17.3913043478261,19.2880794701987,20.7885304659498,22.4277456647399,24.0477968633308,25.8169934640523,26.953125,27.2156315422191,27.3507206588881,27.789046653144
Oman,4.32900432900433,4.34782608695652,4.31654676258993,4.76190476190476,4.6195652173913,3.88768898488121,3.04,2.3030303030303,2.24390243902439,2.65417642466823,3.09352517985612,3.90309555854643,4.7648136835675,6.10644257703081,7.66045548654244,9.94208494208494,12.0964074579354,13.4715025906736,15.5951887183741,18.76,21.2534059945504
Pakistan,10.7987388334209,10.1198511064752,9.58517011416299,9.23760683760684,8.79677360664686,7.98165624005938,7.20699976974442,6.55459893256457,6.06971952678453,5.87355862456888,5.83745065746478,6.00037436533377,6.1432837076289,6.462839147745,6.99155820710761,7.69692565325919,8.57844214845754,9.6344035943236,10.866356892896,12.408897360238,14.3939040056055
Panama,6.12244897959184,6.58682634730539,6.62020905923345,6.46616541353384,6.25,6.4,6.7472306143001,6.88405797101449,7.113654946852,7.4019245003701,7.79046339825386,8.46625766871166,9.3431483578709,10.410094637224,11.7966436327739,13.4669151910531,15.3197158081705,17.0929241261722,18.523102310231,19.8632891033374,21.1356466876972
Papua New Guinea,6,4.29141716566866,3.80333951762523,3.15430520034101,3.27993897787948,3.2016348773842,4.87375220199648,4.7244094488189,4.39663236669785,4.09598676044683,4.00436840189297,3.92030848329049,4.05598400457012,4.43589743589744,4.93252675663099,5.6571671629094,6.32961003331374,7.04533042053523,7.70804911323329,8.48767917539056,9.51141062949916
Paraguay,3.73961218836565,4.24757281553398,4.36634717784878,4.64684014869888,4.75806451612903,5.03903477643719,5.21091811414392,5.44871794871795,5.63314711359404,5.7660626029654,6.09756097560976,6.63094440723376,7.30285363608469,8.36167800453515,9.37170010559662,10.307998012916,11.2261708637326,12.0107962213225,13.2972972972973,15.1350219803224,17.0945395273024
Peru,5.25494276795005,5.24267399267399,5.21895620875825,5.15749394254067,5.15711923019095,5.1694804344981,5.15936711763357,5.32857870606215,5.67246111619396,6.16575137294059,6.72951636391508,7.32860520094562,8.09768637532134,9.09614646012034,10.2905421833212,11.7592538956149,13.3411188966745,15.0653260928007,16.9929850277458,18.8019710502002,20.7495568498354
Philippines,4.25253845380517,3.94067431232215,4.00531090949325,4.17375953596873,4.43430061949788,4.51305291979417,4.41613062840178,4.35268259287284,4.29742091220938,4.60421864368337,4.98953066748379,5.52679835658411,6.15296513107661,7.05813499804916,8.05847551157026,9.14121330061765,10.2948214798507,11.5337386110395,12.9721568969021,14.5910312395029,16.4320269609175
Poland,6.96593118606814,7.0944143869542,7.69928167933608,9.2654478736649,10.8295511850731,11.4991842407396,10.7719824601892,11.1564325873663,12.1203962954986,12.9578364565588,13.7253849868541,14.08229561451,16.1077485140956,19.1120646971447,21.8940823803708,23.2113660709252,23.936753419124,25.5401234567901,28.1886584694439,31.5111728317132,33.929037307592
Portugal,8.82789317507418,8.95702559150169,9.83258665409102,10.6526806526807,12.1915820029028,12.9084588644264,13.6228182205194,14.6906683219532,16.6285595510289,18.0483770932396,19.145056726094,19.7688087774295,20.8622016936105,22.2966507177034,24.0889911775988,26.3157894736842,28.5020400233146,31.090623774029,33.518776077886,34.935379644588,35.2469135802469
Puerto Rico,6.09318996415771,6.95187165775401,7.7120822622108,8.20836621941594,9.45945945945946,9.04662491301322,11.003861003861,11.5757575757576,12.5219426565243,13.2138857782755,14.3012506797172,15.6632924880128,17.5365344467641,18.9133777549974,20.2429149797571,21.7543859649123,23.0692575984056,24.1911398705824,25.6487025948104,27.0948319116909,28.3695103483089
Qatar,0,0,0,2.32558139534884,1.42857142857143,2.65486725663717,2.05479452054794,1.65289256198347,1.92307692307692,2.30547550432277,2.72952853598015,2.16049382716049,1.84534270650264,3.39685169842585,3.03265940902022,4.63917525773196,6.86274509803922,9.59087860496311,13.2731958762887,18.0572851805728,22
Reunion,4.20168067226891,3.57142857142857,4.26829268292683,3.7037037037037,4.03587443946188,5.08474576271186,5.24193548387097,6.2962962962963,6.77966101694915,7.40740740740741,7.95454545454545,8.63874345549738,9.80392156862745,10.9048723897912,12.7753303964758,15.531914893617,17.3824130879346,18.3266932270916,18.7134502923977,19.5777351247601,20.722433460076
Romania,7.49968221685522,8.51590106007067,9.18605945885759,10.8940646130729,11.8942288357128,12.7031160389983,11.5939382873836,12.4832813196612,13.7903930131004,15.4053568218587,16.6712898751734,16.7061948581728,17.4711080897349,19.0320341168303,20.4780230909459,20.6621831350233,23.2824427480916,25.6566757493188,28.734987091705,30.6481481481482,33.2694840177182
Russia,6.42951132084033,6.33844641504024,6.25163630923439,6.63604770969038,7.62700444684005,8.66334213356801,8.35407372622682,8.48022581904447,10.884245764913,11.8394206730078,13.6252224913192,12.5222131863498,13.4451318286305,15.3520572732279,17.5264518407912,19.057329868763,19.4776876267748,20.2805945270176,21.4514293841559,23.6215754979031,25.9672398458346
Rwanda,3.46117867165575,3.42857142857143,3.50877192982456,3.53982300884956,3.48525469168901,3.48783845800826,3.08988764044944,3.59687818120122,3.69728480647025,3.37682271680737,3.39869281045752,3.27113568302234,3.23098535019065,3.39814328253635,3.87957790192427,4.33384593876695,4.67158859470469,5.03555192912927,5.83252921625389,7.36842105263158,9.014947544332
Saint Lucia,2.5,2.38095238095238,4.76190476190476,4.25531914893617,5.88235294117647,5.66037735849057,5.26315789473684,6.45161290322581,8.82352941176471,9.85915492957746,9.09090909090909,8.64197530864198,8.23529411764706,9.09090909090909,11.8279569892473,11.7021276595745,15.3061224489796,15,18.8679245283019,20.1923076923077,22.1153846153846
Saint Vincent and the Grenadines,3.2258064516129,3.03030303030303,2.7027027027027,5.12820512820513,4.76190476190476,6.66666666666667,6.12244897959184,7.69230769230769,7.40740740740741,7.84313725490196,7.40740740740741,7.54716981132076,8.92857142857143,9.09090909090909,12.7272727272727,13.2075471698113,16.3636363636364,17.5438596491228,18.6440677966102,18.6440677966102,20
Samoa,2.38095238095238,0,1.81818181818182,1.5625,2.73972602739726,2.63157894736842,2.53164556962025,2.46913580246914,5.81395348837209,5.74712643678161,5.55555555555556,5.3763440860215,5.3763440860215,5.31914893617021,7.21649484536082,7.36842105263158,8.91089108910891,9.80392156862745,9,9.9009900990099,13.7254901960784
Sao Tome and Principe,3.03030303030303,3.03030303030303,2.94117647058824,0,5.71428571428572,5,6.12244897959184,5.76923076923077,5.26315789473684,4.83870967741935,5.79710144927536,5.1948051948052,4.8780487804878,4.44444444444444,4.12371134020618,4.71698113207547,5.21739130434783,5.69105691056911,9.02255639097744,10,12.751677852349
Saudi Arabia,5.35384615384615,5.3238199780461,5.23255813953488,4.995904995905,4.77157360406091,4.43686006825938,3.89435126277232,3.38721011946592,3.15684536996012,3.34608968697871,3.85483590901198,3.92427377941289,4.41022782693514,5.54776176508098,7.20757825370676,9.41544198289098,11.9576446280992,14.0910209102091,16.0459944163157,17.2106009978487,18.4370967024164
Senegal,5.13245033112583,4.87084870848708,4.69151670951157,4.51002227171492,4.34782608695652,4.34432823813355,4.31276297335203,4.27089688834655,4.20634920634921,4.20809248554913,4.13961038961039,3.96357793251205,3.70312254825043,3.4487553886803,3.4586090648021,3.69405099150142,4.18826456562306,4.95852007247068,5.89378810638862,6.97540036321611,8.20169636604155
Serbia,9.29947996329153,8.44192634560906,9.11772593188522,10.287326834274,11.983164149542,11.8287201324817,11.2288613303269,11.8260869565217,13.4077036413387,15.556434077881,16.8823412303404,16.9505438128463,17.6060668169707,19.3714050944947,20.3711340206186,21.1159510475005,22.0363788417311,23.3136593591906,24.8828291435876,26.5631737818025,28.0253385757973
Sierra Leone,4.6218487394958,5.3921568627451,5.71687840290381,6.03520536462699,6.08628659476117,5.96072931276297,5.92686002522068,5.66251415628539,5.18891687657431,4.6090108751942,4.14836505612494,3.70818218460298,3.40949033391916,3.11915159076731,3.09450794535824,3.23713927227102,3.54223433242507,4.01323955316508,4.60750853242321,5.28156698146205,5.96069514373883
Singapore,2.83018867924528,2.61627906976744,3.01624129930394,4.13223140495868,5.1789077212806,6.29853321829163,6.57467532467532,7.2463768115942,7.77851021753461,8.67084997147747,9.82230997038499,11.4112715416861,14.9732620320856,19.6372239747634,25.0095895665516,29.812734082397,33.2104681164762,35.0276243093923,35.5199403652628,35.8691517687334,36.7172306495527
Slovak Republic,8.85850178359096,8.3829096809086,8.89328063241107,9.83606557377049,12.5839677563816,12.4518613607189,11.728647323253,11.8811881188119,12.4902723735409,12.5335377539287,12.4760811327976,12.9785604900459,14.4435975609756,17.0018975332068,19.3181818181818,21.0526315789474,22.3124516627997,24.5372193777078,27.710843373494,30.4722792607803,32.5210084033614
Slovenia,9.91501416430595,9.6862210095498,10.6241699867198,11.749680715198,12.5,12.6927639383155,11.5515288788222,11.5511551155116,12.6473740621651,13.9412997903564,15.511892450879,16.7179487179487,18.8259109311741,21.7782217782218,24.2063492063492,26.4150943396226,28.1,29.8281092012134,31.7671092951992,33.1269349845201,33.8894681960375
Solomon Islands,4,5.26315789473684,6.45161290322581,6.84931506849315,6.97674418604651,5.76923076923077,5,5.67375886524823,4.93827160493827,5.29100529100529,4.62962962962963,4.48979591836735,4.69314079422383,5.16129032258064,5.26315789473684,5.6,6.65024630541872,8.61678004535147,9.63597430406852,11.2903225806452,12.5482625482625
Somalia,4.09617097061443,4.32,4.37903804737976,4.53095086151882,4.44569499155881,4.47394296951819,4.40251572327044,4.35889277760102,4.32382704691812,4.18734491315136,4.12793876435211,4.01063058709833,4.02843601895735,4.22376572179463,4.4521110563496,4.66628142155446,4.96807151979566,5.34941953107216,5.89199713085357,6.1504053676265,6.63361258334758
South Africa,5.23767605633803,5.23165018219677,5.16151281756524,5.12742410396995,4.63310123192287,4.31930016402406,4.21103581800581,4.16208958867326,4.33945660543394,4.71517589912173,5.01881488869747,5.50249344941256,6.0795888045617,6.86074759031424,7.55657844265439,8.03611569009441,8.46518116075034,9.04459059044591,9.91714877508749,11.1783867998017,12.508794146616
