Male above 60 (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Canada,11.4810562571757,10.9941080606744,10.3459673865139,10.408245755861,10.5296920821114,11.2013127213058,11.8099918099918,12.8195137157107,13.6760850568016,14.2955658230467,14.9624950651402,16.175,18.3724532348386,20.7023506088927,23.3804793781041,25.8697223082482,27.1576753188744,28.0691642651297,28.95363496288,29.7659167501594,30.4678466601441
Cape Verde,4.47761194029851,5.12820512820513,5.43478260869565,6.48148148148148,6.2992125984252,6.25,8.27067669172932,6.08108108108108,5.45454545454545,5.29100529100529,4.83091787439614,4.34782608695652,4.0650406504065,4.16666666666667,4.98220640569395,6.77966101694915,8.97435897435898,10.2484472049689,12.6888217522659,15.13353115727,18.2352941176471
Central African Rep.,7.3394495412844,6.68604651162791,6.49526387009472,6.288532675709,6.01336302895323,6.06060606060606,6.00358422939068,5.82750582750583,5.76789437109104,5.61660561660562,5.49510337323177,5.41211519364449,5.28933092224231,5.28270738753611,5.4310672236992,5.67101091933779,6.01973684210526,6.49350649350649,7.30566919929866,8.33333333333333,9.55667640031856
Chad,6.58333333333333,5.91805766312595,5.76131687242798,5.71955719557196,5.58011049723757,5.52567237163814,5.24229074889868,5.04854368932039,4.80769230769231,4.59313864474057,4.41670667306769,4.2026945505731,4.03846153846154,4.08819476343592,4.08300768090554,4.17506820068794,4.289176941722,4.57726498959713,5.05569837189374,5.70824524312896,6.49556628938072
Channel Islands,14.5833333333333,16,16.6666666666667,16.3636363636364,16.9491525423729,16.1290322580645,16.3934426229508,16.9230769230769,16.4179104477612,17.3913043478261,17.3913043478261,18.5714285714286,20.5479452054795,22.972972972973,24.6575342465753,28.7671232876712,30.5555555555556,31.9444444444444,31.5068493150685,30.9859154929577,32.3943661971831
Chile,6.37238632592101,6.77207637231504,6.80074093675576,6.78521291530183,6.89801100296234,6.92876605683145,7.16098622189993,7.34605087014726,7.77965321466932,8.23975294778214,8.96813950439229,10.2691305965522,11.7286135693215,13.5116830342025,15.9204520756357,18.6296179349542,20.683988908288,22.2895215021199,23.2458329174568,24.545905707196,26.1895321173672
China,6.42520063298293,6.78680485469555,5.72497332427976,5.78558099622703,5.72245280045086,5.96851892150211,6.54705964984479,7.30855092538017,7.84588934731583,8.61903696839953,9.42713724103344,10.2453030360916,11.5924893610664,13.8526878174445,15.5769109050092,18.1668875086633,21.6143232345652,24.29167421976,25.1024970805476,26.0842865646236,28.3855069168296
Colombia,4.62079357106981,4.4880174291939,4.5916447120813,4.76138946001515,4.95953322040279,5.19349974870162,5.31032937485996,5.53990610328639,5.70023675104717,5.89181692094314,6.1859872611465,6.72700702399472,7.75544241573034,9.22722029988466,10.8998831320608,12.8215598203348,14.7708645142898,16.2345721574847,17.8690232183058,19.4684429202664,21.0064079627883
Comoros,5.12820512820513,4.59770114942529,4.21052631578947,3.80952380952381,3.41880341880342,5.14705882352941,4.24242424242424,4.16666666666667,4.14746543778802,4.04858299595142,4.01459854014598,4.19354838709677,4.33526011560694,4.69973890339426,5.25059665871122,5.96026490066225,6.9672131147541,8.38095238095238,9.54954954954955,11.2820512820513,12.5816993464052
"Congo, Dem. Rep.",4.80280455740578,4.21527453725307,3.96187882913547,3.8607745307674,3.84105960264901,3.86672512056116,3.89072847682119,3.8850693994033,3.86113091647014,3.83279974748613,3.78920554051902,3.77803610503282,3.77156454491374,3.77604166666667,3.84040473726572,4.00706525087802,4.30061622986116,4.72846918354194,5.30351637689551,6.0884264521582,7.11370422110828
"Congo, Rep.",5.3030303030303,5.20361990950226,5.38922155688623,5.41958041958042,5.59757942511346,5.57717250324254,5.32741398446171,5.31813865147198,5.33661740558292,5.34682080924856,5.41969596827495,5.28169014084507,5.22109749600426,5.15366430260047,5.19148936170213,5.49450549450549,6.01970083910981,6.96483441447593,8.19672131147541,9.63414634146341,11.1822947000582
Costa Rica,7.09939148073022,6.95652173913044,6.79468242245199,6.71641791044776,6.6088840736728,6.82692307692308,7.08333333333333,6.76855895196506,6.83269476372925,6.89655172413793,7.20720720720721,7.72376192639709,8.82852292020374,10.5053720652606,12.814731304021,15.263346470799,17.3718610251118,18.9351081530782,20.7846952010376,22.8616852146264,25.0941028858218
Cote d'Ivoire,3.54609929078014,3.66101694915254,3.76497432972048,3.87632671896631,4.00148203038162,4.01863715783343,4.13053400273848,4.34304562946674,4.59752558423705,4.97615057367539,5.48437851202517,6.00487705750864,6.30581374157098,6.48736756316218,6.60252643948296,6.70581170347635,6.90982404692082,7.40281690140845,8.26532747436702,9.30357754612636,10.5022831050228
Croatia,10.1252041371802,9.35517970401691,10.0879461976203,11.2797167425392,12.8599801390268,12.9970902036857,12.033978291647,12.1184088806661,13.5407136322049,16.4,18.2488479262673,18.3559084539935,19.9905926622766,22.1537001897533,24.0900383141762,25.7766990291262,26.9762845849802,28.0887544125063,29.4904786412764,30.9836927932667,31.6863587540279
Cuba,7.39045127534336,7.26622989874926,7.81035900246643,8.60108749382106,9.34115523465704,9.8871237458194,10.5664925672961,11.2731572723689,11.847540368006,12.2124863088719,13.8223103261849,14.6089435239622,16.3817663817664,18.3259127337489,20.3214285714286,24.1602299263517,28.714493809177,32.18070273285,33.3779648048967,34.2324474414915,36.2108321228471
Cyprus,8.64197530864198,9.33852140077821,8.92857142857143,9.44055944055944,13.2890365448505,13.1147540983607,12.7868852459016,12.8125,13.5294117647059,13.1147540983607,13.9896373056995,15.970515970516,17.0560747663551,18.4444444444444,20.464135021097,22.020202020202,22.7184466019417,23.1638418079096,24.5454545454545,26.0176991150443,27.7586206896552
Czech Rep.,11.1111111111111,11.3349568297543,12.3947311595768,14.0611724723874,15.5433866891323,15.8641975308642,13.8872165362232,14.3142742902839,14.5770845830834,14.8125996810207,15.2532154340836,16.8878166465621,19.1127613836232,21.1910286156226,22.3011909335382,23.3691481197237,24.5566692367001,27.0485436893204,29.7228727556596,30.9062438833431,31.8869035931671
Denmark,12.7538970240907,13.5331516802906,14.5246478873239,15.1759220008478,15.9918200408998,16.7731629392971,17.2332015810277,17.7451369591108,17.7584846093133,17.2480620155039,17.4374526156179,19.1560866318148,21.5073529411765,22.992700729927,24.3027888446215,25.9805685498381,27.256446991404,27.9269602577873,27.6740847092606,26.7818574514039,26.5173410404624
Djibouti,0,0,2.32558139534884,3.50877192982456,2.5,3.53982300884956,2.9940119760479,3.5,3.584229390681,3.55987055016181,4.13223140495868,4.5,5.02283105022831,5.26315789473684,5.83657587548638,6.45161290322581,7.37018425460636,8.18897637795276,9.36106983655275,10.6382978723404,12.3473541383989
Dominican Rep.,4.37601296596434,4.36288088642659,4.22535211267606,4.33051269288203,4.33476394849785,4.65290806754221,4.99833388870377,5.53736231021137,6.11916264090177,6.76104466682939,7.35327186867551,7.98415676464457,8.58979353330736,9.50807635829662,10.7579462102689,12.2971390329597,13.8382044243501,15.3109296482412,16.6897187644076,18.2080048514251,19.8313507001958
Ecuador,7.4228028503563,6.9055036344756,6.40216411181244,6.16279069767442,5.93333333333333,5.75871004894904,5.56803995006242,5.57255244755245,5.84365325077399,6.29687772544915,7.00760640880401,7.8919248969623,8.88921113689095,10.3150684931507,11.6988014590933,13.2018966808086,14.7469879518072,16.3014180241416,17.8591937521534,19.4696282864914,21.1787200539872
Egypt,4.7583434607834,4.91978609625668,4.98092564600878,5.0088540349102,5.04432723600045,5.10908449639744,5.17899654134663,5.28632629799945,5.47224324138406,5.72814628230245,5.99603848330504,6.21538778559102,7.02278933986251,7.71651151183734,8.58697190931705,9.55871154431922,10.4791824648828,11.4612391087234,13.0215649012642,15.1149599757138,17.6709577995361
El Salvador,5.80645161290323,5.66666666666667,5.47845142439737,5.2827843380982,5.10752688172043,5.20286396181384,5.36883457005674,5.89922163047931,6.4429012345679,6.998556998557,7.74623203645286,8.64283234987851,9.48955121616992,10.1706256273001,10.7547781017169,11.391223155929,12.074118350269,12.9592131906277,13.8270909602929,14.773980154355,16.3867822318527
Equatorial Guinea,8.25688073394496,7.75862068965517,7.37704918032787,6.81818181818182,7.04225352112676,7.01754385964912,8.49056603773585,6.49350649350649,5.91397849462366,4.93273542600897,4.63320463320463,4.3046357615894,4.06976744186046,4.62724935732648,5.73394495412844,6.62525879917184,7.35849056603774,7.43944636678201,6.86900958466454,6.99404761904762,7.78859527121001
Eritrea,4.60176991150442,4.14673046251994,3.95480225988701,3.61145703611457,3.58695652173913,3.70722433460076,5.66502463054187,4.36046511627907,3.87096774193548,3.45710627400768,3.29977628635347,3.32725615314494,3.30482115085537,3.10286677908938,3.03668069753458,3.16076294277929,3.75902414737366,5.15582034830431,7.02014846235419,8.36629746835443,9.46425238006347
Estonia,10.6609808102345,10.337972166998,10.9227871939736,11.3835376532399,11.8780096308186,12.2541603630862,11.340206185567,11.1111111111111,12.5170068027211,14.3928035982009,16.0883280757098,16.6129032258065,17.3701298701299,18.3870967741935,19.1558441558442,20.2265372168285,21.1129296235679,21.7970049916805,22.8571428571429,24.7038917089679,27.2108843537415
Ethiopia,4.06219205080477,3.76889419252188,3.60626398210291,3.88057337451493,4.08333914012961,4.24190487849666,4.33817250213493,4.31644077784325,4.30228676347855,4.30863848437721,4.3996558928352,4.55868089233754,4.73476338008183,4.82282232146584,4.9660686064888,5.26192390139336,5.69450375160129,6.26438394611283,6.9557962796397,7.86647279480945,9.11980948857856
Fiji,5.96026490066225,4.67836257309942,4.43349753694581,3.8135593220339,4.16666666666667,4.43686006825938,4.95356037151703,4.45682451253482,4.65753424657534,4.61538461538462,5.4054054054054,5.95238095238095,7.1264367816092,8.16326530612245,9.97782705099778,10.9409190371991,11.7773019271949,12.1276595744681,13.8592750533049,15.8458244111349,17.7105831533477
Finland,8.29853862212944,8.47290640394089,9.09090909090909,9.98638220608262,11.5902964959569,12.390158172232,12.6730103806228,13.4372367312553,14.6220570012392,15.3660498793242,16.6139240506329,18.4651343981301,22.0144982830981,24.4469441319835,26.2028127313101,27.6306107431935,28.4032376747608,28.2552563629657,28.4814814814815,28.8110324263884,29.1214953271028
France,13.6151168572849,13.1866558488045,13.6749435665914,14.4554455445545,15.0512468727302,15.2346626361276,14.2401337030425,15.2802491103203,16.3591635916359,17.4419430438179,17.9512195121951,18.357227188396,20.6821837759758,22.7109169183319,24.4586831639417,26.1921796746197,27.5895985737997,28.6962611131409,28.9347931284781,29.3444203422512,29.70559047304
French Guiana,0,0,6.25,5,4.16666666666667,3.57142857142857,5.88235294117647,6.52173913043478,4.91803278688525,4.10958904109589,4.65116279069767,4.90196078431372,6.14035087719298,7.63358778625954,9.02777777777778,10.625,11.864406779661,13.0890052356021,13.5922330097087,14.2201834862385,14.9122807017544
French Polynesia,3.33333333333333,2.94117647058824,4.8780487804878,4.34782608695652,3.50877192982456,4.47761194029851,3.79746835443038,4.3956043956044,4.80769230769231,6.25,5.6910569105691,8.27067669172932,7.97101449275362,10.8108108108108,11.6883116883117,13.2075471698113,17.3652694610778,18.1286549707602,19.6531791907514,20.9039548022599,23.5955056179775
Gabon,10.8225108225108,9.91379310344828,10.5042016806723,10.1214574898785,9.72762645914397,9.31034482758621,8.68263473053892,8.43989769820972,7.4235807860262,6.35514018691589,6.04575163398693,5.86510263929619,6.00801068090788,6.69099756690998,7.39081746920493,7.99584631360332,8.83495145631068,9.53253895508708,10.6179286335944,11.9166666666667,13.6217948717949
Gambia,4.0650406504065,5.10948905109489,4.54545454545454,5.46448087431694,4.739336492891,4.33070866141732,4.3046357615894,4.70914127423823,4.74040632054176,4.63821892393321,4.64396284829721,4.62351387054161,4.61361014994233,4.56389452332657,4.53720508166969,4.8820179007323,5.30582166543847,5.91795561533288,6.44761314321141,7.0649052268811,7.8862660944206
Georgia,13.8820638820639,12.7599775154581,11.09391124871,10.3004291845494,9.94125621328513,9.72222222222222,9.06801007556675,9.49138966760112,11.8735543562066,13.3361030328209,15.7473309608541,15.4575628259839,16.3727959697733,17.73604590506,19.722073757349,21.791370835609,22.4649859943978,23.0635838150289,23.4169653524492,24.3360098826436,26.8762026940346
Germany,13.867013844786,14.3400976268689,15.1917796084684,16.19226037356,16.6427507783945,16.3719185423365,14.7416454167226,14.8088183707062,15.6982511093709,16.695209791971,19.695494820916,21.8183171633458,23.1971183703888,25.228875881735,27.7713158693234,31.230753438719,34.2813823391018,35.1898869497822,35.6203059042816,36.2201172755976,36.8798443986414
Ghana,3.81406436233611,3.93296853625171,4.02567094515753,4.08575031525851,4.17138970754931,4.21865715983363,4.29084380610413,4.38356164383562,4.49378799894264,4.6767537826685,4.92416582406471,5.19585772174696,5.49067315490673,5.64876547732435,5.98398932621748,6.52267025637888,7.21678638086081,8.08266722759781,9.07571288102262,10.1793639053254,11.3482310753488
Greece,9.11310008136696,9.67078189300412,10.8513779527559,12.1693121693122,15.0908244061481,16.0496613995485,15.9551986475063,16.2267239615306,18.3343319352906,19.6130500758725,20.4872646733112,20.9238634288844,22.1020371371913,23.2945389435989,24.8392857142857,26.5404536524379,28.9756446991404,31.3566936208446,33.724499007041,35.1680290644868,35.3329664281783
Grenada,2.94117647058824,5.26315789473684,4.76190476190476,4.65116279069767,4.54545454545455,6.81818181818182,6.97674418604651,8.16326530612245,8.16326530612245,8.33333333333333,8,7.69230769230769,7.69230769230769,9.09090909090909,9.43396226415094,11.1111111111111,12.5,16.3636363636364,16.9811320754717,21.1538461538462,26.530612244898
Guadeloupe,4.95049504950495,5.21739130434783,5.97014925373134,5.36912751677852,6.91823899371069,7.40740740740741,9.375,8.7719298245614,10.9947643979058,11.2820512820513,12.6829268292683,16.4383561643836,17.3333333333333,17.6991150442478,20.5240174672489,21.8340611353712,24.3478260869565,25.6521739130435,25.764192139738,27.5555555555556,29.1479820627803
Guam,0,0,0,0,2.12765957446808,4,3.63636363636364,4.83870967741935,5.63380281690141,6.57894736842105,7.59493670886076,8.33333333333333,10,11.4583333333333,13.8613861386139,15.2380952380952,16.6666666666667,19.2982456140351,18.9655172413793,19.4915254237288,19.4915254237288
Guatemala,4.09062303335431,4.04371584699454,4.24011434016198,4.3731778425656,4.3002915451895,4.36583811344806,4.54032712915962,4.81536926147705,5.19046558253509,5.52541691782198,5.80130529369108,5.99903241412675,6.2517841849843,6.40313210406668,6.45234321937967,6.60435497124076,6.90566037735849,7.49890494962768,8.44502919167832,9.81767180925666,11.4605067064083
Guinea,8.42911877394636,7.05218617771509,6.04113110539846,5.51684088269454,5.20833333333333,5.09396636993076,5.07963839862247,4.94526236315591,4.74346563407551,4.42501324854266,4.32624113475177,4.46927374301676,4.60210930009588,4.83116014710799,5.14101057579318,5.46711899791232,5.85274493737563,6.36787454969273,7.04824518998356,7.92026341550236,8.97901866842888
Guinea-Bissau,5.05836575875486,4.31654676258993,4.43686006825938,4.42176870748299,5.05050505050505,4.92753623188406,5.56900726392252,5.29801324503311,5.32544378698225,5.03472222222222,4.81366459627329,5.06155950752394,5.14075887392901,5.6644880174292,5.46875,5.44337137840211,5.16693163751987,5.93772628530051,6.50298606502986,6.90287110568112,7.41369552914544
Guyana,5.79710144927536,4.64135021097046,4.31654676258993,4.67289719626168,4.81586402266289,5.21978021978022,5.23560209424084,5.82010582010582,6.33608815426997,6.52173913043478,6.53950953678474,7.98969072164948,9.23076923076923,11.0824742268041,13.1578947368421,15.3638814016172,18.1564245810056,19.9421965317919,21.2307692307692,22.4422442244224,23.1046931407942
Haiti,5.08582326764145,4.88088320743754,5.06062203479178,5.41825095057034,5.77586206896552,6.00790513833992,6,5.72519083969466,5.56348074179743,5.56127703398558,5.73367657383571,5.96340150699677,5.95829195630586,6.29732225300092,6.69311712954977,7.21114892237887,7.7947932618683,8.47185768445611,9.8310291858679,12.0722177310698,14.3865150921207
Honduras,5.88235294117647,5.19630484988453,4.86111111111111,4.48013524936602,4.4477390659748,4.61834509300834,4.43835616438356,4.52190296749882,4.759967453214,5.07505360972123,5.39845758354756,5.61536223450684,5.88389808247964,6.50464617583989,7.19282903366856,8.01379590180564,8.96289248334919,10.117222723174,11.7302052785924,13.751247090123,16.1243556701031
"Hong Kong, China",2.06692913385827,2.42376856919468,3.04182509505703,3.78666666666667,4.43890274314214,7.11111111111111,8.41904761904762,9.76215832445864,11.3620807665982,13.1757850437035,14.5606954361999,15.6183530841689,18.3990442054958,21.6943331425301,25.8144671452236,29.4369973190348,31.0715221378046,32.1520951888257,32.8644501278772,33.8239025628013,34.6532156368222
Hungary,10.2449888641425,10.958904109589,12.4584717607973,13.9971434401143,15.2403750249352,16.0078277886497,14.6491904394757,15.2007835455436,15.8529234478602,16.1806399351964,16.4265129682997,17.2795653990807,18.2509505703422,20.076726342711,21.1149375807146,21.2358572671889,22.190392243279,24.139472507823,26.8253968253968,28.1350482315113,29.1453785415699
Iceland,9.85915492957746,10,11.2359550561798,10.3092783505155,11.4285714285714,11.7117117117117,11.965811965812,13.1147540983607,12.5,14.5985401459854,13.986013986014,14.0939597315436,15.3846153846154,17.9347826086957,19.0721649484536,21.5,24.0196078431373,26.6990291262136,29.1866028708134,31.4285714285714,33.3333333333333
India,5.20581427262041,4.92738000680812,5.06457580377178,5.16736918492442,5.38743544476777,5.55232729769958,5.73121378464816,5.85904920767306,6.00545504055568,6.105765635768,6.30323931883275,6.5343424295564,6.97368148328845,8.02673529865859,9.14302772703688,10.3052079776111,11.5404986614131,12.9115433684079,14.5056794067827,16.2795537385479,18.2010251936402
Indonesia,6.08309380715966,5.49239698757615,4.96085240385652,4.75098738079183,4.84367517274406,4.99612173198887,5.05770905923345,5.26710333894535,5.75125161725826,6.34045126579639,7.0163136109082,7.55976404843216,8.06723992348917,9.1600295590771,10.7981850463602,12.7142944298701,14.8402908380103,16.9828103644029,19.0454849403161,21.0766217663304,22.7709219559449
