Male 10-14 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Brazil,12.0634920634921,11.1717752234994,11.7919585240748,12.3119697725814,12.5579065982221,12.9086057371581,11.7694564393315,11.0917726186613,11.3624740936129,11.5739411566452,10.3149066663569,9.19263456090652,9.16140835992806,8.79298407569813,7.52826636229721,6.69476460806239,6.2564237960981,5.8461365720381,5.53484852730992,5.38337580572628,5.23242630385488
Brunei,12.5,9.09090909090909,9.75609756097561,12.7272727272727,12.1212121212121,11.7647058823529,10.5769230769231,11.0169491525424,9.62962962962963,9.15032679738562,9.2485549132948,9.375,8.65384615384615,7.82608695652174,7.31707317073171,6.92307692307692,6.47482014388489,6.55172413793104,6.57894736842105,6.34920634920635,6.13496932515337
Bulgaria,8.33333333333333,8.02353570473389,9.11869587366276,8.53658536585366,7.94062205466541,7.3053066850448,7.26902173913044,7.59379914625927,7.66045548654244,6.98583292623351,6.7384063540866,5.51558752997602,4.61071231363887,4.82443619754496,5.35820011841326,5.48198336926394,5.2411575562701,4.91251682368775,4.71167369901547,4.80557593543654,5.14790626200538
Burkina Faso,11.3551401869159,11.7751217352811,11.3316790736146,11.2567463377024,12.0781527531083,12.6462938881664,13.0524454920448,13.3139994727129,13.4500230308614,13.497300539892,13.3656509695291,12.974314068885,12.5337920865077,12.494745691467,13.8739396150689,13.2354121518581,12.4367111174499,11.7090630193021,11.1946339771019,10.7809443240099,10.2926090567144
Burundi,11.6397621070518,11.5773115773116,11.7021276595745,13.3980582524272,13.1874630396215,13.6698808848554,13.2227249874309,12.1301775147929,11.8815456843626,13.4576948700866,14.9952244508118,13.5202665186008,11.7492223019861,10.9526895657809,11.0608148002362,11.2384069830878,10.8144873320864,9.96156310057655,9.12668382019071,8.62761986792995,8.46480998765263
Cambodia,12.0110446387483,11.9884249689955,11.9529238690695,11.9140625,12.0610247553253,12.5633802816901,13.76,11.9758909853249,9.94582881906826,14.7451123698155,14.1423948220065,14.0065146579805,11.6625983184161,9.71187282662692,9.53033938978402,9.64585770498777,9.49424136204306,8.82017126546146,7.98945646246137,7.44133298438454,7.21875527070332
Cameroon,11.2836911831887,11.2219451371571,11.1780203236733,11.4842175957018,11.437037037037,11.754068716094,12.0222222222222,12.3250910484953,12.5986842105263,13.0042918454936,12.9428137651822,12.5913434513772,11.7535070140281,11.9517247590741,12.0881822652024,11.6109101868596,10.8584978031941,10.1881894873459,9.72230661724494,9.3841306215984,9.01920252407115
Canada,8.19460390355913,8.77522878275041,9.82811811370648,10.5598221503638,10.942082111437,10.3894982295535,8.27190827190827,7.34102244389028,7.01281677832799,7.06847803599752,6.92854322937229,6.84375,5.9096866436316,5.39790427640895,5.32822284603757,5.38350366470528,5.49406918457492,5.51873198847262,5.411588924686,5.29192093997632,5.26549853242017
Cape Verde,14.9253731343284,11.5384615384615,8.69565217391304,12.037037037037,15.748031496063,16.40625,15.7894736842105,13.5135135135135,13.9393939393939,14.8148148148148,14.975845410628,13.9130434782609,12.6016260162602,11.3636363636364,10.3202846975089,9.83050847457627,9.61538461538462,9.00621118012422,8.1570996978852,7.71513353115727,7.05882352941176
Central African Rep.,10.3975535168196,10.4651162790698,10.4194857916103,10.7274969173859,11.1358574610245,11.5151515151515,11.7383512544803,11.7327117327117,12.0222376650452,12.2710622710623,12.2959738846572,12.1648460774578,12.3417721518987,12.0924473792819,11.5457652867452,11.1659034871434,10.7236842105263,10.2659245516388,9.84804208065459,9.38888888888889,8.94611096363154
Chad,10.9166666666667,11.0015174506829,10.8367626886145,11.6236162361624,11.7127071823204,11.638141809291,11.7180616740088,12.0388349514563,12.5331564986737,12.7303657499291,12.7460393662986,12.7287351699176,12.8146853146853,12.9229826979023,12.707182320442,12.5133436128573,12.2879123195279,11.9443919046718,11.4652956298201,10.8840341398481,10.3020690649557
Channel Islands,8.33333333333333,8,7.40740740740741,7.27272727272727,6.77966101694915,8.06451612903226,8.19672131147541,6.15384615384615,5.97014925373134,5.79710144927536,5.79710144927536,5.71428571428572,5.47945205479452,5.4054054054054,5.47945205479452,4.10958904109589,4.16666666666667,4.16666666666667,5.47945205479452,4.22535211267606,4.22535211267606
Chile,10.3551277796216,11.1276849642005,11.0875893093411,11.3944782405241,12.5687685146001,12.9233164655508,11.5663524292966,10.5421686746988,9.08393432560994,9.4329028635598,9.75481840828635,9.38856505022944,7.976401179941,7.11141212326448,6.91154096935449,6.75718345437322,6.53178597103831,6.35978195033313,6.11837508733407,5.91563275434243,5.79896907216495
China,9.97513281338307,9.28984550888906,10.7985134348627,12.6423035536729,10.6305850212774,11.8246054197975,13.0729493325525,11.5525167983025,8.41665068489663,8.4629517206122,9.88703105540829,8.39046882943989,7.3117324921782,6.58835736747188,6.43632157098282,6.57520532994856,6.34938250075305,5.7807957806767,5.3564794533134,5.23633043436104,5.32265068195734
Colombia,11.4682738992131,11.5613652868555,12.6583866516121,13.364354507088,13.4010916619612,13.8297872340426,13.4812159235193,11.8846411804158,11.8071996600498,11.373092926491,10.9248407643312,10.5595625324094,9.84462780898876,9.2560553633218,8.87417218543046,8.36333939641412,7.94312593542869,7.55016203544094,7.17717818621686,6.8390160258524,6.51530429691312
Comoros,11.5384615384615,10.3448275862069,10.5263157894737,12.3809523809524,12.8205128205128,12.5,12.7272727272727,12.5,13.3640552995392,14.5748987854251,12.4087591240876,11.2903225806452,10.9826589595376,11.2271540469974,11.6945107398568,11.037527593819,10.0409836065574,9.14285714285714,8.82882882882883,8.71794871794872,8.49673202614379
"Congo, Dem. Rep.",12.1998247151621,12.4125058329445,12.4029952348536,12.2832026609646,12.2771268466633,12.3016220955721,12.3494882600843,12.3686600077831,12.4334996983491,12.7158768093069,13.0950485591466,13.2077407002188,13.19750148721,13.234375,12.6871334943084,12.4504508205139,12.142698047368,11.6193480546793,10.9669645232469,10.3086473725627,9.72964089078807
"Congo, Rep.",11.3636363636364,11.3122171945701,11.1776447105788,11.5384615384615,11.8003025718608,12.0622568093385,12.4306326304107,12.630579297246,12.8899835796388,12.7890173410405,12.8222075346993,12.5,11.933937133724,11.9148936170213,11.4042553191489,10.8712715855573,10.4341481211237,9.9009900990099,9.35390549662488,8.93292682926829,8.53232382061736
Costa Rica,10.1419878296146,10.0869565217391,11.0782865583456,12.5621890547264,13.3261105092091,14.0384615384615,12.5,10.4075691411936,10.536398467433,10.9101187111362,11.1111111111111,9.99545661063153,8.95585738539898,8.15758058097891,7.25291243893273,7.23754926549624,6.81114551083591,6.52246256239601,6.22568093385214,6.00953895071542,5.86574654956085
Cote d'Ivoire,12.1355397951143,11.6610169491525,10.781517398745,10.3830179972312,10.522415709522,10.6290040768783,10.7941579187586,11.2882536192047,12.0971437299526,12.0278458166817,11.8116430658575,11.9183092867303,11.8097320940405,11.841890790546,11.5158636897767,11.1496630413025,10.6243890518084,10.0788732394366,9.59405733417033,9.15186218372241,8.71269775379364
Croatia,9.5264017419706,7.76955602536998,9.77754785307812,9.55993930197268,8.58987090367428,7.75945683802134,7.26757904672015,7.21554116558742,7.41079597438243,7.28888888888889,6.49769585253456,6.16534329752452,5.83254938852305,5.07590132827324,5.17241379310345,5.33980582524272,5.28656126482214,5.14372163388805,5.04374678332476,4.94476591267754,5.04833512352309
Cuba,10.9548724656638,10.750446694461,10.4138120032886,10.7019278299555,9.72472924187726,12.688127090301,12.2338288469265,10.7804493496255,7.13481036425084,7.2289156626506,7.89331411065057,7.1084981293426,6.46367521367521,5.89492430988424,5.23214285714286,5.08352793245913,4.97086671522214,4.7778397471649,4.57153787299158,4.38318127727092,4.29549699107699
Cyprus,10.6995884773663,10.1167315175097,12.1428571428571,11.5384615384615,11.6279069767442,10.1639344262295,8.19672131147541,7.8125,8.23529411764706,8.7431693989071,8.29015544041451,8.10810810810811,6.54205607476636,5.77777777777778,5.69620253164557,5.65656565656566,5.8252427184466,5.83804143126177,5.63636363636364,5.30973451327434,5.3448275862069
Czech Rep.,6.52374366067312,8.10272304626965,9.69553012308357,9.15463041631266,7.70850884582982,7.22222222222222,7.06401766004415,8.63654538184726,8.87822435512898,7.05741626794258,6.67202572347267,6.11178126256534,4.49482118428767,4.6983758700696,5.45524394928928,5.60245587106677,5.35851966075559,5.02912621359223,4.76190476190476,4.79545899393228,5.14431572746908
Denmark,7.55786490316486,8.90099909173479,9.375,8.05426027977957,7.73006134969325,8.02715654952077,7.90513833992095,7.3838824930528,6.3930544593528,5.38759689922481,5.91357088703563,6.72143390589992,6.50735294117647,6.24087591240876,6.04853314016661,5.64951421374595,5.65902578796562,5.8718224131758,5.99425699928212,5.93952483801296,5.78034682080925
Djibouti,12.9032258064516,14.2857142857143,13.953488372093,12.280701754386,12.5,12.3893805309735,13.1736526946108,13,12.5448028673835,12.621359223301,12.9476584022039,12.75,11.6438356164384,10.9473684210526,10.3112840466926,9.85663082437276,9.54773869346734,9.29133858267716,8.7667161961367,8.36879432624114,7.86974219810041
Dominican Rep.,12.4797406807131,12.2576177285319,11.9718309859155,12.5933300149328,13.3905579399142,13.6210131332083,13.1956014661779,12.4144090503126,11.7283950617284,11.5450329509397,11.2660220373285,10.9234938503231,10.1285547331515,9.8201174743025,9.46559552916521,8.93424795047683,8.42887130631358,7.97738693467337,7.59182418933456,7.2468162522741,6.91160969733474
Ecuador,11.2232779097387,11.0072689511942,11.2263300270514,12.5581395348837,12.4666666666667,12.5539879067089,12.5842696629213,12.4125874125874,12.2678018575851,11.8611547182976,11.3286939634245,10.8075103037704,10.5858468677494,9.82191780821918,9.01511203751954,8.46019465934614,8.08433734939759,7.67608109691785,7.29298265763179,6.90163191296464,6.56843999550107
Egypt,10.7132840983453,9.9958864664747,12.3659396818542,12.4146218062231,12.8268432274717,12.6920945231017,12.464627408705,11.8932515819675,12.2927701726629,12.7748235220947,13.2541029994341,10.7436313525487,10.1892833600151,9.98849901265109,9.91364491273485,9.5815565031983,8.88491676596974,8.22743396356373,7.82450632074692,7.58943550577596,7.33954950888062
El Salvador,12.5345622119816,11.5833333333333,11.7604090577064,12.616532007458,13.0645161290323,12.9355608591885,12.9201222173723,13.4371159360918,13.0401234567901,12.012987012987,12.0925341745531,13.2245748004165,12.7783487495718,10.3044496487119,9.62099125364432,9.46156240273887,9.17513448894202,8.8805322533989,8.11039143903126,7.49724366041896,7.04225352112676
Equatorial Guinea,10.0917431192661,9.48275862068966,9.83606557377049,11.3636363636364,11.2676056338028,14.0350877192982,16.0377358490566,10.3896103896104,7.52688172043011,9.86547085201794,12.7413127413127,12.5827814569536,11.9186046511628,11.5681233933162,11.697247706422,12.008281573499,11.8867924528302,11.2456747404844,10.5431309904153,10.1190476190476,9.73574408901252
Eritrea,12.3893805309735,12.5996810207337,12.5706214689266,11.8306351183064,12.0652173913043,12.1673003802281,11.247947454844,14.171511627907,15.2258064516129,14.1485275288092,13.8702460850112,12.3974475843209,11.5863141524106,12.2765598650927,12.717979555021,12.125340599455,11.0281304456062,10.0137488542621,9.41675503711559,9.17721518987342,9.01624043307822
Estonia,10.8742004264392,9.14512922465209,7.90960451977401,8.75656742556918,8.34670947030498,8.01815431164902,7.36377025036819,8.0168776371308,7.75510204081633,8.09595202398801,8.83280757097792,6.29032258064516,5.1948051948052,5.48387096774194,6.49350649350649,6.957928802589,6.87397708674304,6.32279534109817,5.54621848739496,5.41455160744501,5.78231292517007
Ethiopia,11.9347421438739,12.2215592680986,12.4384787472036,11.7605131860299,11.7065012891088,12.1197282242762,12.3085681753487,12.2716558632882,12.0305458187281,12.1483104764598,12.7319650977019,13.2207134389482,12.8917058865265,12.3920030051338,12.2710792972018,11.880359056806,11.3859574208504,10.7928711759753,10.1521254546166,9.52212216370768,8.98224359567188
Fiji,11.9205298013245,12.280701754386,12.3152709359606,13.135593220339,14.0151515151515,13.6518771331058,12.3839009287926,11.142061281337,12.0547945205479,12.0512820512821,10.8108108108108,10.952380952381,10.8045977011494,9.97732426303855,9.31263858093126,8.7527352297593,8.35117773019272,7.87234042553192,7.67590618336887,7.28051391862955,6.91144708423326
Finland,8.66388308977036,9.01477832512315,11.7619493908154,10.1225601452565,9.20934411500449,8.6115992970123,7.74221453287197,6.5290648694187,6.85667079719124,6.79806918744972,6.40822784810127,6.54460459680561,5.8374666157955,5.58680164979378,5.69948186528497,5.77630610743194,5.77630610743194,5.75433419402434,5.59259259259259,5.47894148341409,5.49532710280374
France,7.06613625062158,6.64821266644395,9.33182844243792,8.8139877817569,8.5303849568235,8.57652210983219,8.2234967903673,8.02194543297746,6.91701034657405,7.05915773027484,6.8397212543554,6.36869623882611,6.29001017694757,6.52830431150806,6.38217284262357,6.01611347870719,5.84004426138809,5.7057605650956,5.66779578998306,5.73933477946493,5.77692238294289
French Guiana,8.33333333333333,7.14285714285714,12.5,10,12.5,10.7142857142857,11.7647058823529,10.8695652173913,9.83606557377049,10.958904109589,10.4651162790698,10.7843137254902,10.5263157894737,10.6870229007634,9.72222222222222,9.375,8.47457627118644,8.37696335078534,8.25242718446602,7.79816513761468,7.45614035087719
French Polynesia,13.3333333333333,11.7647058823529,12.1951219512195,13.0434782608696,14.0350877192982,13.4328358208955,12.6582278481013,12.0879120879121,10.5769230769231,10.7142857142857,12.1951219512195,9.02255639097744,8.69565217391304,8.10810810810811,7.79220779220779,7.54716981132076,7.18562874251497,7.01754385964912,6.35838150289017,6.21468926553672,6.17977528089888
Gabon,8.65800865800866,8.62068965517242,8.40336134453782,9.7165991902834,9.33852140077821,9.6551724137931,9.88023952095808,10.7416879795396,11.353711790393,11.9626168224299,12.2549019607843,12.7565982404692,11.6154873164219,10.705596107056,10.1903695408735,9.865005192108,9.51456310679612,8.98258478460128,8.52915578764143,8.08333333333333,7.69230769230769
Gambia,11.3821138211382,11.6788321167883,11.6883116883117,9.2896174863388,9.95260663507109,10.6299212598425,10.9271523178808,11.3573407202216,11.7381489841986,11.5027829313544,11.609907120743,12.1532364597094,12.4567474048443,12.3732251521298,12.1597096188748,11.7168429617575,11.2748710390567,10.7599193006052,10.291382517049,9.82194141298104,9.33476394849785
Georgia,11.6707616707617,7.19505340078696,7.58513931888545,9.77587029089175,11.2968820605513,11.1979166666667,9.31989924433249,8.89066880256308,8.48111025443331,8.55837141670129,9.25266903914591,8.25035561877667,6.24685138539043,6.15545122587376,6.73436664885088,6.66302566903332,6.44257703081232,5.95375722543352,5.61529271206691,5.62075355157505,5.83707504810776
Germany,10.0120665565858,8.21539311699874,6.8444208226297,7.49077284420087,7.92473263841884,8.96034297963558,8.38813582069521,5.98235246498826,5.4894283476899,5.81020500679998,6.0676400848621,5.37951911863229,5.04285181964973,4.70008504677573,4.38454536259735,4.31892835146787,4.44397971453966,4.48726514685838,4.45425141165506,4.41193053676139,4.4241878828345
Ghana,12.2367898291617,12.4487004103967,12.6896149358226,11.5762925598991,12.0154160054409,12.4579124579125,12.7468581687612,12.8006088280061,12.7147766323024,12.5745071068317,12.4469160768453,12.1927059882936,11.6869424168694,11.2755513224412,11.0807204803202,10.8425625650125,10.3953396301114,9.93899873790492,9.45919370698132,9.10225591715976,8.82931735688984
Greece,10.7133170599403,8.48765432098766,9.17814960629921,8.8985088985089,8.59338612016768,8.26185101580136,8.49535080304311,7.55064456721915,7.66926303175554,6.86646433990895,5.75858250276855,5.13054591929889,4.90355146926266,4.85228290062668,5.03571428571429,4.82228969458832,4.60243553008596,4.43845462713387,4.42318107961726,4.52316076294278,4.69638598422308
Grenada,14.7058823529412,13.1578947368421,14.2857142857143,13.953488372093,18.1818181818182,15.9090909090909,13.953488372093,12.2448979591837,10.2040816326531,12.5,14,11.5384615384615,9.61538461538462,9.09090909090909,9.43396226415094,9.25925925925926,8.92857142857143,7.27272727272727,7.54716981132076,5.76923076923077,6.12244897959184
Guadeloupe,10.8910891089109,10.4347826086957,12.6865671641791,13.4228187919463,13.2075471698113,14.1975308641975,13.125,11.1111111111111,8.90052356020942,8.71794871794872,8.78048780487805,8.21917808219178,7.55555555555556,7.9646017699115,7.4235807860262,6.98689956331878,6.95652173913044,6.52173913043478,6.55021834061135,6.22222222222222,6.2780269058296
Guam,5,7.69230769230769,10,9.30232558139535,10.6382978723404,12,10.9090909090909,9.67741935483871,8.45070422535211,7.89473684210526,8.86075949367088,9.52380952380952,10,9.375,7.92079207920792,7.61904761904762,7.40740740740741,7.01754385964912,6.89655172413793,6.77966101694915,6.77966101694915
Guatemala,11.8313404657017,11.5300546448087,12.6250595521677,12.7863390254061,12.3177842565598,12.3645634161887,12.4929498025945,12.8243512974052,13.2323457340165,13.3413703033956,12.9804205946338,13.159167876149,12.9317727662004,12.7304874968426,12.2481322164365,11.6680361544782,11,10.2671922908454,9.53868925252858,8.82811282530778,8.15946348733234
Guinea,9.96168582375479,11.3540197461213,11.0539845758355,11.7305458768873,11.875,11.9683481701286,11.9242359018511,12.0422801057003,12.2297515327525,12.4536301006889,12.5768321513002,12.5053717232488,12.2531160115053,12.2032764961551,12.2356051703878,12.0041753653445,11.52990752663,10.955710955711,10.3741661026781,9.86028299368159,9.39203700644309
Guinea-Bissau,10.5058365758755,10.7913669064748,10.9215017064846,13.9455782312925,11.1111111111111,10.7246376811594,8.9588377723971,14.1280353200883,12.2287968441815,11.2847222222222,11.3354037267081,11.7647058823529,12.1175030599755,12.2004357298475,12.20703125,12.0280948200176,11.7647058823529,11.51339608979,11.0816191108162,10.6291997556506,10.1867572156197
Guyana,9.66183574879227,10.5485232067511,11.8705035971223,13.7071651090343,14.4475920679887,14.2857142857143,13.8743455497382,13.2275132275132,12.6721763085399,12.2282608695652,10.0817438692098,9.5360824742268,10.7692307692308,9.79381443298969,8.1578947368421,7.54716981132076,7.54189944134078,7.80346820809249,7.38461538461538,6.93069306930693,6.49819494584838
Haiti,12.0788302606484,11.7373619988379,10.9119662625198,11.8821292775665,12.2413793103448,12.6086956521739,12.2857142857143,11.5139949109415,12.1255349500713,13.5942327497425,13.0119354083782,12.4219590958019,11.9364448857994,11.1542012927054,10.729687769536,10.2414519526819,9.81623277182236,9.37591134441528,8.85351207931853,8.36701697655618,7.91846334770678
Honduras,11.6310160427807,11.2009237875289,11.7063492063492,12.7641589180051,12.8984432913269,13.1494547787043,13.3150684931507,12.9062647197362,13.0593978844589,13.1522516082916,13.0141388174807,12.9182426534769,12.1092723929603,11.1508220157255,10.5815478793179,9.98174071819842,9.34348239771646,8.65644724977457,7.98688977057098,7.3328899235118,6.71713917525773
"Hong Kong, China",8.26771653543307,6.17670054730258,11.5969581749049,12.32,13.1172069825436,12.0444444444444,9.02857142857143,8.12921547745829,7.56331279945243,7.28391065069602,6.33343682086309,6.86721361288362,5.70489844683393,3.57756153405839,3.92048591938156,4.53083109919571,4.47995808226356,4.39730988101397,4.16879795396419,3.98376046688658,4.08575031525851
Hungary,8.30734966592428,8.19810326659642,8.49252491694352,9.5286676188533,8.15878715340116,6.45792563600783,7.07401696222051,7.91380999020568,8.57946554149086,6.86512758201701,6.60765747221079,6.33096531550355,5.38656527249683,5.26427962489344,5.48859233749462,5.50478677110531,5.39885412075804,5.27492177022798,5.17006802721088,5.07579237482774,5.17882025081282
Iceland,8.45070422535211,8.75,10.1123595505618,10.3092783505155,11.4285714285714,10.8108108108108,9.4017094017094,9.01639344262295,8.59375,8.02919708029197,7.69230769230769,8.05369127516779,6.50887573964497,5.97826086956522,6.18556701030928,6.5,5.88235294117647,5.8252427184466,5.26315789473684,5.23809523809524,5.23809523809524
India,11.0351041628908,10.3700972048867,10.4241962282249,12.1497058687294,12.006492808313,11.769019704112,11.4984868952088,11.3375729774812,11.3908567806333,11.2721827121871,11.0793288978027,10.9103401597736,10.2582744606593,9.72894460325003,9.09270539401392,8.59080253657448,8.0504470499174,7.48593372310708,6.90329922642886,6.46093980888582,6.32795717921881
Indonesia,11.9675986412333,11.090324746966,10.277592045381,11.4382044119064,12.242594239584,12.3587473954769,12.4305858013937,12.2153539871948,11.788265736626,11.266004921383,10.3296810323837,9.55037712073342,8.97020557977633,8.75277116347812,8.1980666798185,7.53538527240559,6.88889217965615,6.64010240018513,6.5325024542234,6.4152059967311,6.22990635836527
