Female 10-14 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Brunei,8.69565217391304,9.67741935483871,7.5,12.5,12.6984126984127,11.5384615384615,12.2222222222222,11.214953271028,9.91735537190083,10.0719424460432,9.43396226415094,9.03954802259887,8.62944162436548,7.51173708920188,6.89655172413793,6.34920634920635,6.31970260223048,5.94405594405594,5.94059405940594,5.71428571428572,5.4380664652568
Bulgaria,8.18858560794045,7.73936170212766,8.75634517766497,8.18514007308161,7.60715967969854,6.8452380952381,6.81358219024061,7.0572569906791,7.09013643480206,6.33208255159475,6.11300535801266,4.92091388400703,4.07952491608572,4.25192665426521,4.723976929415,4.79178551055334,4.58606313281715,4.29772656493304,4.10691003911343,4.23497267759563,4.5177482968806
Burkina Faso,11.6950025759918,11.9771863117871,11.2847222222222,11.2564407451447,11.8152524167562,12.1730707135938,12.39907727797,12.5319693094629,12.645478961504,12.7340093603744,12.6631632480081,12.4818788054509,12.1104294478528,12.1129134190015,13.4751122926024,12.8857650670545,12.1281793361115,11.424523441525,10.9104677579076,10.4982964224872,10.0014736945522
Burundi,11.2324492979719,11.2223016440314,11.1984282907662,12.5299760191847,12.3422929237521,12.6107347576863,12.3191787214186,11.4512922465209,11.3285272914521,12.7686472819216,14.1014101410141,12.9006622516556,11.3364055299539,10.6000418147606,10.7483772432226,10.9110169491525,10.5202312138728,9.67992541951523,8.85500659727313,8.34722222222222,8.15354070152217
Cambodia,11.816091954023,11.7768595041322,11.7776959882223,11.7340286831812,11.8869013271783,12.3237450648618,12.6173384870237,10.6209150326797,9.08195429472025,13.4384002711405,12.9370629370629,12.8778293265851,10.78125,9.04165663375873,8.95589056393076,9.13652519339327,9.04418305821884,8.4236313954584,7.64928738950027,7.12675567886249,6.90175056537398
Cameroon,10.9793588054458,10.9506618531889,10.9534206695779,11.1908646003263,11.1528459982664,11.4538558786346,11.7300131061599,12.037037037037,12.3334416639584,12.7301047861796,12.6962200175813,12.3978049053645,11.6143902194609,11.8449584387423,12.0286514078709,11.5740039387972,10.8384744812114,10.1715926143407,9.70026249923692,9.34176487496407,8.95961632786528
Canada,8.1855791962175,8.66314296764213,9.64564700554738,10.2126354528726,10.5784359093012,9.93858662745437,7.79980500487488,6.90079151617613,6.54399656332784,6.56889910116916,6.4476571576094,6.37684713961616,5.52470038000585,5.09082753980713,5.03903095558546,5.11743661533676,5.25392289567353,5.29878731797594,5.21313500926674,5.11675504698111,5.11311804415253
Cape Verde,12.6582278481013,10.752688172043,7.69230769230769,11.5702479338843,14.4927536231884,14.0939597315436,14.2857142857143,11.6959064327485,12.6984126984127,13.4615384615385,13.4199134199134,12.8,11.6104868913858,10.5263157894737,9.60264900662252,9.11949685534591,8.73493975903614,8.13953488372093,7.64872521246459,6.96378830083565,6.59340659340659
Central African Rep.,10.2526002971768,10.296191819464,10.0917431192661,10.4886769964243,10.9677419354839,11.3060428849903,11.525129982669,11.4778694673668,11.7370892018779,12.0141342756184,12.0545073375262,11.8603538976566,12.0802442215438,11.9104716227018,11.4190687361419,11.0652920962199,10.6430868167203,10.1997578692494,9.80223559759243,9.32642487046632,8.86339937434828
Chad,10.4707792207792,10.3752759381898,10.2189781021898,11.540749553837,11.5384615384615,11.4746325272641,11.4957264957265,11.8669690098262,12.3056994818653,12.4756876910253,12.4852489969318,12.4653190646056,12.5820947113723,12.7314112291351,12.5601926163724,12.3864574731627,12.1590432228284,11.8295786596286,11.3418803418803,10.7421875,10.1517003379107
Channel Islands,5.76923076923077,7.14285714285714,6.77966101694915,6.45161290322581,6.25,7.57575757575758,6.06060606060606,5.63380281690141,5.4054054054054,5.47945205479452,5.4054054054054,5.1948051948052,5.26315789473684,5.12820512820513,3.84615384615385,3.8961038961039,3.94736842105263,3.94736842105263,4.05405405405405,4,4
Chile,10,10.7174231332357,10.6311433005691,10.9232175502742,12.0437203547123,12.3650823707631,11.0130603600424,10.0081499592502,8.60053940665268,8.92366831411312,9.22741273100616,8.87674559805707,7.53780445573127,6.70563582221242,6.49639677829589,6.33961491192134,6.11188532749353,5.91502631066069,5.6723293982148,5.45523664702528,5.33585619678335
China,9.23898307026622,8.91791573987914,10.0898301169785,12.6148030413678,10.5187628243054,11.6729952083898,13.0027150767729,11.5464054900393,8.40874190823637,8.46299927012165,9.62727378378246,7.81343249322866,6.6270128849201,5.81483346393233,5.72809034126308,5.94944882879691,5.83748970650974,5.35117104188691,4.99206031321283,4.91538249862411,5.03544344332688
Colombia,11.1498257839721,11.2215499855949,12.2822299651568,12.9776728209532,12.9505135387488,13.3216986620128,12.9777777777778,11.4035669296559,11.2632271178334,10.7410220245199,10.2491562437959,9.86399230663553,9.16900569873267,8.5941855834329,8.21995038713072,7.72337383845604,7.31799191836176,6.936358825086,6.5829307568438,6.26381259076845,5.95941992904712
Comoros,11.3924050632911,10.3448275862069,9.27835051546392,12.1495327102804,12.6050420168067,12.5925925925926,12.1951219512195,12.4352331606218,13.1818181818182,14.344262295082,12.2743682310469,11.1475409836066,10.7558139534884,11.0526315789474,11.4285714285714,10.8407079646018,9.65092402464066,9.03846153846154,8.64864864864865,8.3617747440273,8.13008130081301
"Congo, Dem. Rep.",11.550339715874,11.7334823299343,11.7039800995025,11.4804623004953,11.5865889769797,11.7216726244908,11.8570811122317,11.9314271413377,12.0528109028961,12.3670095841027,12.7645502645503,12.9173930535068,12.97904060335,12.9972319048595,12.4909403877514,12.2671090162442,11.9617662109803,11.4313368823323,10.7649945390496,10.0951291037837,9.50373840557338
"Congo, Rep.",11.1922141119221,11.0619469026549,11.1545988258317,11.1301369863014,11.4413075780089,11.9078104993598,12.157721796276,12.406015037594,12.6221498371336,12.5538020086083,12.5984251968504,12.2663551401869,11.7553191489362,11.7424242424242,11.2813963388676,10.7577542206517,10.343567251462,9.8186794389326,9.25507900677201,8.8046468969734,8.40140023337223
Costa Rica,10.3594080338266,10.4693140794224,11.1450381679389,12.6126126126126,13.2369299221357,13.946587537092,12.3050259965338,10.3474320241692,10.4566512243547,10.7142857142857,10.8695652173913,9.76984499765148,8.7089715536105,7.9410560785919,7.06563706563706,7.03296703296703,6.58724597056762,6.30904183535762,5.99214145383104,5.75079872204473,5.58869701726845
Cote d'Ivoire,11.9838056680162,11.5384615384615,10.762862211709,11.0841030627127,11.3214990138067,11.5396676074004,11.7690782953419,12.2932855150428,13.0420445177246,12.9032258064516,12.5029825817227,12.4228887470751,12.1649679124198,12.092789548614,11.6892854465022,11.2594902386117,10.672351996045,10.0868972567729,9.56562894404712,9.0918011873804,8.62609497464269
Croatia,8.33333333333333,6.98795180722892,8.66477272727273,8.46511627906977,7.7030162412993,6.99046754425783,6.60168365086398,6.41803989592368,6.60094299185598,6.45161290322581,5.82191780821918,5.47112462006079,5.12259194395797,4.47100486941124,4.57399103139013,4.7380410022779,4.68895078922934,4.59933617828355,4.45952496364518,4.42126179831098,4.53850076491586
Cuba,11.3517289556409,10.915382195659,10.4238258877434,10.7581967213115,9.71055088702148,12.5537403267412,12.0189339370241,10.5231629392971,6.85790273556231,6.94035346097202,7.49638728323699,6.81247759053424,6.13925183461607,5.55456331487766,4.89985693848355,4.69786623632777,4.58084374434184,4.42233278054174,4.21629797693326,4.02422348114866,3.91357521402364
Cyprus,10,9.29368029739777,11.4186851211073,10.7023411371237,10.7491856677524,9.41558441558442,7.51633986928105,7.69230769230769,7.91788856304985,8.15217391304348,7.5187969924812,7.22610722610723,5.98669623059867,5.05263157894737,5.03018108651911,5.23255813953488,5.22388059701493,5.23465703971119,5.1056338028169,4.7945205479452,4.86577181208054
Czech Rep.,5.99389712292938,7.41516547968161,8.78942014242116,8.21671331467413,6.88291139240506,6.45161290322581,6.33842671194114,7.76625824693685,8.01433151046578,6.37134778510839,6.03694534374405,5.51301684532925,4.09820585457979,4.30953719317969,5.01584933805706,5.14829322887521,4.92970946579194,4.63050463050463,4.39916206436869,4.43934175277459,4.76923076923077
Denmark,7.19591457753018,8.4041126508717,8.83882149046794,7.54795663052544,7.2522159548751,7.51173708920188,7.32459521973786,6.85670261941448,5.94325153374233,5.02645502645503,5.48554484803558,6.24315443592552,6.04415490408976,5.75953923686105,5.54165176975331,5.19018841094916,5.19618239660657,5.37292329445034,5.52995391705069,5.45843738851231,5.35008976660682
Djibouti,12.9032258064516,14.2857142857143,13.953488372093,12.0689655172414,12.3456790123457,12.3893805309735,12.8654970760234,12.4378109452736,12.2302158273381,12.1405750798722,12.5340599455041,12.3762376237624,11.3378684807256,10.7142857142857,10.0970873786408,9.72972972972973,9.41176470588235,9.16271721958926,8.66965620328849,8.13124108416548,7.7445652173913
Dominican Rep.,12.9411764705882,12.6618705035971,12.3404255319149,12.9696345856922,13.7046861184792,13.8835325877362,13.4450906602805,12.5609756097561,11.7808219178082,11.5031055900621,11.1592879963487,10.7406625870437,9.91946572382636,9.57564575645756,9.15923789547282,8.6057371581054,8.07821766308703,7.60633343682086,7.20448009686696,6.85196195005945,6.51279035577771
Ecuador,10.8313817330211,10.6921487603306,10.9508787742226,12.3538581449727,12.2689075630252,12.3654349723596,12.3989898989899,12.215595316987,12.0649198279233,11.6279069767442,11.0585548850106,10.4851089960086,10.2064553649317,9.44353070175438,8.62337662337662,8.06551681350043,7.66384147069356,7.25358630263767,6.84823143858063,6.46738526502945,6.13389029350335
Egypt,10.455764075067,9.74392538656631,12.0181242807825,12.1248651735296,12.5098569336488,12.3594936708861,12.0884077582318,11.5672973937879,11.992337164751,12.4408554665321,12.87174187622,10.3934049879996,9.84832249922614,9.63343910712332,9.53019861356752,9.17740828312104,8.47472891674772,7.81421139101862,7.39231474207908,7.13700012615113,6.87199436395381
El Salvador,12.0179372197309,11.336032388664,11.3879003558719,12.2249388753056,12.779552715655,12.8444652031761,12.4947235120304,12.8125,12.1710526315789,11.1675126903553,10.8702685215141,11.4501415539478,10.924626182484,8.69180907483795,8.07365439093484,7.92831930491447,7.6742364917776,7.43738932456362,6.81313255986176,6.32114313393073,5.9469787437306
Equatorial Guinea,9.56521739130435,10.0840336134454,10,10.948905109489,10.8108108108108,13.1147540983607,15.7894736842105,10,7.7319587628866,9.95670995670996,12.2676579925651,12.4590163934426,11.7142857142857,11.3924050632911,11.3378684807256,11.6326530612245,11.5671641791045,10.9777015437393,10.4430379746835,10.0147275405007,9.64187327823692
Eritrea,11.9584055459272,12.1069182389937,12.1338912133891,11.6421568627451,11.922663802363,12.0075046904315,10.8452950558214,13.296011196641,14.3034825870647,13.6058572300183,13.3297644539615,11.8807540552389,11.1194873727855,11.7724432752384,12.1979964643488,11.6497054097483,10.6362073200688,9.66719492868463,9.07186256023465,8.82065323684725,8.64038319823139
Estonia,8.10810810810811,6.72782874617737,6.01173020527859,6.68523676880223,6.765899864682,6.49350649350649,6.20253164556962,6.61764705882353,6.5947242206235,6.73575129533679,7.20108695652174,5.09641873278237,4.16088765603329,4.44444444444444,5.31468531468532,5.82386363636364,5.78034682080925,5.31757754800591,4.66867469879518,4.58015267175572,4.96894409937888
Ethiopia,11.6294067067928,11.868711536583,12.043956043956,11.6845710727075,11.6119750633692,11.9896422979646,12.144138085631,12.0703823657369,11.8263657664324,11.9631901840491,12.518199466149,13.0027166675545,12.6721634029795,12.1714474936877,12.0542635658915,11.675456254471,11.1883978905256,10.6026381103768,9.96647205789072,9.33920064006983,8.79694855846878
Fiji,13.0434782608696,13.3333333333333,13.0890052356021,13.2743362831858,14.0625,13.3333333333333,12.1405750798722,10.8262108262108,11.8980169971671,11.6710875331565,10.379746835443,10.5134474327628,10.4513064133017,9.76744186046512,8.94495412844037,8.52017937219731,7.91208791208791,7.60869565217391,7.45614035087719,7.04845814977974,6.6815144766147
Finland,7.69230769230769,7.98548094373866,10.4965156794425,9.10631088521813,8.27731092436975,7.76180698151951,6.97485806974858,5.85674713098536,6.19158878504673,6.14503816793893,5.85347432024169,6.05607476635514,5.39449541284404,5.16805204192266,5.26127415891195,5.32859680284192,5.34513274336283,5.28181495923431,5.16565728535803,5.06101938262742,5.0559768869628
France,6.44968234969156,5.9790599242593,8.46405645538409,8.04841028918358,7.85392696348174,7.87460069831365,7.47203417441987,7.25321133204294,6.25342465753425,6.36458088949962,6.16557662602294,5.74789594491201,5.6567414682663,5.9247055952163,5.84661654135338,5.53209208256499,5.38302887448438,5.26654196866963,5.24006045105789,5.31414979404769,5.36668991166899
French Guiana,8.33333333333333,7.14285714285714,12.5,10.5263157894737,13.6363636363636,11.1111111111111,12.1212121212121,11.6279069767442,10.9090909090909,10.4477611940299,10,10.8910891089109,10.4347826086957,9.9236641221374,8.96551724137931,8.53658536585366,8.42696629213483,8.2051282051282,7.76699029126214,7.30593607305936,6.89655172413793
French Polynesia,10.3448275862069,12.5,12.8205128205128,13.0434782608696,13.4615384615385,14.5161290322581,13.8888888888889,12.1951219512195,10.752688172043,11.6504854368932,12.280701754386,8.87096774193548,9.09090909090909,7.69230769230769,7.48299319727891,7.69230769230769,6.83229813664596,6.54761904761905,6.3953488372093,5.74712643678161,5.68181818181818
Gabon,8.71369294605809,8.60655737704918,8.46774193548387,9.33852140077821,9.19117647058824,9.47712418300654,9.79827089337176,10.5,11.134903640257,11.7216117216117,12.0385232744783,12.5181950509461,11.436170212766,10.6356968215159,10.0451467268623,9.76890756302521,9.45812807881774,8.95522388059701,8.51818988464951,8.05767599660729,7.68601798855274
Gambia,11.1111111111111,11.9718309859155,10.9756097560976,9.52380952380952,10.0917431192661,10.3448275862069,10.9324758842444,11.260053619303,11.4790286975717,11.2727272727273,11.4329268292683,11.864406779661,12.2448979591837,12.0879120879121,11.7857142857143,11.3782051282051,10.9341057204924,10.4635761589404,9.97566909975669,9.47012401352875,9.00473933649289
Georgia,10.7368421052632,7.22950024260068,6.8794964028777,8.3088543852287,9.61538461538462,9.527468305801,8.02377414561664,7.70333213901827,7.40223463687151,7.51597143930853,8,7.38853503184713,4.96200268216361,4.70914127423823,5.40284360189574,5.35279805352798,5.2052052052052,4.86039296794209,4.6186895810956,4.6927374301676,4.91228070175439
Germany,8.24499091722474,6.82046935424061,5.6997612262189,6.33068829133604,6.73473347237716,7.69472589654922,7.23825307077403,5.23297314593743,4.84412236758912,5.22498449205516,5.48691946963746,4.88754838862897,4.61221951102818,4.31251208663701,4.02691131498471,3.96663853447848,4.07565465518548,4.10665979647044,4.06544764715182,4.01328760093985,4.01286779999445
Ghana,12.012987012987,12.1815008726003,12.3735871505057,11.4969135802469,11.8992606284658,12.3182552504039,12.6007326007326,12.6436781609195,12.5523577894879,12.406103286385,12.2523083307397,11.9530021278564,11.4416666666667,11.0709444193403,10.9144542772861,10.7041721729281,10.266844950875,9.82065687121867,9.34362544775743,8.99014778325123,8.70810399606211
Greece,9.84789894302655,7.65268579838116,8.39784189537884,7.89893011609378,7.71282507223828,7.47400346620451,7.67820773930754,6.87673404676972,7.04444013196196,6.21991854868567,5.24602026049204,4.74230493915533,4.54222853087296,4.47419411661089,4.6622097114708,4.47655974621079,4.28394406089573,4.13031867544953,4.12112524637162,4.22154068194119,4.374772147284
Grenada,11.6279069767442,11.1111111111111,12.2448979591837,11.7647058823529,17.0212765957447,14.8936170212766,13.0434782608696,11.7647058823529,10.2040816326531,12,13.7254901960784,11.7647058823529,9.80392156862745,7.54716981132076,9.09090909090909,9.09090909090909,7.40740740740741,7.54716981132076,5.76923076923077,6.25,6.25
Guadeloupe,10.0917431192661,10,12.1428571428571,12.3376623376623,12.8048780487805,13.6094674556213,12.6506024096386,10.5555555555556,8.2051282051282,8.21256038647343,8.1447963800905,7.6271186440678,6.9672131147541,6.77290836653386,6.640625,6.25,5.74712643678161,5.74712643678161,5.38461538461538,5.4054054054054,5.09803921568627
Guam,10.5263157894737,13.6363636363636,14.2857142857143,12.5,13.1578947368421,11.3636363636364,12.2448979591837,10.5263157894737,9.67741935483871,8.69565217391304,9.33333333333333,9.75609756097561,9.19540229885057,8.51063829787234,7.92079207920792,7.47663551401869,7.27272727272727,6.95652173913044,6.77966101694915,6.66666666666667,5.73770491803279
Guatemala,11.7458279845956,11.4653243847875,12.5305922662751,12.7031650983747,12.2525214792678,12.3287671232877,12.4314969714451,12.6749809111733,12.989364109527,12.9224652087475,12.410292315771,12.4135811952681,12.1031207598372,11.8291215403129,11.3307409807734,10.7819091533405,10.1595600829352,9.47156854534796,8.78516423070878,8.1137412535358,7.48221906116643
Guinea,10.5864432597106,11.6538729937195,11.0898661567878,11.3807047949162,11.4404576183047,11.5690168818272,11.5017361111111,11.6590214067278,11.9055428009183,12.1457489878543,12.3254694270583,12.289156626506,12.0939334637965,12.0327700972862,12.0720720720721,11.8047218887555,11.3358870002394,10.7440701830391,10.1689890305366,9.64370114524632,9.16062700151694
Guinea-Bissau,10.188679245283,10.4895104895105,10.5610561056106,13.5313531353135,10.8196721311475,10.5113636363636,8.76777251184834,14.0086206896552,12.0388349514563,11.0169491525424,11.0942249240122,11.5902964959569,11.8990384615385,11.9914346895075,12.0307988450433,11.8512110726644,11.5896632732968,11.277658815132,10.8567691301504,10.4154124021674,9.99441652707984
Guyana,10.5504587155963,10.8433734939759,12.4137931034483,13.312693498452,14.2857142857143,13.941018766756,13.2315521628499,12.7551020408163,11.9480519480519,11.340206185567,9.27835051546392,9.91957104557641,10.840108401084,9.75609756097561,8.19672131147541,7.56302521008403,7.47126436781609,7.66961651917404,7.43034055727554,6.66666666666667,6.09318996415771
Haiti,11.5081768625076,11.2597547380156,10.5583756345178,11.5154306771073,11.7843710823234,12.2222222222222,11.7647058823529,11.0768281394631,11.6944444444444,12.9462041226747,12.3628884826325,11.7968094038623,11.3332039588589,10.6260147934332,10.1789331532748,9.76847446875991,9.36374549819928,8.92347230154198,8.41428375974826,7.91831357048748,7.46554364471669
Honduras,11.2010796221323,11.0328638497653,11.4803625377644,12.5856164383562,12.780269058296,13.0744336569579,13.1637168141593,12.7609108159393,12.9402129402129,12.9437074220151,12.7325208466966,12.5651418645049,11.6797900262467,10.7185485796133,10.1709776413854,9.6052096052096,8.99541634835752,8.31070070613797,7.65500519570488,7.03450575095849,6.42868680342432
"Hong Kong, China",7.80437044745057,5.532617671346,10.8957219251337,11.6968698517298,12.5451729478575,12.1155638397018,9.24543946932007,7.91666666666667,7.29428674092706,6.71785028790787,5.68775391758561,5.95768374164811,4.61993016384636,2.86664960327617,3.3578431372549,3.8933459178858,3.84351407000686,3.73100983020554,3.48837209302326,3.33477695972282,3.41641598624839
Hungary,7.54794803052176,7.44094488188976,7.64466808592994,8.57959961868446,7.26624108148704,5.75539568345324,6.23188405797102,6.97971861867349,7.55522554297383,6.00667408231368,5.73617339312407,5.47996976568405,4.63740458015267,4.51301832208293,4.7265625,4.73361061596356,4.64695232347616,4.5706087312974,4.48945500104406,4.44302721088435,4.55821991790884
Iceland,8.33333333333333,8.97435897435898,10.3448275862069,10.5263157894737,10.8910891089109,10.377358490566,9.00900900900901,8.33333333333333,8.06451612903226,7.63358778625954,7.19424460431655,7.38255033557047,6.91823899371069,6.58682634730539,6.81818181818182,6.55737704918033,6.38297872340426,5.72916666666667,5.69948186528497,5.15463917525773,5.10204081632653
India,11.3699427139277,10.5206790708638,10.5917407700545,12.1060265276522,12.0005138920902,11.7789730058859,11.4985893610423,11.3373593753361,11.3967667548022,11.2218493775336,10.9767658621885,10.691791619313,10.0349756328478,9.49477004629534,8.84869357703624,8.34441632603819,7.80023268603138,7.23260244534417,6.65000868147348,6.20578148844099,6.05845103987774
