Aid received per person (current US$),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Costa Rica,2.69114635338425,4.37957049805489,6.49949681314995,6.83056882034322,9.10997620703922,9.80105934854235,8.65955802547369,8.87959401448707,6.89267223867744,9.30343161949585,8.2455356824046,8.846999982306,9.75424233582149,11.9343594868686,11.5082856155432,14.657274557158,11.5807593818901,11.6724503758677,22.8234414466662,24.2216901045117,27.4948844493662,22.5368714422975,32.2536506846081,98.7260333928021,82.877126050664,103.756699103715,70.3557961092066,80.1820703639295,64.2879331378066,75.5495239775272,73.9290739486164,55.3018935004866,43.4997111492662,29.96598668286,22.0859932551297,8.55309926611122,-3.60687583547811,-2.17911921371897,4.56881262735331,-2.57340198522564,2.45459509387168,0.092431923888056,-0.083268086256921,6.97763072061163,3.01491758556334,5.99153527406169,7.23671898891328,13.0597618294716,14.6214477975394,23.6495243738006,20.3975756441399
Cote d'Ivoire,0.035730138509256,0.892114265807166,2.29187893073152,2.11729158997094,9.17591962073179,8.73017738852409,7.81117256238183,7.10448415743888,8.99610743807954,9.56302226166054,9.70752615751818,9.03020831896669,8.16941484789456,10.2459530346354,11.6947343383815,14.7274512866057,15.1631531286545,14.01042715427,16.6793075776328,19.6751193892937,24.6794930234555,13.8478000172858,14.6989854004587,16.0380352973077,12.1893253264428,11.1826521771154,16.0073140631899,21.291230621266,36.3193475669124,32.606267665757,54.8342231379012,48.6564065169768,56.472227687772,55.2110967191644,111.765494930809,82.5661570326765,63.8950048217644,28.8094720628097,60.9047863612274,27.5418984886248,21.1420417493962,11.0052386617213,62.1466627948688,14.5323815111351,9.05264202699776,5.06133251828178,13.4857733930613,9.17478720425013,32.9525343304503,124.113528322908,42.8092289920863
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002237136465324,,23.5827956989247,11.4114371385736,29.6639964396974,8.82764654418198,8.74916685181071,10.6433904259991,14.8011748757343,27.8851351351351,32.1441441441441,27.1846846846847,26.9565217391304,27.7937865826204,45.9054054054054,36.724526600541,54.4835363103293,38.1169564235719,34.1127206880942
Cuba,0.032241866708759,0.026092374421178,0.00537496494515,-0.022340941694348,0.056572678019432,0.073030934896699,0.090125915781159,0.089671818110654,0.077367357830934,0.153204350863225,0.209150062411758,0.280036481526795,0.396200646661604,0.566560981392784,1.63782901086634,2.08368096732049,3.53376848588204,4.6733633165007,4.95287390534159,4.91063314054058,3.18786069171074,1.35566987887085,1.62534701411134,1.29057600095527,1.17681253376337,1.7866387822572,1.75084250679288,3.2057113139965,1.95437225678869,5.33144874003946,4.8068517835965,3.46626436850116,2.27461544083539,4.03125436140019,4.30684738955453,5.80049436761264,5.18941738789096,5.94325659166561,7.25925897723677,5.28442187846426,3.96152377909376,4.82039409100473,5.69821270475939,6.69341594316003,9.21586795514363,7.85303888080601,8.31859462887404,8.23520965663524,11.3145535530831,10.2169760024037,11.4709753855466
Cyprus,42.0421049324866,35.0929538275259,27.0869968568699,19.3082257193871,9.05462148571824,11.1348992179755,2.78442090878032,2.38418121129933,1.60376349834278,6.16933674681306,9.54809486178888,9.6298312202993,11.6216130162066,12.7191815647427,33.0741358701066,47.9291233663324,85.3600127720717,142.727092459395,70.7023906050913,43.9768867716466,76.8478942685008,63.5604593298659,44.6376945671531,26.7522970671876,24.1049496834255,52.376405324603,49.101903997215,57.1164750343501,59.6173141388482,53.7078950872054,49.735020471837,50.7668008616056,32.6836158544886,41.2769979654592,52.5916591515818,25.0519040849918,25.8566296833651,,,,,,,,,,,,,,
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,,,,,,,51.8895162325164,73.1690843733349,68.2265317594154,69.3099313489083,73.1954808132556,62.0922463400556,73.5043111517327,100.97345041001,140.547390006916,153.596799471341,114.663753536111,171.081555165753,352.337271816056,72.3624239851154,214.739528360965,182.075279985549,161.620047260537,175.704779449281,265.576508354383,201.849606047304,267.051144720669,226.840901159409,184.87609707792,140.260478403775,368.155222394138,184.237356032329,188.733204696208,222.738072751494,209.664084120029,168.178415640257,150.34898841464,128.36553987578,117.542891978982,105.470556077873,98.5613378328529,79.1084359208329,96.8269254641747,101.982966497358,80.8075208696068,91.6910264768354,139.920503301031,134.146878979526,164.579330462954,191.161462693071,148.798941394101
Dominica,,,,,,,,,,,,,,1.25444281831486,49.8530865744802,109.166065582866,59.6024666886907,67.4276685010625,95.770474137931,120.792290648942,233.827278521351,195.823493512352,222.973152755235,132.714356429021,218.563035627661,225.294349308092,160.499575470406,219.44310094659,249.23334262615,334.924199887704,276.908326988692,248.863668445273,178.969025675714,125.173852573018,240.224246671338,350.316686284401,605.894583052371,205.516190046015,273.505729987645,140.565404339814,218.021586864164,283.525566259162,427.122263747998,161.416184971098,426.129373109268,306.420021762786,283.988355167394,283.630943682965,325.855719714198,529.283590000294,478.91730743687
Dominican Republic,0.051375953817248,0.043841894437487,5.93529034852228,13.1424494274331,6.15700712733873,20.1516174202848,12.9806314135763,14.4804463225418,14.9963559160167,9.91962391607419,9.57536577564785,6.79442309612222,6.18556398091732,5.19881426965144,4.16815932729256,5.80367152656962,6.24503397514613,6.20987757379065,9.00293734389485,13.7128880836522,21.5271672401837,17.699461358144,22.3555176972663,16.0172234727533,29.6028823942163,31.9230403730119,13.8636111762871,19.0709191027015,17.0981723197529,20.3305306872724,14.1299123545137,9.22637675607024,8.76079853917224,-0.24374020125078,7.88045477439546,15.077733827722,12.354173329387,8.6696733580608,14.2023477178702,22.4209414714588,6.51771590835952,12.2458016358906,16.3597704937274,7.6550253807558,9.25852399215112,8.70333292423459,5.72444866270814,12.9165541503872,16.1376967573959,12.1539041316537,17.6442383241398
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,1.32230853895944,2.27344686271991,2.67286170001653,3.62191871350107,4.12619468952137,4.03397085358901,5.08074691128684,5.14901954467511,4.36523341206862,3.44062329262303,3.89621435976843,4.33284720901232,3.82754025746524,5.48790513562396,6.78260672622407,10.0134052526586,10.5160709786965,7.40243953785811,5.84675029645682,8.89030263205155,5.75535156590173,7.11460691521697,6.23465286466769,7.18669842008512,15.2182072157239,14.8285172186806,15.609607512861,23.771774227467,17.5192475832404,16.1123211087064,15.5273767475487,22.6302039605859,22.3565238057632,21.2897037591451,18.7458937981484,19.5757286262575,21.5977556773204,12.9114944320136,14.7454936985277,12.2018197281767,11.8379690341606,14.624719049563,17.2290162104075,13.4685946834584,11.6050814040173,16.8183553568558,13.76642373869,15.6891247123318,16.4056530888385,14.5741358277205,10.4059948817604
Egypt,6.39391482514143,4.11081431786469,6.39402690979474,6.86127748644194,7.59765873286616,3.86387343491644,2.98401560059559,0.987553060777068,0.750307261041589,0.282132521749211,4.75847377312369,3.77430242885926,3.72406196430351,23.0912891930908,35.0569816368531,62.4917320109302,59.2658547883715,62.8949268084293,62.8572272636155,35.7709129608075,30.8603546539361,28.1434310973061,30.7303350774057,30.1322296310877,35.8107307184709,34.9603851193135,32.1647157765451,32.4294482321685,27.4776370235214,29.5308977639026,106.688082275344,93.332481599636,63.3461534002938,41.3629207511583,44.0809154123386,32.6452726637311,34.7259617628492,31.26780190552,30.2260626339618,24.3788718189722,20.260044806073,18.9610584317462,18.7030549729139,14.217234663031,21.316357232929,13.9374014993825,11.9045708134319,14.7689990009562,22.2223788380311,12.5259352857035,7.30278765899521
El Salvador,0.25963769722999,2.58104950089218,2.09731898934298,4.33767166122325,4.20523852570631,4.45639665505209,6.23699317699869,4.42351204186351,3.84638319868166,3.49209823409817,3.9745085459963,3.32040270177571,4.60922296627242,5.64645047530483,7.10808864221726,8.82222681229052,6.87424639454797,10.2193059892295,12.2578256756201,12.9681178233654,20.6947073221594,35.3528209415564,45.5435996197476,59.6492403523422,52.9437568407994,69.0627972444538,66.4248236322421,82.1448644091612,79.9970710454537,83.7381580914051,65.1247496175585,54.4809430309116,73.4238078861302,71.5359308401236,53.8717685237172,51.6203209927232,51.933875090371,47.7025323923897,30.7820711362878,30.9739618419196,30.2442383008953,39.8120893519255,38.9580699348205,31.97957301653,35.8944213036376,33.7921759692112,26.8203718272835,14.4356507959195,38.0691944111453,44.7972485006306,45.76946881742
Equatorial Guinea,,,,,,,,,,,,,,3.84942277714891,63.6697666777524,9.15043653458697,1.83780093990391,3.81042241254173,2.73889933384398,12.2259618066532,41.8438494528112,43.9667176674861,55.681419317783,40.849763240356,50.9702043915411,54.7285324053046,62.1725654411966,156.179857698232,136.226378613226,155.164562202443,161.09145276514,160.864706004098,154.610684693742,127.281077030914,69.4618053527412,75.4756206965903,67.3924879898364,51.4512599315112,45.2013056333613,39.9602381741306,40.8739767093278,24.6465436201007,36.3436977502981,36.5909730611417,49.4240361889066,62.7407489070144,41.8839298983504,48.7004919743577,48.4352895171116,46.2330149827856,120.94500150628
Eritrea,,,,,,,,,,,,0.01582255114376,,0.310212185134632,1.04636771697651,0.765812612271911,,0.9416375699177,2.12107783452151,1.72688014075324,1.89557949242214,2.21098294941973,1.72879707226295,1.68674012357433,1.64526541970172,,0.346693995398677,0.674070658782736,0.656453562146787,,1.42481940414052,,0.314068477606446,21.2888310510696,48.3825963265635,46.1602681771815,48.265163272261,36.9757705559289,48.8031260136326,42.001364451105,48.266211797656,74.4136417490694,56.8171952854234,76.4612230129056,61.3429734506962,77.8439443131145,27.0780055348476,33.003644217506,29.0003822116167,28.1855740233715,30.5576514425328
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,0.680608424025699,0.907972247585664,1.13932845088378,1.02747128093978,0.643141557348365,0.821422059369859,0.972120986197604,1.03318309378018,1.5413145451397,1.37388144275567,1.37019498551454,1.5776755881904,1.54423925657215,2.10391285255221,3.62035142927851,4.00346321565204,4.1733499992594,3.39462295734927,4.05085083322083,5.47483668663965,5.95885280877062,6.73464166827947,5.34120014165314,8.78292776500994,9.03513594408219,17.2408181341633,14.772310719116,14.2110678256361,21.1744735150205,15.551382603244,20.87899676374,21.8379044555929,22.472521320585,20.1997259515125,19.2306391263813,15.3656423857587,13.883770918001,9.56239039356987,10.6180748272462,10.0692347372205,10.479445536352,16.3903246314829,19.1826067038835,22.9773638713782,25.2096402672564,25.9591943381452,26.7596912326719,32.9190875637281,41.8986789071009,47.037021631502,42.4982460119942
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,2.74553469288144,2.48073744218776,25.6663891280781,10.1559150754587,7.6368584983361,9.39888118822553,8.62839940042071,5.80010739421465,12.4473093968166,17.1676345942552,13.3703451124281,20.0138818089991,15.5845304193086,26.2926624162903,26.2633837142261,33.5741562238786,39.416915575298,38.5593801082404,43.1909443424294,49.4064310409457,56.4617808678461,61.842747993106,52.4197953188808,47.3258143059926,44.2868278809995,44.2740862410303,58.5636051131817,49.179850811419,74.4791097373515,58.9312041347094,68.0679306415519,60.9442620453662,85.1965889123531,81.088133343753,53.034705671096,57.2422390998013,59.6268954382048,56.0286951643101,45.9856248087575,43.213326608231,35.8745278532692,31.8245415940499,42.1640108974736,62.5444277099221,80.0388718376954,80.4081925420003,67.206411238023,60.8308481000686,53.6359229112512,83.2900203326673,88.7729005615699
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,139.74235004211,151.843382677418,176.231054194434,172.595655704804,178.313731149434,171.653969334415,232.369424274955,412.566268712974,299.216602310467,552.683682195327,580.062002763979,602.997964166431,637.079204441633,981.377556238962,1055.34156640061,942.449417554952,1080.9292921729,1078.27500257743,1014.98525073746,988.311956971452,1387.50350238162,1611.04667702475,1770.59943114989,1509.22677097005,1328.97949156273,1561.53491356836,1605.99761157061,1607.227196931,1738.84480322143,2089.59304534796,1835.24698871791,1635.26463610588,1616.12944046149,1505.14704622921,,,,,,,,,,,
Gabon,0.041174968912898,1.14661523278337,5.3725693702494,8.20760800787607,29.829653807396,25.9424563640711,26.6526944331854,29.4133218817467,25.8076793866744,35.8883567122352,44.8703179824976,43.9480627278926,48.6035979710444,69.3087342445985,42.4408852941126,101.441510739532,55.5543740890211,43.27494321856,67.3166346332693,55.2015640945632,81.4190767914614,61.4149771738868,85.4063533489371,85.0187025068862,97.8125994789738,76.5296481525806,96.0478126377672,97.3750406913083,121.306679668454,146.775898343853,141.252728611347,148.713411717629,68.9102774266637,98.3458244059046,171.288056250456,132.011805096351,112.956810631229,33.8117894560856,37.8288803466402,39.4494150946836,9.43920134318378,6.75287868172408,55.5274878887157,-8.02286782989395,29.66140468735,44.08603013433,20.7917022141552,35.9501755011987,42.7839565334308,52.2566960448429,69.0817376448309
Gambia,1.44917812814492,3.74184904909934,6.54235339997126,12.9241363294443,6.33641125545428,10.3797777506411,8.60189289565113,7.06564476942759,13.405348825999,8.21970579276487,2.85612748357727,7.47197480272293,10.0043051313065,12.7710121820385,19.5515612468485,14.9411830294921,19.5527202609432,37.1574303494897,57.974455959428,56.3678780311494,83.5839475631405,103.214223894292,68.0404612762567,57.2852088399107,70.4027992425067,62.5146396689483,125.88595030857,122.143885947008,93.7981839986294,106.321873144405,100.66749400456,99.4155317542437,105.286781691476,79.7541055985691,62.9147358750071,40.3398026786055,31.1316161159208,32.5818218451839,32.0968063187934,27.1526315914759,38.270458967962,39.5755251655718,47.6368697017154,44.399210618006,41.6640134529916,40.201426103195,48.4340372232445,61.1050820149093,57.4228947128764,75.8027131520205,69.5443284343732
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043425215575177,4.17564378783215,21.3353423876525,36.4735889419121,44.1613857203211,67.0197786009835,53.3762909347692,46.4689234060571,54.8770353733857,38.283955367449,66.4212110158672,72.1689235712646,53.1335905195315,72.5794872982424,66.9746858662753,80.9777171441564,86.6238264515541,202.50245226635,205.667906048789,140.403790873158
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,0.436065461435127,0.426824466210736,0.781383081482377,2.43388969087574,2.65676768865941,5.91968718641315,7.78675095406168,5.55558350251811,7.48431572597923,8.40038000315884,6.80732998549382,6.37842485449078,6.38755857170874,4.33461396977195,3.74734477098895,12.5077310395405,6.07172341876767,8.75255278740674,10.7232537360999,15.7740627598027,17.4691111398382,12.8507833936081,11.9684541381879,9.03596720273649,17.1333028252698,15.1282263430642,27.0910815462818,30.018972471586,41.1099860387778,49.7428577800885,37.8357532726554,57.7433175695822,39.1406482191605,38.8575283154788,32.9981748556541,38.1498956780415,37.2839639481057,27.6450903795802,38.3756722033281,32.4743813688589,31.2107856360573,32.6309776278998,34.1149291294911,47.7150509267015,67.1731050381794,53.174691122462,56.0761759876478,51.3028057841348,56.1777902643102,66.3949508575283,69.3896475060515
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,0.53425652861478,19.8693989775315,29.7593281966929,29.7638587967522,37.0559389353629,29.0975272719102,32.0874949157138,35.4187280741207,66.9583664810395,66.1183680051605,77.3698424449704,279.283034597749,344.706683763424,239.25166396834,192.656300354496,204.433648370042,151.366430748566,143.451143451143,170.699817366761,133.143863334466,80.132773999104,182.755530494497,108.023921008756,117.668086627543,87.8868555706212,61.4509133660676,101.52534680427,162.526348968696,108.030000688089,99.2604507915334,105.484612750135,152.652383973452,511.028481320692,259.518425419995,222.98970667905,319.119192464545,459.283168583148,323.868041000316
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,3.80143478315231,3.31571736609895,2.1292066348356,2.63954985369447,2.62294176724153,2.97714276596299,2.16031190243974,3.47614581984014,3.21964611788554,3.27386318118419,4.03290423990952,3.4960525154607,4.71282699040016,4.49392195363782,4.30860201270206,6.34851925685396,10.1903998228737,9.4018998163627,10.6325296037936,9.68632584060402,10.3176529641793,10.4396349497181,8.59987466744469,9.98070230417787,8.41070724751364,10.4001643308934,16.5447576032758,28.8595249512668,27.5805490327454,30.0764931985343,22.5671908212487,21.5122228588751,20.9445989515395,22.2100918065222,22.2919563837747,20.8083828598672,18.7714178276158,25.2263150889924,21.7659841498126,26.7114646072638,23.4161818070337,20.3515493452977,21.1476760309926,20.39744181464,17.5029528977738,20.1766841857856,37.1533231084786,34.0134272117299,39.1524380597079,26.7628680063587,27.3488040701292
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,0.045188089775178,0.704170666476661,2.79494101961314,6.29577099822016,3.76108942854582,6.2837092091918,3.69832845320175,2.01857034250849,1.51183681481263,3.27583107444088,2.46770734098395,2.27604438262713,1.13286522427775,2.63854042152212,4.63826779311874,5.6848096148629,2.42086605145817,5.24079724120723,13.6968329596154,12.7457064105902,20.1210348207136,23.7894697813875,25.2716776463926,14.2051312404127,25.0487034972757,22.9344242417595,33.3486530628262,42.7088732950106,47.9682539563086,65.9519151770764,50.627029951519,62.0533729358073,69.1694882883691,59.7072702202204,49.4140470356951,54.9778030689066,38.1847449343335,47.7690548479702,44.2987186677596,28.8884042548277,18.3270725123153,34.0933005631621,29.5016720635691,29.086383574296,31.3331018195878,21.9190554433316,18.4265471817305,24.3321176164724,34.3442014999304,21.9583275323149,21.8101524907354
Guinea-Bissau,,1.35973342510135,,,,,4.71207700305195,0.85757669005665,,0.117359282029444,,0.179197747973029,,0.015439175053998,15.0226384890153,29.9086748123144,34.4555059482544,52.0212347882849,63.5438267960001,64.9142817598654,69.6132689360672,74.8940305533071,72.3231953515504,70.8081316449326,60.0609554097926,61.2546629800334,73.7195421191414,115.977228491951,103.214366882951,115.301248344238,124.275225116677,108.749401164993,101.337408236757,87.4656609611507,158.077539227001,104.496921961414,157.477776964704,106.208766473122,80.2875371255504,43.0765994303568,65.3445155986152,47.9896905178854,46.5597436577471,114.420879300575,56.9728538037342,48.2783076636238,62.3579354091604,85.8873564009322,92.0236325603247,98.7453844702585,91.9534009492986
Guyana,13.513417020122,16.2885964196345,14.0646500573067,10.1247400905135,8.12898632983482,10.9142520770649,13.1785950432066,16.79677383551,21.8769120652036,25.5550096290147,23.5591851685356,22.5131406584854,16.9334201295692,10.9328756571212,16.319068710807,13.4880857468326,29.1720848440227,15.2266089253372,36.0071208597009,44.1433859784085,53.716518891532,84.7098140896789,50.5106147467146,40.0165135073697,30.375781642428,35.7486868643865,40.0797299383234,37.395628692006,36.7764456077052,60.3724247988387,232.173820680865,178.838009089803,124.154419131721,146.680479894718,108.058335810788,117.709439420643,194.515699803838,362.55229580825,127.16679124604,119.166748690355,158.013697976132,152.503580039901,97.3291726004084,129.648749873469,195.148055174973,200.915261278284,232.948159947402,170.451212423407,221.241175233974,230.208509016445,203.063514174419
Haiti,2.51842145136577,3.33857991462666,1.22262937878996,0.806268727174496,0.933558342382403,1.4721163837894,0.956634628200625,0.796052300186375,1.28100963843999,1.09012688947216,1.63918971370235,1.27238192817175,1.37976420998248,1.56998938090623,2.70546748041953,10.9236409102023,13.421957834321,16.1192717511869,16.7142696700969,16.3152745760616,18.2706460762065,18.2382656789282,21.1634261621506,21.6138033361853,21.1198159469734,23.2706034047761,27.6153475470147,31.8432851513764,20.746924410814,28.0864052883905,23.4937389094577,24.3746846441824,13.6038823739731,15.9312625112899,77.6523070828732,91.6805679518643,45.7313789770618,39.6924273537095,48.7843003186317,30.9345409575441,24.037140800551,19.3734459471986,17.433196064308,23.4446992358132,32.4098406601196,45.5309800880728,61.3558028917404,73.0179977983969,93.675934633289,113.506959126404,306.691108505574
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,2.38556060674258,3.08310641605577,2.80885726323674,4.32524188518951,5.24222133316488,5.47786614342475,4.53435748030388,4.59482021608139,7.46114672568635,7.21049958788957,7.57009874235922,5.55169116673097,5.85935644207208,5.08871393014919,8.75775104141516,16.2893063314606,12.1966810149064,16.9901552230034,26.9657855084002,27.4480222633326,28.2497712011115,29.0972684698706,40.8558239050497,47.7340827735993,69.6221023104451,63.8117121444815,64.1764530934754,56.5265249709542,69.5632215267921,53.3082662316391,91.7286709722495,60.0177885006554,72.2870340613856,63.382881474747,53.7523634405997,72.1745030895416,62.3891087608131,50.7864905912958,53.0571147984373,133.919217938959,72.0937783595156,103.520063422522,65.0124854786357,59.5778366271836,97.5689620603376,100.309002022461,84.6935828181292,64.8626540215642,77.2764531459553,61.2153977967289,75.5474227829555
"Hong Kong, China",1.89556201137662,1.61611060256936,0.577877284279317,1.59314800198778,0.079894995149232,1.18124461491426,0.680459516791096,0.711829805522725,0.347121781891814,0.333859571935092,0.356150543066431,0.897337651101278,0.700843922785915,0.214541682384006,0.23764477873656,-0.255513717052179,0.593182824258521,0.451600235617514,0.503481521156936,2.415968517354,2.15085619482135,1.83663232627233,1.50631588944819,1.64262595648351,2.54728690787158,3.7535280964774,3.34322846902943,3.46838386548609,3.92707370815268,7.14361084731455,6.68945569287405,6.27086230876217,-6.72355831393845,5.12963904422979,4.45206614308911,2.88007017429866,2.05112267889053,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1.62920512713441,1.3493605269969,1.45231870453455,2.05333690070789,2.50187770447078,2.58702460584937,2.44599152992414,2.64924763862275,1.7452952534394,1.671625879455,1.48889488182951,1.7689885884865,1.05868360479957,1.31200515141837,2.02499456519207,2.57386037625579,2.7306596954417,1.5084182311667,1.6913018547231,1.99336904947797,3.12738109981249,2.75797411528933,2.23521250209246,2.44470400942964,2.17421227195985,2.02414090131596,2.48219626850388,2.06927285458648,2.32649009921127,2.06803176746787,1.60099942337218,3.0678313370075,2.66228360480652,1.57521974138172,2.44869541524563,1.79308950266891,1.92611443117374,1.64035444600809,1.57505690188231,1.43167919780895,1.30263067262536,1.6166992788619,1.61465928059423,0.659905456105418,0.689248504809288,1.64536796016941,1.19641650069532,1.18458569666167,1.77776015620676,2.07030416754922,2.29162760726055
Indonesia,0.903567822596878,1.20773753074411,1.63311596797593,1.09222311891457,0.658861459625132,0.41163091722084,0.77620876427209,2.09318709475347,2.89904921624881,2.84869710589258,3.9293102652935,4.8205293862804,4.00714031088701,4.8003994413605,5.04755182159699,5.12035538235648,4.8523797591498,3.64579644616872,4.38154809052098,4.87715093085091,6.27177910119162,6.2995773617327,5.71614425193352,4.60303793309593,4.07196008565979,3.57763995903645,4.13541903797956,7.11894866833244,9.15841417294171,10.1295887685308,9.3078264121674,9.73306204581658,10.3364903082629,9.98172603974436,7.88046336322493,6.52551548570838,5.29336336225114,3.92814969851188,6.03418159339625,10.0785916101463,7.74618344534129,6.77514474453533,5.956588833495,7.98582811557207,0.587115607960661,11.1480624940677,5.73385669491031,3.88829566822577,5.23776954932513,4.40802908853564,5.80524684405598
Iran,1.23323210041791,5.7505217225072,2.43525233462172,1.15032231105851,0.174935997801132,0.854625422704437,0.440504386067988,1.21482664730002,0.308386508539215,0.610475086114067,0.73093266205222,0.25661769449361,0.294062237676532,-0.120621072094925,0.284941500693996,-0.228096256498266,-0.398356062072161,0.980962555233299,6.61275036607636,0.154146489544652,0.799968042754274,0.21843376542148,0.069101114167585,1.10640887339916,0.285773385946893,0.353354344618556,0.555563487571862,1.41610849788569,1.56975157238616,1.708342245569,1.94001948184148,3.44916481256224,1.85218787283057,2.41765492856769,2.20443742506949,3.12163669751521,2.69831700985828,3.23020969973237,2.60291633070941,2.50877796143573,1.98753276571038,1.74217780187408,1.70384085781216,1.91488031557251,2.76877339767745,1.56284043280154,1.64106796163548,1.4329010487195,1.36105913668457,1.25968816831633,1.63828650831384
Iraq,0.196479041377402,0.089827450714122,0.280451032156284,0.645676426766591,1.56543157599459,1.26368764093447,0.466944869908474,0.45058610982175,0.244473850105503,0.442696452742463,0.804247945849966,1.57942209949413,2.12238091326303,1.20363200028525,0.37071248661316,8.30218563968837,0.518207508711644,5.63829942447409,4.80042941123877,1.28830845100383,0.662834231257128,18.3043897572378,0.421793548874432,0.86423975340359,0.263020082957319,1.65108631917526,2.05955161308748,5.48864071854093,0.554053455077346,0.615427574676927,3.46758609454556,29.5340228489886,7.18024126546527,8.53099631569177,12.4681484302822,15.9186955863877,16.2325200117072,9.99387704473585,5.14509171750773,3.25519743202693,4.18818390877779,4.92025576668412,4.432744036673,87.2004831218951,172.836738602165,799.215187439782,312.642000971832,314.22371813278,327.535766437676,89.772644048652,68.4225316346071
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,49.7913927020558,49.1304347826087,46.4020933275185,47.7679697351828,38.7717171717172,47.9243074522044,42.2594142259414,25.7449908925319,22.1155904388156,19.1692735488356,21.2373907195696,23.5320951449984,27.1188055908513,56.7541183648566,34.8208469055375,135.305354558611,182.094537220492,220.703016883476,243.813008130081,312.910723718965,230.056730273337,195.250252780586,212.711485983627,327.644336175396,301.974032219283,467.375383888495,450.595487322633,286.289768825818,279.39216569113,263.780433820274,294.396995708154,353.497676298242,403.234432949444,240.670975099791,229.149842563438,60.5211902614968,389.451862262825,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,,6.10806172132807,7.50684910613684,2.02106689836881,2.30579020813907,5.60795454545455,5.73151133336264,5.41052586763548,8.80624592039416,7.19266142565379,5.61797752808989,11.6953267057072,8.8044520296054,9.67240682772949,13.0221153184551,11.9771485345256,12.6808652574443,16.0289479400748,58.5778914635601,58.1092336109244,58.7201125175809,71.2019608749942,81.5872005817917,80.4578721885041,74.5909908329313,72.9392929773701,75.8498159088963,71.0499446949715,81.5226616873196,110.122531475009,113.230125523013,66.2581953339602,48.8105123596694,40.855810707449,44.2479305226486,43.4435483870968,23.0086700741014,28.1049999554065,7.26304164943273,-8.73639160920965,3.30579974003877,20.7310488094138,9.17671206260929,2.48314735118254,31.3217846177173,14.9373679444612,13.9649280913221,10.4940578518574,31.93286692468,55.3865558688233,52.2628871701884
