Total 20-39 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Burkina Faso,30.360205831904,29.511579912864,28.6864406779661,27.9265194449873,27.0019618334225,26.1742792355037,25.6122448979592,25.4349519605297,26.2590744101633,27.132701421801,27.7601713062098,28.6836363636364,28.2117415868337,28.0033662949716,28.0965662292534,28.6669082417361,30.6500107380629,32.2085004009623,33.2540120142778,33.7719181897764,33.2745573433253
Burundi,29.1530944625407,27.645305514158,26.5986394557823,25.9028642590286,25.5119453924915,25.2582925502991,27.0041172196658,29.0600040958427,29.2026051751452,27.1076523994812,25.185414091471,28.6527514231499,32.9421429409694,34.2896610349591,34.0118251429679,32.6733560293854,31.7187630939412,31.884858044164,32.3577599046768,32.3755735968938,31.5640576586286
Cambodia,28.8147295742232,28.7838116869709,28.6345233713655,28.3783783783784,28.0732093961666,28.4627307312949,29.6872684155921,29.0282750956908,28.8338493292054,27.8885862402249,26.7027196488753,29.951690821256,32.8860843573564,35.8217168011739,37.2020783915057,34.5227428450957,32.3466494204268,30.6126313796042,30.1987594512609,30.3283322461405,29.7486972600437
Cameroon,28.97447380206,28.7142857142857,28.3891252080636,27.8035064505458,27.113190991518,26.5686900958466,26.0491243529023,25.8064516129032,26.0116079457206,26.6291974957314,27.7683241948699,28.9770495482857,30.1533219761499,31.175568386864,31.5262033842615,32.0089133965328,32.7284805258374,33.1945077113295,33.430781411779,33.0119375573921,32.1745521859857
Canada,30.7490718497488,29.2469018112488,27.6189412553049,26.0125006351949,27.8918769570823,30.7536081583268,33.6664355345271,35.5119572788484,34.4139200750875,32.0445005630823,29.6845466988203,27.7764021295035,27.249122185831,27.1638679138961,26.2210242587601,24.8221630150806,23.569611413179,22.5672277036177,22.4852210367649,22.8261119676016,23.0873148106453
Cape Verde,30.1369863013699,27.810650887574,26.3959390862944,23.1441048034935,20.2247191011236,20.1438848920863,19.3103448275862,23.1974921630094,25.6338028169014,26.5664160401002,27.8538812785388,29.1666666666667,31.1890838206628,33.5766423357664,34.020618556701,32.8990228013029,30.6501547987616,29.0225563909774,27.8425655976676,26.7908309455587,26.3532763532764
Central African Rep.,28.9493575207861,28.9906943450251,28.6950732356858,28.2160194174757,27.5013668671405,26.4749628160635,26.2345679012346,26.890756302521,26.7826680313886,27.6627662766277,28.0373831775701,28.3520234032179,29.5959147424512,30.7692307692308,31.9790301441678,32.8347826086957,33.1707317073171,33.3690330477356,33.1885945867709,32.8058345947434,32.3908469226723
Chad,29.0004113533525,28.3420463032114,27.5943396226415,26.9567845270474,26.304347826087,26.3842079922966,26.274679973964,26.1011106855611,26.0727153619391,25.9783980922991,26.2556534158534,26.6992713843697,27.3794002607562,28.1009377144164,28.8284659281638,29.7036730348376,30.5710379640341,31.4733512722466,32.3007145607805,32.8680351906158,33.1509216589862
Channel Islands,29.4117647058824,28.0373831775701,27.2727272727273,27.8260869565217,27.5,29.3650793650794,29.9212598425197,32.8358208955224,34.2857142857143,32.6388888888889,31.2925170068027,27.5167785234899,25.3333333333333,24.3421052631579,24.025974025974,23.6842105263158,21.8543046357616,21.8543046357616,20.5298013245033,19.7278911564626,20.4225352112676
Chile,28.8954635108481,28.1679727931391,26.9552707297934,26.6967279454272,27.0628786296219,28.2944620405029,31.1035592917188,33.454455363779,34.0864291129644,33.7590227651305,31.9540826253324,30.5086825796159,30.2848138204739,30.3157072735386,30.0016095284082,28.5996055226824,26.8048533872599,25.2032923443078,24.5057741240947,24.323930669515,24.0391131764934
China,29.8510694519884,28.966094810164,28.1654554856129,26.7205477271807,26.1433590987694,27.7746011433689,29.4534359300581,32.4130426939152,35.1001541911357,35.6803755003216,34.8277838027269,33.2671112462479,31.9971672224897,30.0396562172725,29.2277012429113,27.7530726564543,25.1677985432844,24.1756761377235,23.9629787699039,23.8604528125297,23.4320882061531
Colombia,27.9629938323054,26.4771823244377,25.1889798213282,24.1810344827586,24.7503867247926,26.8494179496808,29.1376938236716,31.5975463395119,33.1496371247026,32.8899371931653,32.7927792024941,32.3004018676392,31.6486317199076,31.6237066434487,31.06277975439,30.3173764999363,29.5905003055968,28.7105814032008,27.9784907335844,27.3036661881643,26.5211997837081
Comoros,30.9677419354839,28.8135593220339,27.6041666666667,25.9433962264151,24.5762711864407,24.907063197026,25,25.78125,27.2935779816514,28.6585365853658,30.3085299455535,32.4675324675325,32.6589595375722,32.1148825065274,31.4285714285714,30.794701986755,31.7248459958932,32.3754789272031,32.345013477089,31.4893617021277,30.2363488182559
"Congo, Dem. Rep.",27.3622855266398,27.6567559611422,27.796918676461,27.8352282465863,27.6805521321173,27.294840609397,26.8715495031284,26.3581937456213,25.8691952346219,25.4908508080673,25.5906828510161,26.0380168926353,27.0692654734173,28.2909438495421,29.5683527116304,30.8887077048512,31.8292739076385,32.6713267889738,33.3527271598905,33.6285868976719,33.6587283832611
"Congo, Rep.",28.8366336633663,28.5714285714286,27.9920870425321,27.209705372617,26.3670411985019,25.8542875564152,25.6480970766685,26.0746339159188,26.8601798855274,27.6159654800432,27.9881461969048,29.5461200585652,30.6198457036446,32.251953587497,32.9076202639421,33.0911233307148,33.035225406096,32.8036904151717,32.6895219700628,32.1940799511749,31.5505683474206
Costa Rica,27.7432712215321,25.886524822695,24.0629685157421,23.3881163084703,24.0659340659341,26.7543859649123,29.855195911414,32.826409495549,33.7337662337662,32.9117562517965,32.4173027989822,32.3094688221709,33.0963154492566,33.5485172483357,32.8127975623691,31.1718891505162,28.769737983689,27.245308310992,26.0954552858772,25.298900047824,24.9058380414313
Cote d'Ivoire,28.8338658146965,29.4117647058824,29.5005807200929,29.4270833333333,28.5741590214067,27.7450536172784,27.0610596341174,26.7424097765897,26.7840152235966,27.5397143238553,28.4275710399907,28.5595510288921,29.3277700509968,30.3816289443251,31.1257049569605,31.9826484632457,32.6113671274962,32.9119294077719,32.8857300217682,32.4333594668757,31.8078067000208
Croatia,28.6863966770509,29.947063271994,32.0722057368942,30.6236350400388,30.2085830736034,30.1758499413834,29.8606351382225,30.3308001788109,29.5706064630367,28.3297644539615,27.4866785079929,27.3975686627645,27.0748299319728,26.4880952380952,25.2373234545034,23.3717375969904,22.2248803827751,21.6499877959483,21.2983770287141,21.6091954022988,21.536853110298
Cuba,29.734752491975,28.914373088685,29.2115950147038,28.169014084507,27.2289156626506,27.6464978276995,28.4029683846701,32.2590241967473,34.8819641170916,36.2786434463795,33.7481962481962,31.7402179739146,28.8557657979293,26.3420724094881,25.8531356083616,25.3811659192825,23.2123411978221,21.7061435973353,20.6444254348446,19.974404410317,19.7943444730077
Cyprus,28.8888888888889,27.683615819209,26.7015706806283,26.7581475128645,27.0358306188925,30.9210526315789,32.569558101473,32.5617283950617,30.4985337243402,29.6853625170999,29.0978398983482,29.1866028708134,30,30.7027027027027,29.3814432989691,27.120315581854,25.1901140684411,23.6648250460405,23.4080717488789,23.7554585152838,23.8500851788756
Czech Rep.,28.9043244454403,26.6063932838231,27.0346705771447,26.3157894736842,27.8849097030915,29.3900737492525,30.0719704337677,29.6285520318107,27.9184861717613,28.062015503876,29.9491392801252,30.3746567281287,30.7492795389049,28.5659910552859,24.7776726584674,22.7706855791962,21.7395437262357,21.6508666092119,22.6729620350742,23.0746904024768,22.4349008938982
Denmark,28.8925310231796,27.0105879702636,25.764192139738,26.1609581844925,27.8409090909091,28.9863663307647,29.8985167837627,30.3148836299628,29.9027237354086,29.7493782284293,28.7106446776612,26.2322318626546,24.3110056579668,23.8095238095238,24.0820734341253,24.9060654857756,25.1157819736373,24.275297883692,23.6405776430736,23.4767025089606,23.6301369863014
Djibouti,27.4193548387097,27.536231884058,27.3809523809524,28.2051282051282,28.125,27.8026905829596,27.9411764705882,28.0397022332506,28.2647584973166,29.0529695024077,29.8630136986301,30.7692307692308,32.3094425483504,33.6477987421384,34.1439688715953,33.963963963964,33.0820770519263,32.0695102685624,31.5396113602392,31.1743772241993,30.7430129516019
Dominican Rep.,26.4003294892916,26.7302259887006,26.2906595046255,25.6072874493927,25.184862983906,25.7598784194529,27.4092827004219,29.2752749736327,30.8558253085582,31.5277606795519,31.4955281331371,31.2421317666807,31.0513447432763,31.1039558417663,30.9022622063062,30.5713331105914,30.1045856798069,29.387436597737,28.7697353367401,27.936650904451,27.0292388959155
Ecuador,26.8810858660372,26.2694300518135,26.0193737328227,25.6365403304179,25.5026809651474,26.5489287782281,27.5957313245449,28.9606679850582,30.4796186399455,31.319596668128,31.3865648606937,31.0748736793753,30.8016264885274,30.9584161128999,31.2565036420395,31.0898233391391,30.3560724133797,29.3275109170306,28.0913595716808,27.0396139602738,26.2022571857453
Egypt,29.7262120578255,28.6745702916684,27.144861325947,25.5685057325648,26.0450341551176,26.3617768125458,26.7565377863798,27.743119990524,27.6493389631065,28.0394613216411,29.2833425961552,30.9671315257401,33.0657953926652,33.147377367125,32.4526809882501,31.3696163702356,30.0662729362968,30.0945040041887,29.8094870044976,29.0657439446367,28.0381984652678
El Salvador,27.2025431425976,27.2203947368421,26.3442800433057,25.462392108508,25.2606255012029,25.7790368271955,26.0617760617761,26.125225045009,27.0407205854757,28.5614525139665,28.8189771197847,28.8731232469889,29.5333440981754,31.1971168912567,32.8245428441892,32.5648832825866,31.6060732692576,29.919028340081,28.2877432930037,28.0649735722573,27.5634517766498
Equatorial Guinea,29.2035398230089,28.9915966386555,28.3464566929134,28.0442804428044,27.3037542662116,18.8284518828452,18.552036199095,32.484076433121,35.2785145888594,33.1858407079646,28.1132075471698,25.5737704918033,26.0806916426513,27.4007682458387,29.337899543379,30.0720906282183,30.3655107778819,31.2068965517241,32.0859872611465,32.7420546932742,32.8719723183391
Eritrea,26.7716535433071,27.5534441805226,27.9298245614035,28.1750924784217,27.9220779220779,27.3758865248227,25.4655870445344,24.5901639344262,24.4775174160861,23.3312538989395,28.1061850027367,32.4910554561717,33.7610111068556,32.9227696404794,31.0462866497991,31.2626603646185,32.4427952999382,33.5837887067395,34.036049330663,33.1956329300679,31.744854440942
Estonia,27.6615104640582,28.7316652286454,31.4662273476112,31.4197051978278,30.3519061583578,29.7486033519553,29.3677770224337,29.5737704918033,29.1534054742202,27.7083333333333,27.332361516035,28.1575037147102,29.5216741405082,28.2397003745318,25.8620689655172,23.3560090702948,21.4450422751729,22.5175918686474,24.2857142857143,25.3215434083601,24.4931062449311
Ethiopia,27.7352861404936,27.925309158989,28.0943722559759,28.0599827274868,28.0044215689661,27.5771005342399,27.2021237538479,27.1327649208283,26.9293686455594,26.7698571478713,26.6717545600244,26.9555317439057,27.9051978770726,29.3795525629436,30.7417287243896,31.7707246642909,32.6157845529382,33.0635854322145,33.3246734689901,33.3791752113088,32.9890916622558
Fiji,27.7777777777778,26.7857142857143,26.1421319796954,26.5658747300216,27.992277992278,29.6360485268631,31.0618066561014,32.2990126939351,32.182320441989,31.7295188556567,30.5867665418227,30.4347826086956,30.6791569086651,31.6933638443936,32.130777903044,31.7127071823204,31.4814814814815,30.4535637149028,28.9870689655172,28.0130293159609,27.1428571428571
Finland,29.5760598503741,27.9338842975207,27.5169300225734,27.2129710780018,28.9902280130293,31.5365025466893,32.4409119431081,32.9320546827178,30.4591939041508,27.8832974348933,26.3870094722598,25.2575352918733,24.5604190048634,24.9355432780847,24.3130118289354,23.4007950849295,23.015873015873,22.5818116073043,22.8223313329696,23.1767501370865,23.218221895665
France,27.1884113400583,26.6619046521809,27.6584564860427,25.7893873533995,26.6992299056585,27.6432323768704,29.1603336422614,30.9063007763134,30.1472528632501,29.416734194238,27.9101625260025,26.7606326313202,25.5164926397803,24.2366860201255,23.8687817649777,23.6653640883726,23.5644547410227,23.5222189084402,23.3737939620293,22.877748876803,22.4604699275898
French Guiana,32,28.5714285714286,25,28.2051282051282,27.6595744680851,28.5714285714286,32.3529411764706,35.2941176470588,34.4827586206897,32.1428571428571,30.3030303030303,30.1980198019802,28.755364806867,29.3893129770992,30.5841924398625,31.3664596273292,31.3559322033898,30.6493506493506,30.0242130750605,29.2906178489703,28.7878787878788
French Polynesia,26.6666666666667,27.1428571428571,26.9230769230769,26.3736263736264,25.6880733944954,28.125,29.8013245033113,31.0344827586207,32.4742268041237,33.953488372093,32.9113924050633,32.03125,32.2222222222222,31.4878892733564,31.3725490196078,30.4075235109718,28.2674772036474,27.7286135693215,27.1137026239067,26.5714285714286,25.7790368271955
Gabon,29.7872340425532,29.2887029288703,28.8065843621399,28,27.1698113207547,27.6094276094276,28.1938325991189,28.2636248415716,28.125,27.7828886844526,28.3400809716599,29.6269202633504,31.0459693537642,32.8658536585366,33.7457817772778,33.7160751565762,33.1867057673509,32.2088724584104,31.5743183817062,31.1475409836066,30.5825242718447
Gambia,29.0697674418605,29.5373665480427,30.7210031347962,31.6216216216216,30.7692307692308,29.3203883495146,27.479674796748,26.530612244898,26.8156424581006,27.4238227146814,27.9907975460123,28.0104712041885,28.1142857142857,28.7153652392947,29.8206278026906,31.126362535325,32.2238478419898,32.8552368245497,32.9855783982817,32.7453769559033,32.4029771398192
Georgia,28.8265306122449,29.8697916666667,33.1410718577265,31.4649397052256,28.1495644784364,27.6543713062971,27.2082018927445,30.0434864813764,30.6959706959707,29.856044172747,28.9329396878954,28.3762597984322,28.5443338074917,28.9422135161606,27.4623115577889,25.8164052455644,23.7503306003703,22.2343621961213,22.8248587570621,23.0927230046948,22.3378212974296
Germany,26.4478764478764,25.473160327053,28.3191188386689,28.4217316325053,27.5032301807622,28.3809548019726,27.9822197243546,29.6312029349295,31.5674845467249,30.9251068938902,28.7987523302426,26.2073484444013,24.2273569269767,23.6388223000799,23.1951456069235,22.1958666633021,20.7866106636867,20.0020988561234,19.6332370524619,19.6286947766238,19.8879512091341
Ghana,27.6104417670683,27.8852798894264,27.820324005891,27.5783040488923,27.4121552020144,26.6026602660266,26.3993468202849,26.7107488851299,27.3450026723677,28.495216004639,29.4777265745008,30.256012412723,30.9838895281933,31.5011513035728,31.6636791017012,31.6354386400298,31.6486540721842,31.6671551517412,31.6062047157832,31.393879842785,30.91146351713
Greece,30.6767116045467,31.5003138731952,32.1372854914197,30.7098584960823,27.2582480091012,26.3925729442971,26.643849823688,27.5674587192912,28.4955229754994,29.8406747891284,30.6195175438596,30.2449606797433,28.2124653491907,25.9367785473273,23.5111662531017,21.882206847614,21.5220293724967,21.4266559399303,21.3033707865169,21.0445329471398,20.6032906764168
Grenada,21.3333333333333,23.1707317073171,22.7272727272727,20.4301075268817,18.0851063829787,20.8791208791209,23.5955056179775,29.7029702970297,26.0416666666667,28,28.7128712871287,30.3921568627451,35.2941176470588,34.5794392523364,34.8623853211009,31.8181818181818,27.7777777777778,26.1682242990654,26.2135922330097,26.7326732673267,24.4897959183673
Guadeloupe,29.047619047619,27.9661016949153,25.1824817518248,22.7722772277228,23.0769230769231,22.2560975609756,28.2208588957055,30.5084745762712,34.025974025974,32.8395061728395,31.4685314685315,26.5934065934066,25.6410256410256,24.6315789473684,25.360824742268,24.435318275154,23.4215885947047,22.920892494929,22.4489795918367,21.3991769547325,20.5450733752621
Guam,47.3684210526316,41.9354838709677,37.3134328358209,34.2465753424658,32.9411764705882,35.1063829787234,34.6153846153846,36.6666666666667,37.8787878787879,34.0136054421769,32.258064516129,29.3413173652695,27.7777777777778,28.2722513089005,29.2079207920792,29.8578199052133,29.8165137614679,28.6343612334802,27.3504273504274,27.0042194092827,26.6666666666667
Guatemala,27.6771528439784,27.9358938933407,27.8193673025839,27.1902047709521,27.1083225687396,26.9813144329897,26.3112884834664,25.9828629032258,25.6931193175441,25.7471264367816,26.4339152119701,27.4315391879131,28.4501947690595,29.8366718027735,31.0209496434691,32.0387375181896,32.8923105292274,33.2234306756872,33.1779643990839,32.6658037006015,31.8110694661766
Guinea,28.4677111196026,27.6043493511049,26.8011527377522,26.9464544138929,26.7829255596044,27.1623296158612,27.367055771725,27.0742358078603,26.9887750122011,26.9590799679059,27.1892149844906,27.6404250704836,28.2503390815733,28.9115933462805,29.5655402896398,30.3252193416452,31.2222551050607,32.019282271023,32.5579122275437,32.6618705035971,32.2906239572906
Guinea-Bissau,30.3088803088803,28.2685512367491,27.6559865092749,27.7128547579299,28.4053156146179,29.0647482014388,28.537170263789,28.2916213275299,26.6405484818805,27.7015437392796,28.2208588957055,27.9211956521739,28.6062081558125,27.6607239330092,28.135593220339,29.1938997821351,30.3627760252366,31.2612288896874,31.8181818181818,32.1797207043109,32.1890827236916
Guyana,28.6052009456265,26.5432098765432,24.1197183098592,23.9130434782609,22.8813559322034,25.6480218281037,27.9639175257732,30.5194805194805,32.3529411764706,34.3873517786561,35.0066050198151,31.4547837483617,29.2267365661861,28.2119205298013,29.6644295302013,29.9589603283174,29.8737727910238,28.4256559766764,25.6568778979907,24.0066225165563,24.0143369175627
Haiti,29.1524371313257,28.3641536273115,28.0175756009305,27.6555919513336,27.0470937632584,27.4105754276827,27.4819891056053,27.3567178202318,27.6871131119865,27.3883729805368,27.9569892473118,29.8831030818278,31.6548881036514,33.199488957839,33.9020644941136,33.1837127284386,32.4895793861311,31.785070320952,31.061653303843,30.4443408167344,29.6590468810539
Honduras,26.9670477471419,26.7753201396973,26.610084872691,25.7762654189707,24.6005202526942,24.782748632121,25.6191524490919,26.6824085005903,27.7086308916548,27.9398603901915,28.4567207322948,29.68659315148,31.2639453996587,32.9796113032073,33.8040503557745,33.7227018791265,33.2443766679375,32.3906758221901,31.5211754537597,30.5925432756325,29.3444077090557
"Hong Kong, China",39.9291497975708,36.1958266452648,30.416395575797,24.5732863722568,25.5896525488207,28.1456200227531,33.4921580305738,37.8046545721092,38.078541374474,36.8785197103781,34.0881823635273,30.6988231875636,28.7452256330457,28.1600648911721,26.8017140631087,23.8298406324507,21.7619745845552,20.0191685635558,19.4519900791307,20.4229466059119,20.7792207792208
Hungary,30.1135146712358,28.5394402035623,29.1136705057586,28.4024834926579,28.1969433159218,29.5832146586917,29.6683792620271,28.9657780298733,28.0683133925125,27.3562995935746,28.4609359702369,29.4859071059944,29.5728038507822,28.4281952602795,25.6168731442613,24.0825212523326,23.0833946787254,22.4265098877606,22.5676703989564,22.6856449299349,22.4062674874091
Iceland,30.0699300699301,28.4810126582278,26.7045454545455,25.5208333333333,26.1083743842365,28.110599078341,30.2631578947368,32.2314049586777,32.5490196078431,30.9701492537313,29.6428571428571,28.7162162162162,29.6969696969697,29.1784702549575,27.4932614555256,25.5874673629243,24.3589743589744,23.5443037974684,23.6318407960199,23.7037037037037,23.0958230958231
India,30.6194837814435,29.8081935769439,28.9999866165232,27.9961041339244,27.3587925412731,28.2172420885897,28.9822200726212,29.8828692200962,30.6088291889121,30.5515716850146,30.9000069058654,31.4482875736986,32.1373608955384,32.8278449753283,32.9757962118863,32.7974238335916,32.2407599627913,31.3696717733168,30.3651096044577,29.1413061823219,27.8199006319254
