Female 40-59 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Bahamas,16.6666666666667,17.0212765957447,14.2857142857143,15.2777777777778,14.1176470588235,13.6842105263158,14.1509433962264,15.1260504201681,16.2790697674419,17.4825174825175,19.3548387096774,21.8181818181818,24.2937853107345,26.063829787234,25.6281407035176,25.8373205741627,26.046511627907,26.457399103139,26.9565217391304,26.271186440678,25.9414225941423
Bahrain,12.962962962963,12.9032258064516,12.3287671232877,11.340206185567,11.7647058823529,11.3821138211382,12.4137931034483,11.3095238095238,11.7647058823529,13.2231404958678,15.4676258992806,16.7741935483871,17.6300578034682,21.6358839050132,24.9394673123487,27.1300448430493,27.1966527196653,27.5590551181102,27.3408239700375,27.1428571428571,26.6323024054983
Bangladesh,15.2691793373285,14.6189529489728,13.9713669346931,13.6176541800699,13.2283131255102,12.8058384962722,12.4435833143378,12.3659657429327,12.488973571857,13.3313232937144,14.4403500690926,15.8317799019025,17.7448918084413,19.8821100229551,22.3774701836859,24.8283350568769,26.6697716822578,27.7452717261192,28.1297450372151,27.9309904852175,27.2519268903265
Barbados,20.1754385964912,20.8333333333333,19.2307692307692,18.2539682539683,18.8976377952756,17.96875,16.1538461538462,16.030534351145,17.910447761194,20.3007518796992,24.8062015503876,28.7878787878788,30.8270676691729,31.8181818181818,29.1044776119403,27.6119402985075,27.0676691729323,25.9541984732824,25.5813953488372,23.6220472440945,22.1311475409836
Belarus,22.2761970853574,23.8657407407407,22.2395369545859,21.9230769230769,23.4908942091263,24.5136959110758,27.3429951690821,24.9203672475173,22.8581911575858,23.1828193832599,24.6539468761691,27.9961832061069,29.0196842720717,29.397686477862,28.8752556237219,29.5813170629076,31.4943527367506,31.1571364250338,29.2437368297823,26.3389581804842,23.763137657011
Belgium,27.8692272519433,27.7025527192009,25.0857632933105,24.2726517040731,23.7484737484738,23.4753049390122,24.4926382809391,22.9609049414566,23.4750098386462,24.1660201706749,25.7779485209374,27.593984962406,27.8174821330401,27.5135135135135,26.3970196913252,24.9868582442614,23.9902929450511,23.4525447042641,23.048009567743,22.6344452008169,22.5335371030735
Belize,14.7058823529412,15.3846153846154,14.8936170212766,14.8148148148148,14.2857142857143,11.9402985074627,11.4285714285714,10.126582278481,9.78260869565217,10.1851851851852,12.0967741935484,14.8936170212766,16.6666666666667,18.4971098265896,19.7860962566845,20.6030150753769,21.9626168224299,24.5535714285714,25.7383966244726,26.3374485596708,26.4822134387352
Benin,18.7214611872146,18.3908045977012,17.5145954962469,16.5771297006907,15.6358582348853,14.8883374689826,14.2779291553134,14.1706161137441,13.8411138411138,13.2475660639777,12.9119233073697,12.8290314336826,13.0539710399298,13.5119726339795,14.0910601528747,14.798470138276,15.6434862626528,16.6706217370669,17.8039300367091,19.0405392011101,20.519647447668
Bhutan,13.75,13.5416666666667,13.8888888888889,14.1732283464567,15.0684931506849,15.2046783625731,15.1219512195122,15.5844155844156,15.2416356877323,13.2,13.6690647482014,14.6103896103896,16.1676646706587,17.1270718232044,18.974358974359,21.7391304347826,25.1152073732719,27.6548672566372,28.8135593220339,28.3950617283951,27.1457085828343
Bolivia,15.1470588235294,15.1354923992069,14.6572104018913,14.2480211081794,14.3459915611814,14.1556291390728,14.2593957258659,14.3188597944978,14.4216473386857,14.7066631271569,15.1674641148325,15.780334273931,16.5075576770088,17.5832260437741,18.5655456417296,19.7285506543868,21.1187739463602,22.6866109400205,24.1666666666667,25.5001370238422,26.3671613852119
Bosnia and Herzegovina,16.4612037708484,16.8754119973632,15.4461538461538,15.8959537572254,18.2618261826183,20.3149606299213,22.809667673716,22.5729316116691,22.9357798165138,23.8623103850642,25.3661087866109,28.3095723014257,30.2409021014864,30.594315245478,30.2252488213724,29.9893276414088,30.432402846196,29.2655367231638,28.4791544333529,26.3319044703001,23.6960721184804
Botswana,15.0234741784038,12.9166666666667,12.5,12.5,12.2222222222222,12.8266033254157,12.5748502994012,12.0135363790186,11.9186046511628,12.8991060025543,14.2692750287687,15.2762730227519,15.314401622718,14.5315487571702,14.6630236794171,16.3620539599652,18.7080536912752,21.0569105691057,22.4940805051302,22.8177641653905,23.2368225686711
Brazil,14.9863960585337,14.7961607906491,14.2285448016885,14.0348385875225,14.2895776991887,14.3650998781523,14.7655852573885,14.9814925897207,15.7880052081949,17.4366580453782,19.2109893852529,21.4462967676254,23.1478588633684,24.4821238252107,25.9162967064941,27.2513259258581,28.2019892884468,28.5460157076911,28.6649041054707,28.3340841039773,27.5811877057983
Brunei,17.3913043478261,16.1290322580645,15,14.5833333333333,15.8730158730159,15.3846153846154,12.2222222222222,12.1495327102804,13.2231404958678,13.6690647482014,16.3522012578616,18.0790960451977,20.8121827411168,22.5352112676056,24.5689655172414,26.1904761904762,26.3940520446097,26.9230769230769,26.7326732673267,26.3492063492064,25.6797583081571
Bulgaria,21.7810862972153,23.1382978723404,22.4619289340102,24.1412911084044,25.1295336787565,26.0989010989011,26.9170227119406,26.1429205503773,25.8778796689779,26.3133208255159,27.3745737944472,28.0190810946523,27.4722437387038,27.7438214190805,28.5361164515243,29.1785510553337,29.5711733174509,28.0597944565556,25.0325945241199,22.6775956284153,21.0828253854428
Burkina Faso,14.2194744976816,14.9714828897338,15.3211805555556,15.2596115735236,14.858575008951,14.2072973845657,13.437139561707,12.8900255754476,12.2202327663384,11.7589703588144,11.7138498050517,11.9020005798782,12.159509202454,12.6184958921424,13.1634430286919,13.7825173695266,14.4058054318149,15.1275115919629,15.978330517854,17.1049829642249,19.1924153853711
Burundi,15.1326053042122,15.2251608291637,15.0622134905043,14.6882494004796,14.1524958859024,13.4445023449713,12.6458236117592,12.0477137176938,11.740473738414,12.5158027812895,13.2013201320132,13.5629139072848,13.6866359447005,13.8197783817688,14.8720885834288,17.2139830508475,20,21.9701678060907,22.8412256267409,22.8194444444444,22.9119788219722
Cambodia,14.2988505747126,14.2561983471074,14.2804563857195,14.1460234680574,14.0796306982112,14.2413987591653,14.6051905024848,14.2623716153128,14.2631993695823,14.522962209795,15.5670416539982,16.7861661746099,17.6692708333333,17.9027209246328,17.6214405360134,20.0815387831905,22.6845902935653,25.7325921040234,27.7647483312286,26.660308652679,25.6972945807857
Cameroon,16.0298638559508,15.9647011632571,15.7933042212518,15.5301794453507,15.1690262929789,14.6902654867257,14.1328090869375,13.5487528344671,13.1134221644459,12.9000283205891,12.9348235589602,12.9689774890805,12.8870628319471,12.9924105529454,13.7246830232175,15.0734737161036,16.6573191250701,18.1966464409212,19.2601184298883,20.3564242598448,21.6960052318927
Canada,20.065011820331,20.0464096944695,20.3102003849202,20.7421795133919,20.9162424803332,20.6470028544244,20.3769905752356,20.5409974640744,22.0591394000143,24.5455159829695,27.6300503420679,29.8792077993746,29.6404560070155,28.6274949540256,27.1117092866756,25.7219889044434,25.4424224194114,25.5491160570789,25.0582141329658,24.2208577542097,23.4218208356139
Cape Verde,17.7215189873418,17.2043010752688,16.3461538461538,14.8760330578512,13.0434782608696,14.0939597315436,13.6363636363636,13.4502923976608,12.1693121693122,11.5384615384615,12.1212121212121,14.4,17.2284644194757,18.2456140350877,19.205298013245,21.0691823899371,23.4939759036145,26.1627906976744,27.1954674220963,27.2980501392758,26.6483516483516
Central African Rep.,17.6820208023774,17.4894217207334,16.7758846657929,16.4481525625745,16.1290322580645,15.8869395711501,15.5112651646447,14.7786946736684,14.0845070422535,13.7809187279152,13.7316561844864,13.8211382113821,13.9555167902311,13.9488409272582,14.2645971914265,15.1202749140893,16.3665594855305,17.7360774818402,19.2891946116366,20.6708481047178,21.7674661105318
Chad,17.1266233766234,16.9977924944812,16.5892501658925,16.2998215348007,15.6517094017094,14.9834044570887,14.1452991452991,13.3030990173847,12.5971502590674,12.5312586829675,12.4380457871135,12.3067776456599,12.2018665744901,12.0030349013657,12.199036918138,12.7049663796154,13.4913973982375,14.4782731642945,15.6239316239316,16.9375,18.3190739808757
Channel Islands,26.9230769230769,26.7857142857143,27.1186440677966,25.8064516129032,25,22.7272727272727,24.2424242424242,22.5352112676056,22.972972972973,24.6575342465753,27.027027027027,29.8701298701299,32.8947368421053,33.3333333333333,32.051282051282,28.5714285714286,26.3157894736842,25,25.6756756756757,25.3333333333333,24
Chile,18.2736156351792,17.7159590043924,16.9684428349715,16.2477148080439,16.0445452670654,16.2090513160386,16.5019414048712,17.2779136104319,17.9652382379383,19.1515650741351,21.5477412731006,24.0922890103218,25.6723998614799,26.3813830373883,25.6252649427724,24.9692748873413,25.3235118455107,25.9306178132918,26.250119973126,25.6130013305455,24.5411542100284
China,19.5629508835312,18.1834849056147,17.7097275353514,17.0064578948122,16.2323292085751,16.1619654642437,16.410756835537,16.4150529290269,17.0842700998595,19.4892902744992,21.4407191646847,24.7785761436869,28.466891037058,29.939845009281,29.901145676158,29.1923584641496,28.7205740826569,27.5159816188386,27.2106843470282,26.0402334434049,23.8056214611141
Colombia,14.4682263149162,14.3474503025065,13.9123942259831,13.5573207385144,13.0812324929972,12.8563118091914,12.7851851851852,13.0146522575085,14.1507741974054,15.9704893132256,18.0762358546754,20.4194715391308,22.2718380539253,23.0426125049781,23.7765917462227,24.1422444603288,24.3681939593179,25.0463085472347,25.3140096618357,25.4151670139547,25.4683512790191
Comoros,15.1898734177215,16.0919540229885,15.4639175257732,14.9532710280374,14.2857142857143,14.0740740740741,12.8048780487805,11.3989637305699,11.3636363636364,11.4754098360656,12.9963898916968,13.7704918032787,15.1162790697674,16.0526315789474,17.6190476190476,19.6902654867257,20.9445585215606,21.5384615384615,21.6216216216216,22.0136518771331,23.4146341463415
"Congo, Dem. Rep.",14.0518838789376,14.0941472272664,14.1293532338308,14.0561364887177,13.9841436622409,13.8166098595062,13.6147529174471,13.3078896327348,12.8779812606474,12.3274421876374,11.8930905695612,11.5361405390908,11.4794352363413,11.6900758663113,12.1285558978076,12.9245645621346,14.0854594634111,15.53326769354,17.1735351577522,18.9299763965382,20.5162623998282
"Congo, Rep.",15.5717761557178,15.4867256637168,15.4598825831703,15.2397260273973,14.7102526002972,14.2125480153649,13.6911281489595,13.2518796992481,12.9478827361564,12.9124820659971,12.9265091863517,12.7920560747664,12.7659574468085,13.3996212121212,14.8148148148148,16.5685119748724,18.4576023391813,20.1505302771126,21.2512092873267,22.2256190767349,23.1038506417736
Costa Rica,16.9133192389006,15.5234657039711,14.5038167938931,13.2561132561133,13.1256952169077,13.1552917903066,13.2582322357019,13.595166163142,14.295168762409,15.9250585480094,18.1159420289855,20.7139502113668,22.7571115973742,23.4957020057307,24.1312741312741,24.9084249084249,26.103714085494,27.2267206477733,27.3084479371316,26.6134185303514,25.2119309262166
Cote d'Ivoire,13.8461538461538,13.8461538461538,13.8379657007688,13.6120563928051,13.4122287968442,13.2016306052054,12.9088206144698,12.7913927077107,12.6628194558945,12.7370898518621,12.9444046766881,13.0078706658158,12.9671574178935,13.1731010803115,14.0811276898853,15.3402928416486,16.8582375478927,18.4699267336855,19.8201514514093,21.1962121583828,22.4343015214384
Croatia,23.9583333333333,24.4819277108434,22.8693181818182,23.4883720930233,24.5475638051044,25.7830231502497,27.4257864421799,25.9757155247181,25.5036433776254,25.7650951199338,26.1986301369863,27.83326096396,27.9772329246935,27.5343072155821,27.1748878923767,27.1981776765376,27.1123491179201,26.7425320056899,25.8361609306835,24.1430700447094,23.1514533401326
Cuba,16.2067761089766,17.741428122051,18.5853379152348,17.8022540983607,16.9701213818861,16.5090283748925,17.3492488166289,19.2292332268371,20.7826747720365,22.3858615611193,24.5303468208092,26.6762280387236,30.1950957580097,32.3450616181461,31.81330472103,29.0120136273982,26.7427122940431,25.2072968490879,25.6192096804689,25.9621019730416,24.5006114961272
Cyprus,18.8,19.3308550185874,19.0311418685121,18.7290969899666,19.2182410423453,18.8311688311688,19.9346405228758,20.3076923076923,21.7008797653959,22.8260869565217,25.062656641604,26.5734265734266,27.2727272727273,27.5789473684211,27.364185110664,27.3255813953488,27.6119402985075,27.9783393501805,27.4647887323944,25.8561643835616,24.496644295302
Czech Rep.,27.8334786399303,28.2362798491831,25.3916581892167,25.2698920431827,24.3275316455696,22.8124396368553,23.1654404829278,22.827521206409,24.4578540448803,26.4278982092366,28.0327556655875,27.9670750382848,26.4966949952786,26.7566048341765,28.4355771023681,29.0057825032643,29.4845360824742,27.990927990928,24.7381451152162,23.0003827018752,22.0961538461538
Denmark,24.9303621169916,25.5699597675458,25.4332755632582,25.1042535446205,23.8114423851732,22.4960876369327,22.0123361603701,22.9198767334361,25,26.2660619803477,27.1682727946627,27.5282949981745,27.3253709735794,27.5737940964723,26.8501966392563,24.81336651262,23.2237539766702,22.7995758218452,23.1123714994683,24.0456653585444,24.4165170556553
Djibouti,12.9032258064516,11.4285714285714,11.6279069767442,12.0689655172414,12.3456790123457,12.3893805309735,12.8654970760234,12.9353233830846,13.3093525179856,13.0990415335463,13.8964577656676,14.8514851485149,15.6462585034014,16.5966386554622,17.6699029126214,19.0990990990991,20.672268907563,22.432859399684,23.6173393124066,24.5363766048502,24.7282608695652
Dominican Rep.,11.0924369747899,10.9352517985612,11.0030395136778,11.1682964487905,11.6268788682582,12.3023524874663,12.8292849811837,13.2012195121951,13.6164383561644,14.3850931677019,15.8603377453218,17.6408525005275,19.3478687880574,20.590405904059,21.3599021150149,22.0647098065377,22.7921141208527,23.6727724309221,24.2621462085667,24.717598097503,25.0220523375478
Ecuador,16.2177985948478,15.2892561983471,14.4209103199639,13.717848791894,13.3109243697479,13.0346232179226,13.0555555555556,13.2317207863928,13.687915526007,14.9577167019028,16.4084162453107,18.0227202947498,19.6423378889212,20.6003289473684,21.4805194805195,22.3228688422881,23.158648680912,24.051365108746,25.0649790936829,25.65840648961,25.711773112015
Egypt,16.1135250069335,15.7817229812648,15.412830840046,15.1703572108369,15.0050692801622,15.0177215189873,14.7631935047361,14.0346701574834,14.176245210728,14.7593211784745,15.8026179813986,17.1397265991861,17.9465199895231,18.7657292920451,20.1540932284361,22.0425596827092,24.3110342591592,25.1899644030668,25.3862267609322,25.2144569193894,24.8813060924434
El Salvador,13.542600896861,13.6842105263158,13.3807829181495,13.1418092909535,12.6198083067093,12.8911723493695,13.3389615871676,13.828125,14.6929824561404,15.6345177664975,16.4671627305079,17.3954073608053,18.6451022276472,19.9469652327637,21.0198300283286,21.9386369807222,23.257635082224,25.1960536301543,27.0550481362627,27.2947444901913,26.7016957248627
Equatorial Guinea,18.2608695652174,17.6470588235294,17.6923076923077,17.5182481751825,17.5675675675676,18.0327868852459,16.6666666666667,12.5,10.8247422680412,11.6883116883117,14.4981412639405,17.0491803278689,18.5714285714286,17.4683544303797,14.9659863945578,13.6734693877551,13.9925373134328,15.6089193825043,17.4050632911392,18.7039764359352,19.5592286501377
Eritrea,12.998266897747,12.8930817610063,12.9707112970711,12.8676470588235,12.9967776584318,13.2270168855535,13.3971291866029,13.296011196641,13.3706467661692,13.117754728493,12.4197002141328,11.2669881630864,10.9687146626461,12.5945412693193,15.5274012964054,18.0503481521157,19.8231392778187,20.3531808920082,20.0921852084643,20.8879327205163,22.4023581429624
Estonia,25.2782193958664,26.1467889908257,25.0733137829912,24.5125348189415,25.169147496617,25.0649350649351,26.7088607594937,25.6127450980392,24.4604316546763,25.5181347150259,26.0869565217391,26.8595041322314,26.629680998613,26.1111111111111,25.4545454545455,25.9943181818182,27.4566473988439,26.5878877400295,24.6987951807229,22.4427480916031,20.6521739130435
Ethiopia,13.6177987962167,13.6270391716323,13.7230769230769,13.6307021640978,13.5370281564705,13.4710345658196,13.4330867518494,13.3755498622323,13.2363217823817,12.9496653653095,12.7699587478767,12.8002983007511,12.8454979855711,13.0965685665797,13.5825027685493,14.3605782827863,15.6467842638055,17.3847569647787,19.1510569716113,20.7634772278188,22.3073662989817
Fiji,10.1449275362319,10.3030303030303,10.9947643979058,11.9469026548673,12.5,12.9824561403509,13.4185303514377,14.2450142450142,15.2974504249292,16.9761273209549,18.9873417721519,20.2933985330073,20.4275534441805,20.4651162790698,20.6422018348624,21.52466367713,22.1978021978022,23.9130434782609,25.4385964912281,25.7709251101322,26.2806236080178
Finland,23.2680363115146,24.1833030852995,23.8675958188153,23.9728928420161,23.8235294117647,22.8747433264887,22.8710462287105,22.5563909774436,24.8442367601246,26.793893129771,28.285498489426,29.1214953271028,27.302752293578,25.2981568485725,24.2662848962062,23.5523978685613,23.0796460176991,23.785891527827,23.5482721767011,23.0796841349605,22.8963524738173
France,26.6457968879477,25.8854978837158,22.8584789355099,22.4316983543697,22.0071574248663,21.8148725949038,22.8179415704304,21.407707196903,22.3767123287671,23.6484901297047,25.3952082032405,27.1773782198419,26.7420898862436,26.258466044298,25.0887218045113,24.1092142049848,23.2616381850324,22.2410568155249,22.0152290165078,22.0049892672739,22.1786378428638
French Guiana,25,28.5714285714286,25,21.0526315789474,18.1818181818182,14.8148148148148,15.1515151515152,13.953488372093,14.5454545454545,16.4179104477612,17.5,18.8118811881188,20.8695652173913,22.1374045801527,22.0689655172414,21.3414634146341,21.3483146067416,21.5384615384615,23.3009708737864,24.2009132420091,25.4310344827586
French Polynesia,13.7931034482759,12.5,15.3846153846154,13.0434782608696,11.5384615384615,12.9032258064516,13.8888888888889,14.6341463414634,16.1290322580645,16.504854368932,18.421052631579,20.9677419354839,24.2424242424242,24.4755244755245,25.1700680272109,25,26.0869565217391,26.1904761904762,27.3255813953488,26.4367816091954,25
Gabon,22.4066390041494,22.1311475409836,21.7741935483871,21.011673151751,20.5882352941177,18.6274509803922,16.4265129682997,14,13.2762312633833,12.8205128205128,13.4831460674157,14.5560407569141,15.6914893617021,16.5036674816626,17.2686230248307,18.2773109243697,19.6059113300493,21.5485074626866,22.9813664596273,23.9185750636132,24.3663123466885
Gambia,16.2962962962963,15.4929577464789,15.8536585365854,15.8730158730159,16.5137614678899,16.4750957854406,16.3987138263666,16.3538873994638,16.3355408388521,15.4545454545455,14.7865853658537,14.6023468057366,14.8526077097506,15.2847152847153,15.7142857142857,16.025641025641,16.5821868211441,17.682119205298,19.0389294403893,20.6313416009019,22.1695629278568
Georgia,19.8947368421053,22.0766618146531,21.4028776978417,20.7721359630718,22.275641025641,22.7045716480983,25.6315007429421,24.0773916159083,22.4162011173184,22.6606538895152,23.08,26.7515923566879,28.4309342869915,28.5318559556787,27.6777251184834,26.2287104622871,27.5775775775776,28.6970010341262,27.0676691729323,25.1396648044693,23.0994152046784
Germany,29.4037903641244,29.949144461514,27.3511515058153,26.1386532673317,24.2203036329243,22.8520300824608,25.5507896276077,25.4879759765673,25.0693059676086,25.7479601087942,25.8516032278797,27.8077279312228,30.2282187455146,29.9313479017598,28.6752293577982,26.7363352032964,25.2443120123229,24.9465412855855,24.7694577646625,23.9797985254004,22.7516015419174
Ghana,13.0681818181818,13.2286212914485,13.2361689470553,13.1687242798354,13.0314232902033,12.8836833602585,12.8205128205128,12.8300714507611,12.9847317930009,12.9694835680751,13.3416329494761,13.997594597095,14.7083333333333,15.634884771803,16.6152157508404,17.6389151091813,18.7140282541713,19.7331460674157,20.5186418445083,21.1822660098522,21.877656956191
Greece,20.7012116524878,21.9524159921511,21.9563687543983,22.3992715684043,24.58324072016,25,26.0692464358452,26.0998810939358,24.7816805744227,24.5464642724917,25.1266280752533,27.0042949176807,28.2292405961675,29.2231812577065,29.8557353976073,29.7849841381741,28.1642768631616,26.3485846537297,24.3146389535925,23.001984484936,22.8399562522785
Grenada,16.2790697674419,17.7777777777778,16.3265306122449,15.6862745098039,14.8936170212766,14.8936170212766,15.2173913043478,13.7254901960784,12.2448979591837,14,13.7254901960784,17.6470588235294,17.6470588235294,18.8679245283019,20,21.8181818181818,25.9259259259259,30.188679245283,28.8461538461538,25,22.9166666666667
Guadeloupe,16.5137614678899,15.8333333333333,15.7142857142857,16.2337662337662,16.4634146341463,15.9763313609467,16.8674698795181,17.7777777777778,18.4615384615385,21.256038647343,23.0769230769231,25.8474576271186,28.2786885245902,28.6852589641434,26.5625,25.78125,24.5210727969349,24.1379310344828,25,24.7104247104247,24.3137254901961
Guam,10.5263157894737,13.6363636363636,14.2857142857143,12.5,13.1578947368421,13.6363636363636,14.2857142857143,15.7894736842105,16.1290322580645,18.8405797101449,21.3333333333333,23.1707317073171,24.1379310344828,24.468085106383,23.7623762376238,22.4299065420561,22.7272727272727,23.4782608695652,24.5762711864407,25.8333333333333,25.4098360655738
Guatemala,12.9653401797176,12.5838926174497,12.2858541360744,12.3609923011121,12.9622711991035,13.3398564905414,13.2679550043265,12.8531432934589,12.785698121747,12.6640159045726,12.6028356380186,12.8898448302351,13.2564450474898,14.0673886883273,15.3704903866926,16.874325517512,18.3449021905706,19.9648270664098,21.5228665723715,23.0683340777133,24.5376955903272
Guinea,15.0799695354151,15.3524075366364,15.6150414276609,15.5979202772964,15.340613624545,14.6474677259186,14.0625,13.9908256880734,13.7094129222696,13.6302294197031,13.6013480982186,13.4282584884995,13.4246575342466,13.5347328895716,13.9339339339339,14.6191810057356,15.6332295906153,16.8201018087296,18.0749085878051,19.3964733684785,20.8157761672004
Guinea-Bissau,15.8490566037736,15.7342657342657,16.5016501650165,16.5016501650165,16.3934426229508,15.0568181818182,14.218009478673,14.4396551724138,14.368932038835,15.4237288135593,15.1975683890578,14.55525606469,13.5817307692308,14.0256959314775,14.3407122232916,14.7058823529412,15.3484729835552,15.4175588865096,16.21975147155,17.5797712221553,18.92797319933
Guyana,14.2201834862385,13.6546184738956,12.7586206896552,13.312693498452,12.6050420168067,12.6005361930295,12.4681933842239,12.5,12.987012987013,14.6907216494845,17.2680412371134,20.1072386058981,22.7642276422764,23.8482384823848,22.9508196721311,22.1288515406162,20.9770114942529,20.9439528023599,23.2198142414861,25,26.1648745519713
Haiti,15.9297395517868,16.6109253065775,16.6497461928934,15.9373560571165,15.2528207271208,14.8659003831418,14.8096885813149,14.5325516815798,14.0277777777778,14.0774258421317,14.2138939670932,14.8194794290512,15.6219677857559,16.0923687533826,17.2180958811614,19.1246431969553,20.9633853541417,22.7013135351228,23.9294021069914,24.163372859025,24.2853496681981
Honduras,14.7098515519568,13.9671361502347,12.8902316213494,12.6712328767123,12.406576980568,11.9741100323625,11.5597345132743,10.9582542694497,10.8108108108108,11.3660810326282,12.1872995509942,13.346844238564,14.6456692913386,15.8510384339938,17.4704077159141,19.4139194139194,21.4094728800611,23.5198261814231,25.0259785244198,25.8209701616936,26.2477790340817
"Hong Kong, China",16.8574401664932,18.4145334434352,19.1176470588235,19.3300384404174,20.3407330924109,20.3634669151911,19.0713101160862,17.9545454545455,19.0801293568092,21.7530390275112,26.6976204294835,33.0456570155902,35.6970185334408,36.114665984131,34.2647058823529,31.4299197734781,29.5355753832075,28.4405719392315,26.963580517771,24.512776093547,23.0984099699184
Hungary,25.8197566508558,26.5551181102362,24.5209986452487,25.4146806482364,25.3473526098385,24.6633462460801,25.6702898550725,25.03197515074,25.2088360868758,26.8075639599555,27.7840059790732,27.2108843537415,26.8893129770992,26.4995178399229,27.7734375,28.956228956229,29.2496479581573,28.4894445583111,26.0388390060555,24.7236394557823,23.8280406135234
Iceland,20.8333333333333,19.2307692307692,19.5402298850575,18.9473684210526,19.8019801980198,18.8679245283019,18.9189189189189,18.3333333333333,19.3548387096774,21.3740458015267,23.7410071942446,25.503355704698,26.4150943396226,25.748502994012,25.5681818181818,25.1366120218579,25,25.5208333333333,24.3523316062176,23.7113402061856,23.469387755102
India,15.9830379520229,15.9073323460535,15.4900135015597,15.303218212011,15.1431907408737,15.2831337527907,15.4697563222821,15.4082148465228,15.4683859128062,16.2919068460394,17.2391885378785,18.4059830626535,19.5945278630127,20.4579777724974,21.6207991153416,22.9878982337109,24.4878558341463,25.991629130839,26.9961187938888,27.6520873759707,27.8885702973493
Indonesia,14.7608024691358,14.9501897533207,14.7920503704973,14.5046377201237,14.6022241231822,15.0187562902193,15.706469703187,16.1704229700525,16.2487711725556,16.7107782113379,17.8708224905704,19.5328951566588,21.7800867287794,24.0053267103479,25.7865137693834,27.1026128014407,27.5236754918345,27.3280132478694,26.8503942516914,26.4531369799617,26.1901819430141
