,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2030,2050,2099
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80666392804416,4.80666392804416,4.6808523395515,4.6808523395515,4.6808523395515,4.55579802428764,4.55579802428764,4.55579802428764,4.55579802428764,4.43157014745227,4.43157014745227,4.43157014745227,4.30820011653989,4.30820011653989,4.18574165587611,4.18574165587611,4.18574165587611,4.06423631654381,4.06423631654381,3.94371649522836,3.94371649522836,3.94371649522836,3.82423273568578,3.82423273568578,3.70099590945281,3.70099590945281,3.58849129810412,3.58849129810412,3.47682364212337,3.48584263989801,3.49035213878533,3.38345907752834,3.39653946056003,3.40525971591448,3.41397997126893,3.30668054529082,3.31510520910048,3.32352987291014,3.22037376247748,3.22850601945344,3.23663827642939,3.12942062580142,3.14118536499616,3.14902852445932,3.04187545218792,3.04565417945772,3.03809672491812,3.02298181583892,2.8882477148533,2.85550939062952,2.81185829166448,2.65868030268612,2.60620634934363,2.55023413244498,2.49776017910249,2.34915543874244,2.29874437782522,2.25169405430248,2.11564974050971,2.07049867897444,2.02857269326312,0.88941317802828,0.37424285529843,0.096438665519946
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.35598647766889,2.2655078167794,2.17502915588992,2.08455049500044,1.99407183462313,1.8459195378847,1.70373693179092,1.56747164052512,1.60938002638283,1.64565752282947,1.67642385148387,1.70178320244676,1.72186108454687,1.80243647622913,1.41271497708693,1.52567866065966,1.31254848627347,1.48161468773103,1.45774233511393,1.43173137969272,1.40365793294039,1.37365727640231,1.40518803511585,1.37188399667874,1.33671128487643,1.29995402623227,1.32202871724376,1.29394620257136,1.32425485236132,1.28102047283177,1.23234751841783,1.17707664925234,1.11818816748393,1.05640043796831,0.99083178498293,0.92241742789911,0.85359405777219,0.78496425605917,0.71580078218551,0.70198708288018,0.63536110895349,0.62023346350222,0.60510581805095,0.54590741311234,0.53408658330086,0.52334037438132,0.51366878635374,0.46379947992314,0.45489927668368,0.44599907344422,0.43709887020475,0.39259316067834,0.38533970736327,0.3780862540482,0.37173948239751,0.3344262154938,0.33028727718323,0.32614833887266,0.29431767436446,0.29205369225397,0.28828038873647,0.25696266429636,0.25011032658179,0.2418875213243,0.23160901475245,0.22064527440914,0.23092617527058,0.2196062647181,0.20979567557262,0.18364265075046,0.17816078057881,0.17404937795007,0.15416642727424,0.14981495553666,0.13183869692736,0.12674621507179,0.10977592777271,0.10464621152164,0.099516495270583,0.086363006813594,0.082161563238879,0.078893773791878,0.076559638472592,0.074225503153305,0.066139341196499,0.065291400924749,0.047040027122129,0.043839420690743,0.034043671096426
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97233992471091,2.96827379622293,2.85491004459077,2.85098846485918,2.74335599787382,2.74335599787382,2.64452907896518,2.6481666705456,2.55023413244498,2.55723065955731,2.4634205101548,2.47014198494377,2.37365580642553,2.28139731231737,2.28139731231737,2.18707685199999,2.18707685199999,2.09120311324251,1.99683340761173,1.9995354825882,1.90643163259384,1.81503014983374,1.81257740638802,1.72059873423003,1.62837835579306,1.62174094401673,1.5257635942316,1.43072279589257,1.41486991172756,1.31639543462991,1.21662117106017,1.19021116011096,1.08842623458893,0.98907952773048,0.89272315719468,0.80117694293131,0.71454499133957,0.68315022019108,0.60510581805095,0.53193734151695,0.50614644011007,0.48035553870318,0.41732064078372,0.39160894253639,0.36589724428905,0.31280517421254,0.29104481426732,0.27291118097963,0.25840427434949,0.22515824409483,0.2168803674737,0.21191364150102,0.19017449728165,0.18791051517116,0.18640119376416,0.1671970402355,0.16582657269258,0.16308563760675,0.16102993629238,0.14359856734012,0.14049037324185,0.071226982826999,0.059087279804733,0.042392544606062
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43986322300925,4.44032450749995,4.44078579199065,4.44124707648135,4.44170836097206,4.44216964546276,4.44263092995346,4.44309221444416,4.44355349893486,4.44401478342557,4.44447606791627,4.44493735240697,4.44539863689767,4.44585992138838,4.44632120587908,4.44678249036978,4.44724377486048,4.44770505935118,4.44816634384189,4.44862762833259,4.44908891282329,4.44955019731399,4.4500114818047,4.4504727662954,4.4509340507861,4.4513953352768,4.4518566197675,4.45231790425821,4.45277918874891,4.45324047323961,4.45370175773031,4.45416304222102,4.45462432671172,4.45508561120242,4.45554689569312,4.45600818018382,4.45646946467453,4.45693074916523,4.45739203365593,4.45785331814663,4.45831460263734,4.45877588712804,4.45923717161874,4.45969845610944,4.46015974060015,4.46062102509085,4.46108230958155,4.46154359407225,4.46200487856295,4.46246616305366,4.46292744754436,4.46338873203506,4.46385001652576,4.46431130101647,4.46477258550717,4.46523386999787,4.46569515448857,4.46615643897928,4.46661772346998,4.46707900796068,4.46754029245138,4.46800157694208,4.46846286143279,4.46892414592349,4.46938543041419,4.46984671490489,4.4703079993956,4.4707692838863,4.471230568377,4.4716918528677,4.4721531373584,4.47261442184911,4.47307570633981,4.47353699083051,4.47399827532121,4.47445955981192,4.47492084430262,4.47538212879332,4.47584341328402,4.47630469777472,4.47676598226543,4.47722726675613,4.47768855124683,4.47814983573753,4.47861112022824,4.47907240471894,4.47953368920964,4.47999497370034,4.48045625819104,4.48091754268175,4.48137882717245,4.48184011166315,4.48230139615385,4.48276268064456,4.48322396513526,4.48368524962596,4.48414653411666,4.48460781860737,4.48506910309807,4.48553038758877,4.48599167207947,4.48645295657017,4.48691424106088,4.48737552555158,4.48783681004228,4.48829809453298,4.48875937902368,4.48922066351439,4.48968194800509,4.49014323249579,4.49060451698649,4.4910658014772,4.4915270859679,4.4919883704586,4.4924496549493,4.49291093944001,4.49337222393071,4.49383350842141,4.49429479291211,4.49475607740281,4.49521736189352,4.49567864638422,4.49613993087492,4.49660121536562,4.49706249985633,4.49752378434703,4.49521736189352,4.49291093944001,4.49060451698649,4.48829809453298,4.48599167207947,4.48368524962596,4.48137882717245,4.47907240471894,4.47676598226543,4.47445955981192,4.4721531373584,4.46984671490489,4.46754029245138,4.46523386999787,4.46292744754436,4.46062102509085,4.45831460263734,4.34172843536789,4.33948116392101,4.33723389247413,4.33498662102726,4.21933245692974,4.21714400648528,4.21495555604081,4.21276710559635,4.21884613460875,4.12980132591269,4.15346780915574,4.06323184948221,4.08625299310534,4.10927413672847,4.0228517971327,4.04523205747836,3.9574284746465,3.97917258714456,3.9954806715181,3.90061121808555,3.9111676760506,3.80543033240866,3.80543033240866,3.8003086226746,3.67523665507465,3.66530358303391,3.53255006181842,3.51329910780306,3.4940481537877,3.36945351757049,3.36013276095204,3.24232969998275,3.24232969998275,3.24232969998275,3.13493179992639,3.13493179992639,3.13929192760362,3.13929192760362,3.13929192760362,3.13929192760362,3.03709130338176,3.03709130338176,3.03709130338176,3.03709130338176,3.03287897147693,3.0286666395721,3.02445430766727,3.02024197576244,3.00760498004796,2.9991803162383,2.98654332052381,2.87068671251149,2.85848832704756,2.74510581210651,2.72941949318018,2.61865799797047,2.59976436162148,2.48447504942671,2.36132790041202,2.23489036733008,2.1945615185963,2.0608234515026,1.9258950211026,1.87643383275968,1.82388132014532,1.69875793375913,1.65140579623274,1.53939714966702,0.66185791388936,0.29762243048766,0.085896179749737
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.69649912466981,3.65652619804208,3.61655327087075,3.57658034424302,3.57512348870565,3.57366663316828,3.57220977763091,3.57075292209354,3.56929606655617,3.5678392110188,3.56638235548143,3.56492549994406,3.56346864440669,3.56201178886932,3.51684926721086,3.47168674555239,3.42652422389393,3.38136170223546,3.33619918057699,3.30997578090434,3.1884303379315,3.1629681613198,3.1375059847081,3.1120438080964,3.3062826346533,3.60517385217797,3.8052196871601,3.42108411502321,3.05407551442165,3.05133027800419,2.95622130233348,2.8620970863255,2.85951745848744,2.76649377192282,2.65034072405099,2.62375271861136,2.51113705340084,2.48542974061591,2.37634492079027,2.26226377459858,2.15136295442626,2.04362639696159,2.01425812862071,1.9107541053629,1.91933882149269,1.85407968476795,1.82864999957896,1.73233086785382,1.63895872547947,1.54851566574175,1.52604411644419,1.43945944994622,1.35578834083613,1.33521805926666,1.25532167855419,1.23567967191132,1.1594156201182,1.14068819937346,1.1219607783711,1.04516303709075,1.02215630356988,0.99914957004902,0.97614283652815,0.95313610300728,0.93144403997333,0.90975197693937,0.88805991390541,0.8235186548776,0.76193062251089,0.72063826551507,0.68030274461536,0.64094246579398,0.60256376714754,0.60162004942295,0.55804175456067,0.55086277301338,0.50954648773425,0.50281826649546,0.49609004525667,0.49402300345311,0.49195596149452,0.52270925551687,0.48988891969096,0.48988891969096,0.4565061599291,0.4565061599291,0.42423197315418,0.42423197315418,0.42288091591484,0.39180674393312,0.39180674393312,0.39055095308718,0.38929516224124,0.3880393713953,0.38678358054936,0.38552778970342,0.38427199885749,0.35491783558757,0.35491783558757,0.35491783558757,0.35608150062229,0.357245165657,0.33313247650556,0.33850558096533,0.3438786854251,0.32238513956278,0.32831860838909,0.33326316574435,0.30736508422623,0.30736508422623,0.30555172089746,0.30192499423993,0.27068656551107,0.26571983953839,0.26158090122782,0.25826975057937,0.23319015738107,0.23168083597408,0.23092617527058,0.22941685386358,0.22790753245658,0.20488489766563,0.20282919635126,0.20008826126543,0.1973473261796,0.19392115732232,0.17219395304421,0.16908575894594,0.16535592602802,0.16162609311009,0.14372115459034,0.14032616668663,0.1374970101002,0.13466785351378,0.13240452824464,0.11849644539951,0.1174705021493,0.11644455889908,0.11541861564887,0.11490564402377,0.10410243524017,0.10316878111246,0.068583449773351,0.053856852035592,0.033698050070066
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70150232962075,0.6994869638119,0.65099227631794,0.64939812782295,0.64939812782295,0.60662470046569,0.60878639204864,0.56849651595681,0.57113367673328,0.53051488932582,0.52946759079458,0.52504566366267,0.47659436558135,0.4639138390563,0.41148606310452,0.39348787433138,0.34345101446872,0.32694940817693,0.31253316971322,0.27432883122437,0.26555428200596,0.25810419304694,0.22881312530078,0.2220211789693,0.21477643621571,0.20715436311037,0.19968322214574,0.1928158097439,0.18708038839731,0.18270335631702,0.17998657778442,0.17908098494022,0.17968471350302,0.18157136526177,0.20206296832187,0.20537411897032,0.22839311125837,0.23111315625152,0.25375468347181,0.2536557923247,0.25098573135286,0.24544782711498,0.23723986190525,0.22695518260631,0.20247962369779,0.16320269958915,0.16320269958915,0.14072390255927,0.124168149317,0.10565249848981,0.098105891454821,0.082228052574834,0.095932728003973,0.087029434751588,0.087029434751588,0.087029434751588,0.080813046555046,0.098001984153725,0.098398066075825,0.098454649207553,0.098454649207553,0.074194773778124,0.058560033764283,0.043038116351332
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14933410196356,1.07892069003048,1.00358041606989,0.92962848607747,0.85730560945917,0.78837889206803,0.77243740711813,0.70525187893784,0.64045333142914,0.62412805043193,0.56088654673184,0.54226790617642,0.52015827051687,0.45886312086412,0.43629608213309,0.41265442251012,0.35897486399169,0.33820772309961,0.31941840514963,0.27653790763717,0.26384436433579,0.25296418436318,0.22267488110849,0.21605257981159,0.19243847939215,0.18941983657815,0.18640119376416,0.18489187235716,0.16651180646404,0.16514133892113,0.16377087137821,0.1479500390777,0.14670676143839,0.14608512261874,0.14546348379908,0.14484184497943,0.14422020615977,0.14359856734012,0.14235528970081,0.1411120120615,0.13986873442219,0.12561455243722,0.12391705848537,0.12165373321623,0.11939040794709,0.11656125136067,0.11429792609153,0.11203460082239,0.10977127555325,0.10807378160139,0.10581045633226,0.10467879369769,0.10354713106312,0.10241546842855,0.10128380579398,0.10015214315941,0.090283006018673,0.089257062768461,0.088744091143355,0.087718147893143,0.087205176268037,0.064747167319793,0.058240033579779,0.039028733931739
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43190448443738,3.42130580064047,3.41070711684356,3.40010843304666,3.38950974924975,3.37891106545284,3.36831238165593,3.35771369785902,3.34711501406211,3.3365163302652,3.32591764646829,3.31531896267138,3.30472027887448,3.29412159507757,3.28352291128066,3.27292422748375,3.26232554368684,3.25172685988993,3.24112817609302,3.23052949229611,3.2199308084992,3.20933212470229,3.19873344090538,3.18813475710848,3.17753607331157,3.16693738951466,3.14465481804203,3.12237224656941,3.10008967509678,3.07780710362416,3.05552453215153,3.03324196067891,3.01095938920628,2.98867681773366,2.96639424626103,2.94411167478841,2.92182910331578,2.89954653184316,2.87726396037053,2.8549813888979,2.83269881742528,2.81041624595265,2.78813367448003,2.7658511030074,2.74356853153478,2.72128596006215,2.69900338858953,2.6767208171169,2.65443824564428,2.63215567417165,2.60987310269903,2.64523723688194,2.48256221964054,2.65231006371852,2.56743614167953,2.80791225412334,2.73718398575752,2.97058727136475,3.01302423238424,3.03424271289399,3.01302423238424,2.9918057518745,3.06253402024032,2.949368790855,3.03424271289399,2.97766009820133,2.81498508095993,2.85742204197942,2.86449486881601,2.73718398575752,2.73718398575752,2.60797459658478,2.54620677719198,2.4890291919692,2.44909824236542,2.31521598465718,2.31521598465718,2.18571742702706,2.21069705476451,2.16329680622493,2.13308316367989,2.06242759388203,2.01568702518216,1.96429461385989,2.00945081187966,1.94515454607825,1.86024056147263,1.87075039515327,1.79754056224322,1.75703260591098,1.70603045121687,1.68165858762806,1.57974585669342,1.53755679820606,1.38704353745033,1.36902998501591,1.22733485556155,1.21869165235337,1.12672587045181,1.13086824497553,1.08264743436893,1.07868169285109,1.01243660332328,0.91605745852304,0.95588604367622,0.90447299671763,0.86304675259316,0.82166905431662,0.82166905431662,0.78103059074127,0.78103059074127,0.77657717783066,0.77657717783066,0.73563601864738,0.73563601864738,0.69554529274002,0.60835442983244,0.57405312277185,0.57405312277185,0.54052489076045,0.50782196659392,0.51592726834086,0.45012956594914,0.46756486765441,0.43070993882834,0.42752164183836,0.41273953761209,0.40578325327031,0.40114573037579,0.38187102584545,0.32411961733698,0.29624106055713,0.25449354309181,0.25204984651891,0.26459513123945,0.2655997639162,0.27351124624562,0.25693723966471,0.2565881401543,0.25856637071331,0.26252283183133,0.27509041420624,0.27637044574442,0.29894554741786,0.26008371688654,0.27056617847968,0.29528896525597,0.27889527996457,0.27064447681867,0.27073514498511,0.27807926646662,0.27735392113512,0.2884154374406,0.26431260051279,0.26414704298037,0.27110045934212,0.27565329148375,0.28318615920898,0.25816942666688,0.28475895576699,0.26043340877737,0.26775361760131,0.25892408737038,0.25228307317959,0.23801998588347,0.22436062715014,0.21771961295935,0.21485190228606,0.2177950790297,0.21787054510005,0.21575749513026,0.22224757718034,0.18795962351064,0.17069173246993,0.15904275835516,0.13352801846172,0.12805759684876,0.1247629111046,0.11028052373881,0.10790403220621,0.097002934307563,0.09926000945803,0.098952226482966,0.089817527086138,0.085896179749737,0.098644443507903,0.087203295528537,0.086129593281666,0.085476035392265,0.085802814336965,0.080639119843424,0.07126042403232,0.072763483273672,0.071645823837795,0.070990644168487,0.070219844557537,0.06316711579125,0.062534037793343,0.061971301795202,0.056160032380501,0.056192032398952,0.05532803190079,0.056192032398952,0.050887447220656,0.051324124399323,0.052139255132835,0.047985679153662,0.047985679153662,0.048328999918108,0.051234021771109,0.051498114666836,0.043253306933089,0.035426155201864,0.019339898482446
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.69189678108746,2.67014968436164,2.64840258816365,2.62665549143783,2.60490839523984,2.58316129851402,2.56141420231603,2.53966710559021,2.51792000939222,2.4961729126664,2.47442581646841,2.45267871974259,2.43340722742593,2.47486287098869,2.45738271741103,2.46591833554727,2.51878466900549,2.4198457523533,2.36069362085195,2.36292020016279,2.36865906567639,2.32821426579444,2.33521359687787,2.31063275409332,2.2742481557354,2.23141568973358,2.23790930545698,2.22757251164959,2.13314963321568,2.13682492958279,2.04050637868897,2.15486617771152,2.00883569781418,2.03197953029977,1.95520840257237,1.98599613995081,1.91839208671921,1.88888011911091,1.832060013189,1.83210793562538,1.75890394123686,1.7635837444743,1.83059149740334,1.79979735468432,1.7556584300354,1.67975762574798,1.62953912614927,1.52683818644839,1.50348561836376,1.43491477496272,1.39327300811232,1.27238249531531,1.22541433162164,1.16621816365548,1.07645158040249,1.03253217360824,0.94870582266183,0.86896212680136,0.82856351446289,0.75455714014538,0.92852754624901,0.90817074785377,0.90373451965634,0.8376643445604,0.80834344941886,0.73426008125584,0.65282082442959,0.60692104768787,0.56572794518726,0.54137231382394,0.51347210915871,0.48453759774397,0.44018133488543,0.41349865875309,0.39234349696372,0.35898241654621,0.35740833116479,0.30516802017653,0.35870916439957,0.53497827099411,0.50440479536214,0.47383131973017,0.41736886057341,0.38858106390341,0.35979326723341,0.31097892416826,0.31140900140382,0.31183907863937,0.27358486625846,0.27396166499364,0.23772120713635,0.24374900319686,0.21868535151252,0.22867932580769,0.23835091383527,0.22814187637158,0.23674540616972,0.26629105702606,0.25286466314786,0.25988593459233,0.24389736771934,0.22664826188664,0.22921440363919,0.23020774883372,0.22937996117161,0.22350266877061,0.22017496236891,0.21681414446073,0.21389205401347,0.20576317917152,0.18961304188368,0.18198911751562,0.15727129060911,0.14614759183954,0.14383833008684,0.13777085803071,0.11561264192022,0.11168625240977,0.10987038291541,0.099319234216151,0.1026450019013,0.10402504008093,0.10324177516817,0.096925924760483,0.086147818056609,0.083426169420469,0.08201724944043,0.073447277282691,0.074242383301606,0.067498525163122,0.068049381098474,0.070369511605844,0.070262141381157,0.070080078826253,0.062115864607045,0.06033519003637,0.061276403738013,0.053643798924059,0.052776649361741,0.051624303943371,0.05254926347651,0.046749293045507,0.049021339637998,0.04845508653987,0.049911165935058,0.045014425954217,0.044972825930232,0.04412802544314,0.040319859496916,0.039883182318249,0.039592064199138,0.036775281269956,0.034005233524684,0.021282911910826
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1820476197069,1.17156847414212,1.09186739686539,1.077996123221,1.01160501439599,1.00786525463852,1.00973513451726,0.95604239636132,0.96484573334439,0.91474119715452,0.92135777000917,0.92632019965015,0.86660729780774,0.86040617224203,0.79272656978164,0.7753358589272,0.75504669626368,0.68363496310833,0.66201804727882,0.59650065182126,0.57891957997811,0.56259429898089,0.54626901798368,0.49106664464904,0.47477533416305,0.4960373841461,0.47845631230295,0.46213103130573,0.44454995946258,0.42822467846537,0.41315518831409,0.39934148900876,0.3880393713953,0.38050462631967,0.37422567208997,0.34328118524044,0.34328118524044,0.34328118524044,0.34444485027515,0.37296988124403,0.37296988124403,0.36920250870621,0.38910448493122,0.37829602701647,0.36343439738368,0.32148245656051,0.3051571755633,0.26764295798407,0.25484264260223,0.24436965728981,0.2192226619585,0.21599879928264,0.1977822942103,0.19877120568135,0.18405637786998,0.18677642286314,0.18949646785629,0.17549098436803,0.17714655969226,0.17880213501648,0.1630067119557,0.12052207058166,0.089881668805499,0.050148110822668
