Female 20-39 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Benin,26.1187214611872,26.4367816091954,26.6889074228524,27.3215656178051,27.2411396803336,26.4888337468983,25.8855585831063,25.4976303317536,25.7166257166257,26.7385257301808,27.0820850808868,27.6769741886021,28.0386134269416,28.4872671987837,29.0628115653041,29.7881729920565,30.8005784146181,31.7394399620313,32.3256316130425,32.4710080285459,32.1153139919207
Bhutan,27.5,30.2083333333333,30.5555555555556,29.9212598425197,28.7671232876712,28.6549707602339,28.2926829268293,26.8398268398268,26.0223048327138,26,27.6978417266187,30.1948051948052,34.1317365269461,36.4640883977901,36.1538461538462,34.7826086956522,32.258064516129,30.3097345132743,29.4491525423729,28.3950617283951,27.1457085828343
Bolivia,27.7941176470588,27.5611368142763,27.6004728132388,27.335092348285,27.0979840600094,27.1937086092715,27.7450257921886,28.1736824660259,28.397264347309,28.8027608176268,29.0430622009569,29.4768830041242,30.1312649164678,31.0097480228067,31.7604667124228,32.3153982872839,32.2911877394636,31.5882094148702,30.7485875706215,29.5971499040833,28.3861478807327
Bosnia and Herzegovina,28.4989122552574,30.5866842452208,33.0461538461538,31.0982658959538,29.5929592959296,30.3937007874016,31.6213494461229,34.1463414634146,33.1651376146789,32.730455075846,30.6485355648536,29.5824847250509,29.267042542286,27.5968992248062,26.1393399685699,23.5859124866596,20.6896551724138,19.774011299435,18.7903699354081,18.677281077771,18.5447520927238
Botswana,26.7605633802817,27.9166666666667,27.5735294117647,25.9615384615385,25,25.8907363420428,26.7465069860279,27.2419627749577,28.4883720930233,29.5019157088123,30.8400460299194,32.0693391115926,34.2799188640974,35.65965583174,35.792349726776,34.5517841601392,33.9765100671141,33.8211382113821,33.8595106550908,33.6906584992343,32.739420935412
Brazil,28.7962350172807,28.01165700529,27.733464901461,26.9076020070056,27.0605367172873,28.3978879740058,29.7280887444822,31.5401384032421,32.4342996837882,32.8017553106728,33.0430833853664,33.0788156443539,32.9691704544309,32.3689564964635,31.5647203476531,30.3630151416611,28.8203789549485,27.2465289204743,25.2455943338668,23.1025376047767,21.7012363429809
Brunei,30.4347826086956,29.0322580645161,27.5,25,25.3968253968254,28.2051282051282,32.2222222222222,34.5794392523364,38.8429752066116,39.568345323741,39.622641509434,40.1129943502825,38.5786802030457,38.9671361502347,37.5,35.7142857142857,34.5724907063197,32.1678321678322,30.3630363036304,29.5238095238095,29.0030211480363
Bulgaria,31.5687896333058,31.5159574468085,32.2335025380711,29.9390986601705,29.0390956194065,28.1822344322344,28.0188891387452,27.9405237461163,26.7278013867144,26.3602251407129,26.8387725280078,27.2407732864675,27.2140459592048,25.458410842413,22.5487503433123,20.3650884198517,18.880285884455,18.8726253503581,19.6219035202086,19.8428961748634,19.2183578343492
Burkina Faso,30.4482225656878,29.8003802281369,29.0798611111111,28.4581847007531,27.4615109201575,26.703261220536,26.2110726643599,26.0358056265985,26.6562220232766,27.3010920436818,27.7674182064757,28.4430269643375,27.9754601226994,27.8281019591321,27.9677330644422,28.5506543868153,30.5072567897686,32.0388974755281,33.0517854022252,33.5498296422487,33.0205826005797
Burundi,29.2511700468019,27.9485346676197,26.9155206286837,26.2589928057554,25.891387822271,25.5862428348098,27.1115258982734,28.9065606361829,28.9735667696533,26.9595448798989,25.2025202520252,28.5033112582781,32.741935483871,34.0790298975538,33.8106147384498,32.5035310734463,31.5606936416185,31.727781230578,32.1800322533353,32.1805555555556,31.3699536730642
Cambodia,28.551724137931,28.5537190082645,28.3768862716231,28.1942633637549,27.8707443739181,28.3135927805979,30.3975704030922,29.6918767507003,29.334121355398,28.0969327232672,26.7254484645789,29.5374666104316,32.1744791666667,35.0228750300987,36.3595756560581,33.7654191929751,31.6595828803005,29.9915198341656,29.6409886343136,29.7988555574822,29.2151771505151
Cameroon,28.8976723759332,28.6401925391095,28.311499272198,27.7977161500816,27.1019936434556,26.5739570164349,26.0375709916994,25.7936507936508,25.9506012349691,26.5788728405551,27.6528946376994,28.7378205846119,29.8627116945586,30.9631369714492,31.393051210275,31.9118315406757,32.6696578799776,33.1636980491942,33.4167633233624,33.0267318194884,32.1870401656766
Canada,31.3386524822695,29.6764212968931,27.6802898222574,26.0580658352075,27.5335492827395,30.3260963584465,33.1897952551186,34.9266118496888,33.822581799957,31.4320470365615,29.0305924874145,27.1813109326139,26.6705641625256,26.5642520744562,25.6958277254374,24.348006429201,23.151351080363,22.1886718940243,22.1308748752554,22.5044190157224,22.8060572888159
Cape Verde,29.1139240506329,27.9569892473118,26.9230769230769,23.1404958677686,21.0144927536232,21.4765100671141,21.4285714285714,24.5614035087719,26.4550264550265,26.4423076923077,27.2727272727273,29.2,31.0861423220974,32.9824561403509,33.4437086092715,32.7044025157233,30.421686746988,28.4883720930233,27.4787535410765,26.4623955431755,25.5494505494505
Central African Rep.,28.6775631500743,28.7729196050776,28.7024901703801,28.2479141835518,27.4193548387097,26.4132553606238,26.2564991334489,26.8567141785446,26.7605633802817,27.6796230859835,27.9874213836478,28.1205164992826,29.2629742695159,30.4956035171863,31.7442719881744,32.680412371134,33.0868167202572,33.3232445520581,33.1900257953568,32.8061085355877,32.4035453597497
Chad,29.1396103896104,28.3296541574687,27.471798274718,26.5913146936347,25.8547008547009,26.0312944523471,26.1111111111111,26.0393046107332,26.1658031088083,26.0072242289525,26.2449846589568,26.5755053507729,27.1863117870722,27.8907435508346,28.6115569823435,29.5151586646219,30.4028535459505,31.331888019606,32.1709401709402,32.75,33.0002156876842
Channel Islands,28.8461538461538,28.5714285714286,27.1186440677966,25.8064516129032,26.5625,27.2727272727273,28.7878787878788,30.9859154929577,33.7837837837838,32.8767123287671,31.0810810810811,28.5714285714286,25,23.0769230769231,21.7948717948718,22.0779220779221,22.3684210526316,21.0526315789474,20.2702702702703,20,21.3333333333333
Chile,28.9250814332248,28.2284040995608,26.9011898603207,26.5767824497258,26.850897092184,28.0060594584359,30.7271443699259,32.958435207824,33.5930476475877,33.2646897309171,31.5066735112936,30.0060716454159,29.7010273577283,29.6790559170619,29.3026706231454,27.8881605899222,26.080031853474,24.4494250633405,23.7066897015069,23.4651206994868,23.1598864711447
China,29.4985239471905,28.3065991884628,26.995231631339,25.6760742872689,25.2372260476592,27.2186059126661,29.0689873457653,32.1900977060822,35.0269589800263,35.7320748202226,35.0416004426032,33.5741095159623,32.1897301413779,29.8863639749369,28.6799527729894,26.7519472430011,23.8528339165721,22.7604858808395,22.5835087450182,22.6251490552192,22.3637210520953
Colombia,27.8745644599303,26.5197349467012,25.3484320557491,24.44182052383,25.0140056022409,27.0423003407297,29.2592592592593,31.6515282105682,33.1858671608776,32.9988065531084,32.8717490569784,32.2846544855062,31.4918771795526,31.3062524890482,30.6171540254078,29.7784131522516,28.9637696048216,28.0232865837523,27.2367149758454,26.5170171118267,25.7110848322649
Comoros,30.379746835443,29.8850574712644,27.8350515463918,26.1682242990654,24.3697478991597,24.4444444444444,25.609756097561,25.9067357512953,27.2727272727273,29.0983606557377,29.9638989169675,32.4590163934426,32.5581395348837,32.1052631578947,31.4285714285714,30.5309734513274,31.4168377823409,32.1153846153846,31.8918918918919,31.2286689419795,29.7560975609756
"Congo, Dem. Rep.",27.6714021000618,27.9787679843554,28.0721393034826,28.0572372041827,27.8059031426115,27.2840635131765,26.7756807376459,26.2216104611149,25.7612862010221,25.4110612855007,25.4979769685652,25.9387153010594,26.9695109474115,28.1961246668034,29.5026272875521,30.8275848117654,31.7804664083632,32.6302087679188,33.3010291199409,33.5655532508404,33.5691370122287
"Congo, Rep.",28.7104622871046,28.5398230088496,27.9843444227006,27.2260273972603,26.4487369985141,25.8642765685019,25.6297918948521,25.9398496240602,26.8729641693811,27.5466284074605,27.755905511811,29.2056074766355,30.3191489361702,32.0549242424242,32.7373350361856,33.0192383195917,33.0043859649123,32.7403352719808,32.6668816510803,32.2225619076735,31.5052508751459
Costa Rica,27.061310782241,25.812274368231,24.2748091603053,23.6808236808237,24.2491657397108,26.9040553907023,29.8093587521664,32.5528700906344,33.3553937789543,32.6112412177986,32.2463768115942,32.1747299201503,32.8227571115974,33.2378223495702,32.3938223938224,30.7326007326007,28.3111422564821,26.7543859649123,25.6057629338572,24.7284345047923,24.2700156985871
Cote d'Ivoire,28.582995951417,28.8811188811189,28.5629804849202,28.1477880408362,27.1005917159763,26.340545625588,25.792864222002,25.7222554293684,26.1335531739489,27.1216945867368,28.2510140777857,28.5045734950011,29.3790109475274,30.525081651453,31.2664017395216,32.0702277657267,32.6288468668891,32.8732890327711,32.7986958350862,32.2996908885727,31.6274781005071
Croatia,29.4642857142857,30.0722891566265,31.5340909090909,29.3488372093023,28.491879350348,28.5065819337267,28.3562250775366,28.8811795316566,28.2897556793828,27.1712158808933,26.3698630136986,26.1832392531481,25.7880910683012,25.1881363435148,23.9461883408072,22.1867881548975,21.0770659238626,20.5310573731626,20.1648085312651,20.4669647292598,20.3977562468128
Cuba,30.5623471882641,29.631959735766,29.7537227949599,28.4323770491803,27.2875816993464,27.6440240756664,28.3597448034575,32.5678913738019,34.8974164133739,36.2665684830633,33.4176300578035,31.2836141986375,28.1546447109361,25.4866940525094,24.9821173104435,24.5293168370091,22.4334600760456,20.8770960014741,19.8147097750047,19.0857589372924,18.8748471259682
Cyprus,29.6,29.368029739777,27.3356401384083,27.4247491638796,27.0358306188925,30.5194805194805,32.3529411764706,31.6923076923077,30.2052785923754,29.0760869565217,29.3233082706767,29.6037296037296,29.490022172949,29.6842105263158,28.3702213279678,26.3565891472868,24.4402985074627,22.9241877256318,22.5352112676056,22.9452054794521,22.9865771812081
Czech Rep.,28.487358326068,26.1206535400084,26.46998982706,25.5097960815674,26.7998417721519,28.1243963685532,28.7681569515186,28.3506126295947,26.7018668678107,26.8049010367578,28.5659874309655,29.0007656967841,29.2162417374882,27.2062956717257,23.6061905649823,21.7310203320276,20.8059981255858,20.7522207522208,21.7482384307751,22.158438576349,21.5192307692308
Denmark,28.7836583101207,26.9557443004023,25.6932409012132,25.81317764804,27.1152296535052,28.0516431924883,28.7972243639167,29.1987673343606,28.7576687116564,28.7226001511716,27.8724981467754,25.666301569916,23.8508867173362,23.1821454283657,23.2749374329639,23.9246356203342,23.966065747614,23.1177094379639,22.4388514711095,22.3332144131288,22.4775583482944
Djibouti,29.0322580645161,28.5714285714286,27.906976744186,27.5862068965517,28.3950617283951,28.3185840707965,27.4853801169591,27.8606965174129,28.0575539568345,28.7539936102236,29.700272479564,30.6930693069307,31.9727891156463,33.6134453781513,33.9805825242718,33.5135135135135,32.7731092436975,31.7535545023697,31.2406576980568,30.9557774607703,30.570652173913
Dominican Rep.,26.5546218487395,26.978417266187,26.6261398176292,26.0422027792074,25.685234305924,26.2244504435017,27.8823126924393,29.7256097560976,31.3150684931507,32,31.9032405294386,31.5256383203207,31.2708701630328,31.1808118081181,30.9036881664045,30.4369579719813,29.8445263664049,29.0592983545483,28.3487210534282,27.4375743162901,26.4628050573361
Ecuador,26.6978922716628,26.0847107438017,25.8675078864353,25.5261106780982,25.4117647058824,26.4765784114053,27.5252525252525,28.9153965098299,30.4067266327728,31.2720225510923,31.3325721741967,31.025483573841,30.7211398662402,30.8114035087719,31,30.7358233031394,29.9033066730333,28.8061082832022,27.4946321618262,26.3807089676631,25.4919204133231
Egypt,29.6385319404641,28.6018162480569,27.0713463751438,25.4996510373707,25.9997746986595,26.4405063291139,26.9463238610735,27.8392637550081,27.8718216649251,28.405147940193,29.6417499138822,31.2584785557758,33.1571302712098,33.1611773717037,32.4022687076904,31.2676378613378,29.9254295904031,29.8740416210296,29.5119795758052,28.7088431941466,27.6365362820474
El Salvador,27.8923766816143,27.7732793522267,26.9750889679715,25.9779951100245,25.5591054313099,26.0158804297057,26.4668636555509,26.7578125,27.9605263157895,29.4754653130288,29.828534454869,30.1038062283737,30.7598413182789,32.0271066588097,33.0878186968838,32.2563127884876,30.7491516575307,28.6870731090311,26.8081955072822,26.4470816178251,25.9135419154526
Equatorial Guinea,29.5652173913043,28.5714285714286,28.4615384615385,27.7372262773723,27.7027027027027,18.8524590163934,17.5438596491228,32.5,35.0515463917526,32.9004329004329,28.2527881040892,25.5737704918033,26,27.3417721518987,29.2517006802721,30,30.2238805970149,31.0463121783876,32.120253164557,32.5478645066274,32.6446280991736
Eritrea,27.0363951473137,27.6729559748428,27.8940027894003,28.0637254901961,27.9269602577873,27.2983114446529,26.7942583732057,25.6123163051085,25,23.3679072605247,27.5695931477516,32.0473476545375,33.4338484734263,32.7523840841828,30.9664113140837,31.0123192287092,32.1051338737411,33.1673081276885,33.5428451707522,32.7009583414825,31.2085482682388
Estonia,27.5039745627981,27.82874617737,30.6451612903226,29.3871866295265,27.7401894451962,27.1428571428571,26.9620253164557,27.5735294117647,27.3381294964029,26.1658031088083,25.5434782608696,26.0330578512397,27.1844660194175,25.8333333333333,23.4965034965035,21.4488636363636,19.7976878612717,20.8271787296898,22.5903614457831,23.6641221374046,22.8260869565217
Ethiopia,27.4613069647463,27.6741232783042,27.8857142857143,27.8608127043438,27.8070836473248,27.4840419125617,27.1800044832997,27.1619857881761,26.9988079089078,26.8126045733408,26.668284396991,26.900335588345,27.8389393797433,29.330684217062,30.6939830195644,31.7090618709345,32.5407649875735,32.9708023090438,33.2146694455592,33.2533246051084,32.8476684650012
Fiji,27.536231884058,26.6666666666667,26.1780104712042,26.9911504424779,28.515625,30.5263157894737,31.629392971246,32.7635327635328,32.5779036827195,31.8302387267904,30.379746835443,30.0733496332518,29.9287410926366,30.9302325581395,31.4220183486238,30.7174887892377,30.5494505494506,29.7826086956522,28.2894736842105,27.0925110132159,26.5033407572383
Finland,29.4314381270903,27.5862068965517,26.698606271777,25.9635747564591,27.5210084033613,29.7741273100616,30.5758313057583,31.1040759794222,28.9330218068536,26.6412213740458,25.2643504531722,24.2242990654206,23.5229357798165,23.8886881098663,23.2999284180387,22.4511545293073,22.0530973451327,21.5880893300248,21.8026362664767,22.1464465183058,22.2101841820152
France,26.0335144093546,25.4756070394297,26.442205500999,24.5246844543857,25.3549851849001,26.3056236535176,27.980306266517,29.8856237902516,29.2876712328767,28.6121258839696,27.1337956420285,25.94363682734,24.5850686890035,23.2167917505644,22.7488721804511,22.5031229552079,22.4042427813789,22.3959551087211,22.2971401999535,21.8512502175553,21.4900046490005
French Guiana,33.3333333333333,28.5714285714286,25,21.0526315789474,27.2727272727273,29.6296296296296,33.3333333333333,34.8837209302326,34.5454545454545,32.8358208955224,31.25,30.6930693069307,30.4347826086956,29.7709923664122,30.3448275862069,31.0975609756098,30.8988764044944,30.2564102564103,29.126213592233,28.7671232876712,28.448275862069
French Polynesia,31.0344827586207,28.125,25.6410256410256,26.0869565217391,26.9230769230769,27.4193548387097,29.1666666666667,31.7073170731707,32.258064516129,33.9805825242718,32.4561403508772,32.258064516129,31.8181818181818,30.7692307692308,31.9727891156463,30.1282051282051,27.9503105590062,27.3809523809524,26.1627906976744,25.8620689655172,25.5681818181818
Gabon,29.045643153527,28.6885245901639,28.2258064516129,27.6264591439689,26.8382352941176,27.1241830065359,27.3775216138328,28,28.051391862955,28.021978021978,28.5714285714286,29.8398835516739,31.1170212765957,32.518337408313,33.4085778781038,33.4033613445378,32.9064039408867,31.9962686567164,31.4108251996451,30.9584393553859,30.5805396565822
Gambia,28.8888888888889,29.5774647887324,30.4878048780488,31.2169312169312,30.7339449541284,29.8850574712644,27.6527331189711,26.8096514745308,26.9315673289183,27.8181818181818,28.2012195121951,28.4224250325945,28.1179138321995,28.7712287712288,29.8214285714286,31.0096153846154,32.005792903693,32.5827814569536,32.6642335766423,32.412626832018,32.0168509741969
Georgia,29.3684210526316,29.2576419213974,32.1492805755396,30.6336550566513,27.6442307692308,27.1993853246254,26.5973254086181,29.2726621282694,29.9581005586592,29.0492296129275,28.28,27.7282377919321,27.7603933839964,27.9778393351801,25.9715639810427,23.9902676399027,21.7717717717718,19.9069286452947,20.5692803437164,21.0614525139665,20.4093567251462
Germany,27.7309329501396,25.6846956613869,27.4743895863822,26.2406407800801,25.2485812678857,26.227843203637,25.9724117761747,27.6171019272897,29.7042945382034,29.1215345707878,27.363184079602,25.1430878476263,23.3840486101143,22.8292399922646,22.3853211009174,21.3821178573202,20.0045453397642,19.2322555712998,18.8491331611951,18.8105976719691,19.0354696469675
Ghana,27.5974025974026,27.8184991273996,27.7513384889946,27.4434156378601,27.264325323475,26.5347334410339,26.3369963369963,26.7008387698043,27.4017024726388,28.5446009389671,29.5258844278452,30.243315755389,30.9,31.3676758547974,31.4879604856966,31.4454722799069,31.4516597872217,31.4930855661193,31.4666263054336,31.2665782493369,30.7916051371549
Greece,31.0647073988141,31.7880794701987,32.3715693173821,31.2315046665149,27.1615914647699,26.234835355286,26.2118126272912,26.9124058660325,28.0807296720357,29.1558681969641,29.6852387843705,28.9906943450251,26.916252661462,24.7313722036287,22.5193525686137,21.0433556573846,20.7470348734289,20.6515933772476,20.5160365525891,20.2597871188887,19.8505286183011
Grenada,23.2558139534884,22.2222222222222,24.4897959183674,19.6078431372549,19.1489361702128,23.4042553191489,23.9130434782609,29.4117647058824,26.530612244898,28,29.4117647058824,27.4509803921569,35.2941176470588,33.9622641509434,32.7272727272727,30.9090909090909,25.9259259259259,26.4150943396226,26.9230769230769,25,25
Guadeloupe,28.4403669724771,28.3333333333333,25.7142857142857,24.025974025974,24.390243902439,23.0769230769231,27.710843373494,30,33.8461538461538,32.8502415458937,31.6742081447964,27.5423728813559,25.4098360655738,24.3027888446215,24.609375,24.21875,22.6053639846743,21.8390804597701,21.9230769230769,20.4633204633205,20
Guam,36.8421052631579,31.8181818181818,28.5714285714286,31.25,31.5789473684211,31.8181818181818,34.6938775510204,36.8421052631579,35.4838709677419,33.3333333333333,32,29.2682926829268,28.735632183908,28.7234042553191,28.7128712871287,28.9719626168224,29.0909090909091,27.8260869565217,27.1186440677966,26.6666666666667,26.2295081967213
Guatemala,27.5353016688062,27.8523489932886,27.7533039647577,27.1599657827203,27.0825550989914,27.0058708414873,26.3916931064321,26.2153219648766,25.9787282190541,26.4612326043738,27.4636793278488,28.5297280688278,29.3758480325644,30.3489771359807,31.151436595377,31.8748160502306,32.4889569999098,32.660581190855,32.5161087537325,31.9264552627661,31.0241820768137
Guinea,28.4082254379284,27.7739009071877,27.2785213511791,27.4407856730214,27.3010920436818,27.4577954319762,27.4305555555556,26.9495412844037,26.7300754345687,26.693657219973,26.9138180067405,27.3603504928806,27.9843444227006,28.6909028844513,29.3843843843844,30.1854074963319,31.0869044768973,31.8639662081664,32.3747405870145,32.430467187784,32.0158435867184
Guinea-Bissau,30.188679245283,27.972027972028,27.0627062706271,27.3927392739274,28.1967213114754,28.9772727272727,28.6729857819905,28.0172413793103,26.6019417475728,27.6271186440678,28.2674772036474,27.8975741239892,28.4855769230769,27.5160599571734,28.1039461020212,29.1522491349481,30.2270947533281,31.1206281227694,31.7200784826684,32.0891029500301,32.0491345616974
Guyana,27.5229357798165,26.1044176706827,24.1379310344828,24.1486068111455,23.249299719888,26.0053619302949,28.498727735369,30.8673469387755,33.2467532467532,34.7938144329897,35.3092783505155,31.6353887399464,28.9972899728997,28.4552845528455,29.2349726775956,29.9719887955182,29.3103448275862,27.7286135693215,25.077399380805,23.6666666666667,22.9390681003584
Haiti,29.5578437310721,28.8182831661093,28.2741116751269,27.8673422385997,27.4132887588801,27.7777777777778,27.923875432526,27.800061709349,28.0833333333333,27.8531925590749,28.4963436928702,30.2686817800168,31.8455268775471,33.213061519033,33.8116137744767,33.0637488106565,32.3679471788715,31.6390633923472,30.9071008345875,30.2371541501976,29.4155181214906
Honduras,27.2604588394062,26.9953051643192,26.686807653575,25.7705479452055,24.4394618834081,24.789644012945,25.8296460176991,26.9449715370019,28.050778050778,28.3614198637504,29.0250160359205,30.2547770700637,31.6535433070866,33.0866555263786,33.6256028057869,33.3129833129833,32.6967150496562,31.7762085822922,30.8971250432975,29.9383230538423,28.6868034243256
"Hong Kong, China",37.9812695109261,34.5169281585466,29.0106951871658,23.6683141131247,24.3675787299948,26.7008387698043,32.1310116086235,37.3863636363636,38.4117858426159,38.0038387715931,35.7225769007545,32.1547884187082,29.5997851195273,27.6938827745073,25.3921568627451,22.180273714016,20.178448867536,18.6550491510277,18.2097411145239,19.1641403204851,19.5100988397078
Hungary,30.2124149309136,28.3464566929134,28.952970776079,27.9694947569113,27.5065715358618,28.5925106068991,28.4601449275362,27.6082587246483,26.7681455355485,25.9176863181313,26.7563527653214,27.6077097505669,27.6717557251908,26.6152362584378,24.0234375,22.5787284610814,21.6254274793804,21.0084033613445,21.1526414700355,21.343537414966,21.1276733635774
Iceland,29.1666666666667,28.2051282051282,26.4367816091954,25.2631578947368,25.7425742574257,27.3584905660377,29.7297297297297,31.6666666666667,32.258064516129,31.2977099236641,30.2158273381295,28.1879194630872,28.3018867924528,28.7425149700599,26.7045454545455,25.6830601092896,25,23.9583333333333,24.3523316062176,24.2268041237113,23.469387755102
India,30.1037191192266,29.4569790262825,28.9203407979887,28.0823155991844,27.5385702464037,28.2450443136459,28.8197904967798,29.6223300135516,30.2980912021442,30.289873412198,30.6799759413351,31.2325402353631,31.8962786880221,32.5052905538696,32.5737202810056,32.3259060526066,31.712314949663,30.8235016706904,29.8009527427582,28.5655262218732,27.2365504353944
Indonesia,28.1738683127572,29.1342504743833,29.9053411573221,29.8311985097843,28.5543199315654,27.7333861965903,27.9920667487348,29.0669959864156,31.0048701115267,32.7656369323472,33.786536456049,34.1668413903753,33.6327336739513,32.5787160340517,31.2887766387174,30.0513782849187,28.9420060398159,27.7798398264072,26.4725842901021,25.1310672570162,24.1537933401991
