Total 40-59 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Georgia,19.7845804988662,20.5729166666667,19.2742129295842,18.5127288968289,20.6713405566178,21.9074791114734,25.3746056782334,24.031007751938,22.1611721611722,22.3230132123841,22.8173766343315,26.3157894736842,27.7619724988146,27.6934378060725,26.6331658291457,25.6106968372332,27.3737106585559,28.7626331603387,27.7683615819209,26.349765258216,24.4492044063648
Germany,28.549491049491,28.7621756132243,25.8319256176782,23.9221726366784,22.583121186148,22.2456657684682,25.759685268684,26.5379416875845,26.3039290974784,26.7142839640788,26.7298624395355,28.7300393146629,31.2542653797407,30.9422828692606,29.5851881326005,27.5101567034243,25.9386279269906,25.6939343058033,25.582051454289,24.8548295885574,23.630948159705
Ghana,12.7911646586345,12.992398064962,13.0486008836524,12.987012987013,12.8762733203617,12.7612761276128,12.6916447428105,12.7018299246502,12.8941742383752,12.8501014786895,13.1848438300051,13.7635193720622,14.4254479697518,15.3977568149744,16.4575371190855,17.5642139223229,18.6967864002523,19.7649942714023,20.5886014490949,21.2708216357851,21.964921593347
Greece,20.3409992069786,21.6070307595731,21.7808712348494,22.1377616653023,24.0955631399317,24.5579133510168,25.5756067205974,25.5336286749899,24.8155072321165,24.4517338331771,25.0182748538012,26.9275964928139,28.3287132254315,29.6039779790446,30.6008507621411,30.8231328720951,29.3190921228304,27.424689371592,25.276404494382,23.8414192614048,23.6745886654479
Grenada,14.6666666666667,14.6341463414634,13.6363636363636,12.9032258064516,13.8297872340426,14.2857142857143,13.4831460674157,11.8811881188119,13.5416666666667,14,13.8613861386139,17.6470588235294,17.6470588235294,19.6261682242991,20.1834862385321,20.9090909090909,26.8518518518518,28.9719626168224,28.1553398058252,26.7326732673267,22.4489795918367
Guadeloupe,15.7142857142857,15.6779661016949,16.0583941605839,15.8415841584158,16,15.8536585365854,16.5644171779141,17.5141242937853,18.7012987012987,20.7407407407407,23.0769230769231,25.7142857142857,27.3504273504274,27.7894736842105,25.979381443299,25.2566735112936,24.6435845213849,24.5436105476673,25.5102040816327,25.1028806584362,24.9475890985325
Guam,12.280701754386,11.2903225806452,13.4328358208955,13.6986301369863,15.2941176470588,14.8936170212766,15.3846153846154,15,16.6666666666667,19.047619047619,20.6451612903226,23.3532934131737,24.4444444444444,24.6073298429319,24.2574257425743,23.2227488151659,22.4770642201835,23.3480176211454,25.2136752136752,25.7383966244726,26.25
Guatemala,12.7105179536066,12.4343741365018,12.1951219512195,12.370698754486,12.9544196346189,13.2731958762887,13.2126567844926,12.7772177419355,12.6838028959479,12.5537231384308,12.3797648735305,12.4409820585458,12.5139120756817,13.0046224961479,14.095406555746,15.580310100858,17.1630094043887,19.0117324655305,20.822115964158,22.5767151450544,24.2422037043776
Guinea,15.361100496752,15.5033321641529,15.5939801472943,15.4848046309696,15.0442477876106,14.2503097893432,13.5322092520536,13.4042149231061,13.128355295266,13.2120887937951,13.3023144834168,13.2292344393841,13.3016857198217,13.4678713163894,13.8804307463795,14.6051850385909,15.6318437407517,16.8237814675951,18.0432020330368,19.3570143884892,20.7832832832833
Guinea-Bissau,15.4440154440154,15.7243816254417,16.1888701517707,16.3606010016694,16.4451827242525,14.9640287769784,14.2685851318945,14.3634385201306,14.103819784525,15.180102915952,14.8773006134969,14.3342391304348,13.2075471698113,13.8303619665046,14.2372881355932,14.4662309368192,15.1813880126183,15.2712899748473,16.1396574440053,17.3952641165756,18.7394485087226
Guyana,14.1843971631206,13.9917695473251,13.556338028169,13.3540372670807,12.8531073446328,12.68758526603,12.5,12.2077922077922,12.8342245989305,14.0974967061924,16.3804491413474,20.8387942332896,22.9357798165138,24.1059602649007,23.489932885906,22.8454172366621,21.3183730715288,21.4285714285714,24.1112828438949,25.4966887417219,26.5232974910394
Haiti,15.5852219807513,16.3300142247511,16.2315843887309,15.5357978474497,14.8705982180738,14.50233281493,14.3384290985767,14.0306921390542,13.5340461451885,13.6369418649027,13.8281882298532,14.3358129649309,15.0569297212407,15.4772768753422,16.6183245180003,18.6758576466816,20.6820765441455,22.5676163000361,23.8802875311031,24.1223103057758,24.2993671703474
Honduras,14.3913920645595,13.7951105937136,12.7309036445332,12.4627817949809,12.263099219621,12.0051496620534,11.6675839295542,11.0743801652893,10.9365435625383,11.4014676928584,12.2530913762647,13.3633197910621,14.437590234939,15.4167163467271,16.8910782703886,18.8014220416455,20.9302325581395,23.2291290205999,24.9783923941227,25.9820239680426,26.5623740020966
"Hong Kong, China",15.1315789473684,17.2953451043339,18.6402081977879,18.9650501219182,20.0608673598783,20.7053469852105,19.7538217192773,18.8748396554884,20.1963534361851,22.7674979887369,27.4445110977804,33.0524480604388,34.7715376998161,34.3112072461809,32.0607713283989,29.7778893211193,28.9222873900293,29.0044327303223,28.380772410535,26.1712816917864,24.652133580705
Hungary,25.2730777468409,25.9949109414758,24.0761141712569,24.8349265792845,24.8307216095957,24.266590714896,25.2031760859412,24.7494800529401,25.1157854110382,26.8047222759822,27.9322498531427,27.4116712981342,27.2663457681508,27.2027547093377,28.8420190437186,30.188679245283,30.5394889052477,29.7381079636558,27.2312207848679,25.8413328919784,24.9132624510352
Iceland,20.2797202797203,19.620253164557,19.3181818181818,19.2708333333333,18.7192118226601,18.8940092165899,18.859649122807,18.1818181818182,19.6078431372549,21.6417910447761,24.2857142857143,26.3513513513514,26.3636363636364,26.628895184136,26.6846361185984,26.6318537859008,26.9230769230769,26.5822784810127,25.3731343283582,23.9506172839506,23.3415233415233
