Total 10-14 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Bahamas,11.3924050632911,11.3636363636364,11.1111111111111,10.5633802816901,12.280701754386,12.6984126984127,12.8571428571429,12.0171673819742,10.2766798418972,10.3202846975089,9.21052631578947,9.5679012345679,8.98550724637681,7.62942779291553,7.29166666666667,6.96517412935323,6.73076923076923,6.49651972157773,6.13636363636364,6.01336302895323,5.70175438596491
Bahrain,11.304347826087,11.1111111111111,11.4649681528662,12.565445026178,13.3640552995392,13.0909090909091,10.3746397694524,9.20096852300242,9.14634146341463,9.16955017301038,8.58895705521472,9.2032967032967,8.52904820766378,8.05902383654938,7.25552050473186,6.75808031341822,6.26728110599078,5.85664335664336,5.75959933222037,5.6406124093473,5.4858934169279
Bangladesh,11.2008257827733,10.9574336319723,10.9461007056042,12.1512505744108,12.206192720229,12.3317477988058,12.4287847779191,12.7273256886524,13.1010446935104,12.9717533532158,12.0475679669241,11.089705075625,10.4863674790023,9.73701332054926,8.60150149017241,8.1533444095748,7.79470019437542,7.37289871433947,6.88684765345643,6.41653270427936,6.12418256590036
Barbados,10.4265402843602,9.73451327433628,11.6379310344828,11.864406779661,13.0252100840336,12.6016260162602,10.4838709677419,10.1960784313725,8.10810810810811,8.10810810810811,7.90513833992095,7.14285714285714,5.859375,5.42635658914729,5.3639846743295,5.34351145038168,5,5.11811023622047,4.76190476190476,4.89795918367347,5.04201680672269
Belarus,10.5242768595041,6.90759964116366,7.4019787467937,8.99268037643778,10.5961729897135,9.60922485586163,7.58877730613935,7.3,7.26120857699805,7.92831401577871,7.98607657881651,6.20226092270089,4.92076730608841,4.86318939717828,5.23485513608428,5.19774011299435,4.9515356767488,4.62525729507204,4.34454098979977,4.32155523446736,4.52171522814733
Belgium,6.60639777468706,6.12590252707581,7.63600611754424,7.55395683453237,7.94392523364486,8.18079558237039,7.40740740740741,6.75496688741722,6.13107822410148,5.98909271194844,5.9256352398705,5.99078341013825,5.62616822429907,5.45136973708402,5.62997827661115,5.55853440571939,5.56538665722881,5.49160882172041,5.4025701547338,5.34251350880251,5.36895231465367
Belize,11.5942028985507,10.2564102564103,10.6382978723404,12.3809523809524,14.7540983606557,13.4328358208955,13.8888888888889,13.4969325153374,12.0418848167539,12.7853881278539,12.3015873015873,12.4113475177305,11.4649681528662,10.4956268221574,9.62566844919786,9.18114143920596,8.6046511627907,7.94701986754967,7.20338983050848,6.72097759674134,6.32411067193676
Benin,9.80966325036603,10.9227871939736,10.4892022917585,10.6219709208401,11.1312545322698,11.7760617760618,12.1348314606742,12.2057752972579,12.4478732276897,12.3340321453529,12.4192821745007,12.4173868835791,12.2327146423532,12.1149511645379,12.2217659137577,12.0232473665093,11.4935064935065,10.8936419572224,10.3159355320739,9.82094677458916,9.35765626421618
Bhutan,11.9047619047619,11.734693877551,11.5555555555556,10.9375,11.1486486486486,10.8635097493036,10.8747044917258,11.4345114345114,12.0658135283364,12.6232741617357,13.5472370766488,12.0184899845917,9.88700564971751,9.35064935064935,8.28258221680877,8.32369942196532,8.10210876803552,7.38758029978587,6.63212435233161,6.24370594159114,6.12043435340572
Bolivia,11.5739034279396,11.2736947123379,11.8208955223881,11.9168221807518,12.0636428401805,11.9562933389368,12.0940649496081,12.4371438149514,11.8890554722639,11.6947340283347,11.7696561673479,11.9825708061002,11.3282808137216,10.9370680917719,10.2603763856664,9.62813257881972,8.99746874280893,8.41100917431193,7.85229202037352,7.31941774237847,6.83479777315715
Bosnia and Herzegovina,12.9177619226436,9.16496945010183,11.0691823899371,11.7750956726523,11.8406285072952,10.9954630370963,9.76233069256325,8.43840931134821,8.15141662796098,8.04080408040804,7.87550744248985,6.005291005291,5.85262037776004,4.85645291118862,4.62459194776931,4.57443859162739,4.51832907075874,4.34017595307918,4.13751140857925,3.99873056172644,3.98803589232303
Botswana,12.621359223301,11.5138592750533,10.9195402298851,13.4228187919463,13.5838150289017,13.0966952264382,12.7161749745676,12.8448275862069,13.3234641006662,13.3634602969658,12.6596980255517,11.7934782608696,10.8190091001011,9.92874109263658,10.1032779524023,9.92301112061591,9.61380443714051,9.0945194598888,8.57692307692308,8.20283370618941,7.97679477882524
Brazil,11.9235970876484,11.0770111469779,11.702683382822,12.2318538106701,12.478253169568,12.8115491681233,11.688963073204,11.0232172105561,11.2154094042294,11.2938338796462,10.0404765322233,8.92025087197898,8.8586867529065,8.47612193390646,7.24030384784647,6.42364034349217,5.98905805310713,5.58177498711828,5.27157347723979,5.11556856825911,4.96128359083254
Brunei,10.2040816326531,9.375,8.53658536585366,12.621359223301,12.3076923076923,11.8012422360248,10.8247422680412,11.1111111111111,10.1167315175097,9.49152542372881,9.2814371257485,9.21409214092141,8.57843137254902,7.48299319727891,7.29166666666667,6.84931506849315,6.42201834862385,6.40138408304498,6.11570247933884,6.00315955766193,5.79268292682927
Bulgaria,8.2609295269618,7.88105080677424,8.93719806763285,8.36381370397464,7.76390197926484,7.0756880733945,7.05258406680208,7.32061153889075,7.37045016441774,6.64193393968406,6.41777999750281,5.20671834625323,4.32115230728194,4.52980861902795,5.03135689851767,5.12440758293839,4.90105132962276,4.59175424413905,4.37869822485207,4.50848656294201,4.84050445103858
Burkina Faso,11.5167851016908,11.8780096308186,11.3347457627119,11.2565956615204,11.9493490280007,12.4068675089083,12.7259475218659,12.9057387691509,13.021778584392,13.1121642969984,13.0107066381156,12.7345454545455,12.3249815770081,12.302756154008,13.6756435462485,13.0571325039256,12.2807645500752,11.5669607056937,11.0537160103311,10.6401039870547,10.1462052751451
Burundi,11.4413680781759,11.4008941877794,11.4285714285714,12.920298879203,12.7417519908987,13.1049483414899,12.7633809639138,11.796027032562,11.6176729449041,13.0998702983139,14.5395550061805,13.2014095960965,11.5362046708133,10.7746254383169,10.9043326548415,11.073284357642,10.667895751278,9.81072555205047,8.98123324396783,8.48570420049418,8.30526741209754
Cambodia,11.8987341772152,11.8934544703696,11.8697092381303,11.8365353305112,11.9613777201326,12.455967310131,13.1465836668149,11.2483022595382,9.49432404540764,14.067305157719,13.5198683282389,13.4256254957099,11.2122218532049,9.37270726338958,9.23980571557664,9.38702366520846,9.2731704890304,8.62134267588297,7.81455154615837,7.27984344422701,7.06001008572869
Cameroon,11.128526645768,11.0816326530612,11.0597373774736,11.3298048296394,11.2898508335771,11.6166134185304,11.8845687851085,12.1705205062328,12.4662797351426,12.8628343767786,12.8190584231424,12.4964929016329,11.6845375288105,11.8955250811981,12.0584852965336,11.5911923556294,10.8488916858961,10.1809071386738,9.71435532005603,9.36352157943067,8.98894756900964
Canada,8.18956103952828,8.71941531617413,9.73866428411883,10.3867066415976,10.7570454964082,10.1676605306369,8.03524085328548,7.12406160513892,6.77953864481427,6.81500187694093,6.68708857459428,6.60827039742479,5.71538166474875,5.24343514031331,5.1832884097035,5.24845443493106,5.37486905771437,5.40965370477849,5.31571633811442,5.20490577325755,5.18980501643626
Cape Verde,13.6986301369863,11.2426035502959,8.12182741116751,11.7903930131004,14.9812734082397,15.1079136690647,14.8275862068966,12.5391849529781,13.2394366197183,14.0350877192982,14.1552511415525,13.125,12.0857699805068,11.1313868613139,9.79381443298969,9.44625407166124,9.13312693498452,8.57142857142857,7.87172011661808,7.30659025787966,6.83760683760684
Central African Rep.,10.3552532123961,10.3793843951324,10.2529960053262,10.618932038835,11.0442864953527,11.4526524541398,11.68430335097,11.6119174942704,11.8730808597748,12.1512151215122,12.1762349799733,12.0185275475378,12.2335701598579,11.9951288816724,11.4772514510391,11.095652173913,10.6666666666667,10.2203182374541,9.82776089159068,9.34360809137196,8.90320883745397
Chad,10.6951871657754,10.6796116504854,10.5121293800539,11.5744938047749,11.6304347826087,11.5551275878671,11.6077240182252,11.9494446572195,12.3976416639371,12.5824098751578,12.6041418709831,12.5960674718036,12.6988265971317,12.8306777464359,12.6351124538436,12.4504643047259,12.225260279735,11.886890431006,11.4030208377904,10.8152492668622,10.2246543778802
Channel Islands,6.86274509803922,7.47663551401869,7.27272727272727,6.95652173913044,6.66666666666667,7.93650793650794,7.08661417322835,5.97014925373134,5,5.55555555555556,6.12244897959184,5.36912751677852,5.33333333333333,5.26315789473684,4.54545454545455,4.60526315789474,4.63576158940397,4.63576158940397,4.63576158940397,4.76190476190476,4.92957746478873
Chile,10.1742274819198,10.9123170190744,10.8684279361758,11.1573592322812,12.3041570921245,12.6403685574431,11.2859953496691,10.2650920802709,8.84003032600455,9.16851749028318,9.49477916855827,9.13051481867828,7.75650752888993,6.90539937527889,6.70636836740168,6.55039966780857,6.31951466127401,6.13347877826259,5.89156390683108,5.68043889886877,5.56200987510892
China,9.62158135028406,9.11008697367387,10.4518164619477,12.6289145558442,10.5761252820329,11.7509742999911,13.0388774711294,11.5495557424959,8.41274191415906,8.46304329335715,9.76168037671455,8.11270100003734,6.98232394095771,6.21641291749702,6.09556190939352,6.27379330277881,6.10242412141667,5.57322118507881,5.18014070926431,5.08093178651199,5.18339585785621
Colombia,11.3018836472745,11.3907572141462,12.4695445742488,13.1681034482759,13.176768387006,13.5770017106855,13.2264901647269,11.644885984798,11.5307013581474,11.050163188064,10.5822899381506,10.2069734488606,9.5012851249487,8.91935124627938,8.5408776158231,8.0354704200732,7.62420326551995,7.23546491998109,6.87375639275789,6.54526685914289,6.23111422119024
Comoros,11.6129032258065,10.7344632768362,9.89583333333333,12.2641509433962,12.7118644067797,12.639405204461,12.5,12.5,13.302752293578,14.4308943089431,12.3411978221416,11.3636363636364,10.8381502890173,11.2271540469974,11.547619047619,10.9271523178808,9.85626283367556,9.09961685823755,8.7151841868823,8.59574468085106,8.31295843520782
"Congo, Dem. Rep.",11.8545275428947,12.0547541948778,12.0392641227329,11.8608238587671,11.9201380330293,12.0087056714889,12.0979020979021,12.1489077128845,12.237620552719,12.5395129335292,12.9271507544609,13.0604783425583,13.0879013947454,13.1159822777943,12.5877157951187,12.358336730534,12.0521202633639,11.5249703484998,10.8651973903667,10.2017686338206,9.61542372536658
"Congo, Rep.",11.2623762376238,11.1607142857143,11.1770524233432,11.4384748700173,11.6104868913858,11.9922630560928,12.300055157198,12.5177137458668,12.755519215045,12.6573175116864,12.7099110964768,12.3865300146413,11.8382548550146,11.839924224485,11.3452532992763,10.8208955223881,10.4033582770579,9.84110712455151,9.31916948334138,8.86481537992066,8.46691926552026
Costa Rica,10.351966873706,10.2836879432624,11.0944527736132,12.5790139064475,13.2967032967033,14.0350877192982,12.4361158432709,10.3857566765579,10.487012987013,10.8077033630354,10.9923664122137,9.88452655889146,8.83430295195001,8.04922332055679,7.16054084936203,7.13638833544648,6.69790039909769,6.41756032171582,6.10848672422219,5.88235294117647,5.72818581293158
Cote d'Ivoire,12.0607028753994,11.5927072583419,10.7433217189315,10.7007575757576,10.9136085626911,11.0708352212657,11.2615823235923,11.762459423334,12.5515382175706,12.4482712588439,12.1476937322762,12.1648305965496,11.984237366713,11.9692714356517,11.602107450282,11.2078821709597,10.6451612903226,10.082583856553,9.58325683862677,9.12142297138377,8.67129320083923
Croatia,8.90446521287643,7.36072598941266,9.19881305637982,8.97840330016986,8.12754735075522,7.36225087924971,6.94539639022161,6.81716584711667,7.01637892872953,6.85224839400428,6.15008880994671,5.80819450697884,5.46485260770975,4.76190476190476,4.8853901366057,5.00822948506936,4.97607655502392,4.8572125945814,4.74406991260924,4.67432950191571,4.78306325143753
Cuba,11.1505321844906,10.8256880733945,10.4187088643047,10.726861167002,9.71887550200803,12.6311327752464,12.127681203619,10.650535501785,6.9971671388102,7.0852428964253,7.7020202020202,6.95908522422726,6.31024634059265,5.72498662386303,5.06521350723602,4.88789237668162,4.77313974591652,4.58919319022946,4.39121756487026,4.20358338255562,4.11311053984576
Cyprus,10.3030303030303,9.79284369114878,11.6928446771379,11.1492281303602,10.9120521172638,9.86842105263158,7.85597381342062,7.71604938271605,8.06451612903226,8.34473324213406,8.00508259212198,7.6555023923445,6.13636363636364,5.4054054054054,5.36082474226804,5.42406311637081,5.60836501901141,5.52486187845304,5.38116591928251,5.1528384279476,5.11073253833049
Czech Rep.,6.25140040331616,7.74943493703584,9.22802974756468,8.66206612421465,7.28497092133456,6.82678891767989,6.69130519354211,8.18543303268354,8.43279961183891,6.69573643410853,6.34780907668232,5.8061985092193,4.29394812680115,4.50090398705871,5.22232734153264,5.3806146572104,5.1425855513308,4.83577516039452,4.57698978608595,4.62461300309598,4.94558880684026
Denmark,7.37532193865605,8.6505969813021,9.10480349344978,7.79575541080059,7.46753246753247,7.76526378186129,7.6112412177986,7.1191081556816,6.16731517509728,5.20374976085709,5.69715142428786,6.46114085287059,6.29676948348239,5.99311968133261,5.79553635709143,5.43925568080157,5.41503384396152,5.61977592032723,5.75860224638973,5.6989247311828,5.55155010814708
Djibouti,12.9032258064516,13.0434782608696,13.0952380952381,11.965811965812,12.5,12.5560538116592,12.9411764705882,12.6550868486352,12.3434704830054,12.3595505617978,12.7397260273973,12.531017369727,11.3765642775882,10.7966457023061,10.2140077821012,9.81981981981982,9.46398659966499,9.16271721958926,8.74439461883408,8.25622775800712,7.83912747102931
Dominican Rep.,12.6853377265239,12.4646892655367,12.1754700089526,12.7783400809717,13.5276207046542,13.7348024316109,13.3333333333333,12.4905830947717,11.7455581174556,11.5228363904961,11.2079701120797,10.8371800251783,10.0146699266504,9.69641214351426,9.31085684339244,8.77046441697294,8.2461786001609,7.78774873195474,7.39836778277782,7.04796217068228,6.71081020757384
Ecuador,11.0357037474181,10.8549222797927,11.0835773822933,12.4781341107872,12.3827077747989,12.463810075275,12.4921531701193,12.3269611074489,12.1704445957778,11.7492327926348,11.1932418162619,10.6415556576328,10.4051699099622,9.63211618825786,8.81893860561915,8.26076138342871,7.87075890181033,7.46433770014556,7.0684057640827,6.68275165525755,6.3490298548952
Egypt,10.5842978664064,9.86995938794766,12.1946832619878,12.2727560651169,12.6697214179293,12.5280941437915,12.2743844803529,11.7325383977573,12.1426593756489,12.6088318196054,13.0648540036766,10.5694955674218,10.0196510168809,9.81171958421408,9.72232078589604,9.379733450191,8.67950047337812,8.02039432460967,7.60736398095692,7.36167105806165,7.10392638226257
El Salvador,12.2615803814714,11.4720394736842,11.5842656080837,12.422934648582,12.9109863672815,12.9131255901794,12.6984126984127,13.122624524905,12.5914805779696,11.5921787709497,11.456931359354,12.2917010394324,11.7875020184079,9.43277969288624,8.78041408493275,8.64143830651008,8.37163950410921,8.11066126855601,7.43029984218832,6.8712130978471,6.44670050761421
Equatorial Guinea,9.73451327433628,9.66386554621849,9.84251968503937,11.070110701107,10.9215017064846,13.8075313807531,15.8371040723982,10.1910828025478,7.69230769230769,9.95575221238938,12.4528301886792,12.4590163934426,11.9596541786744,11.5236875800256,11.5296803652968,11.8434603501545,11.7150890346767,11.1206896551724,10.5095541401274,10.0517368810052,9.68858131487889
Eritrea,12.1609798775153,12.3515439429929,12.3508771929825,11.652281134402,12.012987012987,12.0567375886525,11.0526315789474,13.7205987170349,14.7561747941735,13.8802245789145,13.6015325670498,12.1198568872987,11.3558023745691,12.0339547270306,12.4572108944783,11.883862255233,10.834879406308,9.83606557377049,9.24422894487193,8.99970492770729,8.82625625811237
Estonia,9.28116469517743,7.76531492666091,6.91927512355848,7.60279286268425,7.47800586510264,7.12290502793296,6.73011556764106,7.34426229508197,7.12921705919796,7.43055555555556,7.94460641399417,5.72065378900446,4.63378176382661,4.8689138576779,5.84707646176912,6.34920634920635,6.22598001537279,5.78577013291634,5.15873015873016,4.98392282958199,5.35279805352798
Ethiopia,11.7819365337673,12.0411883529586,12.2400106434875,11.7217555154275,11.6584337973678,12.0568237008256,12.2257053291536,12.1729598051157,11.9271944174104,12.0546839352778,12.6230634205907,13.1100991159925,12.7811054755993,12.2801001693735,12.1623874624875,11.7775682059071,11.2861909865536,10.6978240646835,10.0586489312645,9.43024225201268,8.88891445930085
Fiji,12.5,12.797619047619,12.6903553299492,13.3909287257019,14.0926640926641,13.5181975736568,12.3613312202853,11.0014104372355,12.0165745856354,11.8335500650195,10.6117353308365,10.7487922705314,10.5386416861827,9.83981693363844,9.13190529875986,8.61878453038674,8.16993464052288,7.77537796976242,7.54310344827586,7.16612377850163,6.7032967032967
Finland,8.15461346633416,8.47697756788666,11.1060948081264,9.59684487291849,8.72964169381108,8.17062818336163,7.34156034302447,6.16200775351969,6.51694405454181,6.46171920892892,6.12797216315484,6.29530713468142,5.61167227833894,5.37753222836096,5.47770700636943,5.54752439465125,5.55555555555556,5.49629361779063,5.38279687215857,5.26411990495339,5.27185892725937
France,6.74570923172539,6.30198852508122,8.88451012588944,8.4208152218486,8.18348334744845,8.21938591666825,7.83873957367933,7.62773063729915,6.57447968895692,6.70160859295529,6.49258401122968,6.04933213144309,5.9648114442635,6.2191896586801,6.10657631295241,5.76885063937841,5.60678771832172,5.48165821652252,5.44958724230433,5.5228777488768,5.56819861090587
French Guiana,8,7.14285714285714,9.375,10.2564102564103,10.6382978723404,12.5,11.7647058823529,10.5882352941176,9.48275862068966,10.7142857142857,9.6969696969697,10.8910891089109,10.3004291845494,10.3053435114504,9.27835051546392,8.69565217391304,8.47457627118644,8.31168831168831,7.99031476997579,7.55148741418764,7.14285714285714
French Polynesia,11.6666666666667,11.4285714285714,11.5384615384615,13.1868131868132,13.7614678899083,13.28125,13.2450331125828,12.0689655172414,10.8247422680412,11.1627906976744,11.8143459915612,8.984375,8.88888888888889,7.95847750865052,7.84313725490196,7.52351097178683,6.99088145896656,6.78466076696165,6.41399416909621,6,5.94900849858357
Gabon,8.72340425531915,8.57740585774058,8.43621399176955,9.4,9.24528301886792,9.5959595959596,9.83847283406755,10.6463878326996,11.3146551724138,11.7755289788408,12.1457489878543,12.6554498902707,11.5256495669554,10.6707317073171,10.1237345331834,9.81210855949896,9.48191593352884,9.01109057301294,8.53122251539138,8.07061790668348,7.68608414239482
Gambia,11.2403100775194,11.7437722419929,11.2852664576803,9.45945945945946,10.02331002331,10.4854368932039,10.8943089430894,11.2925170068027,11.6201117318436,11.5420129270545,11.5030674846626,11.9764397905759,12.3428571428571,12.2418136020151,11.9282511210762,11.5462252725071,11.0826627651792,10.6070713809206,10.1258054617981,9.64438122332859,9.14407230196704
Georgia,11.1678004535147,7.21354166666667,7.20980533525595,8.99955337204109,10.4100276184406,10.3117994701447,8.63564668769716,8.26243146152392,7.91208791208791,8.00631039242753,8.60396457191059,7.81634938409854,5.54765291607397,5.38687561214496,6.00502512562814,5.96554384160453,5.79211848717271,5.38104343075662,5.11299435028249,5.1349765258216,5.35495716034272
Germany,9.05873405873406,7.46676146462851,6.23240355431036,6.87571580901228,7.29701032378564,8.29477858559154,7.78525718811072,5.59052584153955,5.15528810444022,5.51070164046899,5.77047262802627,5.12910741154201,4.82353514672906,4.50304259634888,4.20407351222302,4.13964520931641,4.25674026691328,4.29347255745619,4.25606233626654,4.20821781768527,4.21388554003262
Ghana,12.1285140562249,12.318590186593,12.5331369661267,11.5355233002292,11.9491816412956,12.3912391239124,12.6825728023224,12.7325849607873,12.6336183858899,12.4905769788344,12.3502304147465,12.0750239583809,11.5691270754562,11.1750724207086,10.9987486048635,10.7736691897258,10.3316801880572,9.8798326716581,9.4016881209073,9.04688377316114,8.76960166323845
Greece,10.2696272799366,8.06026365348399,8.78435137405496,8.38498421237282,8.14562002275313,7.85809018567639,8.07923667288944,7.209021345147,7.3501918724786,6.54170571696345,5.50073099415205,4.94440929223538,4.72145220423858,4.66169419286095,4.85643388869195,4.64786233812312,4.44147752558968,4.29069455618128,4.26966292134831,4.3718320057929,4.53382084095064
Grenada,12,10.9756097560976,12.5,12.9032258064516,17.0212765957447,16.4835164835165,13.4831460674157,11.8811881188119,10.4166666666667,12,13.8613861386139,10.7843137254902,9.80392156862745,8.41121495327103,8.25688073394495,9.09090909090909,8.33333333333333,7.47663551401869,6.79611650485437,5.94059405940594,6.12244897959184
Guadeloupe,10.4761904761905,10.1694915254237,12.4087591240876,13.2013201320132,12.9230769230769,14.0243902439024,12.8834355828221,10.7344632768362,8.57142857142857,8.39506172839506,8.39160839160839,7.91208791208791,7.26495726495726,7.57894736842105,7.01030927835052,6.57084188911704,6.31364562118126,6.08519269776876,5.91836734693878,5.76131687242798,5.66037735849057
Guam,7.01754385964912,9.67741935483871,10.4477611940299,12.3287671232877,11.7647058823529,11.7021276595745,10.5769230769231,10,9.09090909090909,8.84353741496599,9.03225806451613,9.58083832335329,9.44444444444444,8.90052356020942,7.92079207920792,7.58293838862559,7.3394495412844,7.04845814977974,6.83760683760684,6.75105485232068,6.25
Guatemala,11.7572291070861,11.4948880906328,12.5815020526443,12.7506860882415,12.2900904225872,12.3389175257732,12.4429874572406,12.7520161290323,13.0991132562577,13.1434282858571,12.6914855717848,12.7793515895499,12.5139120756817,12.271186440678,11.7793377922724,11.2198303979126,10.5661073206712,9.86554765778882,9.15337324707679,8.46341277697404,7.81267057239547
Guinea,10.2789453572793,11.5047351806384,11.0790906179955,11.548480463097,11.6605934409162,11.7719950433705,11.7163856463467,11.8663375735713,12.0871970066699,12.3027547472586,12.443330947268,12.4051181956192,12.1778725053284,12.1168622815165,12.1500185666543,11.9071178837654,11.4353358981947,10.8516336368506,10.2727006157756,9.75719424460432,9.27177177177177
Guinea-Bissau,10.4247104247104,10.7773851590106,10.6239460370995,13.6894824707846,10.9634551495017,10.6474820143885,8.87290167865707,14.0369967355822,12.1449559255632,11.1492281303602,11.2730061349693,11.6847826086957,12.0511259890444,12.0475418692599,12.1065375302663,11.9389978213508,11.6719242902208,11.3546532518865,10.9683794466403,10.5039465695203,10.1012943162634
Guyana,10.1654846335697,10.6995884773663,12.1478873239437,13.5093167701863,14.406779661017,14.1882673942701,13.659793814433,12.8571428571429,12.2994652406417,11.8577075098814,9.77542932628798,9.82961992136304,10.8781127129751,9.80132450331126,8.18791946308725,7.66073871409029,7.57363253856942,7.5801749271137,7.41885625965997,6.78807947019868,6.27240143369176
Haiti,11.7975783918038,11.4935988620199,10.7262858619798,11.6986429574169,12.0067882901994,12.402799377916,12.0189773326305,11.2903225806452,11.916150815982,13.2680320569902,12.6835472308937,12.1041445270988,11.6313309776207,10.8870231794123,10.450435079338,9.99519076627124,9.58696475937855,9.14532996754418,8.63284489908764,8.14069682233029,7.69081751259202
Honduras,11.4324142568931,11.1175785797439,11.5826260609086,12.6754572522331,12.8576737272389,13.0994528484068,13.2361034672537,12.8217237308146,12.9973474801061,13.066046178629,12.8793961779348,12.7539175856065,11.891324320777,10.9455109097413,10.3667214012042,9.79177247333672,9.16889058330156,8.49295265630647,7.8219533275713,7.18209054593875,6.5801145068946
"Hong Kong, China",7.99595141700405,5.85874799357946,11.2556929082628,12.0292603630452,12.8328683743343,12.0819112627986,9.1324200913242,8.0263881253436,7.43338008415147,6.99919549477072,5.99880023995201,6.39256138311783,5.13509690196633,3.19048262809247,3.62290611608882,4.19124105910403,4.14222873900293,4.03737869893375,3.80299988189441,3.63360205631499,3.73376623376623
Hungary,7.91390019276076,7.80661577608142,8.05207811717576,9.03715383857298,7.69974850067711,6.09512959270863,6.64175618869687,7.43051616562677,8.04708606715554,6.41571511515386,6.14842373213237,5.88527193330687,4.99398315282792,4.8713793801904,5.08856353025494,5.10055981754095,5.00578399411084,4.91715660074826,4.8048700945755,4.74456581705837,4.85730274202574
Iceland,8.39160839160839,8.86075949367088,10.2272727272727,10.4166666666667,11.3300492610837,10.5990783410138,9.21052631578947,8.67768595041322,8.23529411764706,7.83582089552239,7.5,7.77027027027027,6.66666666666667,6.23229461756374,6.46900269541779,6.26631853785901,6.15384615384615,5.82278481012658,5.4726368159204,5.18518518518518,5.15970515970516
India,11.1962093057027,10.442384301382,10.5044678506582,12.1289016515172,12.0035156059266,11.7739472102956,11.4985526287294,11.3376141460424,11.3937851659141,11.2479790672812,11.0299139068782,10.8048872386606,10.1503131008304,9.6154826865215,8.97424269907491,8.47091472352603,7.92847092043036,7.36211095526669,6.77930140219318,6.3357867203396,6.19544701381462
