"Energy production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000594166725,0.000000765834871,0.000000997094672,0.000001282693412,0.00000156902239,0.000001909803009,0.000002191107053,0.00000258898897,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,,0.00081135895452,0.000818028132684,0.000832885480504,0.000944262028604,0.00104655891369,0.001095908878326,0.001242107325196,0.001451374305353,0.001691636453743,0.002137843147994,0.002435089963527,0.002724580820904,0.002638412022091,0.002613415082147,0.002531507898231,0.002342246734064,0.002405038509917,0.002346041140824,0.002304509361034,0.002308870496287,0.002351766837032,0.002304476390569,0.002280302393108,0.002245872375608,0.002184353324078,0.002258902559498,0.002306253825321,0.002310709818535,0.002239099662189,0.002223907602106,0.002228845727647,0.002197017224861,0.002277923455386,0.002347902301673,0.002385123329185,0.002324010850662,0.002235338644845,0.00210930015033,0.001963979249789,0.001919237771844,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000013272837681,0.000015046939118,0.000013266762779,0.000014469296808,0.000012053030214,0.000012476404494,0.000021132706376,0.000023456729384,0.00001482437833,0.000015327689599,0.000015542270066,0.000018375309762,0.000019036175057,0.000021704856959,0.000024075042595,0.000023477013844,0.000023492305841,0.000023997014877,0.000027942875205,0.000028802451835,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,0.001293657015932,0.001354655077555,0.001460456629155,0.001564086665748,0.001436599111152,0.001253639934816,0.001460373353503,0.001288272677576,0.001125568633114,0.001016438338206,0.000978320398971,0.00080554484041,0.000772012748879,0.000784690068634,0.000769290565968,0.000794605056298,0.000781524862242,0.000834684708683,0.000797224905912,0.000804684262478,0.001342933547518,0.001449148518484,0.001705562449967,0.001914705447926,0.002835879437643,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,0.000039451106841,0.000042431229701,0.000041694753833,0.000043397803541,0.0000431693277,0.000045567444451,0.00004948169609,0.00004638284929,0.000046958654665,0.000044866795592,0.000040425654671,0.000038229479333,0.000039465994677,0.000040420192991,0.000039190999514,0.000039062517461,0.000034819952937,0.000034881948992,0.000031182960015,0.000031202765171,0.000033065521048,0.000031772168648,0.00003022628664,0.00003201443243,0.000030857378401,0.000032097635222,0.000030370014097,0.000027235965052,0.000021624667676,0.000019819689597,0.000020034121083,0.000019884374687,0.000021465005612,0.000022618528089,0.00002008003758,0.000020487273763,0.000020602299189,0.000020217165532,0.000024708037333,,
Mozambique,,,,,,,,,,,,0.00063787031591,0.000619862408293,0.000606385070725,0.000597177712877,0.000591084236292,0.000572951957112,0.000545220642588,0.000523850084588,0.000511891282406,0.000501130912591,0.00049218973732,0.00047600016055,0.000459628220263,0.000450629539128,0.000444257550747,0.000435100944689,0.00043236394275,0.000428185294225,0.000423205088914,0.000413976049149,0.000404057293418,0.000393291334009,0.000383724289933,0.000376669056337,0.000370771067061,0.000365981487846,0.000365187664734,0.000391576350895,0.000392519459864,0.000398781945002,0.000403848687912,0.00040433044318,0.000392018785651,0.000446749767007,0.000484114429779,0.000502448457918,0.000507794757641,0.000516198836694,0.000521378927421,,
Myanmar,,,,,,,,,,,,0.000273830787348,0.000277568281646,0.000277458687717,0.000272605655069,0.00027540786537,0.000282321758425,0.000286026714338,0.000285412069598,0.000285849284657,0.000289516131511,0.000287620771868,0.000285469990748,0.000286712581844,0.000294156997604,0.000307222364111,0.000304963468343,0.000292220425549,0.000279494821303,0.000282348233969,0.00027130817771,0.000262971051828,0.000267293172002,0.000253729673254,0.000263613310522,0.000261045167731,0.000255290201753,0.000257693849891,0.000276672380559,0.000307222400625,0.000342658270026,0.000349550942248,0.00036091540294,0.000400555343785,0.000446146545597,0.000499125820721,0.00049244810856,0.000508346117577,0.00048660132742,0.000469681757506,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000148458812136,0.000139487373423,0.000133074891451,0.000118443883993,0.000150608713345,0.000135399991182,0.000124081553903,0.000139968900115,0.000145625093866,0.000151086141808,0.000152729886764,0.000151073168853,0.00015777243119,0.000158172481414,0.000155674821186,0.000147787768927,0.000153971497704,0.000147017253963,0.000146558683507,,
Nepal,,,,,,,,,,,,0.00029509076644,0.000294794178961,0.000294364019657,0.000294049377054,0.000293542492004,0.000293497029775,0.000293213014589,0.000292952757285,0.000292732441219,0.00029263441165,0.000292130528301,0.000291810622337,0.000291262619177,0.000290653955741,0.00029013959962,0.000289961057372,0.000289308146702,0.000288571773001,0.000288475249953,0.000288285338805,0.000287410153435,0.000286101107799,0.000285126363247,0.00028433893606,0.000284256002999,0.000283345252623,0.000281947680809,0.000281327631001,0.00028154456518,0.000292551627611,0.000293750638506,0.000297999814025,0.000298122709519,0.000298282180001,0.000298807911239,0.00029801041293,0.00029825619643,0.00029900930478,0.000299714165275,,
Netherlands,0.000893284295781,0.000906829160748,0.000850175642726,0.00084704943287,0.000859491765755,0.000907643754603,0.000924183867967,0.001022838987748,0.001357453002464,0.001746839880572,0.002227789362822,0.00285114288487,0.003611178568357,0.004248472480092,0.0049474502857,0.005244898485878,0.005566142548531,0.005504094539338,0.005027517684128,0.005251732916149,0.005097960119174,0.00471227292714,0.004035185777472,0.004318991387956,0.004377147789027,0.004589695965686,0.004288382270706,0.004238581419317,0.00375921671626,0.004023634788837,0.004065607402342,0.004493367285795,0.004462164039577,0.004505537904996,0.004335052380818,0.004324456196649,0.004804244627322,0.004242955623534,0.00405642843964,0.003772753083699,0.003629138378568,0.003852452441936,0.00377992189299,0.003638950795308,0.004193087545703,0.003816428082942,0.00373046378978,0.003724611446371,0.004035977309457,0.003807423009278,0.004198016214783,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,0.001048404721754,0.001064622468304,0.001088395678084,0.001196912426555,0.001299333701842,0.001284562732781,0.001280037248065,0.00116594107047,0.001186069892294,0.001196137713085,0.001205202020005,0.001189773615587,0.001309535971926,0.001353882272677,0.001504319602255,0.001555761264283,0.001749367805186,0.001954479794931,0.001905631998057,0.001683406408062,0.001738438470213,0.001823089416306,0.002095592438446,0.002221245536045,0.002461842540941,0.002738135147546,0.003001868931102,0.002922824820397,0.003125369434331,0.003410809356858,0.003372418578904,0.003518119967905,0.00352416970562,0.003617529206507,0.003481106114912,0.003465340974025,0.003721176044604,0.003867753284733,0.00354298487896,0.003600050244056,0.00365946472191,0.003633987657513,0.00369532819213,0.003328843064598,0.003194734906708,0.003041861176159,0.003122220037119,0.003313348664051,0.003503843907009,0.003519757656685,0.003789979066586,
Nicaragua,,,,,,,,,,,,0.000297854053993,0.000297314631931,0.000302769013258,0.000303369061725,0.000305054645836,0.00030837705441,0.000296799489961,0.000290974266917,0.000291456600592,0.000279627659082,0.000276241067431,0.000277495037618,0.000277302463026,0.000337513172256,0.000351286442625,0.000323590941189,0.000319433384316,0.000319247451515,0.000356138179614,0.000362687363634,0.000365274878317,0.000352094239929,0.000340550568803,0.000327676340369,0.000322332134293,0.000326796831887,0.000330511592296,0.000296771138418,0.000296775000851,0.000305992821024,0.000299202798412,0.000317813930392,0.000341340865474,0.0003608029631,0.000360314515915,0.000380327064926,0.000297690151113,0.000300124548028,0.000298863268205,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,0.00189793355944,0.002112526770388,0.002267153998464,0.002381025392497,0.001968344680555,0.002147273957539,0.002116218507294,0.001925994609288,0.002168292475946,0.001965476396161,0.001532628944173,0.001417902573591,0.001371180386486,0.001447662528811,0.001496548771264,0.001452881734552,0.001364951616033,0.001421689864299,0.001550215446723,0.001542277647718,0.001567312712234,0.001581231987307,0.001571270984357,0.001546386139075,0.001537849600592,0.00161568204551,0.001681810897259,0.001598384790982,0.001554371810971,0.001630849895418,0.001666805054037,0.00151045023437,0.001626395839987,0.001685220499222,0.001668595185897,0.001639506791661,0.001574258481254,0.001514915681224,0.001480513071585,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,0.00082844726526,0.000873558381548,0.000989405755787,0.001005781223614,0.001115251979695,0.001222421374585,0.001193322491538,0.001290181174805,0.001417318771878,0.001352507465107,0.001365403417718,0.001543421076209,0.001945420404831,0.002033921809554,0.002150159042967,0.004023294916892,0.005400545275824,0.005752080159468,0.009097037335092,0.011275667455255,0.013454518419599,0.013514208533,0.013479232730303,0.015398256747098,0.016825681766007,0.017478307116574,0.017959425173158,0.020666231814721,0.022577134086488,0.026716004481085,0.028072408837942,0.030729501901508,0.034208902095846,0.035913352047597,0.039197126580926,0.042276710584029,0.047219956311533,0.048177873217512,0.046345370206846,0.046894763466306,0.050537124189381,0.050038657247871,0.051764351081302,0.051423801950573,0.049781981257655,0.048396019032301,0.04605773065553,0.045512779922813,0.045823006642242,0.044194564255455,0.041998994083894,
Oman,,,,,,,,,,,,0.020056449357571,0.018596975611244,0.018555596643783,0.017591316585497,0.019773357260383,0.02013387100697,0.017652871455766,0.015608150740559,0.013968732338608,0.0127735100145,0.013951550496136,0.013563418454205,0.01486933202966,0.015259433210296,0.017386200217734,0.018855443037028,0.018912821935671,0.01942288039058,0.019301771127023,0.02050949517011,0.020290224864179,0.020548758797604,0.020977997518688,0.021189403189471,0.02179896398685,0.022205909072798,0.022735271031724,0.022874971773807,0.023906109060909,0.0269439373402,0.028667433027184,0.027503717094379,0.025911843360801,0.024753758930614,0.024804129227704,0.024762887554103,0.02362062512421,0.024056725862289,0.024776813594868,,
Pakistan,,,,,,,,,,,,0.000235204998205,0.000236217766093,0.000241472939357,0.000246645553345,0.000249421757603,0.000245705874407,0.00025029523971,0.000251870777252,0.000254412133312,0.000259929078754,0.000265021970365,0.000267911961629,0.00026936881985,0.000264579270981,0.000272373085768,0.000278711052029,0.000296273820703,0.000297853651273,0.000304758462839,0.000305580768845,0.000314617795155,0.000319655335518,0.000321899812951,0.000318412652628,0.000322307062609,0.000321113798995,0.000314408764537,0.000314411581335,0.000319366279183,0.000324648058203,0.000331908123365,0.000332819393098,0.00036097441493,0.000377448666036,0.000387509071091,0.000383284762315,0.000390462527193,0.000377815318281,0.000380419700318,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,0.000220510167864,0.000212586362309,0.000208955196555,0.000217803397294,0.000220063219882,0.000228573864015,0.000243207775973,0.00026148489213,0.000261587978895,0.000269996502868,0.000284469346096,0.000278015751099,0.000258258442298,0.000278310567226,0.000277132202618,0.000271879832893,0.000263916085578,0.000263040014489,0.000258747924001,0.000253434086971,0.000244353494996,0.000247713076736,0.000257835241229,0.000248166249381,0.000225711506407,0.000256726447139,0.000252588952178,0.000226194361715,0.000251843679689,0.000255555074445,0.00022505846211,0.000240355632537,0.000220325285188,0.000236509218034,0.000227083726413,0.000227898341004,0.000207489957988,0.000204879689839,0.000192429246244,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,0.000459245579049,0.000455292962553,0.000476874518832,0.000475319164655,0.00044593743409,0.000457074657038,0.000449866714805,0.000468157998874,0.00047365057113,0.000502475297111,0.000496071238142,0.000492272625506,0.000502406794765,0.000489056377922,0.000549898403797,0.000730506464716,0.000936784898048,0.000963266236342,0.001042003836411,0.001078564797142,0.001119810138458,0.001012275632842,0.00105380928723,0.001148534144946,0.001256588393167,0.001302514500066,0.00139812908179,0.00133965827812,0.0012880901633,0.001279663159565,0.001128921009307,0.00113088375331,0.001166866992474,0.001145802818673,0.001141572744894,0.001186610618086,0.001190827047887,0.001208979843801,0.001172354559176,,
Peru,,,,,,,,,,,,0.000542359896729,0.000539637187259,0.000549246907217,0.000563059286005,0.000531520276135,0.000537143464491,0.000577425427106,0.000748663939955,0.000842288270768,0.000837068989853,0.000822155644659,0.000823386996192,0.000730813389272,0.000768765375422,0.00075346928905,0.000700219751643,0.000634033673052,0.000555825389414,0.000507772327796,0.000488631385979,0.000444321314488,0.00042552254606,0.000438188348552,0.000431846442673,0.000420548514315,0.00041070259067,0.000395012177227,0.000390224447924,0.000373939525744,0.000361950850686,0.000358906994795,0.000349540047252,0.000353167937902,0.000352698823909,0.000396040403691,0.000418045905987,0.000442932203767,0.00044437739523,0.000526444106242,,
Philippines,,,,,,,,,,,,0.00020628122251,0.000205071002262,0.00020889261517,0.000210146206201,0.000210276734047,0.00021162666315,0.000210300485529,0.000211389034459,0.000246543596286,0.000259567482294,0.00026644012533,0.000282931957334,0.000300496494193,0.000304275999233,0.000304494847256,0.000295686559852,0.000279609702459,0.000281891517887,0.00028210909432,0.000279593175695,0.000266387936594,0.000260560360877,0.000248608582293,0.000243427973625,0.000228478114323,0.000223371594461,0.000222103816622,0.000232997808588,0.000246568558647,0.000252878978797,0.000232644160648,0.00024947140295,0.000250289261707,0.000248873418871,0.000250203225904,0.000245634905762,0.000249799174037,0.000254834136361,0.00025598236657,,
Poland,0.002232238375909,0.002269218377689,0.002300842888262,0.002353179150006,0.002463369580454,0.002483439117776,0.002539341512765,0.002567357185537,0.002682058851729,0.002838689470027,0.002943908765533,0.003025608000276,0.003133875373583,0.003218289409668,0.003291014251707,0.003405863714879,0.003488764384845,0.003549564576703,0.003774211382295,0.003838601887342,0.003559617653029,0.003011711834453,0.00343304790526,0.00346313337778,0.003460279115236,0.003463218611657,0.003504343380709,0.003515912737861,0.003499187039535,0.003219606406242,0.002729456434585,0.002616218291932,0.002553533078943,0.002540674045965,0.002539554155999,0.002588088418307,0.002577233195644,0.002605289348158,0.002283129856786,0.002189042834802,0.002077801040581,0.002098023639807,0.002097722062049,0.002090555535005,0.002064805378286,0.002060773079237,0.002033868111698,0.001898731969055,0.001867107969965,0.001765364571541,0.00177108684509,
Portugal,0.000142533215865,0.000147635625149,0.000143248103936,0.000148053597115,0.000150950750365,0.000153627965417,0.000164222965011,0.000166985051776,0.000162501229568,0.000176748745076,0.000162099214934,0.000158550943552,0.000159531644228,0.000156763982287,0.000158769604576,0.000144192015528,0.000124402075348,0.00017318430028,0.000180969117372,0.000186615713486,0.000151330829874,0.000126527020509,0.000146384592065,0.000160537139082,0.000174965457074,0.000195029237858,0.000185569931639,0.000196008868645,0.000223089504221,0.000251214882997,0.000341881201276,0.000341297440976,0.000294779368886,0.000326758887538,0.000345923234501,0.000327727869678,0.000373015201822,0.000367022903395,0.00036404949351,0.000327352310177,0.000372095320441,0.000394661396665,0.000349467671138,0.000414325296241,0.000370758823341,0.00034277385383,0.000412621541877,0.000438254357357,0.000421913277137,0.000458393617446,0.000558639199848,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,0.186337754843076,0.193654174437231,0.209693764821152,0.173616680901386,0.145212742960666,0.152115706559939,0.129267381099991,0.132611618785228,0.13536219593182,0.11945545457007,0.098570090339383,0.076450043680839,0.063976913440899,0.076325163654633,0.056544363407118,0.055618721276294,0.04885390826981,0.050085913669976,0.055322985809296,0.056078246313239,0.055432805440171,0.059813911807359,0.058365453176509,0.057163661371045,0.057292707396319,0.05754961145306,0.075928186585525,0.083719977843696,0.093376933335673,0.10024179255005,0.103685029528482,0.108524865702297,0.110053228768171,0.122855997236928,0.113434473913075,0.10427599311484,0.095498066529055,0.095367656117932,0.087588033909868,,
Romania,,,,,,,,,,,,0.002090879225174,0.002147287494353,0.002216401483478,0.002257871497831,0.002351695145616,0.002429394979298,0.0024969735338,0.002472082202644,0.002353066663932,0.002368612342228,0.002449419638102,0.002457826060877,0.002482453630316,0.002461118547992,0.002390167331013,0.002364555964106,0.002287593026524,0.002316957688205,0.002147576861223,0.001759563254073,0.001552489271049,0.001493698694838,0.001454947880706,0.001389996665964,0.00142487405953,0.001454241818447,0.001399905962283,0.001287754661906,0.00124949752476,0.001274461833291,0.001250963404672,0.001322629078905,0.001334513537256,0.001298360459274,0.001276300310095,0.001286192762786,0.001279602489013,0.001340226037197,0.001313838801565,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008722812010491,0.008191601341388,0.007647856817327,0.00709972824366,0.006659748920767,0.006506865364728,0.006500199360805,0.006301048309444,0.006360443514779,0.006532159357878,0.006663938904063,0.006897986676979,0.007189992985208,0.007726737956653,0.008123779312355,0.008364923875177,0.008549922378612,0.008647427470244,0.008758698749887,0.008259160884537,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,0.040496957131793,0.048816353512094,0.058669376640979,0.062415236390666,0.049636386708235,0.057238636129216,0.057965334528054,0.050314027702437,0.05396441029361,0.054444820703006,0.05086733649706,0.032475338311807,0.023984035076485,0.021074724739035,0.015183293056174,0.020619037090254,0.017176706223066,0.019774786419171,0.019200681537564,0.02293770049581,0.027938637523603,0.027895749945823,0.026746043319691,0.025628353100726,0.02526939653669,0.02510716496082,0.024574862547993,0.025004872498844,0.022749574836164,0.023910613054168,0.022735879267615,0.020520992008972,0.023069545813491,0.023816309907823,0.02414858565634,0.02322710734228,0.021739743483577,0.02213965133237,0.019708868796627,,
Senegal,,,,,,,,,,,,0.000194995072122,0.000190313821282,0.000185863728164,0.000181803134274,0.000178184220117,0.000174926509507,0.000172010739732,0.000169271024324,0.000166505631435,0.000163585066318,0.000160481526783,0.000157257982664,0.000153977925663,0.000150703028208,0.000147477975963,0.000144291961635,0.000141348352513,0.000139678917415,0.000136425977471,0.000133051617377,0.000129938255597,0.000126830622519,0.000125284393841,0.000123526182775,0.000126813973982,0.000126407771262,0.000124419941913,0.000124455376301,0.000123109161388,0.000125420082892,0.000124139844065,0.000125602776919,0.000122245327131,0.000118683914175,0.000116371845678,0.00011024106703,0.000106506937329,0.000104380432782,0.000103749566878,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001400536162322,0.001252878123086,0.001203427917651,0.001138564999427,0.001040912945991,0.001194978367163,0.00118018214226,0.001216686165608,0.001244719683855,0.001033818917864,0.001128212974689,0.001100463997244,0.00112721158711,0.001146603324136,0.001167083139262,0.001043938547214,0.001074082023083,0.001075085167346,0.001096556573482,0.000958284981688,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000383488206,0.000003937895692,0.000005788278519,0.000006046537565,0.000008362397163,0.000006896146645,0.000006451918413,0.000010803565589,0.000007797585236,0.000005395980801,0.000006775468671,0.000005842513969,,
Slovak Republic,,,,,,,,,,,,0.000591709757255,0.000579081017908,0.000556399062476,0.000554323071048,0.000549726340706,0.000531783722816,0.000519893002097,0.000540219777149,0.000588930653899,0.000698566412052,0.000710407077043,0.000741522479134,0.000754103242123,0.000791299134633,0.000910490715458,0.000996815087077,0.001006498705992,0.001014955230042,0.001033627387226,0.001002667325987,0.000912471716251,0.000843397244211,0.000934892556844,0.001022889490708,0.000939345421981,0.000925214749386,0.00091791806705,0.000925146223104,0.001020641876568,0.001170480744591,0.001236289507485,0.001261251049802,0.001218311197516,0.001192306377405,0.001220436133643,0.00122081022891,0.001100222354222,0.001179875632753,0.001088826640215,0.001123322468807,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001592666428263,0.001603960518823,0.001516662474105,0.001419396891744,0.001476897076773,0.001509643704497,0.001458948773718,0.001517449278883,0.001539027445092,0.001446804292622,0.001560230501973,0.001589036831398,0.00167604487277,0.00163735280226,0.001731677176559,0.001751980935865,0.001715302134682,0.001721733102425,0.00181952677968,0.001749544969467,0.00174637726144,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,0.00163475687276,0.001598600351724,0.001655196629501,0.001708364437707,0.001759431477732,0.001860426296789,0.002001521532916,0.002119577827167,0.002344057704735,0.00251639085708,0.002713223413624,0.002848360068387,0.002901685783711,0.00319844263289,0.003320673578953,0.003339050600041,0.003258875298016,0.003320424869465,0.003186005591466,0.003112870372804,0.003102351351217,0.002977108067598,0.003104907844302,0.003164171725367,0.003255309523119,0.003200718327645,0.00334387318184,0.003331890875185,0.003285354813618,0.003253428478489,0.00319344740754,0.003125440338947,0.00328949075991,0.003336956850864,0.003303619958384,0.003257730673167,0.003251309976962,0.003284120660682,0.003228787600648,,
Spain,0.000323618115964,0.000323745313511,0.000299771588878,0.000318247350584,0.000297768005907,0.000306756381888,0.000323484001057,0.000298404681152,0.00030375157785,0.000310141967185,0.000286606756008,0.00030586067104,0.000335237059207,0.000324706626225,0.000371870738162,0.00037370769583,0.000349232162064,0.0003959570155,0.000394408075511,0.000420893561991,0.000420681983227,0.000468907498527,0.00051725072621,0.000574817487036,0.000653987918271,0.00068800317537,0.0007338908258,0.000721315488455,0.000780916288769,0.000890033539203,0.000889264354862,0.000880878253547,0.00086237369147,0.000839585426267,0.000820215009307,0.000799294916756,0.000827380062525,0.0008002443759,0.000813779537557,0.000767500765353,0.000786226312911,0.00082163631819,0.000768779297607,0.00078462480792,0.000762665913946,0.000694369000651,0.000711213898114,0.000678273597501,0.000674164002695,0.000651218905567,0.000735744516639,
Sri Lanka,,,,,,,,,,,,0.000219318352906,0.000215244989097,0.000213944855983,0.000213347983195,0.000225909908493,0.000224852120643,0.000213329596444,0.000215055751899,0.000215248296593,0.000212753213584,0.000215440620553,0.000220005953406,0.000216853639516,0.000233062575926,0.000232880350263,0.000238163559241,0.000238946146743,0.000242706305096,0.000244282894777,0.000241747268624,0.000239388193469,0.00024393448012,0.000237620291489,0.000220955990474,0.000220621873405,0.000229216542363,0.000235848403894,0.000233313551335,0.000244365508855,0.000253278566263,0.000241160325496,0.000237482397914,0.000240333522407,0.000242987161436,0.000247963869134,0.000256940435359,0.000250411929715,0.0002477254954,0.000246108280644,,
Sudan,,,,,,,,,,,,0.000373206137352,0.000370131021795,0.000366928629677,0.000363789874112,0.000360786058398,0.000359750123127,0.000358265734057,0.000356886179935,0.000355383684899,0.000353194525837,0.000350859931133,0.000348316792625,0.000352351377109,0.00034324683966,0.000341201492874,0.000339490496376,0.000337713100426,0.000335865792986,0.000333713550018,0.000331193931767,0.000327784354673,0.00032400404809,0.000319923669662,0.000350500199611,0.000345035044619,0.000348635768889,0.000347063300114,0.000348726637227,0.000432471064709,0.000590098716414,0.000636073943166,0.00068174089816,0.000693157243209,0.000720518753816,0.000702356996765,0.00074012473759,0.000865129657015,0.000823217208601,0.000828599627165,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,0.000732963805754,0.000788425512736,0.000806046195473,0.000787425042088,0.000845427149216,0.000874791747559,0.000844944613731,0.000881268156889,0.00086605976038,0.000807568359607,0.000807189103251,0.000913540503886,0.00097231771465,0.00113595499727,0.001102668846683,0.001427985287643,0.00151039082567,0.001598014843502,0.001799161350007,0.001770276676258,0.001940733535191,0.002315136094939,0.002294570804511,0.002506598858808,0.00291466195377,0.003216931612312,0.003469770055752,0.003495234427513,0.003529370272384,0.003407488132737,0.003468292917174,0.003647276942329,0.003396397737576,0.003354834719359,0.003556073531941,0.003607020613804,0.003613926024318,0.003664702266812,0.003839549400462,0.003754937680225,0.003444740062615,0.003819116027875,0.003575585292509,0.003460917886982,0.003824173072628,0.003840203359158,0.003611355090424,0.00366579401736,0.00359787664049,0.003259012942603,0.003469939561949,
Switzerland,0.000398640156856,0.000407406439134,0.000400783948144,0.000413295816284,0.000398167544659,0.000433431523581,0.000461207719752,0.00048457810754,0.000470256342091,0.000453486645356,0.000544634375967,0.000466884667148,0.000530389381217,0.000678196535668,0.000698540945348,0.000802525886386,0.000708069788066,0.00084824803867,0.000841455109432,0.000990500966807,0.001115221661638,0.001209511157417,0.001218107248337,0.001222613397419,0.001262063186849,0.001458119938811,0.001470290933363,0.001502876150878,0.001500490560048,0.001414214123007,0.001536147358497,0.001543120106159,0.001550397588977,0.001575449997141,0.001632931862022,0.001597392509327,0.001531321719148,0.001591285530196,0.001605772458902,0.001689260222455,0.00167726762118,0.001743069736391,0.001674993366621,0.001677479151037,0.001639281256083,0.001480539802592,0.001638928411229,0.001683528120896,0.001690749252232,0.001675031041655,0.001657919595716,
Syria,,,,,,,,,,,,0.000806685328253,0.000864187716524,0.000789577255828,0.000888134495524,0.001282351809316,0.001309594992508,0.001158796996772,0.001221636742441,0.001042102597934,0.001066793928913,0.001063463305165,0.000978877201016,0.000981799863229,0.000963013141096,0.000917305593333,0.00090797115117,0.001152348134947,0.001310880101859,0.001592378463004,0.001810966563444,0.002094686656607,0.002123325563292,0.00213837464196,0.002253015257997,0.002334162836697,0.002189010308879,0.002192215523155,0.002215799807951,0.002176967864486,0.002043463146778,0.002060343449737,0.002187118454502,0.00206016396472,0.001577103257537,0.001410631622102,0.001312104075071,0.001236045504184,0.00120615809917,0.001175838545453,,
