Total above 60 (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Cambodia,4.53394706559264,4.52199050175511,4.54545454545455,4.59133832627808,4.62602680501513,4.64985205016204,4.75767007558915,4.50672922583035,4.437564499484,4.46357965029435,4.6241868484991,5.1986444588651,5.85851876453006,6.54194179505992,7.35343951202982,8.29072893058557,9.2681956121586,10.0700691222422,10.6804907864355,13.4116112198304,16.1959993276181
Cameroon,5.70980743394536,5.75510204081633,5.77029776216016,5.8220310949388,5.82041532611875,5.77635782747604,5.6834453133605,5.6047197640118,5.50968691244993,5.44963005122368,5.44526375496313,5.43740530834409,5.43140595250025,5.53951642006496,5.70067356661738,5.95233598972693,6.29326620516048,6.82631613197111,7.68317193495341,8.87281910009183,10.2085261610497
Canada,11.3270728688942,11.0708611375914,10.6935447844539,10.9456781340515,11.4109412414809,12.3455189698384,13.288738426398,14.6118721461187,15.533735244215,16.1007405385114,16.7014273610115,17.8345920515043,19.9699035142073,22.3148878620534,25.0026954177898,27.5175250265139,28.8372325036165,29.7422131940414,30.5259191219765,31.2317356588969,31.8142927905615
Cape Verde,6.16438356164384,7.10059171597633,6.5989847715736,7.4235807860262,7.86516853932584,8.27338129496403,8.27586206896552,6.89655172413793,6.76056338028169,6.51629072681704,6.62100456621004,5.83333333333333,5.65302144249513,5.65693430656934,6.70103092783505,8.63192182410423,10.9907120743034,12.1804511278195,14.2857142857143,17.0487106017192,20.3703703703704
Central African Rep.,7.78533635676493,7.15819613457409,6.85752330226365,6.73543689320388,6.56096227446692,6.54437283093704,6.39329805996473,6.22612681436211,6.24360286591607,6.06060606060606,5.98130841121495,5.89956118966358,5.8392539964476,5.90623097219403,6.10372589402734,6.4,6.68292682926829,7.1297429620563,7.80141843971631,8.77941378835833,9.9947396107312
Chad,6.91073632250103,6.42270351008215,6.36792452830189,6.25566636446056,6.14130434782609,6.01829561868079,5.81471034931655,5.591727307545,5.35538814281035,5.09187824379296,4.85598666984051,4.62121968260306,4.43285528031291,4.4751086376458,4.55857670359181,4.65487667829893,4.79019875907035,5.05594108483218,5.53249753968594,6.18181818181818,6.9844470046083
Channel Islands,16.6666666666667,18.6915887850467,19.0909090909091,20,20,19.8412698412698,19.6850393700787,20.1492537313433,19.2857142857143,19.4444444444444,19.047619047619,20.1342281879195,22,24.3421052631579,26.6233766233766,29.6052631578947,33.112582781457,35.0993377483444,35.7615894039735,36.0544217687075,36.6197183098592
Chile,6.85404339250493,7.28966435014047,7.4810358357311,7.52688172043011,7.72926676415291,7.87023706689702,8.2006796637453,8.51432818564704,9.02956785443518,9.55719044975014,10.3054672806278,11.6463152727496,13.1551301505778,15.0044622936189,17.5223992703471,20.3519152911865,22.5783619817998,24.3752479174931,25.4795458993932,26.9116861678885,28.6620195565882
China,7.49368751743273,7.58173736725357,7.22698885011596,6.97503312303059,6.83607226414331,6.93045292465596,7.38963512102825,8.02284047557106,8.46273801779021,9.19113669939247,9.98639256042445,10.8380942365447,12.2951110218381,14.7975856698935,16.7280156740425,19.6115997082181,23.407213012524,26.4230861284918,27.4948678986459,28.6963639885662,31.0814625375077
Colombia,5.28421403567261,5.0697909886454,5.12900605984882,5.23706896551724,5.40477194956171,5.63691742813035,5.78961067935894,6.0608081077477,6.28783087903153,6.51929458873865,6.85875194850908,7.44965039838324,8.58333873301799,10.1848664628344,12.0107884769884,14.1280795353156,16.2856893390378,17.9417921534202,19.7414941375738,21.4697011242117,23.1225547886383
Comoros,5.80645161290323,5.64971751412429,5.20833333333333,4.71698113207547,4.66101694915254,4.83271375464684,5.18292682926829,4.6875,4.58715596330275,4.47154471544715,4.53720508166969,4.70779220779221,4.76878612716763,5.09138381201044,6.07142857142857,6.73289183222958,7.59753593429158,8.90804597701149,10.3324348607367,12.4255319148936,13.6919315403423
"Congo, Dem. Rep.",5.58246449388392,4.98969679128643,4.72599622960411,4.62777809518368,4.59452797633719,4.58327998975803,4.5748987854251,4.53155849945863,4.46821730556231,4.38983126307822,4.29462335976078,4.25024120245773,4.21224899006281,4.19287753335831,4.2423066829452,4.38850387280881,4.67240664855656,5.09669333198745,5.67773666286548,6.48475004511821,7.54848725197101
"Congo, Rep.",5.69306930693069,5.80357142857143,5.83580613254204,5.89254766031196,5.99250936329588,5.86718246292714,5.84666298952013,5.7628719886632,5.76451349141455,5.68140956490471,5.82811985512018,5.71010248901903,5.66640063846768,5.63580393085484,5.70455512984249,5.95051060487038,6.47928454097463,7.29540406629079,8.53050056333494,9.99389685688129,11.5272515301661
Costa Rica,7.66045548654244,7.3581560283688,7.19640179910045,7.01643489254109,6.81318681318681,6.92007797270955,7.19761499148211,6.97329376854599,7.20779220779221,7.35843633227939,7.65903307888041,8.31408775981524,9.4807153630683,11.2164615694977,13.521234050657,16.0840427458794,18.3758459135867,20.073726541555,22.0557093989249,24.3264785589032,26.6792215944758
Cote d'Ivoire,3.99361022364217,4.05916752665979,4.12311265969802,4.14299242424242,4.16666666666667,4.18365805769521,4.21715371822286,4.34409012793584,4.55915001585791,4.85248965425177,5.2780832224087,5.74724589482436,6.06397774687065,6.32744093837766,6.55981003265064,6.78256775842356,7.06605222734255,7.60223994569829,8.534186577146,9.67512740101921,11.0091531597999
Croatia,11.3447559709242,10.8646332240988,11.7457962413452,13.030817762679,14.9604411412131,15.4982415005862,14.7589673292209,15.6236030397854,17.1093404161133,19.7644539614561,21.7362344582593,21.8820351193156,23.469387755102,25.4349816849817,27.4600601991202,29.1088643310604,30.3827751196172,31.5352697095436,32.9837702871411,34.3550446998723,35.0496602195504
Cuba,6.9606352424396,6.80428134556575,7.25388601036269,8.14889336016096,9.06483075157774,9.90780968528134,10.8264714852089,11.3645378817929,12.1246458923513,12.5939505041247,14.3759018759019,15.2224405931749,17.2973937879329,19.5826645264848,21.8688583169555,26.0448430493274,30.8802177858439,34.5022205773501,35.7950765136394,36.7198267375468,38.745501285347
Cyprus,8.88888888888889,9.98116760828625,9.59860383944154,10.1200686106346,13.8436482084691,13.8157894736842,14.075286415712,14.3518518518519,14.6627565982405,14.6374829001368,15.3748411689962,16.9856459330144,18.4090909090909,19.7837837837838,21.8556701030928,23.5700197238659,24.7148288973384,25.6906077348066,26.9955156950673,28.646288209607,30.0681431005111
Czech Rep.,12.5028008066323,13.077171456248,14.5490730072274,16.4589556081986,18.1818181818182,18.7263304763803,16.8157945924917,17.4279895257492,17.7680737506065,18.0038759689922,18.3392018779343,19.9391918399372,22.209414024976,24.3505566657151,25.4683065279092,26.5153664302601,27.6235741444867,30.0201091640333,32.5399884370784,33.5719814241486,34.4636610959969
Denmark,13.3926480917818,14.2374408650597,15.4585152838428,16.4530363521748,17.6136363636364,18.711717051966,19.4769711163154,20.3011930373558,20.3696498054475,19.858427396212,19.7526236881559,21.2110023998523,23.3984303705056,24.877783813145,26.2778977681785,27.9835390946502,29.426433915212,30.3041081273342,30.2906043858085,29.5340501792115,29.2718096611392
Djibouti,3.2258064516129,2.89855072463768,3.57142857142857,3.41880341880342,3.75,3.1390134529148,3.52941176470588,3.72208436724566,3.93559928443649,4.01284109149278,4.38356164383562,5.08684863523573,5.46075085324232,5.9748427672956,6.51750972762646,7.11711711711712,7.95644891122278,8.92575039494471,10.0149476831091,11.4590747330961,13.1561008861622
Dominican Rep.,4.36573311367381,4.16666666666667,4.08833184124142,4.12449392712551,4.21922575032623,4.44528875379939,4.75949367088608,5.28853397619406,5.94059405940594,6.64779022528622,7.34744707347447,8.01510700797314,8.76283618581907,9.80680772769089,11.214953271028,12.9218175743401,14.6661303298471,16.3090128755365,17.8781176111662,19.620205659386,21.4195372368127
Ecuador,8.17350250811449,7.53886010362694,7.02861004730795,6.68610301263363,6.30026809651474,6.13781123335264,5.96359070935342,5.96572181938036,6.22628660375523,6.68128014028934,7.44050036552676,8.37544020823764,9.44670345628812,10.9269027882442,12.4479708636837,14.0768847972132,15.801462654358,17.5312954876274,19.2743635017372,21.0806867916059,22.961027408684
Egypt,5.21545112257705,5.35750912745621,5.39587754955214,5.42534997149553,5.4676299440587,5.55317053460946,5.63532430121078,5.77052157776286,5.95625389354191,6.22768556216724,6.50107591238796,6.68386126808025,7.45199706418543,8.14683257425527,9.09579375297803,10.2228234464757,11.3691898471665,12.5284327442212,14.260107384537,16.5121742166915,19.1810644309602
El Salvador,6.03996366939146,5.79769736842105,5.66582461205341,5.54870530209618,5.45308740978348,5.547686496695,5.79150579150579,6.28125625125025,6.83054982173016,7.4895251396648,8.37819650067295,9.28889622174559,10.1727757145164,11.0310247571294,11.8784947861569,12.8606640568363,14.0548822955843,15.4116059379217,16.7806417674908,18.2415882428774,20.2791878172589
Equatorial Guinea,8.8495575221239,8.40336134453782,7.8740157480315,7.38007380073801,7.16723549488055,8.36820083682008,9.04977375565611,7.32484076433121,6.36604774535809,5.53097345132743,5.28301886792453,4.59016393442623,4.32276657060519,4.86555697823304,6.16438356164384,7.41503604531411,8.05998125585754,7.93103448275862,7.40445859872612,7.53880266075388,8.37370242214533
Eritrea,5.16185476815398,4.67141726049089,4.49122807017544,4.25400739827374,4.16666666666667,4.16075650118203,5.78947368421053,4.77548111190306,4.30652311589614,4.08608858390518,3.96825396825397,4.02504472271914,4.09804672539257,4.0612516644474,4.09287096294091,4.13234301147873,4.63821892393321,6.05646630236794,8.0004216295984,9.49149208222681,10.8195809382533
Estonia,14.7406733393995,14.5815358067299,14.99176276771,15.9813809154383,16.7155425219941,17.1787709497207,15.9075458871516,16.1311475409836,17.1865054105665,19.0972222222222,21.1370262390671,21.6939078751857,22.6457399103139,23.7453183520599,24.8875562218891,25.7747543461829,26.5180630284397,27.443315089914,28.4920634920635,29.8231511254019,31.7923763179238
Ethiopia,4.8006509357201,4.46371384933734,4.25296021996541,4.38878856873675,4.50101903347266,4.595677513356,4.65700810528397,4.63337393422655,4.61971714327128,4.61900249201502,4.71495077463176,4.8781141173319,5.05901596902691,5.18615501314463,5.36845615205068,5.68681616744978,6.1219680903625,6.67888342554188,7.3743074814733,8.30021967590198,9.58334292223782
Fiji,4.16666666666667,4.16666666666667,3.80710659898477,3.45572354211663,3.86100386100386,4.50606585788562,4.43740095087163,4.51339915373766,4.83425414364641,5.07152145643693,5.86766541822722,6.76328502415459,8.07962529274005,9.49656750572082,11.1612175873732,12.707182320442,13.5076252723312,14.0388768898488,15.625,17.6981541802389,19.5604395604396
Finland,10.1745635910224,10.3659976387249,11.1512415349887,12.2480280455741,14.1585233441911,15.53480475382,16.3564107927212,17.4250153029994,18.4680168437939,18.9543763461915,19.853083317224,21.365890881343,24.6913580246914,27.0718232044199,28.8080072793449,30.3216479942176,31.1507936507936,31.1336105586693,31.3875250045463,31.7126667885213,31.86994856723
France,16.2403786393842,16.3459987557317,16.8757525998905,17.5551545968999,18.1454710180608,18.3181930247113,17.2845227062094,18.288499729193,19.3205608627575,20.33585627834,20.6937374215698,20.8833893304925,23.1775074240828,25.242961548694,27.0845525951024,28.8959508568127,30.3747386156785,31.5717268118103,31.8823825826627,32.294868763301,32.5624353480124
French Guiana,8,10.7142857142857,9.375,7.69230769230769,6.38297872340426,5.35714285714286,5.88235294117647,5.88235294117647,5.17241379310345,5.71428571428571,5.45454545454546,5.44554455445545,6.86695278969957,7.63358778625954,9.62199312714777,11.4906832298137,12.9943502824859,14.2857142857143,15.0121065375303,16.0183066361556,17.3160173160173
French Polynesia,3.33333333333333,4.28571428571429,3.84615384615385,4.3956043956044,3.6697247706422,4.6875,4.63576158940397,4.59770114942529,5.6701030927835,5.58139534883721,7.17299578059072,7.8125,8.88888888888889,10.7266435986159,12.4183006535948,14.7335423197492,17.9331306990881,19.76401179941,20.4081632653061,22.2857142857143,25.2124645892351
Gabon,11.4893617021277,11.2970711297071,11.1111111111111,11,10.9433962264151,9.93265993265993,9.39794419970632,8.74524714828897,8.08189655172414,7.26770929162834,6.72064777327935,6.29114850036576,6.46235842771486,7.01219512195122,7.64904386951631,8.45511482254697,9.2375366568915,10.1201478743068,11.0817941952507,12.442202606137,14.1181229773463
Gambia,4.65116279069767,4.98220640569395,5.64263322884012,5.13513513513514,5.12820512820513,4.66019417475728,4.71544715447154,4.76190476190476,4.58100558659218,4.70914127423823,4.83128834355828,4.90837696335079,4.85714285714286,4.93702770780856,5.15695067264574,5.45014129995963,5.96196049743965,6.57104736490994,7.18011660018411,7.96586059743954,8.85167464114832
Georgia,14.9092970521542,13.59375,12.1845710165826,11.7686467172845,11.9821542383684,12.3904626044426,12.2239747634069,12.8190584231424,14.981684981685,16.1506606192073,18.3888654576128,18.073908174692,19.1322901849218,20.7394711067581,23.0402010050251,25.7135510413988,26.9240941549855,27.9158699808795,28.8135593220339,30.0176056338028,32.4357405140759
Germany,14.6001521001521,15.7867045858514,17.2730144342356,18.7525505838369,19.8710486254142,20.4280848034979,19.2849570182273,19.9253395121323,20.4159480316745,20.8103108192544,23.1964226968674,24.8701645391448,25.9773813005752,27.8775585469297,30.276541244933,33.5928234373817,36.5470823218116,37.5223003463113,38.0587089406865,38.789809795727,39.5333664279129
Ghana,4.11646586345382,4.23289564616448,4.34462444771723,4.41813088871912,4.44088359848918,4.5004500450045,4.55411412501134,4.65938797478087,4.77017637626937,4.94636126413453,5.18689196108551,5.44425683384292,5.75373993095512,5.94592587090544,6.33814725876822,6.92393597220499,7.66275836367285,8.53161386587088,9.52867066703184,10.6283922889762,11.8019153783204
Greece,9.96563573883162,10.7721280602637,12.0604824192968,13.2382177523097,16.2684869169511,17.3850574712644,17.4445135863929,17.8010471204188,19.9744170028535,21.3683223992502,22.359283625731,22.9774925427099,24.2779218456586,25.6171195169597,27.3307337823467,29.1289693099166,31.588785046729,33.8517922588719,36.0629213483146,37.4185372918175,37.5959780621572
Grenada,6.66666666666667,7.31707317073171,6.81818181818182,6.45161290322581,8.51063829787234,7.69230769230769,8.98876404494382,7.92079207920792,10.4166666666667,10,9.9009900990099,9.80392156862745,7.84313725490196,10.2803738317757,10.0917431192661,14.5454545454545,14.8148148148148,16.8224299065421,19.4174757281553,21.7821782178218,28.5714285714286
Guadeloupe,6.66666666666667,6.77966101694915,7.2992700729927,6.6006600660066,7.38461538461538,8.53658536585366,9.50920245398773,10.4519774011299,11.4285714285714,12.8395061728395,13.7529137529138,16.7032967032967,17.948717948718,19.578947368421,21.8556701030928,25.0513347022587,27.6985743380855,29.4117647058824,29.3877551020408,31.4814814814815,33.1236897274633
Guam,0,1.61290322580645,1.49253731343284,2.73972602739726,2.35294117647059,3.19148936170213,3.84615384615385,5.83333333333333,6.06060606060606,7.48299319727891,8.38709677419355,8.98203592814371,11.1111111111111,12.565445026178,14.8514851485148,16.5876777251185,18.348623853211,19.8237885462555,20.5128205128205,21.0970464135021,22.0833333333333
Guatemala,4.25802351445821,4.25531914893617,4.39507365370683,4.51762719020477,4.46576859199114,4.54252577319588,4.64652223489168,4.95211693548387,5.3541362666966,5.67716141929036,5.91378696116851,6.11425873465534,6.44824707846411,6.71186440677966,6.92056823835056,7.2808470068744,7.8462105845473,8.71799263509463,9.94896934142323,11.5396329856088,13.3437647829409
Guinea,8.10087886893389,6.87478077867415,6.05187319884726,5.6150506512301,5.41384695471109,5.40272614622057,5.42585386943364,5.33510537307765,5.17325524646169,4.90772933939556,4.85564304461942,5.06397744523964,5.1540399147452,5.38714852655577,5.67396955068697,6.02282472458606,6.42793725954424,6.95232994108195,7.6629850454501,8.56564748201439,9.69302635969303
Guinea-Bissau,5.79150579150579,5.12367491166078,5.05902192242833,5.17529215358932,5.48172757475083,5.75539568345324,5.75539568345324,5.65832426550598,5.68070519098923,5.5746140651801,5.3680981595092,5.43478260869565,5.4169202678028,6.05078336034576,5.95641646489104,5.92592592592592,5.63880126182965,6.50377290693496,6.94993412384717,7.34669095324833,7.8503095104108
Guyana,6.6193853427896,5.76131687242798,4.92957746478873,5.27950310559006,5.22598870056497,5.45702592087312,5.6701030927835,5.97402597402597,6.55080213903743,6.71936758893281,7.00132100396301,8.12581913499345,9.30537352555701,11.2582781456954,13.8255033557047,16.5526675786594,19.2145862552595,21.5743440233236,22.8748068006182,24.8344370860927,25.2688172043011
Haiti,5.5883266066439,5.23470839260313,5.40191263892479,5.7323350491343,6.04582095884599,6.2597200622084,6.29063433491478,6.0601315377388,5.90883511536297,5.94072001017682,6.16256214591282,6.38682252922423,6.43894778170396,6.82606315020989,7.26838423477222,7.89515870471305,8.57900719969686,9.41218896501983,10.8446226154271,13.1636799680234,15.5753583882216
Honduras,6.18695359784802,5.41327124563446,5.14228657014478,4.80646533390047,4.83091787439614,4.92436433859028,4.76059438635113,4.93506493506494,5.06019179759233,5.28011455163773,5.60462502007387,5.83284968078932,6.20816380102376,6.83200190771432,7.59715380405036,8.55256475368207,9.72169271826153,11.0860137332851,12.9299913569576,15.1631158455393,17.6518022740102
"Hong Kong, China",3.79554655870445,4.17335473515249,4.8145738451529,5.66242210782986,6.44179558711641,8.82821387940842,10.0456621004566,11.2699285321605,12.6227208976157,13.869670152856,14.8020395920816,15.6908324858347,18.3477153769982,21.7250236582398,26.2693156732892,30.7566821433053,33.5654936461388,35.8092727926201,37.4040392110547,38.707792966468,39.4596474953618
Hungary,11.3193403298351,12.3664122137405,13.9809714571858,15.6302355375973,17.1986844650803,18.2948827494541,17.1695469406819,18.1319720173946,18.9598610575068,19.6342171472808,20.2369297043274,21.2882096069869,22.4328118732451,24.4581729795422,25.6373502610832,25.8034418411777,26.7220527920917,28.5195082843399,31.0359821719752,32.1858104380448,33.0498041410185
Iceland,10.4895104895105,10.7594936708861,11.3636363636364,11.4583333333333,12.3152709359606,12.9032258064516,13.1578947368421,14.0495867768595,14.9019607843137,15.2985074626866,15.3571428571429,15.5405405405405,16.6666666666667,18.1303116147309,20.4851752021563,22.976501305483,24.8717948717949,27.0886075949367,29.3532338308458,31.358024691358,32.9238329238329
India,5.39238096262552,5.07672256922245,5.19992683699372,5.25237605571732,5.46329501250536,5.63091260399948,5.82370223855277,5.96198896453809,6.13584670184176,6.35808252434824,6.69379776556889,7.02288482935881,7.54677985779747,8.65341672114073,9.83986530371029,11.0924253497234,12.4350750606729,13.9231103027272,15.6419214922643,17.5295557740341,19.5585197156026
