Total above 60 (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Indonesia,6.22683084899546,5.72880021942116,5.24076123749449,5.08564229315535,5.20351348346319,5.36671539961014,5.44606127586419,5.65825053742909,6.19496465335483,6.8892230890539,7.68080359317608,8.34990785175994,8.93870125625223,10.0003276110602,11.6628706970816,13.6820275972608,15.9809345601615,18.3714522797728,20.7177399726985,22.9895681107154,24.8487562085446
Iran,8.25400579435937,7.23491198658843,6.48728345005529,6.07972353933939,5.75941676792224,5.49424184261036,5.408360455655,5.53536021150033,5.45175732365072,6.29702269950486,6.68121487504484,6.94825198541672,7.1286812206135,8.03871471184222,9.54991103309091,11.4594929590396,13.6362120150772,15.8425374022349,18.942540397155,23.7677996050307,28.0886826501676
Iraq,4.51127819548872,4.82290881688018,5.45697131420947,6.13496932515337,6.37610186092067,6.31657789613848,5.91171646580618,5.33151059466849,5.01161632923996,4.9451597520267,5.07910750507099,5.06427736657577,4.73511933136302,5.49517917850973,5.80690066620265,6.34803427983263,7.43641122106813,8.69565217391304,10.079575596817,11.47162213457,13.0266283285411
Ireland,14.7861232738296,14.8579253680246,15.8080451658433,15.4728789986092,15.7021996615905,15.5080213903743,14.8485739488386,14.4915254237288,15.1351351351351,15.2439024390244,15.137976346912,15.145723841376,16.081935062105,17.396643471142,18.8301593470657,20.5959031657356,22.4654584604342,24.8267498267498,27.3504273504274,29.1944670463792,30.1032565528197
Israel,6.19539316918189,7.08976558033162,8.04162724692526,9.35672514619883,10.6316879530549,11.7664581471552,11.7662682602922,12.4299293200097,12.3448581560284,13.0653266331658,13.2128184059162,13.1988041853513,14.5661724327293,15.9509202453988,17.1342564720048,18.0978446801232,19.0801605380193,20.5016583747927,21.8678361407356,23.0828590720556,24.2629107981221
Italy,12.0282103265324,12.8783629375714,13.9446576449202,14.9871804832569,16.4830016117546,17.6872598071206,17.3640464604127,18.954696482253,20.8986122563554,22.7371254763486,24.4038239310852,25.2105855471814,26.6498053179806,27.7902448683255,29.3967686399152,31.9110296567811,34.7875734676742,37.4451800802614,38.9487893648651,39.3365010799136,39.0940155962499
Jamaica,5.76512455516014,6.28645495787427,6.62983425414365,8.06818181818182,8.45371856607812,8.44510680576254,9.28270042194093,9.36003482803657,9.72927241962775,9.56627482772598,9.93377483443708,10.2698650674663,10.7247437774524,11.5218951902369,13.0557515878617,15.4624781849913,17.7576601671309,19.4677871148459,20.376286829961,21.4492753623188,23.0425055928412
Japan,7.69611571944314,8.08206717649833,8.8241922156524,9.63682165403719,10.5832567401961,11.6996210322615,12.8395907359048,14.6450193535581,17.4169981329653,20.3727619138725,23.3135758427188,26.5088506685079,30.4797001480362,33.0405195920217,34.503169879674,35.9993708140507,37.8942975882273,40.7339998065645,42.5244752060471,43.6846286243877,44.1814712073816
Jordan,7.41525423728814,6.63650075414781,6.13154960981048,5.420054200542,4.74430067775724,4.28719008264463,4.62713387241689,5.13673318551367,4.7340916077467,4.11245353159851,4.71873068205234,5.39180445722502,5.54782877453253,5.87897082075607,6.54168328679697,7.80071702311781,9.64596633778294,11.9037151022203,14.2932102004408,16.9440242057489,19.0801679523484
Kazakhstan,10.1894674026555,9.1580132616039,8.25412706353176,8.05340947262345,8.20047295751011,8.5390873717722,8.2171581769437,8.30798479087452,9.60188770571152,10.0156985871272,11.1608934064464,10.2810504837754,10.2082275266633,11.3321055862492,12.8542389094822,14.4661106542934,15.5108430940508,16.8061446749971,18.1436990027199,19.8921408909612,22.3722545943523
Kenya,6.33640552995392,6.07449856733524,5.86130306021718,5.62980111543723,5.3160280913859,4.93323442136498,4.57480169710386,4.29116823619242,4.16471090249627,4.17939764295068,4.14731887284524,4.01775742684834,4.14066514940166,4.46890075809786,4.81608179267402,5.14486208573612,5.49393167397187,6.05370432158763,6.93138279345176,8.05598523027793,9.29516450064395
"Korea, Dem. Rep.",3.93304579995892,3.36413664209324,2.71282426013884,2.31331168831169,2.42858145574507,3.40364631945741,4.6525118923309,6.22763446028948,7.79311029484761,9.53586886453633,11.6447944006999,13.3500510030602,14.3059608170071,13.6065573770492,15.1030117324517,16.6474310502647,19.9035649355782,22.5621566069805,22.7081179931621,23.8081850676734,24.692614607931
"Korea, Rep.",5.20535110093176,5.6597533897104,5.98348557979975,5.31877421627334,5.41701126025829,5.60179718326085,6.05461971755786,6.8042662453091,7.68693871853334,9.24238013123418,11.2465541006203,13.3123094712499,15.5952331862604,18.4485178931093,22.7706362680896,27.0814808827096,31.123590933138,34.8547117985998,37.3704909713706,39.7773654916512,40.7967874401615
Kuwait,3.92156862745098,4.04040404040404,3.59712230215827,2.3454157782516,2.5503355704698,2.67857142857143,2.32389251997095,2.03488372093023,2.05511443250817,2.14492753623188,2.64811490125673,3.07521304186736,4.06290956749672,5.41901095647024,7.66937669376694,10.4511278195489,14.1118652000936,17.9577464788732,21.4568158168574,23.7594283445812,24.9427480916031
Kyrgyzstan,12.4209315698677,11.3098369279327,10.1289134438306,9.52566096423017,8.97133220910624,8.48484848484848,7.74317993937724,7.69997508098679,8.28402366863905,7.93028322440087,8.19374369323915,7.31520490233627,7.26256983240224,8.17021276595745,9.7774890368686,11.6023831922233,12.975699220541,14.6790363609158,16.3208241353937,18.4294871794872,21.1306496148816
Laos,3.84153661464586,4.2350449973531,4.5668549905838,4.8596564725597,5.08915304606241,5.249343832021,5.6533827618165,5.68927789934354,5.58725630052306,5.44811811187357,5.38689374305813,5.40908317741112,5.54692355500311,6.03215251102575,6.61524382272192,7.42263056092843,8.35874844685417,9.49387320191795,10.6835443037975,12.2350208111509,14.3495254048018
Latvia,15.5977424320164,15.2357320099256,14.9528301886792,16.107678729038,17.2530733361594,17.7859177859178,16.5473349244232,16.582719876017,17.4370537391958,19.3341355796229,21.2568536482497,22.3241590214067,22.5245316681534,23.4972677595628,24.7676579925651,26.2857142857143,27.294921875,28.7292817679558,30.0720906282183,31.9978914074855,34.6652267818574
Lebanon,10.3257103257103,9.49131513647643,8.46560846560846,7.69583142464498,7.36497545008183,7.30460189919649,7.18132854578097,7.37024221453287,7.90447359569458,9.34097421203439,10.0450569838325,10.0465572163685,10.4210773935545,11.3846848881861,12.971441028995,14.8468848996832,16.9034383364217,19.1747572815534,21.4528717230338,23.7810945273632,25.7551669316375
Lesotho,6.95770804911323,6.7515923566879,6.68229777256741,6.63101604278075,6.49854510184287,6.43478260869565,6.33204633204633,6.4406779661017,6.6167290886392,6.91056910569106,6.99152542372881,6.81362725450902,7.05035971223022,7.19889247808029,7.52113929684023,7.32235701906412,6.77966101694915,6.49458784346378,6.88806888068881,7.90113452188006,9.32101245480112
Liberia,4.98177399756987,4.93421052631579,4.91493383742911,4.78896103896104,4.82855143456963,5.01529051987768,4.92404400209534,4.9187725631769,4.71349353049908,4.72521828454032,4.6742209631728,4.7719087635054,4.87685930260912,5.01500214316331,5.54074638233054,6.14649137783848,6.70788253477589,7.1136203246295,7.85435630689207,8.79652005799903,9.92081447963801
Libya,7.19144800777454,6.57193605683837,5.93031875463306,5.42540073982737,4.41102756892231,3.65111561866126,3.71819960861057,3.79220779220779,4.14662084765178,4.69590401323955,5.32909498878085,5.97771023302938,6.64731051344743,7.54400670578374,8.79334978568645,10.3388998035363,12.353217472992,15.0664863646608,18.0537494581708,21.3777219430486,23.1489968428557
Lithuania,13.2450331125828,12.8088179399468,11.8387909319899,13.6363636363636,14.9633874562241,15.0863374734929,14.3275710518605,14.692611393119,16.143861546782,17.5303197353914,19.1483280937411,20.2868852459016,21.5119852489244,22.7099236641221,24.7466492317751,26.9436997319035,28.5321416294259,29.7842235585426,30.4379562043796,31.7018072289157,33.7466098411468
Luxembourg,14.2372881355932,15.1315789473684,15.9744408945687,17.6646706586826,18.3976261127596,18.6111111111111,17.8571428571429,17.9347826086957,18.8976377952756,19.1176470588235,18.8505747126437,18.6550976138829,19.1056910569106,19.6911196911197,20.985401459854,23.0240549828179,24.4299674267101,25.3477588871716,25.9259259259259,26.2784090909091,26.7663043478261
"Macao, China",4.73684210526316,6.14525139664804,8.67052023121388,7.21153846153846,7.05882352941176,8.300395256917,11.0671936758893,9.50819672131148,9.40860215053763,9.44309927360775,9.72850678733032,9.85626283367556,11.8613138686131,15.9929701230228,21.6723549488055,26.9102990033223,31.7512274959084,36.0522022838499,38.6623164763458,40.765391014975,43.6026936026936
"Macedonia, FYR",11.2286411716843,8.78877400295421,7.82483847810481,7.75978407557355,8.96946564885496,9.24269528920692,9.14668153931958,10.2900930487137,11.4659685863874,13.2824427480916,14.4848183175709,15.5206286836935,16.8054875061244,18.8937836514929,21.0166177908113,22.952427660618,24.7892910262766,26.6129032258065,28.7769784172662,31.0036784025223,32.9563812600969
Madagascar,5.36633178142612,5.45294635004398,5.50764406115249,5.79458709229702,6.09439437910493,5.76076810241366,5.32310553231055,5.18457920032723,5.00310476359443,4.90054111729289,4.75941080196399,4.62700124900647,4.62599890802601,5.00590732070188,5.50083699926033,6.06728213736187,6.73369703121035,7.54870365531458,8.45108185644958,9.17442644231969,10.3129245327212
Malawi,4.92713393476752,4.5770202020202,4.22096317280453,3.9989939637827,3.69550785572029,4.26459438968916,4.48841698841699,4.19763281034957,4.26500158746957,4.82058359621451,4.69027296543565,4.70889783961919,4.85053222002677,4.9172130236693,5.01046890977261,5.12632577390704,5.18592887207012,5.25726678092973,5.79223437599949,6.44229635742072,7.2504579380485
Malaysia,7.32984293193717,5.93026579022578,5.29549084654134,4.98947368421053,5.54685340458859,5.58909921671018,5.71739920087178,5.62643531513141,5.66756891123018,5.78809361950083,6.15708515940534,6.68227033352838,7.7807630306287,9.3166461405319,11.2245854024173,13.2314617389244,14.9761877763919,16.6398253036714,18.256778899519,20.2614715495278,22.2297859466001
Maldives,8.64197530864198,7.77777777777778,7.21649484536082,7.3394495412844,6.66666666666667,6.61764705882353,6.9620253164557,5.4054054054054,5.06912442396313,4.87804878048781,5.49450549450549,5.82191780821918,5.75079872204473,6.25,7.4792243767313,8.61618798955614,10.9181141439206,13.3971291866029,16.4733178654292,20.4494382022472,24.5614035087719
Mali,4.94492617764237,5.14928602336651,5.19660146216163,5.15743756786102,5.07042253521127,5.04698393452561,4.98398997633301,4.8740137439552,4.66782206816869,4.46166736489317,4.29657794676806,4.03212172442942,3.78264785349745,3.57500166744481,3.69221592603639,3.9453880885831,4.37267930427985,4.91466356893933,5.50534100246508,6.34619038571157,7.33899504600142
Malta,9.0032154340836,9.87261146496815,11.1111111111111,11.4754098360656,13.4426229508197,13.1578947368421,13.3540372670807,13.953488372093,14.5251396648045,15.8730158730159,17.0103092783505,18.407960199005,21.8137254901961,24.5192307692308,26.9503546099291,28.4037558685446,28.9719626168224,30.3529411764706,33.0166270783848,35.0835322195704,37.0192307692308
Martinique,7.23981900452489,6.53061224489796,7.04225352112676,6.7741935483871,7.92682926829268,9.6969696969697,11.3149847094801,12.3529411764706,13.3704735376045,14.6341463414634,15.8854166666667,17.632241813602,19.2118226600985,21.6867469879518,24.3373493975904,27.8177458033573,30.4556354916067,32.6086956521739,32.9268292682927,33.4164588528678,34.7826086956522
Mauritania,2.76923076923077,3.49462365591398,4.07450523864959,4.13306451612903,4.43864229765013,4.45619335347432,4.521625163827,4.57142857142857,4.52944136889784,4.49339207048458,4.41628264208909,4.3230563002681,4.39821693907875,4.6112600536193,5.13447432762836,5.83070688878883,6.7389943667849,7.78664590227759,9.0127970749543,10.2439868489358,11.5638403167272
Mauritius,4.46247464503043,4.03508771929824,3.9453717754173,3.85126162018592,4.11622276029056,4.59126539753639,5.90062111801242,6.50246305418719,7.1969696969697,7.89007092198582,8.77926421404682,9.82428115015974,11.6422513492675,13.6023916292975,15.5863073561544,17.9157744468237,20.6338028169014,22.8291316526611,24.3356643356643,25.5066387141859,26.1570827489481
Mayotte,12.5,10.5263157894737,8.69565217391304,9.67741935483871,8.10810810810811,6.52173913043478,5.45454545454545,4.22535211267606,4.34782608695652,4.0650406504065,4.05405405405405,4.59770114942529,5.05050505050505,4.95495495495495,6.07287449392712,7.27272727272727,8.60927152317881,10.1226993865031,11.849710982659,14.441416893733,16.3636363636364
Mexico,5.36029703327205,5.18321036642073,5.34423634924822,5.55030384875084,5.54217795842885,5.54194936289922,5.52474154954118,5.97901405662245,6.4709902521492,6.95923533519553,7.45202451522154,8.32431406057154,9.3667248095294,11.0100319394794,12.8927139037433,15.0253313338467,17.6880861629948,21.0357822759237,23.916324047982,26.2015790202687,28.2453106705024
"Micronesia, Fed. Sts.",6.25,5.4054054054054,4.54545454545455,5.66037735849057,4.91803278688525,6.45161290322581,4.16666666666667,4.70588235294118,5.26315789473684,4.67289719626168,5.60747663551402,5.45454545454545,5.4054054054054,7.07964601769912,8.47457627118644,9.09090909090909,9.6,9.375,10.7692307692308,12.5,15.625
Moldova,11.2297181895816,9.86290936785986,9.02731512325116,9.23538230884558,9.7384529771842,10.8072916666667,10.8310456700774,11.7884250474383,12.789365115746,13.0905738649458,14.3170731707317,14.8483235763704,15.9675615212528,18.2789488882472,20.6927175843694,22.7148496811418,23.3040201005025,23.7691555265732,24.7461069735951,27.1257905832748,31.1882998171846
Mongolia,5.40184453227932,5.30035335689046,5.20291363163372,4.94053064958829,4.70869912210694,4.63347164591978,4.7504509921828,4.86910994764398,5.86113615870153,5.68532393124724,5.23450586264657,5.72100313479624,5.96517228603186,6.69470732562215,8.3944037308461,10.6539074960128,12.8553770086527,15.3776435045317,18.0522565320665,20.8491947291362,24.2811501597444
Montenegro,10.3274559193955,10.0702576112412,10.0642398286938,10.4536489151874,10.7899807321773,11.2932604735883,10.7452339688042,11.1304347826087,12.9692832764505,13.5048231511254,14.4157814871017,16.8269230769231,17.6,19.52,21.5189873417722,22.626582278481,23.7795275590551,24.6835443037975,26.031746031746,27.6357827476038,29.4685990338164
Morocco,4.59012731740004,4.35168738898757,4.32613743872022,5.28290559807894,6.2050947093403,5.19503033805259,6.31164716103644,5.78527222172392,6.25579426820912,6.57440730159908,7.18398778964895,7.4738464565638,8.063121487246,9.18676453454503,11.0220994475138,12.6475637131916,14.2726138013603,16.0931775423309,18.0302076777848,20.5522128944803,22.9334961487883
Mozambique,4.70350822725862,4.70520728733324,4.73450170023542,4.80406043437205,4.8883716008888,4.93687582438289,4.9349151425276,4.98386249343241,5.17648796337321,4.96111389864526,4.95863240370391,4.97240220782337,5.0963304711863,5.29722232923682,5.54913294797688,5.78088428612652,5.96896022660215,6.19241599912513,6.48495521016768,6.97038724373576,7.72157919771682
Myanmar,5.69963284573693,5.89478132262835,6.11654171016418,6.39863858753457,6.5823360096955,6.69254450542096,6.96704213600334,7.16536694797564,7.47196787935171,7.67792823599143,7.68240619569648,7.76915916847657,8.18315047332356,9.61100122445135,11.2172267771871,12.9617087783277,14.9338724623031,17.264341735313,19.4682412919672,21.7650708796716,23.6153627670654
Namibia,6.39175257731959,5.80524344569288,5.83333333333333,5.85651537335286,5.5198973042362,5.30973451327434,5.52268244575937,5.46875,5.22968197879859,5.06485484867202,5.15350877192982,5.32338308457712,5.69362855851785,6.18000829531315,6.77123182861515,7.47863247863248,7.99063858241391,8.5153529597974,9.27772741009368,10.5095541401274,12.0646419615492
Nepal,3.77799655427024,4.264440433213,4.56140350877193,4.79580367178719,4.9449163232697,5.01647199760407,5.06009695198884,5.12911213300318,5.22403685092127,5.34178151882342,5.58739255014327,5.93637499081625,6.1838402787083,6.63651467601994,7.24432220930562,8.03292051221372,9.01665559573892,10.2452733776188,11.7891387919226,13.585783795219,15.6006526616357
Netherlands,11.4593632588491,12.3337363966143,13.1324566750849,13.8626749105109,14.5278821814835,15.1240213653326,15.6994415777197,16.7644419904755,17.3465293566939,17.7369238736406,18.1978132461983,19.2437335294478,21.9179727376449,24.0837077323244,26.3563178158908,28.7756513719161,30.8378100354326,31.7682545102726,31.6553727008712,31.3550600343053,31.2949020058624
Netherlands Antilles,8.10810810810811,7.37704918032787,6.66666666666667,7.53424657534247,7.64331210191083,8.98203592814371,9.6045197740113,9.94475138121547,10.0529100529101,10.9947643979058,12.707182320442,14.0540540540541,14.9253731343284,17.5609756097561,21.0526315789474,25,28.5714285714286,32.1951219512195,35.1485148514851,37.8787878787879,39.3782383419689
New Caledonia,4.76190476190476,5.88235294117647,5.1948051948052,5.43478260869565,5.60747663551402,6.2015503875969,5.67375886524823,6.45161290322581,7.01754385964912,7.29166666666667,8.33333333333333,10.1694915254237,11.3725490196078,12.5461254612546,14.4827586206897,16.7763157894737,19.0625,21.2121212121212,22.8985507246377,24.2937853107345,25.8953168044077
New Zealand,13.1027253668763,12.6404494382022,12.2259696458685,11.8340943683409,12.4778447359093,12.7473240350308,13.6868847253096,14.3904674610449,15.2982870643828,15.4409769335142,15.7921943654691,16.4963503649635,18.1923791821561,19.8842128701848,22.0389805097451,24.5033112582782,26.2565339766787,27.224513847967,27.6632633403968,28.303317535545,29.2017199476538
Nicaragua,4.63678516228748,4.30748840291584,4.05633802816901,3.97479398933592,4.08503543142976,4.18155825589707,4.33712703783451,4.5822102425876,4.85976789168279,5.06546469199399,5.39321435575603,5.95565328935312,6.23604191719636,7.29449321628093,8.562874251497,9.89088847952388,11.2931618144888,13.0054787372815,15.0842945874002,17.6667909057026,20.1964395334561
Niger,1.62403572878603,2.01698513800425,2.49922863313792,2.84121083377589,3.05656934306569,3.22200392927308,3.27481431465226,3.38461538461538,3.50455465587045,3.49349672148769,3.47171863669326,3.53381163181194,3.4860307072741,3.37859007832898,3.48629450472829,3.7166849215042,3.74965451586156,3.86467143786597,4.0884224628782,4.36930017306084,4.78374385928751
Nigeria,5.11177753544166,5.19848305752561,5.23156659062216,5.10165625309928,4.98521260205076,4.88060425039486,4.78369384359401,4.79730364524615,4.76376375348011,4.7306901827993,4.77800116946885,4.8722662710553,4.92420652221991,5.10259762405502,5.33813537834216,5.62270600164716,5.97656318938284,6.5351843931967,7.38249082441477,8.43273534441978,9.58859566283732
Norway,13.8744257274119,14.7067405894368,16.1920714684534,17.1098576416868,18.1325767345886,19.0963554667998,20.25935894299,21.2376595232362,20.9433962264151,20.0045882083047,19.157002676182,19.6031917187837,21.1035618694668,22.3744292237443,23.8553289726818,25.4565784569512,27.2068152981693,28.5006195786865,28.9185905224787,29.1325136612022,29.6234028244788
Oman,4.84581497797357,4.57256461232604,4.7787610619469,4.67289719626168,4.42359249329759,4.2483660130719,3.62257792754844,3.20470896010464,3.03852414541508,3.13075506445672,3.49708576186511,4.20489296636086,4.81927710843373,5.90994371482176,7.24098454493417,9.03805496828752,10.9162756236108,12.5437164840289,14.9578339991123,18.0059523809524,20.6274348985032
Pakistan,10.4859272930377,9.71707229375941,9.09407736935977,8.64429579670886,8.12929135898432,7.32474241275724,6.60460724618383,6.03816576473939,5.65138153519266,5.56850775342424,5.65576647854616,5.94695324938486,6.20179374624499,6.55468073303423,7.11266733867402,7.85871767490773,8.78608017523984,9.88930278324431,11.178591951176,12.7906068004414,14.8578741989761
Panama,6.51162790697674,6.55066530194473,6.74955595026643,6.59509202453988,6.37873754152824,6.4927536231884,6.7553735926305,6.98208543867708,7.25238292581848,7.62902019446522,7.99457994579946,8.8126159554731,9.72341032221272,10.9196925523456,12.4658554755401,14.2924086223055,16.3137954089592,18.3215887251762,19.9299258037922,21.3483146067416,22.8397486252946
Papua New Guinea,6.05555555555556,4.58333333333333,4.13461538461538,3.6260375709917,3.76028202115159,3.69853454291696,3.62613316661457,3.68638239339752,3.67860600193611,3.67303609341826,3.82473078351281,3.9228506047728,4.25253991291727,4.76748729972646,5.45454545454545,6.40043173232596,7.33817241722183,8.32948564041001,9.09248204862012,9.97223129696178,11.0109565622815
Paraguay,4.54545454545454,4.77326968973747,5.03408495018353,5.23656407900781,5.43041029766694,5.62878517990738,5.8455767427321,5.96652267818574,6.13828786453434,6.14455321807957,6.50588895120583,6.97831978319783,7.66372503483511,8.64972880388239,9.71466489714665,10.7579157317377,11.8146444994694,12.7458693941778,14.1361821517212,16.1714106975289,18.2868727825646
Peru,5.66260322453795,5.63948794833352,5.6489779478401,5.5550710735153,5.55597665428636,5.57900290160907,5.5744705407121,5.7561325344395,6.10304922850845,6.61626498475419,7.21756517726678,7.8603247593045,8.70626525630594,9.79901913645543,11.1006356254372,12.6817260353316,14.3948230850414,16.264785559102,18.3494132985658,20.3287307623593,22.4551876712673
Philippines,5.52082812421863,5.06759665891673,4.81927710843374,4.71001868803649,4.85150139473828,4.95741947761549,4.92580122209752,4.93012775082229,4.88578476916669,5.14964411285482,5.51944290697525,6.04596760044447,6.66766364723979,7.65911436575417,8.77810397330464,10.0017054660186,11.2995940024923,12.6707305894216,14.2365122775202,15.9474737791812,17.8657197397319
Poland,8.23799548823719,8.47109710054617,9.36635400499359,10.9884867374849,12.7851085325904,13.7666460887203,13.2006521616911,13.8383376790946,14.8596168984518,15.7810192502008,16.7026619135594,17.1815278286821,19.399022030601,22.6018153430893,25.5787283976958,27.0946622297974,28.0294028242186,29.7917021397355,32.4961992749386,35.7433962264151,38.0314247337019
Portugal,10.4699583581202,10.7200929152149,11.5237020316027,12.4360969104245,14.0453969351308,14.8685802265479,15.6563587958222,16.8411606341609,18.7775551102204,20.3406713816117,21.5312408330889,22.271736038684,23.6280629833225,25.2039302929181,27.0920404941024,29.4172581247665,31.6448545334714,34.2403196651127,36.6570327552986,38.1316098707403,38.4223664503245
Puerto Rico,6.08382154123479,6.97467792092403,7.70859805167302,8.20116054158607,9.56585724797645,9.2208234093229,11.1979981232405,11.992893100385,13.2615471805044,14.2393947581735,15.4350104821803,17.2757475083056,19.5695695695696,21.4969325153374,23.4952864394489,25.3949258018191,26.9368295589988,28.2748747315676,29.7627606038821,31.1052123552124,32.1141185076811
Qatar,4.16666666666667,2.85714285714286,4.44444444444444,2.85714285714286,2.72727272727273,3.50877192982456,2.17391304347826,1.66204986149584,2.14132762312634,2.28571428571429,2.59319286871961,2.37020316027088,2.05434062292909,3.31085223789086,2.98850574712644,4.49620801733478,6.35571501793952,8.87804878048781,12.0689655172414,16.1593554162936,19.5858498705781
Reunion,6.04838709677419,5.80204778156997,5.08982035928144,5.15463917525773,5.42299349240781,6.2111801242236,6.71936758893281,7.60869565217391,8.09917355371901,8.58433734939759,9.39226519337017,10.3184713375796,11.2038140643623,12.7539503386005,14.6995708154506,17.4047373841401,19.8609731876862,21.2704523580366,21.8984962406015,22.7859778597786,23.8574040219378
Romania,8.67565910484366,9.84787830264211,10.609517601043,12.1899957965532,13.2276699748185,14.2655433708288,13.256159632449,14.3504664671713,15.6481641096363,17.4551386623165,19.0187929165161,19.2705925857447,20.2878716375649,22.147392726573,23.8394346844636,24.1358581304478,26.8715685771461,29.3482269877233,32.4657014261699,34.3868874468561,36.9870941605417
Russia,9.19066814667679,9.13546557032702,9.3456540957083,10.3828887468737,11.9308551839439,13.5973538351511,13.4955608605656,13.8781680623093,16.0133455802896,16.6507293027516,18.3606959746918,17.1926074930852,18.0790356707773,20.0694298490372,22.4904729550087,24.3326155124863,24.985644002297,26.0112610457141,27.3007114378577,29.4673294261868,31.7361194852624
Rwanda,3.75173691523854,3.82139983909895,3.77423822714681,3.75,3.76059322033898,3.78770696303017,3.71368096979026,4.1905385496808,4.29250559284116,4.09926470588235,4.05829878125393,3.87010676156584,3.82444530945893,4.05278842060451,4.56365697015489,5.00136276914691,5.30237178691171,5.67755148481056,6.42072213500785,7.94612142061146,9.61460078800779
Saint Lucia,5.95238095238095,4.70588235294118,5.61797752808989,6.31578947368421,6.86274509803922,7.3394495412844,6.77966101694915,7.8740157480315,9.42028985507246,10.8108108108108,10.1910828025478,9.14634146341463,9.30232558139535,9.83606557377049,11.9791666666667,14.1414141414141,15.7635467980296,18.2692307692308,20.18779342723,22.7906976744186,25.3456221198157
Saint Vincent and the Grenadines,5.88235294117647,6.75675675675676,6.25,6.81818181818182,7.69230769230769,8.51063829787234,8.08080808080808,7.69230769230769,8.49056603773585,9.09090909090909,8.41121495327103,9.34579439252336,8.49056603773585,10.8108108108108,11.1111111111111,15.3153153153153,17.1171171171171,18.75,20.1754385964912,22.2222222222222,22.2222222222222
Samoa,3.65853658536585,2.12765957446808,2.77777777777778,1.58730158730159,2.7972027972028,2.66666666666667,3.24675324675325,4.45859872611465,6.2111801242236,6.02409638554217,6.81818181818182,6.74157303370787,7.18232044198895,7.18232044198895,8.19672131147541,10.1063829787234,10.5263157894737,11.1675126903553,10.7692307692308,11.2820512820513,13.0208333333333
Sao Tome and Principe,5,5.17241379310345,4.6875,3.17460317460317,6.94444444444444,6.17283950617284,7.21649484536082,6.66666666666667,6.03448275862069,6.25,5.71428571428571,5.92105263157895,4.8780487804878,5.58659217877095,5.52763819095477,6.04651162790698,6.41025641025641,7.53968253968254,9.70149253731343,11.7021276595745,13.1313131313131
Saudi Arabia,5.59200249921899,5.54008908685969,5.47507979376381,5.30050083472454,5.10097493036212,4.82625482625483,4.3623112961999,3.86289445048966,3.53650285995449,3.63247863247863,4.05113172185112,4.17566594672426,4.61421223090112,5.50601410203235,6.79574791192103,8.63153582818855,10.8414283759748,12.9185859945137,15.1402100061767,16.7702600113874,18.6120018323408
Senegal,5.4635761589404,5.19095291064145,4.90100616682895,4.73239436619718,4.53237410071942,4.4189852700491,4.36557231588288,4.32847275518035,4.27282377919321,4.26096997690531,4.19191919191919,4.1216096436802,3.91912908242613,3.7592949600661,3.87774004322322,4.22637707120466,4.83573840957937,5.68914404028046,6.74362883903289,7.93883195054498,9.26713404589511
Serbia,10.9296109296109,9.79631425800194,10.3507383966245,11.3688212927757,12.9801810619036,13.0404217926186,12.5544997205143,13.5677308024159,15.3323578595318,17.5357772985689,18.9085167275239,18.9630681818182,19.6834415584416,21.5790009156577,22.6742997342057,23.5390946502058,24.5877838846832,25.9704928324788,27.5727128503437,29.2541791684526,30.7198782079165
Sierra Leone,5.24421593830334,5.55821753713464,5.72315882874889,5.72597137014315,5.73678290213723,5.59535994541112,5.42778288868445,5.26025888185073,4.87148102815177,4.43942814145974,4.04255319148936,3.64134690681284,3.4790059982862,3.30994508846858,3.37616183706944,3.61237825175687,3.97047310144279,4.49908182003673,5.17693315858453,5.94033722438392,6.70094809577374
Singapore,3.71456500488759,3.36391437308868,3.67197062423501,4.68085106382979,5.73217726396917,6.75198587819947,7.24337748344371,7.81999262264847,8.38859416445623,9.3130209830411,10.555140652228,12.2745373623799,16.0363711510643,20.8893280632411,26.5325670498084,31.7732612343837,35.5677655677656,37.6481312670921,38.3342526199669,38.8014981273408,39.5901168358552
Slovak Republic,9.92784992784993,9.84469597262438,10.5161601543657,11.6689591930307,13.9447513812155,13.8273168672155,13.3842443729904,13.6743824158724,14.7965005705591,15.0382962824584,15.3188324967466,16.0787226141849,17.6492330437997,20.2981229297019,22.6938625505329,24.6074265656752,26.0048607216302,28.3349191246432,31.4563106796116,34.1603811036125,36.1935746238308
Slovenia,10.5762711864407,10.9079033311561,12.3417721518987,13.7423312883436,14.919113241462,15.3272101033295,14.4650655021834,15.0823154540627,16.2947586922678,17.853509664293,19.3256165072974,20.4692960559161,22.4197530864198,25,27.3612463485881,29.5754026354319,31.385068762279,33.1020812685828,35.1202404809619,36.4372469635628,37.0654396728016
Solomon Islands,3.33333333333333,3.92156862745098,5.08474576271186,4.44444444444444,5,5.18134715025907,4.80349344978166,5.49450549450549,5.07936507936508,4.6831955922865,4.57831325301205,4.65116279069767,4.68164794007491,5.18394648829432,5.74018126888218,6.48275862068966,7.36975857687421,8.85478158205431,10.4510451045104,11.8626430801249,13.2075471698113
