Total reserves (% of total external debt),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Nigeria,,,,,,,,,,,26.7125787903194,44.9769864059111,36.1180469032504,35.0118743695228,303.552520999615,335.810023265583,392.944775533496,137.805934111651,39.8494903151445,94.4761732275871,119.261282138389,36.4991754194887,16.0916899607457,7.12945796165546,9.42072986330412,10.1477351713611,6.07737725629835,5.16113313288341,3.14975478063237,6.77603890764355,12.3472562113542,13.9529177278571,4.1216600777002,5.33727180090021,4.98355538012998,5.01316998613295,13.7849715203391,27.3459361495198,24.0919866685501,19.3964540872662,32.2100907875782,34.2978534673867,24.8287462960218,21.4203385723778,45.6922569669321,129.791394522867,555.509585018738,608.474759186372,472.921390563837,590.037962244813,455.246928921926,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,5.71015671885443,5.23725518665956,7.985369308813,13.063130603367,13.6244237188949,9.91066605479941,10.1929513871864,9.58803557625195,9.70057993591454,13.0177872012412,16.0131427652199,13.9334728128012,15.7266763683752,22.6346142328899,13.3188898000895,10.7121433245321,9.86411698853391,8.63098977688765,7.03187973712306,7.12924092800953,5.08239252905476,5.23692524582858,6.13179547251188,8.15793582955938,13.5993685056002,8.37806307739521,4.39211641204444,5.97915358715898,5.04650661011998,6.25703152004746,6.37651679281822,13.3209395999618,26.2038434778279,32.8181572774906,29.870772624407,33.0969781641448,35.0798633745241,38.039153137563,18.3947919770416,24.9251527217244,30.3940365487324,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,6.88106461898562,7.29147402680495,10.6206083780185,7.7518599644434,5.83250826272393,3.70193134376461,5.87623053041378,4.21293464755575,6.51027992034152,4.5685848659515,3.9624315617528,3.58146164954406,2.58486942233699,4.72772785879317,4.95972014416453,2.06587428029526,3.51424430178779,1.38560442472109,1.19325446102296,1.92049358651466,5.29143920581391,7.53975974158998,8.06541430799369,8.91087367055075,10.2103453474525,12.8137996138418,14.3014048616421,19.0857614172597,14.9169588059233,12.0502811294747,11.0026835894255,14.0507603622011,14.9402195911436,12.2652532027581,7.51942358446789,13.9901317087483,14.0835911551495,20.7441032557966,25.3195796276045,26.877478049461,23.7858683817669,
Papua New Guinea,,,,,,,,,,,,,,5.9477149054378,6.42167339507639,35.5053089003373,49.390567545395,63.829194324753,71.1063929220342,87.2115637723011,63.6667562995175,35.5321138185329,29.5763335661091,24.8420654175577,22.4016271476235,21.9271593864918,22.6839733221512,20.5345567803682,18.6385809051225,17.6857919057226,16.4728967649833,12.4481659376683,6.85087172659626,5.08069427207685,4.30492239238534,10.6437754916249,24.2149054828688,14.7115573068468,7.78031978141612,8.4488538300701,13.2678576999056,21.6030070377319,18.4698337292182,27.883992744119,36.9979669099627,39.9126019157197,78.899148445695,147.241483897364,141.668380886054,167.161292981611,53.6273800189202,
Paraguay,,,,,,,,,,,15.6716971067107,17.137053401443,23.07349412097,38.1439207160718,47.2977286045768,51.4392185156911,56.8041484381762,59.9455281276407,73.7577034594695,78.0772432044386,82.3431550039577,71.6508761291221,58.347477622607,49.2145389322051,46.2026372888594,30.0691409077839,22.1060016426628,20.4177605036577,14.3987928700265,18.7693191665893,32.1092990294034,47.241542564383,35.1572895875478,40.4440907353394,49.6700056624435,43.0255061685526,41.4424517124241,34.4044950220758,31.3469797144851,29.2262228381088,25.0173596147335,25.8244002468547,21.3998316136512,30.5030507868163,32.3909394265102,40.1904162489921,49.7554670327986,68.9807980252114,68.8360737657128,96.9367283222251,84.3862346827558,
Peru,,,,,,,,,,,10.5456846954318,13.0047927241025,14.8197440353395,16.4137034820738,21.2220610930102,9.2544221721743,5.60338588852876,5.69443816302272,6.34583575710294,22.8018876408161,29.8744127199835,20.4423114856175,18.5680662406954,16.7440386438775,16.957331808233,19.2561908420942,15.0640305161456,7.83905425097954,6.65528261425702,8.59876299511677,9.42799569932002,14.9312413127933,17.0023426000992,16.6245239431323,27.9801465474131,28.0566061252711,37.9416817207168,38.1420194541023,32.4155189087273,31.0488413465649,30.3016616459099,32.6159037091665,34.4325097644644,34.1537712422879,40.1246949046583,48.2801363479799,59.870041117162,86.634185004786,90.4004534882556,91.2944868642714,121.901320542216,
Philippines,,,,,,,,,,,11.6024127218166,16.2229916336496,22.4739576177828,40.2509204491627,50.0980630707696,35.0687143448536,28.7955358972307,20.2060393209445,19.5409082947122,23.4995846237105,22.8393788616993,13.1117406390774,7.12881975774614,3.54046387852874,3.46683517536224,4.12279097368695,9.258307184232,7.76280495959729,7.49653206280237,8.36988312919531,6.65873692108401,13.6525416740002,16.0621497903882,16.4183267612777,17.7520462463308,19.7590896480338,26.7620302704327,17.2465295624032,20.2160782837484,25.8381324080319,25.8542729236206,26.9223229508179,27.2445151995451,27.2947891996088,26.627963301175,29.962972433545,38.0108202279469,51.0907821730841,57.6930162738844,70.0391859523435,86.1606677802159,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,432.046014281029,502.181882111716,428.572994760651,177.67234561284,100.631913697773,117.968489565971,65.15369264788,25.7237448628804,17.5262819401402,20.726932972561,20.8820095974444,23.9710523410845,20.6547129302465,26.5117395885452,31.3426459186901,46.4302126342877,251.24162725563,120.54594584067,68.9755131544764,48.7364719408524,44.872032719631,55.2032105051572,38.4120460688251,37.1811921458194,48.5584579854076,37.5476159963596,27.6548699256572,30.4262739268857,38.4153638925568,43.6386733698553,41.7625403780336,54.4251717042719,55.5863473494115,56.0043410278714,47.4966379719097,38.8034484252159,37.6103207486215,39.543969433556,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.76907997347718,5.91766099237778,14.8463930454641,12.8646827060001,13.8142600933423,6.77337832208977,7.05282534676859,17.2858796213872,23.8054954450928,32.7913337135061,44.6330619040443,64.1610151373433,75.974913059046,121.149191679759,132.513797783955,105.848444319997,117.653806790796,124.557547623537,
Rwanda,,,,,,,,,,,157.819225240828,289.217467392392,188.340038404551,191.830054303386,106.471934927601,103.497693585263,130.258055164614,96.0979730949905,74.8928686448219,105.784303780933,103.289563717115,85.3155628527373,54.5654360488457,46.5819626614877,37.1046285615772,31.2030915184614,36.1795106761002,27.4529555583626,18.2491461560834,11.3667689885691,6.2636466692443,13.6408835857927,9.20075892352042,5.22946528259695,5.38156309462195,9.63007083251488,10.2280618291421,13.7976220346951,13.7611970081484,13.4852625277437,15.0070841010659,16.5581197964282,17.0183883677677,13.9960487483182,19.0159789447621,26.8910371301903,106.467185985959,94.5588803572183,89.962139823301,99.172595614425,102.288469751835,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,53.3390668570286,57.9101438422449,60.5887725011843,50.0790272318257,38.8099887218045,44.7496563208036,36.8321419524111,34.1805455554186,54.2764518530774,58.129699280803,56.5745247455864,60.4152569019909,52.1097098542317,32.1658739918582,36.8639553720313,36.4082222487846,28.9833311709854,25.9126067521996,24.5892053708497,20.5240098735827,24.8422020986886,24.4376083806433,30.6705866009312,35.2253022065568,44.9278196644851,60.052278308486,83.2917807262159,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,49.0608113043292,47.9532272381592,46.9088815441036,61.0002463661,54.73110370787,78.9548155834355,65.9105499679007,56.8211482570787,58.1804339550818,56.3166977783952,59.20022115081,56.6029311207046,59.5300321061347,50.8730148173383,49.1844759066997,39.6547461754277,39.873251551599,38.5188929038156,40.4329389036534,35.6269684297007,35.34304783975,32.8682745862256,32.4828979020623,37.686377826101,28.3207698635284,36.986997070304,32.7643675859732,17.2627581712802,47.332757381158,44.4889493379593,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,124.616055328875,101.391231029311,92.4102724389184,123.038726356575,68.3984080942395,47.8605600334992,22.53837197234,22.2570010925145,51.4136755564468,50.7688911779854,82.3679353995281,48.7158483110876,45.1965698661916,43.1822491940072,42.4737044638276,32.9948717836832,43.8258192416763,30.9955640806209,27.3804726183113,25.2174642381315,24.6428867466162,26.4935091409495,28.4414184669592,22.0283765893852,28.3526307474527,31.5721465747688,30.3744886146023,25.7570812996423,32.8745850313506,27.5713246614864,32.3890976222374,43.1884824351453,41.015553258468,41.9066815549281,43.1692848500946,
Samoa,,,,,,,,,,,194.630872483221,245.626651327203,103.398509119406,53.6973297317047,43.1824273351453,36.7227828884545,23.1551038444543,29.2008744480707,11.5952465931817,9.17798046346897,4.67968644411407,5.24215204228367,5.29176841687696,10.6804105656773,14.3584243454607,18.6627944308247,31.763403023007,46.7217360613939,65.6335832543992,74.8812793385733,75.2070105765356,59.6641647528795,48.9506555483849,36.0899224051417,32.8615638255062,34.5604921976119,39.6262729770994,46.2611676930975,42.6798166441372,46.5737779937104,46.2347891244662,42.2556594101171,42.5877285350379,50.2714802769826,49.2981661403789,48.8276954691878,49.3133967549871,51.2957088154285,42.351013291937,70.423450002017,67.9976007158478,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09125404306965,2.13714311595779,5.21673369958096,3.74900266044942,3.38925652491377,3.82853452900123,5.03351473700104,5.21711300910721,7.51237165970481,5.41620474903717,7.97758471194355,9.74875860908449,23.8077667539286,46.8698489925457,44.8045778733936,29.0467085586399,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,15.1808274036654,16.1528087894211,23.8154811443794,6.049246621676,2.38439273515922,8.91646505231709,6.15576467675843,5.74328587839164,2.6555419826901,3.02840030661773,1.70808793538851,1.20855370974535,1.32651661883439,1.12254960629428,0.574767555454502,0.567863354892901,0.641193249947464,0.575745967802752,0.574358539695824,0.934544962644021,0.589365119405662,0.653910784646035,0.598133743902852,0.387490526187252,5.15785774558129,6.9404077188215,7.61469256317803,10.1480936067678,10.5157620683414,10.1584642257867,10.701280511025,12.4214814846674,15.7572191523497,25.4491284727235,35.0135472454078,30.9627006000277,70.0502971316872,65.0284003698947,56.8227488812567,60.6808819153569,55.6847820870867,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68340435952812,4.49443063528573,9.41553271621459,19.9625180796433,25.0452275372374,29.3277277504387,36.3366535047564,60.0433968780939,54.4147626963298,37.7490016673308,45.9898806797033,41.2997452168177,
Seychelles,,,,,,,,,,,,,,,,,,,,,21.917536579299,38.0123832067816,27.0840916612796,19.0272032587625,7.95732820490148,9.01215354930668,5.34574702493877,7.89284757157494,5.3579995077226,7.53781372689319,9.00553678615695,13.9850082188178,16.506265545047,19.6598444222635,15.0913188612524,13.6813624415663,11.738825201135,14.0282451999478,8.93481014163749,12.0589583959538,14.4064887262535,11.6007147528397,17.8729918594223,15.456414196504,7.78175899061224,8.3816770631679,10.2914250067806,2.89213325859192,4.2514282693851,11.059898246023,15.6030465466321,
Sierra Leone,,,,,,,,,,,64.1042345189576,34.5841197532574,38.9077430181422,36.5167306057834,28.3130859675993,13.8626829153867,10.7999939568886,11.5304875859593,10.066270169161,11.404847670798,6.50571056816539,2.69244295277901,1.34108218950329,2.52538602274994,1.26357052357634,1.52915295812974,1.57220306295041,0.613242386038899,0.725012690553542,0.34573690363525,0.46145209263974,0.76985572114243,1.38116305241049,1.89578073627655,2.65769394921639,2.83854496712125,2.19456528908189,3.28739448055333,3.42550738766657,3.13146156822302,4.13567400345597,4.25917730548977,6.24871073232688,4.38161711153469,7.68637806622406,9.73857544963266,12.478911757455,41.3557437425999,36.2680987713391,57.7711015109539,52.5683422401283,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,254.254586634274,268.544341659523,152.608731368376,92.199439694098,132.831163831668,137.806184300131,101.507679836512,54.3246076601926,38.4948476959125,37.6861294391517,38.2201423858309,26.1669228461123,14.6056604619125,6.59830557829855,24.9199295804522,13.3308590976724,11.242595086233,10.0196396820607,22.0913010850808,25.9665839293881,31.7202248233464,30.9983307804507,20.6270005658174,11.8527751461861,10.1452930838437,20.9054036915539,45.5119640476753,57.325719017855,60.1603850792992,67.1487580264531,53.9729319416381,93.6340794970015,123.358726935535,
Somalia,,,,,,,,,,,27.5697087574197,31.735282870466,31.1781959882806,28.4567554113653,24.4956709874821,30.0131974712333,29.5935155294979,30.8888016222534,24.9956816714144,8.90714781350123,3.90220371731777,3.62274863366855,1.24909947399613,1.16835686454448,0.464364197467169,0.536017475675217,1.12881357947988,0.826557272076116,1.11153661066497,1.07027358235571,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2040440470768,17.6021646828944,8.98661937545344,23.572399425321,22.2523225342408,31.3572974130623,30.9805254444294,31.7124911113477,31.1437115670817,29.7343482862355,54.9055806001931,66.3797709124542,72.0469614975417,75.4856179814269,80.0691150886655,93.2567213857878,97.0215320770025,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,9.86659094738203,9.7206721849962,10.7741383585689,13.7643033770632,9.93079169073472,7.04335195275074,9.93111017996911,25.8446183165313,29.6575154035971,35.339685424802,15.3475569545179,15.7678358793166,14.4825494779155,11.1272691020495,17.7128713427666,13.3254986893835,9.23854754488566,6.51419542517239,4.75730151604915,5.20013274354217,7.62423773651647,11.0070900600175,15.1326715262105,23.9619763122869,26.0016459230496,25.1572060607216,23.9162641808283,25.2007901852091,22.1160508444079,16.875320781332,12.4502136171789,15.6638021179378,17.604037376079,22.4397988535986,19.967647878306,24.0500427925715,23.8254389805858,24.4867583927433,16.7569525780302,31.1023897621406,35.1814169246114,
Sudan,,,,,,,,,,,5.64582938372682,7.0460950995545,7.87201408950506,10.8659732766824,10.9348216937907,2.27512171518402,1.13075125963774,0.883244325619959,0.897615419415913,1.65276918981712,0.941211421599403,0.273980752301989,0.285938533258069,0.220655004758596,0.202820358588752,0.136233392367803,0.607526625128839,0.104138747869297,0.10505139111309,0.119115967228692,0.077321911811687,0.050006109643372,0.178112590031826,0.236357779543605,0.461969692988947,0.928078377816878,0.629490098075234,0.50020038571839,0.538818197955399,1.17188939948902,0.862255573134723,0.325980503145109,1.55233888329511,3.08035035832996,7.33430331862132,10.6934125385491,9.01550579228742,7.07786652611214,6.95836562268542,5.27408832161246,4.74342576478816,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,37.2317498445255,135.165386273344,179.950908994532,155.009603908539,76.6356304740396,62.09006601636,76.4532608959525,51.8503887551588,37.0149222231996,39.0201521580864,41.8499805119149,35.2650660322556,35.2788170851257,42.004076582082,53.9636415494315,66.5717448803574,84.3037880593527,66.0093171853524,129.921094337878,115.87792890935,123.403559731082,119.537359508955,108.255369560244,72.116035395815,119.073180272342,112.965550930679,132.865323475392,103.267992576253,86.9494268420505,75.5342828094878,76.4337493007774,55.144430020195,90.0242476470844,191.585926026362,203.20884967633,229.502730404594,122.814602286083,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,,,,,,,,,,,20.3990463041428,26.6208200808046,36.9720983534021,90.139522089113,99.9125733548419,100.26524537958,33.8909565953837,33.337462564251,27.3716009308747,42.2468768359195,22.8760284420397,12.7875614048188,9.2320543563582,4.24110870154248,6.09174166171785,3.25842440938587,3.64581623443253,3.9595619319322,3.19764136462793,2.6127463968055,2.57475900069995,2.18070117718678,2.07722143282068,2.20525464279908,2.11690557862236,2.04678883287842,1.96536430354632,1.69866891834117,1.56909271714835,1.6073773363027,1.6006625323623,1.69635410411849,2.05121324268497,2.47582837832321,2.88737644306686,322.412272275308,311.495355842974,321.07930654376,342.58252473348,357.984559596189,436.318844803372,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64928136306497,4.49532847740054,4.50562658622324,9.12065459555077,8.90968463888351,7.84043229774945,10.234540189529,16.5714420513788,18.781065938905,21.4558859865426,,,,,
Tanzania,,,,,,,,,,,32.9197046961274,5.12491706452812,8.56857267227838,8.29686066153364,2.49648238076007,2.79497699612482,4.15631726118914,8.12397635333704,2.28669255686937,1.61917467348561,0.387468911823146,0.327149814122583,0.078680414947846,0.285653482528425,0.375303435272045,0.176016575480913,1.24870771889288,0.578382574226019,1.29454313788562,0.927637541117577,2.99094509986856,3.11223242956219,4.9136307004113,3.00726722701106,4.59855696736021,3.66889461506682,5.99822193666312,8.76275992067578,7.98913018088456,9.86761160033308,13.6410553442607,17.885706264456,21.5382036345739,28.0263869027965,26.7625162924514,24.5217444572989,55.8035109898443,57.6398661895354,48.0069274268828,47.3849119393274,45.0671940520153,
Thailand,,,,,,,,,,,91.0520632682876,82.4790600346705,90.7120115517073,117.966055074402,137.084617069637,107.595275281973,90.8504109777192,66.0231667979288,50.8418177232316,46.6500815537338,36.473831423929,25.0690441097663,21.8539803508227,18.4015080578154,17.9275023223803,17.1534490076078,20.4222029925233,25.6060254773925,32.7611875488693,44.7368881771012,50.7513374059499,48.7831203328478,50.6967253917954,48.3287894657982,46.2060688049666,36.9245978862732,34.2480875971923,24.519335337427,28.1527673010995,35.9419657510212,40.9753241184976,49.1742112934024,65.5150135672794,82.6561991479906,100.835555853207,112.324577847562,145.984391396483,193.069967895551,222.737600843082,239.122290904868,241.399547670548,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,88.8168638879676,85.6863136669222,77.5058448067354,54.5114958351123,42.9548103201552,24.5438973950835,27.5049537490563,10.864338880243,8.79844659879624,6.51335783914862,7.56819287712008,15.5649056751102,18.2320878376588,19.3748197684997,25.63866644266,32.1521578152105,32.5619659455412,29.8802776428269,19.4080635042273,24.678938461469,27.9575569174303,27.3307549588713,20.4520567824453,12.4627791966141,6.81471374203747,8.83578349485918,5.94691642604343,8.81393727498101,7.99989879192177,8.01268414389069,9.85287332262902,8.96666929622615,10.8829047024214,11.9645537161194,19.6030091255641,11.4464555196908,21.0756898518748,22.3889159500469,35.7539367458142,43.0619405642258,41.3787653134301,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,115.446853830459,79.0556871087981,81.2283543805372,82.5271822337634,65.262159195357,70.4951537509842,72.9768432950538,74.5173926301222,84.8599885512788,61.6583249194108,45.7194670899102,48.9972736270785,47.6665324248414,44.5985987502568,35.5793586644342,37.7688284547628,37.7534923695776,34.7496537385254,46.7723679404335,65.0574047613369,58.8568420551467,58.7056178518546,75.4475310486995,78.5313531078099,91.5157248338418,72.8383546208103,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,10.0059356423856,22.0863116827017,30.1784761662635,36.1212861218228,43.6819590710453,35.8990081036485,29.975064277113,16.8360114373648,16.2928172622612,19.6122810336287,19.8659552504729,16.9263264228947,18.3422791680132,15.7360225836302,11.3317688857812,6.01591309396711,6.36559179840509,9.03591547493774,14.3541926674084,14.8673134365601,11.2724920249053,10.4977516692453,10.8149666922791,10.7901403394341,16.0658130692629,15.6129600609485,17.3815552115399,18.1773669123878,17.6358237323877,19.600614832854,16.5517751134252,15.9252369971949,15.3154760060179,16.5532864902707,20.6694746782663,25.4450643464327,37.0912546688172,39.2957068369039,43.5136354684197,52.0204394700951,45.2382098711902,
Turkey,,,,,,,,,,,16.0117755561077,23.7599912872366,42.0258835136209,56.7696542357343,48.0786546274295,28.5529143017683,24.5191994363529,10.8058242055226,10.9735545299857,16.2353075449317,17.2390991505586,12.6119464460591,14.2137040282849,13.4247342954537,11.3017718114797,8.90930593394837,8.8435440492996,8.86748524416463,9.54418626942688,15.1482275365277,15.4299041624333,13.0052066108406,13.2757118596757,11.4370479433406,13.0314251796631,18.8271795896052,22.3218901362375,23.307442316666,21.2140052262459,24.0414217968241,20.1588177993565,17.652587140187,21.9115773432713,24.6968278188058,23.3894355752011,31.0950163956649,30.8927799743353,30.2416442166613,25.9344770158136,27.627695077809,29.2506056448353,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.039690270769,215.523934626467,290.370692571286,154.597244192435,67.2929475957098,57.3949183721341,57.3895145830452,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,37.3493499223015,15.6204692557265,20.2306599890385,16.5857758053005,8.29352664956178,14.8282844741101,18.2595835482259,15.6957568170559,12.3466857886607,3.88238645531874,0.434464630958501,4.24263401450269,8.95743604073851,10.554169693027,6.32138009357261,2.20323122816199,2.0525310701746,2.82082783547444,2.54024065817481,0.642027678223013,1.68799152206749,2.10158065344649,3.19921608702193,4.79410528888028,9.45874932731923,12.7142990574868,14.2397618699392,16.210390236551,18.4019099455435,21.8183290816528,23.1077489458795,26.3544116818815,23.4996972997625,23.8912848589827,27.6923206489405,30.5868835626869,146.986732606894,161.795851500304,103.563523796552,121.470606915562,90.3899028788787,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1499068444793,4.30897295111587,11.790855612181,12.6789659361864,20.6714244648753,21.1901272733289,6.06468547877504,7.83973724322292,12.1231734990601,15.0621777717179,20.6036520382438,29.0878472586563,33.1111398816026,59.6781885759612,43.6531211506664,41.9246559465433,32.6212440709525,25.6209288337332,29.5966460902114,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,,,,,,,,,,,51.3000066100531,50.6861250040254,64.6415638091014,104.065448967651,90.10391755028,61.3628793840495,63.5325959305331,82.5706122120172,117.705409915686,152.519285188465,144.657361186928,81.7836483279495,53.7287294596674,36.4383128408188,28.7817687640484,26.2956404673995,38.3979956022136,41.7094160813507,41.9371752388066,34.7863883463501,32.7405035691944,27.1187768284811,25.927677451633,29.341028236438,31.9551987297052,34.101765090558,32.1687046765132,30.9722399384932,34.1771729893431,32.9988280840886,33.0087517919092,33.6062896529821,7.61459099253834,19.081728791738,21.4621579259848,27.7310600201896,32.1584561736185,41.8965153678408,65.9507955792818,72.2090119228662,67.4663660797631,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1494784614604,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,281.246678792967,139.073480764301,62.090674121175,62.5054158293399,67.3112135904968,117.457282847116,169.86394232802,151.879479423407,115.723112650503,98.6231948296614,114.247457627119,117.201948822701,113.426719084349,95.6015338265944,98.661213284789,91.7375176700084,76.5443411670258,69.6148359084094,62.9903471276904,52.2622420872899,52.6031938151811,40.3696007962064,45.1837560757729,51.2258648542874,81.8504337744038,125.928130397055,121.824510061562,91.5788879692989,114.486701734659,108.836798361293,
Venezuela,,,,,,,,,,,73.5849118832449,82.1278011262481,79.9336278364219,113.598205437134,305.316578735096,446.454585872801,194.633441042698,89.3669218953308,51.8885595568493,54.7928069875547,45.5094346093717,39.5860895136774,36.727646171671,31.3614353416503,33.7032610951146,39.6105403647591,31.7865640044232,33.2925291535302,22.4321703919162,26.8753470655791,38.384894315371,43.1356446197874,35.3554945167599,36.4756439351501,33.7265281850118,29.9779559200322,46.0826933527369,49.5718101344456,39.0039780735297,36.8104986833103,37.5519791079679,31.3270594393121,32.9922203055872,54.5640784164041,60.3430626593262,66.3943710896988,83.9253864533408,69.8716070391586,81.63905735223,62.1312300389198,53.3819570763217,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20564829613558,6.61166756512682,9.11924996210044,8.9155885448869,14.3312536025352,26.6454380385062,29.212207655507,30.9767402279267,39.1254994183104,39.2503173116853,47.6536942084824,72.0470145302501,103.375876697508,95.7362378198619,57.2716357426868,35.4775946265981,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94749789739541,10.7632118060114,5.12874413744798,2.77229321276315,4.4523149314044,10.2129223968489,16.1828536680083,31.0853069752794,17.4775568762166,23.8055098417529,56.8585115435442,71.1368648875558,83.5589486105546,91.3513924609957,102.063222564133,112.484141601879,133.214216009803,127.020076073805,129.971167572583,109.730173851581,93.9057962807743,
Zambia,,,,,,,,,,,63.2853168910312,33.3390688228077,18.1662618563854,20.1819833012109,16.3601210097477,9.86730391768107,6.10304487673559,4.03567756506914,3.75257786248064,6.29763925118388,6.35319395779034,3.95232155233108,4.30131475924685,3.66422633876039,1.46094732783374,4.48148098904924,1.26918545416718,1.70924033590156,2.08181922343275,1.87753963419472,2.9141009332465,2.76507990382971,,2.96895199626052,3.93811950383953,3.20075521235893,3.15449290752147,3.5899562987549,1.0098689929284,0.775324807476843,4.27828041673799,3.00538230670181,8.12985030252104,3.64853675791555,4.52602934310988,10.418181014381,31.6655129820276,39.6457923233457,36.8338412787254,62.2620433459512,56.7602257232261,
