Total reserves (% of total external debt),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Gambia,,,,,,,,,,,159.77147357959,199.660897940135,154.618500575581,183.30290064763,229.411480551247,212.834003699143,133.743238033962,64.169430239899,52.3390065019272,2.37462785516791,4.14476714011067,2.24293748718954,4.0497264930078,1.37793982895197,0.981019054070484,0.707512720579414,5.020745698463,7.88478700347749,5.85846701275695,6.09626832792477,15.0054938094335,17.6466269185699,23.3105310910371,24.825966725903,23.1728996290933,24.9130446462044,22.5966321499512,22.6162315741694,23.1463419540151,23.9387339172091,22.636581914293,21.7226758020122,18.5311041422325,9.32823069615666,12.445958191872,14.9014639555318,16.9865172570197,20.6343659941819,31.9156792810451,48.7811162892539,42.8834101908932,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0043933117332,14.0579222328217,13.7613240360533,8.06251699902981,8.73104197686119,7.07994194224116,9.36854009572612,10.9955624908237,10.1409423731609,18.7314375416448,25.0761526467394,40.5250387154041,52.1514110040755,20.1338097823106,25.5165190863285,24.5061803430668,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,,,,,,,,,,,7.45178475170285,7.89516686306465,17.2131218042152,25.6821090903297,13.3615184013278,20.0217517024325,15.8966916266912,17.0241224577427,25.5471994208321,31.2861090320287,23.5122145651084,17.4433568596277,21.1784933783385,17.4860851777775,22.3133681226592,24.6101852090181,22.717896696768,10.0975340963445,10.1538756350932,13.2324256947436,8.28291278904894,15.501186369113,9.7099209626047,11.2994404929631,13.5120088663897,14.6285517619004,16.0731753086875,10.8122957963042,7.2367115815941,8.32964222444734,5.05078235846846,5.92711888911701,9.13661228382258,19.422459631622,24.7714732334373,27.9808898424914,68.3388973570394,,,,,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,24.6068919247993,55.7274904539194,72.1014117390374,63.7642614371355,65.4549799380151,62.9526326149363,90.5174966138755,101.186732492645,71.6182942935718,59.7996946304664,65.8314493022082,50.1008634091796,21.1779162401424,24.9343363256561,26.4162921408177,35.8384545127266,33.022649472004,29.5493528769687,19.4389245607385,17.3564669636423,15.8724425864226,14.2589872392386,22.3885116138241,18.1915318081301,24.2000637557147,28.9191825843686,25.5859097231368,36.8831219268672,27.3486867258354,37.4442317681974,28.6261815870998,26.6877298147635,23.9989884359205,22.1092093116132,28.1827496886867,23.2196946852482,20.0283294767411,20.5840574922548,19.0221520779244,23.1078789617938,20.6873020800587,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,49.8755410301673,54.0222037347206,79.7599012487509,112.085913133024,105.756457410802,109.415878740542,145.711747186909,114.477748018846,104.487520412041,91.7510573522388,63.7834934529166,27.9539307403726,22.5573969486544,22.4415300174786,18.3151329931338,17.6225651816066,20.1587543493538,19.3804472742712,15.9418956841457,20.1212825653151,12.7165091559372,31.4005187708638,29.1687346956504,32.8937309562576,30.3712531482114,23.8707032498316,28.3405969953418,34.0538576839459,38.3972730264248,33.1038506044524,46.8607883321502,54.8472538395241,53.5431005979775,57.5542821132754,36.2509997269812,34.3945735390209,32.9486146824422,29.6132113166014,31.5069210042086,37.8135180796005,41.483086443875,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52919448967822,3.72020434112229,4.67431816651498,2.82286633723362,2.67083317487508,2.69311432134586,3.45666066175122,6.66696513902253,6.26330219449772,5.46551118391832,7.10574503623719,8.48892623238396,8.86483369152868,3.60503796650791,3.35175143236402,,,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.168523541624825,2.1380374466765,2.82040152270227,3.50014487726664,2.62303488782643,1.94997998331183,2.33073437218824,1.80058742749623,2.16821125949556,2.2641877122932,1.23193940462533,3.65930595387091,3.68528841231,3.75871909606508,7.04890052857005,7.69321550490297,10.5795849832533,3.10100919541152,6.48335050202291,7.87599699611171,7.91597067982222,10.45549134195,11.4740287359828,15.0851743448504,14.2906732034514,
Guyana,,,,,,,,,,,24.6668762522309,16.711171046033,23.2196886975144,7.83509338310148,28.3323814780756,31.1747169959704,6.50321627264384,4.42260840859569,9.64951482184094,2.58359959276423,1.5218839725246,0.759523657107938,1.0569939653848,0.52090732585121,0.447307894640257,0.425507567392309,0.54273069521993,0.478544407558617,0.213764078533959,0.80571569280686,1.46306736542143,6.30006105304734,9.84271438701524,12.5917090630791,12.0584735610437,12.7092468311781,20.5401361057446,19.8642556699996,18.7046290637432,18.9905911965606,22.3499723487333,21.9343843638009,20.7392796878065,19.2949017254499,17.0134225043139,20.7142112856296,24.504423004094,42.5536665892131,42.9418491049326,60.9020869209738,57.7774142268156,
Haiti,,,,,,,,,,,10.043678322005,26.0439340966351,41.1622132821463,41.5560509897524,18.1443446901382,9.41007794098695,17.158870739872,16.0660749304574,15.6451157465363,20.5237154108461,7.46151020943239,6.56190988588421,2.11499657794458,2.54776414927668,2.61634882340272,1.6136802502263,3.05389356723582,2.91149419409386,2.3881237983293,2.37178440409221,1.1090271112197,5.29727745623419,4.11346973680141,4.7737804876417,7.91292894722166,24.2100765714816,24.54278182036,20.1351001724258,25.037525122711,22.2382162027133,15.5629349085114,11.2932931526917,6.5704460664069,4.65179004078515,8.77128222572408,10.0801011233666,16.8740876444039,28.6742065124991,27.8098282474143,59.6166765741378,271.824451047632,
Honduras,,,,,,,,,,,18.3110965394487,15.6679037001294,21.3572130162078,21.2903862762822,15.8936449092464,25.5769013297394,35.9717135919696,24.1534650319218,20.0840896669044,18.2614549481264,10.8152227830844,6.29761007535286,6.48341778761268,5.62894705632486,5.82279192900733,4.06680978199758,3.95119324594762,3.44683009667255,1.70994120225517,0.8126033251884,1.25264085282658,3.30731173303976,5.25575667663791,2.42012419071343,3.79226770026103,5.56073944926754,5.41451417178306,12.0116674081802,16.354484621889,23.5639802433518,24.4133051419061,28.7066554005856,28.9733452807981,26.2495748043433,32.6448175076862,44.7463759146538,62.8658155261107,77.0277422643084,71.0881897784366,57.4272314963578,64.8006385906817,
"Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,12.1443269832049,13.3546292263905,13.6360707443636,14.8580928807354,18.3087421926868,14.8801210253537,25.5455011404025,39.316760121305,49.7748319247033,64.0274178318166,56.9535702648643,34.9634679066166,29.6353006659284,25.7548797585033,25.1153097219993,23.3645955705239,22.2611794800673,20.49018309685,14.8978287424383,10.5982585045274,6.58107931183671,8.7676988633397,10.6386348596766,15.7697772097147,24.316206684334,24.0241380396824,26.2240797240296,29.9736902394858,31.0268865747583,36.3219609850741,40.9595763324547,49.7256002344349,68.3179784730957,88.0080373906802,107.37807095959,114.642034575539,112.333705542317,136.293334276711,113.906798374618,113.876288605482,103.513184661202,
Indonesia,,,,,,,,,,,3.53969955872765,3.7697639946998,9.89335762434403,11.1560409869274,16.4832837440302,5.15165745862844,10.7365587058433,15.4008955670993,14.8331105348839,22.5796615230945,32.4914293607869,27.4503460893128,18.1539385210403,16.2178932953463,17.8920412826136,16.3129809017691,12.2677587045657,13.5074525265369,11.6952520030574,11.2822854601171,12.3936708526836,13.0251437062949,13.05092353835,13.9926975587734,12.3562439189438,11.9846599006667,15.0370913318371,12.8275257577222,15.5848301926761,18.0542614118046,20.4772914335114,21.2830547930164,25.0673489220716,27.1735731845784,26.4816238675824,25.8515778928598,33.9843802082894,42.5378494882648,34.9817019545764,40.6010798281707,53.7300509293936,
Iran,,,,,,,,,,,,,,,,,,,,,284.039892857377,86.3763364288314,93.3186075905241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,,,,,,,,,,,14.1748850228434,17.6741052325349,15.3386596337254,10.5672702980416,13.2655603503558,7.77967451492926,2.23476598997844,2.95772062814225,4.13286723371594,4.08130065093885,5.48988893170421,3.6797552642266,3.80970519173087,1.82002016421074,2.68038751511927,3.90594352388268,2.31723486894432,3.6650424980524,3.18835557095824,2.31635855506631,3.53196546742523,2.3126603749722,7.03999219872065,9.50536642081029,15.9643006966872,14.871328144531,21.6712397120245,18.0739190790608,18.1945003478736,14.1222453854192,22.304269518618,35.3098546616369,29.8945382967874,21.2740623010755,28.6239222195383,33.2237162870069,28.7688540543177,18.0253233434721,17.1594167782833,18.8939616214539,18.0387752074279,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,,,,,,,,,216.247850393606,168.038679606075,162.17887129731,167.68728479563,170.467177930779,166.466878341627,133.85211166406,97.4589609761733,96.1793590575262,111.704491919219,93.4564534262551,69.1021487771609,52.0122769044427,41.0400822521192,25.6144414049222,19.5171939940084,17.6555935888488,14.5286776817532,7.00155819762876,10.5334300189637,13.6656167149291,11.3890062998311,12.929879710373,25.4610349105101,26.4376532571006,29.7557749227264,27.8206647318753,33.3057884712177,26.2962612191289,34.2692945773847,46.7894743997674,42.1305002998209,50.7683648459599,64.358030802937,67.5243303594861,70.9594063113854,86.681295249214,94.6698038049969,135.542008490089,183.448117202127,174.293674936965,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1632254362895,43.5973535100647,44.2609341301182,67.0749006072364,54.5076101153106,32.3026330145916,32.6464171559727,16.8827863203879,16.8324589812578,17.4678102196331,21.7952694126261,28.2689453396901,16.2603444958866,26.4030574415481,18.4641713457677,18.5341370569413,20.8640461316178,23.807297595108,
Kenya,,,,,,,,,,,46.0347076906358,34.3337128388278,34.7569457347349,27.5889337464094,16.7679995209584,13.4399936364675,18.4501987288877,31.6950941416036,16.9675728050251,24.5698734220091,15.906195318477,8.14172278755565,7.36686897412719,11.20166826863,11.8008558022846,9.96810628443822,9.65703193942305,5.09086537861298,5.10336124407062,5.37679283036651,3.34671361119049,1.94734727762771,1.15323592171601,6.14150835934459,8.25553464612242,5.25736375486521,11.3878837532548,12.5457573074515,11.4750078446767,12.2256201364955,14.6214301327959,19.3091781420274,17.4462690524701,21.5957967535706,21.9703009156606,27.990382115683,36.4851327333049,44.9674752142439,38.1371402640845,47.0486373027192,51.4365748212252,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.558998882368,247.319588243971,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5177796250394,5.8613357278197,21.9261019102515,12.3308459734791,14.4886617986942,12.4688333842934,14.620737518762,14.3289857886245,16.682933459069,17.1475768316167,19.7296739555235,23.2166874607635,28.6747417967744,33.0732534881382,42.827649846727,35.0267437390448,39.7463401993854,43.1823136804363,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048350976806232,0.563954719467535,0.474257539173094,1.85539823339479,2.40310451581422,3.5100597126421,3.26213809250458,4.58241782549945,7.8045558671148,5.04905648622672,4.78163714107135,5.33857098463079,5.74082550511852,6.0542098546477,7.10084447828842,11.0830879055775,10.4967322898324,10.8674055422995,13.6785969993272,16.1260590506234,17.5110471439898,16.8375627095353,19.8699330653007,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.240206672632,171.420781196733,130.142745592266,60.5733239005328,30.1704979890139,28.0251335414706,23.2524427497751,18.9320011821109,23.0000404857018,19.4848942076822,17.4506754274365,16.2946189673769,16.5712891320865,20.0543054646384,14.7559216907505,12.5311010759633,16.5037979975563,19.2280530981899,
Lebanon,,,,,,,,,,,630.397901341272,879.403237532477,1498.77778524649,2672.35284693005,6081.72217611389,5461.16873195763,6517.14506313294,5809.29424141562,2119.98677689941,2253.12838879138,1376.58478692388,834.387680252718,940.354823764925,589.072187626661,405.712512754273,466.826080250799,472.363278482678,501.631549685566,479.322011400291,449.623604075929,235.605566066982,290.310564703473,251.910015082657,432.696145360212,347.394123486144,272.323759515946,232.407719269855,169.90922928548,132.097059772541,123.190929284923,82.7256622309645,58.6606080430256,59.0187223151993,83.8874510434144,68.2051297486731,71.2382184812854,76.6118423651692,80.3524262299634,116.2158582497,159.721173214966,183.081071735762,
Lesotho,,,,,,,,,,,,,,,,,,,,,69.8726398634,51.4115479528515,38.9414465578267,51.8185849493449,35.191377631598,24.8282582737697,30.4927494180751,26.1113519804507,19.6043283197369,14.9317359094303,18.2953596942258,25.7137443197947,31.8537572511549,46.5891787451371,59.8539145742116,66.7397349971039,65.6715865052216,84.8964950062217,83.561963448124,73.2426626766179,62.2030229634216,64.6615165898851,62.0895019681343,65.4627928031192,65.4168171817659,78.4213379771884,101.321280177585,,,,,
Liberia,,,,,,,,,,,,,,,11.5563719288413,10.7389560256544,8.23357642782882,9.3611621267258,4.06737504156454,9.21717792823948,0.79482445317536,1.02486540564021,0.717160256238699,2.02421194082584,0.321859670400889,0.121417656636837,0.171663979238732,0.027585165632322,0.02064625983269,0.42028714159327,,0.060069189801887,0.045175334382994,0.106345822259675,0.215897399039061,1.14275665194515,0.015593831937222,0.017535174829584,0.024193957473241,0.016935949738212,0.009587983473902,0.016047799860234,0.10158758189954,0.205959750509334,0.492145184180731,0.651565290922792,1.74984152404231,3.2072752475246,5.14239134231381,22.496295043216,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.161019390382,127.069182779071,118.690985700917,107.732833867744,58.9413979121847,35.047941499484,42.1133884395388,28.2891861866488,28.8514036321412,31.5381607867623,39.0853078771494,46.137370003277,34.252940152983,33.3743811766561,31.0841728453505,26.1931328976997,20.2681562553527,20.8139767055551,22.2900772422769,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5670819699405,15.0745157639385,21.540117173372,14.7120655066635,22.7295955638338,22.469094315709,32.2452363551682,31.3275502591994,53.7047424995736,46.8967104716769,49.8037910254158,35.2057913559865,45.1416270426642,57.5254045504877,54.4179665869287,45.0785012305036,40.9119919047542,39.226571457223,
Madagascar,,,,,,,,,,,7.65179607408527,9.48836733457497,10.2406081860188,13.4463513992031,6.58031179410879,4.49760021833527,22.197128445522,8.81821192646112,16.6398553220877,0.651868012605276,0.734721823014394,1.6531100900976,1.0372373063447,1.43837486114287,2.75378653518248,1.92247304232272,3.82458948880002,5.04970394772719,6.09957296113,7.17653760455056,2.49630293752557,2.28314204717871,2.16715043749859,2.12951926534182,1.7576294947725,2.53299622430501,5.83617581148507,6.86976159631151,3.90944645515947,4.78829784221026,6.07915836883209,9.59124834471145,8.05291041873401,8.37852358290531,13.2914330585199,13.7765546854031,39.099586879039,49.5932043446924,47.3267321205313,51.5376485010564,51.0446141782577,
Malawi,,,,,,,,,,,21.5960357937357,20.9708752948867,20.6292390332975,31.0195504099059,33.759045972478,22.7707334551464,8.48149462518359,19.2955461613556,12.9643184419466,11.3758961008379,9.15207991536254,6.59330514849167,3.29907263916822,2.27480545149151,6.88265264928366,4.81474684595241,2.55965276301577,4.24699659262435,11.1053126007719,7.48657196160306,9.12782545355509,9.48209824721279,2.58994052980039,3.39097221826316,2.3621756512968,5.13778382420194,9.74854673320316,6.55831989667034,10.6282013691615,9.12521700714411,9.11315688169475,7.97309652257467,5.74578552676023,4.11179802936712,3.90021228328648,5.1991712999689,16.7356773922322,28.7576518521142,28.4102812853226,15.8013479805515,35.3029570769452,
Malaysia,,,,,,,,,,,133.019692156487,117.978020326314,107.972063558013,143.338319836266,145.266731102236,80.2635407401337,96.8688289172012,89.6585866111777,88.0855715726435,101.00908061915,87.0555232104099,54.7322016250728,36.1874312196452,26.6243286873055,23.7098446432874,28.0082721424444,31.728603460375,37.5364493669326,40.3436808226147,53.6516718550083,69.53667020651,68.5991319196323,90.0395097079534,107.78017434143,86.8241475020719,71.9187860782012,70.3040543722606,45.4604901393094,61.8632065115555,74.0224301890677,68.6004185632978,66.3487702220235,70.1110067781828,91.4985781467428,127.643498239457,135.874975809615,151.00610536289,166.062514462589,139.488869366639,145.919194988898,130.714630604845,
Maldives,,,,,,,,,,,,,,,,,,,6.4318998292628,5.56036990588419,3.68415013639716,2.94558864254488,12.9192080707403,5.8806136846365,6.19481463143658,5.5280962126261,10.0667731415427,11.2500330875791,30.2502963803758,37.075274251497,31.2676558030962,28.8869300739756,29.7092171677257,23.275534664305,25.2747626337797,30.9631059071403,45.2827460411764,57.3763125688713,61.2267853147159,58.0827783338618,59.6110586995932,37.2100849273895,45.171879743182,54.1654668765804,55.8313709699975,40.9608939023905,34.302484550321,29.9995113837783,21.3687956856349,23.6713898427717,29.655456490045,
Mali,,,,,,,,,,,0.361484980299069,0.763356784864234,1.39652776290038,1.4033899704602,1.75050296449302,1.17835268204234,1.84461746031215,1.47305619442295,2.01677088864817,2.75435924713813,3.52570400881353,2.99531790922816,2.89405688794124,2.36905306454782,2.62222169443177,1.96913072008941,1.12708934655264,1.21825706440375,2.16331150664525,5.79875232235985,8.01317392791858,12.5496333565063,10.8367920746626,11.7035927105389,8.48478200008165,10.9172097987925,14.7290735090909,13.1617048486215,12.5710138952979,10.9409309420093,12.9188351119466,12.1993850926154,21.3253959728281,31.2031495638683,26.0762097589183,26.688668661279,60.9238301804408,59.5466316960881,52.7513273599245,77.4865398065305,57.7882480053873,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,12.1608269362317,19.281035657032,24.0759446499177,40.1948475650643,61.8790276325537,25.3555560386933,20.1422486717565,9.74807133603409,11.9241815551914,16.4656815442558,17.4445222703075,17.2407557822977,12.6861352600029,8.63220094349883,6.13908040326154,4.32261438861476,3.02011026962117,3.81583579213778,2.94012567132326,4.4138341270445,2.76994131104954,3.2502521954137,3.08902847575169,2.2565361760571,1.95086786562455,3.7527207027842,5.92150990342925,8.18507765629393,2.17777007590872,1.52503232282864,2.07770836566049,1.74306487812453,3.26964168595834,1.35731148135497,1.66848304634488,3.04892885096646,12.0211494212159,12.1713450023324,10.0019326410828,11.6165410396397,11.695308494427,
Mauritius,,,,,,,,,,,145.535320422049,155.313592479,195.533306721194,157.794662314593,274.132457015142,318.092002897583,137.87894610736,66.8583831120218,28.021025165282,15.8163069369352,26.8484401399234,9.90694096257209,10.0240271724491,6.29433942732207,6.89451655207774,7.31105308978515,23.7653706200205,46.0593327059171,56.2135176559963,66.7199033108053,81.647537265645,92.253855670602,89.0684557837906,86.6790623040848,70.2010710296357,62.6806266374958,65.6871781378084,53.0965300503219,45.0186659079248,58.9087115099169,96.6304078729079,100.608419503609,137.243138584469,163.585438041954,176.699043668419,175.278590153354,208.080367779693,274.349617608456,284.1782931699,280.390956950375,243.435421649265,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,10.8491962957082,13.0922183354033,15.7958673191999,15.9815010011815,13.7680769028824,10.404433613336,5.85734651411571,6.21481390446811,6.35461664612541,7.21863234754672,7.27690718798041,6.35587766085926,2.06505587173805,5.15569143363511,8.45588879938111,5.86253546438474,6.6145764954406,12.507348415584,6.37667966778592,7.18264965123992,9.78231535878628,15.8257706003584,17.0714745533617,19.3830753969383,4.64930218632062,10.3069947487212,12.4968302023632,19.5337245425144,20.0160412225223,19.088905048252,23.5765814086046,27.3440765682725,32.1957555344942,36.52714960094,39.5615261407047,44.6873067134023,47.352938623566,48.8258221234456,50.9251738389683,58.2493073581594,60.2677298544454,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3682993974652,27.4936264996452,35.8055496705825,36.9713433252762,37.101552648349,34.0756062028425,13.524176755466,18.2438604529668,13.1663623391706,13.9508269123865,14.9200457317066,15.5920763729203,24.2019241225132,29.1288032865216,31.8195444175201,42.0288885178055,48.3252371094864,41.6140205754224,37.2200450291698,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43367287543655,17.0329589818002,20.278089974012,29.6814979996118,30.143417602771,33.052136152347,14.1948202803375,14.977123251679,22.5419785281411,23.3394613082072,25.808672773421,13.8262725464946,13.6922403550098,25.1115678352107,49.9649315716204,59.5736305538014,35.8286026865454,61.9315949237619,93.6024467989844,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.356549604745,54.5478852443077,29.7106974753608,24.7359499180298,35.7774709453697,
Morocco,,,,,,,,,,,14.3889990485749,15.6781413599949,21.296599842267,23.9120239079426,33.3082222587902,16.4562479829804,16.3354961409906,10.8653772180661,11.1519444797306,11.1780687029018,8.36874942964644,4.81604019067476,4.34832909513673,2.87828673158826,1.91056802024458,2.15055158040911,2.71411301716351,3.5756746070901,3.96022942979718,3.46726842252664,9.34873323596394,14.8966871439399,16.8439271460698,17.7825724914323,20.1169735836189,16.2952498239158,16.7378273473397,17.8662804591475,19.6114738065419,25.6975830706473,24.2673511463081,46.1374290520815,57.6920609863102,77.7175619672523,98.6023196072477,102.327792516444,116.701796718962,120.29897975827,109.098639663453,99.2322502214572,92.9383227843268,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,4.19442033401562,1.62567262856696,1.64779903584936,2.8944626808887,4.21982857758016,4.71776427139229,5.03756397048206,5.15222802171089,4.59294662427821,3.62716498549741,2.45775492244268,2.63622781920497,4.57743697177524,7.08830580874683,7.56008400442764,9.36182884582313,10.3025780992591,15.0292721330971,16.4907651989861,24.5792699083219,25.9285127410503,26.551911426948,45.9172654059214,52.4161923253712,48.9480656780858,53.9100323503478,54.9275463013407,
Myanmar,,,,,,,,,,,80.2230363231682,48.9840193175241,31.8233345482911,42.7043184387911,68.4430247715093,49.0464564565719,41.766840246139,23.6453549607656,15.7579799464337,25.9126803826256,27.2417384486775,19.1567682724863,10.7060541627738,7.95831514823879,5.96955366536982,3.74662727142366,3.45188439846165,3.38091256241778,4.07262033835201,8.68783101425235,8.72220565949445,7.12211013139412,6.79416830361736,6.97218731790157,7.90673200981998,11.2750073365784,6.06832938443771,5.75903003726467,6.7556510956361,5.54047828464935,4.79495313797575,8.05887145174638,8.16485280179202,8.61282659574438,10.3366579913656,12.6811502411473,19.0343502337109,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,3366.78013857587,1232.44199766486,924.703742837619,676.506561672709,536.731058491612,337.872636423324,293.246337615273,160.55581269835,158.17821341483,160.759960160679,132.955070464107,94.096497190002,76.0566871917558,42.2248828144891,27.3409474505214,17.8796811507341,19.6110753999193,25.4991689478451,24.2684537947225,20.1227137119316,21.7659181947374,25.5466078317191,28.8243502044757,34.9379746748683,32.4141049458622,26.7863585143974,26.1777252483427,27.7846815574809,29.9657689342239,29.4538587816285,34.4340408353772,39.5119187775276,35.7818794174303,40.6692184561147,45.5519725619358,49.2268318574218,57.0551698407445,55.910258191371,66.6972608551455,74.9682546340328,79.0067799005328,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,24.276656079373,23.5745006330167,26.2589660033191,26.5242070297375,17.7096824419375,15.500971189206,16.7846195907135,11.9329330646788,3.93760522084498,10.1521957286226,3.42617897887271,4.79992898758497,6.10925581099261,5.3800883048964,,,,1.42784748681996,1.91107096394729,1.69143681221533,1.53974008486858,1.54573008826758,2.56122114664162,0.520810283852925,1.21641082907735,1.36597684503288,3.39957464126494,6.26794619174545,5.61124692497866,7.57419500419871,7.304433726471,6.08805948597583,7.12637659143478,7.49859980751164,13.3207256479468,14.7588980190004,22.4091880297849,29.8097286743465,26.9560550840167,33.6712741518743,37.5845435800153,
Niger,,,,,,,,,,,59.1633780465983,80.7858404056692,75.3387170030243,77.9148718380393,48.3902544608972,43.8958188121344,61.8517235515085,58.8896447414857,21.3693186820712,21.7471067291324,15.2971580753921,10.7101545583534,3.61277456515541,5.9046418513085,9.41606844633965,11.4453912978603,13.4112942789775,15.3674617568423,13.9179473642151,14.1859588872907,12.8858369168729,13.5433671129811,14.7662513881231,12.4723070344146,7.42526739978182,5.90554289955681,5.04896744682688,3.35300423346646,3.14593452061056,2.30361222349374,4.76637264000505,6.70588196129465,7.26339443322764,12.2385195315104,12.3929480211495,12.4266309453231,44.7536629485947,51.6520074067514,70.3756491844107,59.4470712155785,67.4755345082073,
