"Hydro production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005063766165051,0.006858728831977,0.005085735067481,0.007371170140933,0.005481165554547,0.006420970413744,0.007305629346365,0.007695229725683,0.001711017227913,0.00187770714675,0.001214371296714,0.001553602284283,0.00262147142699,0.001412328494852,0.001325290340037,0.001438068292004,0.00178220128139,0.000772833539042,0.001939646885633,0.001312612186294,0.001901202333712,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25600308823687,0.239960379277921,0.175813388799154,0.210319986279868,0.282462024934524,0.374443677114796,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,0.008321316313325,0.008524005028655,0.006214254490569,0.006805003927498,0.005048269308975,0.004840885038203,0.006463695409088,0.00654421173622,0.007131864947666,0.006657488864913,0.004383076228088,0.002383712378165,0.001951722231346,0.001447101589847,0.001874674166442,0.002422937679279,0.003040502249299,0.003377667887884,0.004092213036555,0.004233108967449,0.00417692485953,0.003227792798621,0.001458996332362,0.002723122017379,0.001950957102196,0.006158460706148,0.006463894139726,0.00544087940421,0.002493889707075,0.002144145498626,0.002571045859905,0.002481395246292,0.004205311934756,0.004596184230428,0.002769726827014,0.002795007457485,0.002537013752648,0.002550316604664,0.006979977145039,0.009332743260971,
Mozambique,,,,,,,,,,,,0.001992696040432,0.001853259665201,0.001624527827011,0.005547419106033,0.004226251248484,0.00481594380487,0.00477656269327,0.00599578702624,0.003085556320315,0.002130940614023,0.000393928502755,0.001715471880733,0.001561795330231,0.001589500104495,0.002418017528999,0.001111391802355,0.001158023295083,0.001070275834778,0.001825341750413,0.001802573815279,0.002002751546744,0.00195171420374,0.001991214556467,0.002042284199452,0.002045265152577,0.002352239226252,0.004981909662353,0.033990082304383,0.037261915890153,0.045598500072168,0.05447100867652,0.056758679680011,0.047393709048189,0.049553155690516,0.05491083275837,0.059435304811174,0.063323494844371,0.05819083403347,0.063758813527919,0.06119442227806,
Myanmar,,,,,,,,,,,,0.001529964012735,0.001708676191293,0.001758734858105,0.001692882821716,0.001650727989586,0.001818685280929,0.001996454389004,0.002006254975499,0.002055865279173,0.002082576793327,0.002205780118409,0.002331997404286,0.002451225084613,0.002449985882596,0.002387153859253,0.002436627901455,0.002353646086389,0.002113389683488,0.002757794921312,0.002612273137225,0.002675158467928,0.00322879954124,0.003576922453913,0.003339834877389,0.003314224134851,0.003321804640256,0.003344004122353,0.001856532935646,0.002005810784335,0.003618576169465,0.003456538165213,0.003979744469636,0.003891875701081,0.004494239554961,0.005563237269163,0.006134466964517,0.006632686973521,0.007408267908085,0.009494151403333,0.00915186454141,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077580850083339,0.065318776218426,0.053365916821912,0.036026473120945,0.059046435187174,0.043169818756394,0.029939720995254,0.047319227952623,0.054302572041743,0.059867726150473,0.061633226223949,0.059954506799099,0.066489653598093,0.066781595056533,0.064159193828948,0.056209565256071,0.062288462368015,0.055293075483724,0.054802679951835,0.047599947620024,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,,0.000472598699739,0.000579113206704,0.000545674830489,0.00063184984584,0.000482225823328,0.000810194499165,0.000852695650879,0.00091670381174,0.000994789608607,0.001160151308458,0.001356288255081,0.001738819431772,0.001895081528791,0.001985895962462,0.00216788959744,0.002677501290806,0.00270207173113,0.002657571146253,0.003301026444371,0.003952003225985,0.003957522641325,0.003599347048381,0.003645036108517,0.003792207217861,0.004614802158071,0.004587077071948,0.004024167826644,0.004181823388819,0.005092225281977,0.005750953119221,0.006364460030844,0.007127655098856,0.007442873057483,0.007736647947387,0.007932830443435,0.008449037157681,0.008433646759848,0.008338060278267,0.009062151960552,0.009195602784025,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001784782546,0.000017751257391,0.000005883555171,0.000011697061868,0.000215042994243,0.000490788500428,0.000596370433358,0.00068319814242,0.000520001173783,0.000561252572996,0.000490633967744,0.000443301394606,0.00050689919639,0.000613756141105,0.000490544917961,0.000769711715006,0.00063059662257,0.000589451316265,0.000383628533678,0.000503450468454,0.000464055561593,0.000556501540595,0.000559513087227,0.000531435590899,0.000508868099304,0.000543452802862,0.000294100960122
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,0.201730130397777,0.213207928946745,0.237684412287048,0.235075574486874,0.260727006929492,0.283866280146628,0.304294144742844,0.320190807622773,0.328576991202074,0.318819960317393,0.347128267930448,0.392724285750522,0.418835288330151,0.411672545408705,0.401189536328865,0.470569585290711,0.41282947678686,0.40177534867672,0.445386112007076,0.512534859153451,0.51713390905184,0.530753735843031,0.484960524176936,0.539970049985601,0.533018332073227,0.518399463072948,0.569319196249972,0.573364849448908,0.597568024454825,0.567025272188463,0.586636010758587,0.57119989541942,0.517680519558222,0.566655872753962,0.61304611350735,0.644159790953446,0.605583449426397,0.532915848989836,0.575340673732795,0.516217930633139,0.544541840303002,0.477106115431877,0.539760964399119,0.50513730401466,0.567576728501694,0.485131164401272,0.484318793317124,0.480237888579686,0.44893643367973,0.481757661624291,0.486482448378601,0.488481470294332
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,,,0.007059667364026,0.012412714018485,0.012137050139905,0.012945352534184,0.012586480007728,0.013133920332391,0.007818925661434,0.009134110228324,0.012035555986417,0.013631540629004,0.012765049553029,0.01066406388968,0.006157947658267,0.005599019442343,0.006140643454084,0.006663051775362,0.008926289747118,0.008436472015885,0.011416209689681,0.008408995318798,0.006867877561602,0.005111422172553,0.009374451096047,0.007260473941984,0.007546991350918,0.007829715877312,0.007253297137116,0.005181598014414,0.006765514343089,0.003558889084787,0.003289988703573,0.004991319541824,0.00482906478647,0.005153280428474,0.006863752239222,0.004820806927509,0.00472913376218,0.008147477209107,0.00447221972975,0.007487038544715,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,0.002303833381385,0.002067062424673,0.002588439022209,0.002699070045992,0.003158698512798,0.003726946903725,0.00359351226217,0.00280383189581,0.003870335101414,0.003167648860456,0.002648092493621,0.002670559976354,0.002094960048914,0.002741096715059,0.003096611486076,0.003544546090185,0.003124844182325,0.00371639298123,0.003741856856954,0.003866798026224,0.005100449172705,0.005085473941748,0.004565888142032,0.00445076057317,0.004298652151997,0.004199271789104,0.004172089850586,0.004208734057232,0.004376664627836,0.003912415086221,0.004009973244264,0.005453155794091,0.004812705320455,0.005111183161532,0.004776940480759,0.00375697678499,0.003643553874506,0.003264959157322,0.00252073767674,0.003459502209956,
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,0.74972975116627,0.803214107462027,0.898224401037721,0.932661510310788,1.03130214903112,1.14211804423589,1.11665593286573,1.21098369752054,1.35654083520961,1.28222526136968,1.28194539801904,1.3920658042371,1.47331956954872,1.58177253335443,1.65257059247777,1.65926265462574,1.74961366910258,1.53156156641029,1.70989920329794,1.87283202637546,1.75968938472202,1.94751729470892,1.93441680692293,2.20325817856137,2.20050479479842,2.11998222696089,1.98459479912233,2.12205510001949,2.22734252988634,2.41171437935347,2.45588396820871,2.22143337789629,2.3408282250768,2.37904728170901,2.21497990562981,2.39721700420691,2.03654308462948,2.13933684719676,2.241070388475,2.3385082848582,2.7153275247454,2.29465250709472,2.45259549661628,1.98954242331225,2.03910803884959,2.52353794364392,2.19839832582962,2.43377984688576,2.50172307112125,2.22846390385974,2.06963898018362,2.10938329252476
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,0.005182985456364,0.005041125607875,0.005800953551,0.005362959279143,0.005473024386158,0.006617552748466,0.006115272136962,0.008497575258463,0.009094153578132,0.009308539366474,0.009336656585386,0.009502596887206,0.010955314915991,0.011948365975672,0.011024744464432,0.012024302678804,0.012854030513275,0.013624305658478,0.013433418834652,0.013011687826037,0.013688556356594,0.015382599645184,0.013808116767452,0.015834720030243,0.015668695239661,0.013718082704475,0.014128375913856,0.014006904116509,0.011740456781439,0.010229694584073,0.011037245432401,0.012777576686019,0.015128435225473,0.014162118245458,0.016726947572515,0.017010754212314,0.015010178172329,0.014267569068995,0.014167994092475,0.015756670115121,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,0.004597240895644,0.004473549026229,0.005352308598044,0.005417481128309,0.004880187570667,0.006698360415237,0.016139790853936,0.03319986976453,0.036194140837041,0.042441295016923,0.05740158737842,0.045192713108929,0.035652089080475,0.060118132266903,0.076097595022811,0.080976279010495,0.076900669093989,0.081533899059821,0.079230060249296,0.078762242272816,0.070988887394338,0.06459028146521,0.076793645178699,0.078382232961373,0.077667659134509,0.094523525652934,0.089556028300327,0.064716502640554,0.092667367112953,0.099419002736082,0.071324711570423,0.095282385878586,0.077660937406387,0.102117748981185,0.098880365119668,0.093433551855734,0.094076402123724,0.100284107653538,0.096840913227218,0.102541241395369,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,,,,0.00554223877612,0.00633413932738,0.00972819533371,0.013899680267133,0.016140511169664,0.015861774136313,0.010270069472749,0.007049642892508,0.012286432549375,0.017736436735283,0.01812443080346,0.016406419882081,0.019353523109109,0.024534351032576,0.093669033586741,0.267545651567908,0.406912215788662,0.425987560781988,0.505624775249379,0.550266421216117,0.579057987592974,0.522210796469801,0.59001676859268,0.667899038330361,0.754741408235674,0.784985762897229,0.871342066626989,0.853057483893397,0.852991753982876,0.860756156708748,0.71445123959232,0.74496003520647,0.784301914626458,0.771624122887623,0.74595139842669,0.769662464218651,0.75491024483579,0.765467147471495,0.745144097028178,0.7202290887634,
Peru,,,,,,,,,,,,0.027178281121337,0.027352066227388,0.028608134538258,0.030438397690326,0.03104073518711,0.03200838286209,0.032403771172187,0.032427231584814,0.034199680645158,0.034867667177488,0.038799750823944,0.039770403938489,0.037507181875834,0.039342747984906,0.041454377766771,0.043459181918686,0.045961603656616,0.043091519066893,0.042527402519874,0.041510245701805,0.044667355233589,0.036939382030884,0.044148100495933,0.046830465716044,0.046266841194565,0.047242663199007,0.046019024893444,0.047323973521806,0.049049012987274,0.053754691774905,0.057717999597249,0.058359836125472,0.059207047722675,0.055314475311842,0.056407243278764,0.060795576134451,0.059678576333614,0.05784394094271,0.058623986226014,0.059247130949389,
Philippines,,,,,,,,,,,,,,0.004173066331797,0.005105077814493,0.004731028590638,0.005711251516691,0.004366262478063,0.005422157583503,0.005392440601525,0.006434599369286,0.006617731625779,0.006518735630411,0.006668103135503,0.008628485063024,0.008833429946127,0.009315732734432,0.007908645783823,0.009195629274076,0.009277700254005,0.008457722583394,0.007005736431577,0.005904359063527,0.006535844487706,0.007444882471858,0.007737384439699,0.008533941628148,0.00720503585863,0.005883207216447,0.008908713333422,0.008674086105293,0.007735563557277,0.007500012758873,0.008222935773621,0.008802645587741,0.008429951055762,0.00980987963465,0.008305286152372,0.009385784582498,0.009177624320275,0.007194204271106,
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,0.001871739624873,0.001764267178006,0.002170342793727,0.001835023709569,0.001971958041101,0.002475517982054,0.002449408194219,0.002592145047208,0.002699696431764,0.002158579167932,0.004681314730391,0.00411271629039,0.003906215861829,0.003751278825154,0.005419098723975,0.005036784664364,0.004126195088865,0.004864295459974,0.004804889950067,0.004408807325964,0.0056771630298,0.005115347663707,0.003658043332052,0.003934136079789,0.003278823447595,0.004280527261514,0.00355761566116,0.003794901040555,0.004078830955949,0.003646925660158,0.003201584814796,0.00321083994838,0.003387880098209,0.003339179582486,0.003884086137563,0.004226238089233,0.004323976256939,0.004392277466956,0.005174792516806,0.004833483394978,0.004727724554264,0.005224214285884,0.005125717497972,0.003761442211568,0.004689434133754,0.004958777316931,0.004599918196379,0.005295544852896,0.004841604903809,0.005339016034951,0.006559475318244,0.00523330085674
Portugal,0.030181372327993,0.033215615236615,0.03401430922187,0.038758217297045,0.041028077121352,0.038405331495248,0.05125269843393,0.053636785286831,0.051141750613207,0.062495502509825,0.057466668660627,0.060755208540951,0.069075031186595,0.070459216734032,0.074202832503264,0.059887046544478,0.044097924499301,0.090549399110704,0.096970851103387,0.099445802061158,0.070424208294381,0.043786339172958,0.060076402689846,0.069445986252488,0.084343389581854,0.092291604877572,0.073510475464348,0.079132104440881,0.105926340514961,0.050432203026588,0.079327197589645,0.078175347593217,0.040020169452173,0.073207353120126,0.090937105320869,0.070851645644104,0.124811884071173,0.110351205799665,0.108886138447043,0.060861029617242,0.094193407999464,0.116255795683184,0.06434450787067,0.129176328455738,0.080769162457256,0.038581731728346,0.089434185133197,0.081801740110544,0.054964185425716,0.066837204677448,0.1300612345593,0.092864603455058
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,0.018878131753906,0.030538571298103,0.031102712683211,0.034620107638623,0.037886423344387,0.032501982833437,0.03710923456592,0.0417602188701,0.04423737837206,0.04894227178513,0.049037242030924,0.045422033650062,0.038308436752608,0.043048820458182,0.048102489719822,0.040686920171397,0.041948925487299,0.05500861531207,0.050737777431835,0.042279539365728,0.054137521093444,0.043592874328137,0.047838729741333,0.049177750749822,0.063283918254277,0.060028494949319,0.067014136881378,0.072557730025694,0.070577516527587,0.057259256890521,0.058060933353278,0.062683266560261,0.051997848313742,0.064996349998954,0.079804762214311,0.072716847491806,0.063425092227312,0.06848240376469,0.062017458101538,0.078127471518997,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096235544700661,0.096915321740785,0.099234808042094,0.10010120722399,0.101066516821469,0.101430900161284,0.088805768196262,0.090886097605063,0.092239333335716,0.093693630143931,0.09613192450743,0.102301890517596,0.095850643535532,0.092442558549263,0.104763169046007,0.103220407173487,0.10386501881728,0.106238441003174,0.098957538134988,0.104687649318431,0.100133918947301,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001664239704476,0.002813838414036,0.002380938739214,0.002111668677093,0.001801359959288,0.001356310101383,0.00167050566266,0.001697408944911,0.001721941011874,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085106197355186,0.101205397502943,0.099171378491161,0.09042039222192,0.089264720726326,0.102745616721913,0.120900964704783,0.107036749507509,0.108383336526212,0.115837592822901,0.101821489349182,0.106235015922187,0.10090005897642,0.085131453938811,0.096634093436864,0.104966499924102,0.095855584931414,0.087768451318293,0.083561212670234,0.092003083273731,0.103735687005338,
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,0.02791728006796,0.028990017371713,0.024564320202493,0.040913775348138,0.036485294931102,0.036422179980776,0.042987414597657,0.039909225165321,0.032953483035461,0.03911375244508,0.03378430316717,0.029432995402961,0.031022313559515,0.026161556375667,0.035401299668166,0.027852579987627,0.031960054288764,0.028892416446053,0.032152727924981,0.030673376537833,0.0228737891235,0.031337112425261,0.055872416628769,0.069943760483523,0.078154731904781,0.067546852696258,0.064832635997899,0.067987157480566,0.071221963943109,0.073419047661297,0.078350696871604,0.083756083126969,0.055318186612122,0.065147746874144,0.073639832192841,0.069759757477823,0.070469332189776,0.063825047733456,0.068888958175985,0.082724061346869,0.057878256723742
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131652156830978,0.160301678090305,0.151408068698404,0.133675009299773,0.149131825327526,0.142213893312113,0.160194306124413,0.134563316025519,0.149834013345671,0.162263755823586,0.166043952904916,0.164151936619554,0.143011109454034,0.127483413211572,0.176190120160359,0.148641332412624,0.153854182949631,0.139551345032162,0.171187496682018,0.200215932437077,0.191144499039246,0.150376959248896
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,0.000416775865789,0.00302116362208,0.003473333397751,0.003887052469664,0.00374738606706,0.006120791226904,0.006188684531786,0.005925070224865,0.003468390236319,0.002933456029879,0.004764919316737,0.002853867798665,0.001628814021338,0.001495151070823,0.001626707737184,0.004136817194146,0.00403424076454,0.007724635062096,0.006595944551059,0.002360292099824,0.004516985444986,0.001673325845289,0.00031693770762,0.002277817953495,0.001098627435939,0.002689071621615,0.004195604045172,0.003151590328516,0.001414329923686,0.002115016887419,0.00376031875622,0.00445288089497,0.001292588191778,0.001729643369871,0.002396415684041,0.00515577145993,0.00163545444675,0.002196713260677,0.002509462419359,0.003666957508417,
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,0.044172565692763,0.044711378938658,0.044484491487283,0.057857810137481,0.055887180777171,0.052720434904759,0.072242331434041,0.059448207034579,0.063356926821166,0.078698885334255,0.070666993851252,0.080071144444012,0.088263668431584,0.071131570785021,0.074360479831659,0.06271055390115,0.049822939509157,0.093348176420484,0.093888048622409,0.107253438908649,0.067764259127781,0.049968154640557,0.059605272420797,0.060916630153733,0.070608902704157,0.06991858344038,0.059038335775508,0.060882546405532,0.07821892944997,0.04286346497692,0.056190742470712,0.060181543660489,0.041621379213713,0.053465956481269,0.061625929445682,0.050404105250442,0.086599154420757,0.075497892062774,0.073586884506149,0.049209456389524,0.063108952988173,0.08653288569206,0.047643619402986,0.083968253855925,0.063737711314628,0.035411908620299,0.050573515601213,0.052497452022393,0.044818505006501,0.049608941313492,0.078895208502931,0.056625346060711
Sri Lanka,,,,,,,,,,,,0.005597003904375,0.005634158773441,0.004573388850652,0.006347770152092,0.006861006881869,0.006931720164932,0.007442655843265,0.008053587025268,0.008466546839944,0.008431548102159,0.008824212341709,0.008894926026628,0.006637674503616,0.011246929326081,0.012703702168231,0.013834583899509,0.011229112507254,0.013213574170422,0.014070431564368,0.015597887492822,0.015272748078955,0.014055352890011,0.018208417653705,0.019435940062728,0.020999102413178,0.015246051333323,0.016083379455962,0.018186260346411,0.019266702884464,0.014664779274743,0.014127935297328,0.01209727051331,0.01463124098579,0.012982780742962,0.01495436813793,0.019860975392363,0.016741140887384,0.017340704311055,0.016240808493945,0.023223297495874,
Sudan,,,,,,,,,,,,0.001744006172802,0.002523606141472,0.002865095527625,0.003019694639316,0.00316121981644,0.00344987931012,0.003142387793462,0.00313121845622,0.003310808260094,0.003080786806503,0.003068437362407,0.003178494886867,0.003182648861257,0.003283658757389,0.003384087041365,0.003901958036685,0.003928875837269,0.003811736076189,0.003739076907731,0.003908831399282,0.004131436101042,0.00422459721356,0.004122915750356,0.004126450444442,0.003486087017532,0.003753778374536,0.003590467085073,0.003463969314753,0.003919927772746,0.003740642727475,0.003916113075114,0.003884470890164,0.003430957100479,0.00319084610972,0.003548941956241,0.003761845422362,0.00388509181826,0.003818711162176,0.008276061482688,0.009677393493637,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,0.356697778789929,0.41775870206346,0.440199808647043,0.427120971956739,0.482187837248386,0.516118173381855,0.501684932983758,0.538978148526479,0.528536356748945,0.45013635103561,0.4435513213511,0.553153538591717,0.569246636471023,0.632112988668812,0.602818599023462,0.605040466496102,0.573639346299138,0.557794517643383,0.600279905927065,0.633174850995022,0.60907971686312,0.617582511489093,0.568890484292008,0.656258612316344,0.700654327669401,0.730967995697136,0.625345007064998,0.734304311892658,0.710504717370696,0.725279266524243,0.728386541610544,0.631018717530644,0.736450530044158,0.734512926977962,0.578122772649963,0.663390937317673,0.502840229818657,0.670633777652176,0.728464268771772,0.696337246588884,0.762628787404358,0.765790190838006,0.640984189889952,0.515210899528194,0.575815060924898,0.69328741036939,0.583807475030715,0.620938523303632,0.642951965156522,0.608117914458858,0.608677063950868,0.603519871667444
Switzerland,0.333154283146511,0.344426959329157,0.330771302637728,0.344714483111775,0.330919695321935,0.364345510464365,0.402008165574515,0.427546439062158,0.416437140968452,0.382539244135468,0.430819934777148,0.371433543881738,0.335565961093643,0.380151849820572,0.37657447316173,0.452856498057326,0.351067852071046,0.484896819607976,0.433667385258097,0.43029579419145,0.447496023539152,0.483065847674935,0.492671245850886,0.47762347143337,0.404313018079336,0.426887356778696,0.435702807179319,0.456480046633028,0.468337161233188,0.386817803523277,0.383879147848756,0.409211124546933,0.412592407957282,0.446363602586629,0.482577114371529,0.430847424759917,0.350040795778234,0.412830988974991,0.40461254070279,0.481974241674364,0.441851920015687,0.492765687180057,0.417349334130393,0.409725351074974,0.394201143121106,0.36209712391539,0.356436808790248,0.4029660164918,0.409144962041516,0.403036355702613,0.404561485598889,0.35882287684116
Syria,,,,,,,,,,,,0.00066554154754,0.000781913659071,0.000207210389057,0.003888434268472,0.00854587916939,0.013558833600506,0.018861132827684,0.021628814958934,0.023478686569637,0.02472411157221,0.024788996329044,0.026648134049081,0.024369138646356,0.027944454298719,0.027169458285852,0.022516126994886,0.021825729741061,0.020847349483526,0.019918405442038,0.019033071269366,0.018185904738911,0.017376696762768,0.016609804280293,0.015890140958101,0.015229636041205,0.015101791038311,0.015047979064422,0.015273240986306,0.01501832723549,0.017375951611401,0.01781881138207,0.01242404551789,0.013558828114659,0.019938318806434,0.02011905467022,0.017927902156739,0.015477952842167,0.012525964844514,0.008000856474449,0.010919415281499,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267528561498394,0.260232907134855,0.248152974763785,0.262464966711202,0.252144545366123,0.217306026484551,0.217516706437031,0.198329665818927,0.201834838650532,0.217304225996969,0.195362163772856,0.195985411947957,0.207430627231176,0.221667089213677,0.219820801017475,0.226072391249721,0.220093190675109,0.222811054731763,0.203029591945442,0.200276773120402,0.198066094132103,
Tanzania,,,,,,,,,,,,0.001891790763406,0.001902884659391,0.001698693456826,0.001633579269418,0.002319398705389,0.002606943260154,0.002627552641678,0.002546898646783,0.002492498077979,0.003147494258099,0.003224221936923,0.003141706036298,0.003094842445985,0.003174298566681,0.003482940892194,0.003947054934361,0.004263102732733,0.004498899291717,0.004943680736879,0.005227447528229,0.00563618572168,0.005210130264831,0.005183083060789,0.004434689331143,0.004419294848334,0.004882571192906,0.003968208677131,0.005516615311233,0.005607578441427,0.005410951778723,0.006407516697889,0.006526978054546,0.005957727369247,0.005363373907126,0.003937070562788,0.003092750826223,0.005257284604016,0.005398995016067,0.005193674236572,0.004935729492563,
Thailand,,,,,,,,,,,,0.004633569149473,0.003799102152617,0.004019229408688,0.00511503214733,0.006893129546544,0.007196838911403,0.006311059643762,0.003987902936548,0.006034711393282,0.00230522756508,0.005276856082416,0.006673812587471,0.006246619247314,0.006834056077237,0.006064914626287,0.008953134053221,0.006444658128253,0.005866831156437,0.008509088063655,0.007495314096784,0.006832691780234,0.006258417229031,0.005425401698578,0.006564448912252,0.009675215388602,0.010473716580678,0.010160026975829,0.007219252505496,0.004869026282169,0.008204298889766,0.008481532940813,0.009937519227484,0.009600709383781,0.007861694014502,0.007474506775703,0.01038439072498,0.010290780823981,0.008958927635741,0.008945598310346,0.00688774472575,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
