Aid received % of GNI,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Rwanda,6.32766561019054,5.88527726331711,8.84875043314714,5.25042716950451,5.56984827988683,5.48690494742112,9.55661605421794,8.41162354766424,9.33255830130895,9.35842888009802,9.88181771198267,11.2714745390603,12.2040322334119,13.4734460311134,15.2153395676354,15.8944433146729,12.4192898870543,12.7825778491726,13.7878678247858,13.3024683734677,12.2643667771147,10.825218478863,10.5942875324379,10.0235035878911,10.2473235093437,10.3472426980843,10.6013180320345,11.1506986547309,10.2830200929464,9.42031113738839,11.3432665198604,18.8971677281539,17.2842678698278,18.0905587814411,94.9460335566511,53.4806210505294,34.0042760205683,12.5118647517707,17.7692971602398,20.6545687666525,18.7403715160582,18.4529703920701,21.8837829136793,18.4659780466061,23.8434374964091,22.6070267844393,19.5640868159197,19.4190777093481,19.9609954698728,17.8989791430616,18.4970824576981
St. Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,7.13471515191035,6.21910123342879,4.58637244184279,13.2692310035738,6.57899837571357,5.27826999363914,4.66483524721912,5.14706668011735,5.80939958040448,5.9408195282874,6.98316315658734,11.4864132463356,10.0329017241653,5.25577701728048,4.76611345389697,4.70297983439114,5.77754113288809,2.25219639443871,1.77442999208967,3.04005940087039,2.82986935572404,2.51962800662632,1.68881846166948,1.0092399566686,2.40454344584692,6.38684516885185,0.03829806793258,0.008721306321076,0.498730895782313,0.864072707378072,0.521621819453441,6.61329711436572,0.789835669040856,1.80273232761691
St. Lucia,,,,,,,,,,,,,,,,,,,,2.22475825979355,6.57625886529423,7.66165724426762,5.73018838095381,4.47660995488999,2.90826252896119,3.74932874420073,5.27690254039426,4.51235885879356,6.83814240412403,6.21351455604169,3.33396868223996,5.79680000138917,6.05913183085036,5.60672490331859,5.6842758073555,9.25152961543017,7.27424341610227,4.47956122219821,0.991493797922301,3.9395302930771,1.52530140758127,2.4980855204033,4.84341309940208,2.11224731875695,-2.70124726498623,1.25471208015785,1.91474123156398,1.82632737082903,1.73098710473093,3.63917275720895,3.52356010336626
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,0.397807111594883,11.1164379049335,17.9919160475713,13.4786968577806,10.8109479861639,9.52789716397688,10.5729597910121,16.3279304629252,12.5034201934586,9.16032600547963,5.73331728667247,3.84466026207391,4.9423180387382,10.4220841653981,9.68564258649474,10.8393933214614,8.96854218634586,8.20769328125442,7.90480650299969,8.02109851266637,5.94455457337255,4.06840750128049,18.695523609017,9.70818331191781,2.0851330681551,6.73242985661064,5.22714887713991,1.63374100066307,1.95882321090492,1.02687682028578,1.41310687562068,2.1543341037514,1.47366165876356,0.80807416821234,9.93683834357195,3.97242114548752,4.66533440058335,2.56335086715472
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,18.4818812350653,23.4412398936021,19.3570054009815,20.4432412288005,22.8669804972379,30.8537563184273,19.2458063629561,20.1479590534534,28.9385332915006,35.0657507957136,29.7917840831152,31.1425548880175,25.5992573221757,22.3070730688935,14.4424193412011,10.7820428457548,14.8828232784073,9.95769555591115,11.0488303254946,17.5018871474291,14.7144535650516,11.3725846201766,8.40971851159316,11.218186673972,11.2425504430417,8.27397100332303,7.32185793850778,15.1979588694991,24.4734908619457
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3345939442719,51.252457310331,29.155589823715,39.3942473471455,32.1592473011108,29.011260795679,18.1209738165139,34.1855384601022,25.8079582947204,15.5512811956908,24.444164253877
Saudi Arabia,0.567178730279168,-0.012186305622324,-0.595492176818452,-0.141873839707513,-0.021440271862168,0.015679443008205,0.012381771144895,0.015943510302943,0.014113219070544,0.035669745359535,0.034924519593065,0.029646066444297,0.024304883757196,0.021668073916092,0.008248484530115,0.006465618687273,0.002805732009688,0.009048122834278,0.007699447651518,0.009365399721927,0.007783491383379,0.013729354486134,0.028826108651543,0.029900087423404,0.027097656314155,0.023987342061716,0.030927539011927,0.022311287831239,0.019092934562535,0.012991640096717,0.011750867342294,0.009985353187785,0.035142423773006,0.021365601099966,0.012312272051756,0.011696175987588,0.008789599379532,0.000822513530498,0.011168611497772,0.013515899123995,0.01162385288201,0.007183827021328,0.009095726722291,0.00646589719833,0.008044613156387,0.007811842582705,0.006655301701233,-0.033497139555714,,,
Senegal,,,,,,,,,4.82206286419938,5.67593836841739,4.20948467745491,5.111039639375,3.83005931735321,5.47852621872891,8.59023388732632,6.45374761193488,5.35169364630418,5.28095229549319,8.44886024935072,9.65405486625563,7.6720729997394,12.8724881208653,9.5061140331204,12.219445283742,14.0325366767166,10.2458433825424,14.4165003742357,13.7169401843769,12.5814158085542,15.0963263647387,14.7056585996764,11.5728767760758,11.2797635662594,8.98586458229226,17.01406062603,13.8094836284383,11.4938872700307,9.199991055645,10.0724776817643,10.5903326153543,9.39592222850508,9.00165756109005,8.46877382363193,6.76413096657592,13.474737345655,8.16947613503656,9.3200803384698,7.75473788347202,8.01070752294481,8.07120636095998,7.29181506470669
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454848027366275,0.667502923985813,4.01004360882177,18.6502611746563,11.5532057010703,13.8702590148462,6.75644611094113,4.92757273889248,4.28078878501976,5.47669871540363,2.20573031360312,2.09709766407682,1.55698724259652,1.75812022331938
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,9.18960295225444,8.65797302939675,3.88887288570404,4.61758561567827,6.13174254273715,9.97422905405406,5.67763807692308,13.518484,15.3557898876404,7.87545,21.8954029411765,35.3390985,28.5594979141104,21.7419086,19.8560643673469,15.7074787456446,15.6946003430532,17.9621079413034,20.4477064139418,21.2214287905054,15.1384583608724,11.1032285415796,12.5930106179656,10.8036989690722,10.3315625766871,13.523749307646,14.3147045554202,10.2633559611444,7.73531634829894,6.66527542250121,10.0047532289525,6.24374414976599,4.49848086124402,4.18513175793949,2.63066109266773,2.62587094382602,3.87271428571428,3.09606666967727,4.07730476922248,2.16010432170239,3.96059351303152,2.18740446342361,9.15793030075648,1.53158799892779,1.55529513781402,1.907920278105,1.39731565860682,1.15607476171856,1.39992913737831,2.86415655352728,6.25404301760173
Sierra Leone,,,,,2.69407772025763,4.8603932751939,2.71370521081796,2.13972304036079,3.23085593254263,2.13943915742977,1.5576349005075,2.53520793137891,2.22978362445028,2.49302243071311,1.62442647336377,2.49598733484895,2.24056100652776,3.7844060446915,4.25650179511466,4.89988788776858,8.45875367637051,5.48487449775419,6.42914235008876,6.72635658772263,5.47516199914321,7.70273483025374,20.0823419685474,9.84784414070395,10.1714890162775,11.1533861887703,10.2303981588207,14.3509509371037,21.9808887212928,28.4857864898112,34.2817112987645,25.934407956333,20.0737185424832,14.1632181054088,16.6995235691264,11.4159000954099,29.3198318345561,42.927996877247,42.4073435246318,35.1882177175027,36.3825063165531,28.8988895766846,27.8901644802331,33.7482457162475,19.7430403127704,24.1469637238838,24.4456265780837
Singapore,,,,,,0.226734932978568,0.164515142184535,0.542791840088791,0.317164262957433,0.907089610313488,1.4784388761857,1.36858808079208,1.09835518289335,0.70113283094601,0.41622615348305,0.215952823988927,0.195332370384639,0.200367335537052,0.088582047876618,0.059719069813458,0.123457082253218,0.163102626499525,0.134219421122641,0.083361479840015,0.205887131840821,0.121079559326172,0.157991287344039,0.11464651487108,0.087713409440454,0.313490982781165,-0.008676285855198,0.018320444892517,0.040633659056755,0.040262442965819,0.024321611147021,0.020484603231336,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056569066228159,0.218935395706726,0.248708053043966,0.385928993340624,0.471545986253301,0.18236185725678,0.138734198169766,0.304172511363408,0.611704827798907,0.229310307905639,,,,,,,,
Solomon Islands,,,,,,,,,,,,,45.3296896551724,30.7345617977528,21.0244561403509,45.0660582010582,37.5321893764434,27.8707874306839,38.935355704698,27.017556346382,41.2860268156425,25.9309597701149,22.10653125,22.9971334792123,11.5222510518934,13.5707440633245,22.0198926315789,34.9164128834356,27.4978657155797,21.6938564043653,22.022698455083,15.8869609974425,17.6173114602588,21.9870289585028,16.5217029769741,14.8688549066276,12.587989068323,7.44753659428272,9.17933415863365,8.31839461089669,15.6715979885355,14.5844079150344,7.70536987799106,18.1233936175356,32.0266354724188,47.7654106187094,44.3684690073253,44.7629852242319,40.6750002233406,43.512055863976,61.3806547682816
Somalia,11.9158074587426,12.1285373857311,11.6899558221338,14.0876250307419,9.48799682056798,11.7726812642136,19.5769110479733,5.30998070823933,11.1568875353292,11.0075118516302,8.72830104997782,9.2440856582772,7.12413865856379,10.0189461403315,17.2359356735152,23.2580519929544,12.5108381882073,47.2226789708378,46.6424136358789,46.253255538298,79.6318012975772,55.0495943367649,62.1721195365615,46.8570596252982,46.6985638587829,42.386698064745,58.0075945659994,61.291208805143,44.1552901794092,41.3023491287308,61.6577249186068,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211713189771843,0.219772292811734,0.260506177131961,0.257673358850384,0.340394615025724,0.391193052337951,0.415802107856862,0.374984364527165,0.370702578042443,0.472008181412147,0.400758745382184,0.292897548536027,0.285077027912299,0.279433141239897,0.292141223706163,0.424712080686316,0.388345907274867,0.28923826964483
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,0.788519778203836,0.798136972227784,0.909111502850176,0.881666903358054,0.679599437619092,0.88808186696618,1.65825993039722,2.46880239520958,3.04980548439131,2.55219373709566,2.29391966107014,2.58180653227067,2.45823529411765,2.19447092469018,2.46813378642585,4.37505440535162,5.38254396202926,5.22732915280266,12.8650067870406,9.49427281941443,9.51353993752789,8.53817423704755,8.59898142791598,9.12363939196059,7.74320855400149,7.86560614494044,8.57199659810658,7.15488653941383,9.0991812947366,8.90668259617692,9.13446258844155,9.96074321213664,6.60694023044309,6.42223440921337,5.15943742094216,4.30653971625825,3.54917100005546,2.2177961872034,2.72942758758359,1.70415619886385,1.71839263329338,2.20730806397085,2.03663983860982,3.590292397337,2.47526058772751,4.81685744983042,2.82087652712528,1.92183059039437,1.83977206461278,1.68943508908992,1.1845062498114
Sudan,2.43683803642129,1.17629046398131,0.739785609165076,1.12608280695626,1.44744266962143,2.03542873571854,2.54050923136113,0.925638545798176,1.9337854971434,0.485076292789294,0.373413338582042,0.392027767370688,2.58596597842558,1.21738385990939,5.33918830787192,6.16008925433489,4.40115311742581,4.10144877731614,4.68085513873792,8.32296170157583,8.92238645755197,6.87380895302524,8.26355073095867,11.5950711772609,6.36971349221556,9.33078731611265,6.05774571191282,4.45196240391336,6.23592416987896,5.10917181612359,7.43506148504057,8.86686053864321,8.66226968961052,5.57798044130765,3.43018881708617,1.83464356428805,2.51358292009003,1.22166503103919,1.93750714897346,2.40314739900627,1.94763440734781,1.52563164173085,2.16471271577179,3.68118590701808,4.88730675464611,7.2480632308253,6.23612560356427,5.10347714273224,5.26754267422066,4.85292534914744,3.48367530256554
Suriname,10.402304690395,11.4434915962191,9.35615503872059,13.5800895558928,10.3779652808425,12.579971329344,2.20613452674628,2.06141275698111,9.11290061904795,8.55567553334225,11.4094240262315,11.2942347859304,12.7925603476464,9.78199912347601,12.3428395121007,10.3231516491372,19.5292219081489,13.1426301267088,8.23041300314722,11.2902444563501,9.31220404861433,9.46510758156944,9.7101314225814,0.386109846560428,0.531612665697282,1.12530292861316,1.35197044716325,2.01514649367396,1.65031238136846,9.25164052893221,15.6552891819074,10.2009046084084,20.070510757426,,10.0762331687645,11.1025932786651,12.5825205179789,8.26886979059246,5.34130763454051,4.80464226799137,3.85039122620053,3.39272878534438,1.12334407511866,0.888307608382468,1.68121643847494,2.52093594108711,2.49423962117473,5.12324721843054,2.85620295564257,4.02965969258032,2.43996384923669
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,28.5301561221925,31.2760352261688,17.4400534895579,14.1084214242764,23.1077568702036,25.5199393140318,15.5965594680039,14.528963017971,11.2265901997745,10.6599075056431,6.15775842091133,1.66288037736045,6.61598520905604,5.44876037550367,,,,,,,,,,,,,,,,,4.56808154076108,4.30910258222127,4.09103803737016,3.85330003170027,4.11645587407909,3.24527419809497,1.89203031328381,1.52338020356569,2.12989049858653,1.77228960105264,0.842393352984797,2.00800377452391,1.8167680004163,2.21246832878301,1.02714868762728,1.68876985387782,1.17423746655311,1.63719726176442,2.31840641428344,1.98194121170131,2.63430278713925
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,2.07732284068206,1.66042471379375,2.17924311868151,0.218714826701221,0.340503566159135,0.214684864965593,1.45906063364808,0.354812127285228,0.28703985303948,0.472232856851799,0.98437547464334,0.807442585897865,1.71957316338795,12.6536482898733,14.3346876556364,11.6155169239568,10.0090684539682,12.8726104445736,9.45602719239756,19.8099231832126,14.088380270209,11.2741608172825,6.88607173473139,4.93118230376914,3.54722135679653,3.60398340894143,5.3313350851519,7.00244781135809,1.81704655248894,1.32928208703597,7.38290876136798,4.2567336610183,1.5251837932322,1.93476759691865,7.23019184759476,3.07110074443738,1.568773132342,1.42483710984867,1.05473612091539,1.49678420299875,0.861627104490773,0.752774775980031,0.303912687280658,0.582293908662188,0.434084701946047,0.250966923979288,0.059240066955168,0.210344513522283,0.304785375500103,0.393864169232663,0.235743285484504
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.620139889050004,1.5920270189175,5.07761540405084,5.50126673064673,10.6594116030328,9.56753889700116,12.4772996644263,11.5888611537365,14.9850518841333,16.0471746791063,14.4591059375063,10.1176984612696,12.6737422069464,11.2589658194872,8.8402788693691,6.1126668611141,5.65106915498027,8.31721960957928,7.83738164536367
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4855665284053,21.3835314651022,28.5625334805522,22.489392308304,30.2216863226842,23.0708796865058,22.1152070957497,16.9936059370392,13.4990593306086,12.4801743038008,10.8376673210854,10.3288125143547,10.5192821082241,12.4143206044062,11.8707629038333,14.9563669378421,13.944823304943,10.8343616849391,13.3056434028197,16.9326094070228,11.4147847712192,13.9055132194781,13.0848532927947
Thailand,1.5898621822912,0.96935093004873,1.14769366709715,1.02838549266815,0.820623995956012,1.11928105140244,0.801815376797886,1.03119557585469,1.15111998838709,1.01849595078358,1.04267751500137,0.850724111607996,0.658360814491096,0.563148097981029,0.517298385361978,0.56830817541172,0.993383484072741,0.668593959795223,1.0859630125473,1.44506649892289,1.30180383059843,1.18156006634447,1.07480444389398,1.07251427194359,1.11562293236457,1.19570965390842,1.09905356330976,0.942859908542318,0.8761374453032,0.962752159970721,0.944075694539677,0.737232843504103,0.677060704845818,0.47135185912905,0.405799910422685,0.506439966619615,0.465457739111499,0.424087605209044,0.646494622538937,0.849705113142634,0.576638674151961,0.249140393318911,0.239463290554063,-0.689517270247945,0.030712980516487,-0.099917363550302,-0.109215839420392,-0.130689361653948,-0.235296640784116,-0.030683072257251,-0.003735493378394
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5563118811881,69.222816399287,74.7610921501706,56.2978449662271,35.7992895204263,21.8413888274511,16.1320980515034,14.2277915074231,8.43916406413213,8.33084609608064,9.20316613557966
Togo,0.091170770091152,2.34062554143561,3.42249173909726,4.52748957578252,8.82569027114823,7.3527659115892,5.64879050997917,6.18467004345483,7.99131817536204,6.65441448038373,6.79421994003875,6.83139752372119,6.58609549543324,6.55788938456466,6.88612627892491,6.80792201231637,6.95397688691139,8.36261007476194,12.6750286834724,12.5831083564863,8.24890491437144,6.7982576799578,9.76488416228808,15.3672185316661,15.9329499335437,15.2851414107562,16.7251904000738,10.1022934891175,15.4385507614139,15.158526434507,16.1607812877644,12.6799893648885,13.3552033371173,7.93746150481766,13.386703377986,15.1273350805009,10.7988228990501,8.51331029565792,8.20674167344498,4.64507193185213,5.49686669963305,3.53653215615147,3.53420917830144,3.02319784752897,3.409484101352,3.96841151650188,3.69050815455975,4.91015610649575,10.4835556478284,15.8567501557249,13.2170383439804
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,27.2755350033899,26.6592274143302,28.6865990389749,23.5780468108766,21.3066592415214,20.7113654946852,24.9183275559691,16.3801641802234,22.1501350012208,25.5354150244756,14.3402559427569,17.1025038033813,22.3774766892224,17.3538427028462,18.8336077895717,14.2477952869741,12.6697128032473,12.5555995035393,10.539144052377,9.85113007551697,12.089587941304,12.1990766743739,13.2621966999793,7.93777253674326,12.0804496280526,7.1353907249891,10.0115831002229,7.25514555193024,12.0780677957938,18.903477029423
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,0.01543538374642,0.099447381753578,1.87724786078497,1.8676814760361,2.38704185948995,1.37948929049648,0.308649407705181,1.2482803273152,0.946929524202004,0.763792517713009,0.753173045859501,0.433534781666525,0.345164606435187,0.325611355300343,0.228462472928166,0.196920210158695,0.186738724599133,0.127996947302329,0.093380740397474,0.066376727662252,-0.030983658096192,0.067123344024243,0.067865056977921,0.058891416167765,0.092519433518945,0.416858313723619,0.757675778652492,0.200785681153641,0.146170860930376,0.380453447559676,-0.044886552807437,0.146624756469252,0.033571652211031,0.464284537024169,0.51112434858471,0.314631035820548,0.61665812653965,0.241696857489242,0.408801650026695,-0.020330022233518,-0.020879666059638,-0.100604170060953,-0.027474972726654,-0.014494596295027,-0.012917092689859,0.078950129154931,0.100160823689867,0.034677493517541,0.036531958997942,0.021796281271248
Tunisia,,10.847310625815,8.03152899614008,8.23886659574072,7.02698498658407,9.40551724137931,8.16732394366197,8.53577915001816,6.16950122649223,9.37772032721099,8.17640767319901,6.53527191169563,5.24256112457586,5.13458695257132,5.09407871784566,5.10993555252549,5.04722340609466,5.02114839781628,5.38877657574872,3.0256618331734,2.72767559984803,2.93336421860593,2.66649240254832,2.53193358728539,2.22490691724726,2.01675797049726,2.58673978551336,3.0188955073698,3.30916019724058,2.93752280394496,3.30354516329556,2.83159265755518,2.62687639520463,1.77710683032659,0.710716941663929,0.433222380257495,0.678558378839401,0.978806376927845,0.715938519295302,1.14471546438284,1.08030067819745,1.72706020062494,0.995328463827926,1.13509082413239,1.1769022113747,1.1826239901779,1.31531513307706,0.870185079437592,0.884618007605611,1.217863218564,1.3109500887795
Turkey,,,,,,,,1.26768906338554,1.00281382795452,0.888714895374449,1.03357310470698,1.25934659499433,1.14459162036849,0.324036856783554,0.141687948743446,0.131409536533199,0.246812110341578,0.159381559963636,0.27159816098395,0.660096210370025,1.41006920359289,1.04602179594892,1.02771644452118,0.592149683469926,0.412707736205494,0.274961393155477,0.460332228592811,0.445269529388642,0.318972824624781,0.138251333730625,0.87997910374155,1.08508492296039,0.227692204729938,0.251415064835332,0.154858296723856,0.187959003617687,0.137251180561047,0.003072449058932,0.010548170663266,0.004248328688024,0.124513677603634,0.068909086654428,0.122423792417708,0.055340709104852,0.073810536874897,0.082998554605504,0.107915378719617,0.123762760717849,0.154595702783564,0.224538795331681,0.14463428183907
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971038761571013,1.00206648565162,1.22769138799007,0.986610737419378,0.816605102123414,1.03891552998106,1.02168246604127,1.29428118877083,2.1943149775247,1.00766661037058,0.484113698564221,0.80607888798084,0.402712736809756,0.42179543073674,0.238983011088582,0.100079913900632,0.210155556645514,0.220449517619157
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.101265486742,35.1508477669391,22.1984579492394,21.8635594019402,24.5978603791783,40.3017537669205,24.2723593133192,31.5538613872051,35.8651995088741,25.9274256876403
Uganda,4.88241440638357,4.81876259079336,6.46863965463503,3.82247851486477,3.83564289258637,2.32401609536439,2.59685375478729,2.27555353320441,2.17719488365688,2.38931671310896,2.64372789467881,2.27715150423478,2.76974712837967,1.31258298000793,0.841594883352483,2.20064754129371,0.858065593415488,0.571504229479782,1.63646565531152,2.2208346198565,9.16174295390435,10.2392633406295,6.10589438452956,6.22928659305275,4.5414965090539,5.17726507556056,4.93807538099549,4.80432221474716,6.06934513814456,9.91271260133041,15.6857660951663,20.3240099216169,26.1227586189304,19.208023794777,19.1169483248418,14.6226172871448,11.2304589400896,13.0032876340013,9.96576221846245,10.1098438419314,14.0213172612918,14.310733317678,11.9662475174496,16.0424017967119,15.5543808413792,13.2970175487828,16.3074724944527,14.865007361674,11.5925029966955,11.5018716061065,10.218979598096
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483448116589436,0.455998419293878,0.298921758156915,0.346075468761288,0.580375419097118,0.466038061191658
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,1.4027569969855,-0.036993097982975,0.114087303607851,0.804191810955488,0.225876661563487,0.017125845098979,0.333048343875612,0.388004843849586,3.30758413114646,1.01021001957361,0.615750939978733,0.417268018865195,1.11719577671943,0.505959461679529,0.277410623070922,0.349808592894989,0.351489660228537,0.191031826086957,0.211046528643713,0.195977903944522,0.098348430543967,0.064513772899958,0.039706060727705,0.052127969695871,0.084943547267651,0.10935166779508,0.473033803578469,0.248821480371758,0.515299969080969,0.474721092190684,0.585107938369789,0.446129549645951,0.543851783587351,0.758450491749583,0.424159080369605,0.345691319757953,0.16934123960228,0.143872288587287,0.095884881865706,0.091775259875833,0.076459840899238,0.072921223199261,0.100262841442005,0.204066501533847,0.221833237284706,0.08563121079119,0.110067353273448,0.161668914412243,0.113003146551986,0.16894986990278,0.122597960639905
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011666717660625,0.061004843658953,0.219382130117623,0.628318073452938,0.631959362595878,0.958914203647035,1.06347599520301,0.918957527043624,1.37172190438517,1.37437629657429,1.98313916633129,1.94191649692547,2.05234595661447,1.18873839925467,0.881247283121903,0.730776702808771,0.63201538062212,0.562825431454418,0.570108799084425
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,38.2965973785704,45.883410031689,36.9647569307663,31.3400332703939,27.5576036982816,20.170119205262,17.7293769372849,20.4786009362848,44.5826273698172,27.8808327541927,27.122690201335,30.4564001432631,30.2554759577915,22.8181841545278,19.324351717078,21.8757497165244,21.0202363780325,14.0621839774432,11.9115830319782,15.9999213230464,14.1537123069407,17.6823945624646,12.4878468105288,10.9826442665724,11.0045236388735,11.2272455666292,10.7488067346277,11.7537763439315,11.3370111684396,15.709882974322,18.1624945462892,16.4433497158183
Venezuela,-0.092673433808083,-0.058519861409697,0.74568964620107,0.474750962676448,-0.613921756806458,0.042701692637552,0.323338022655501,0.209046601257925,0.501955904726946,0.123667735650375,0.078777406443525,0.074343444330521,0.137603980857644,0.084657515933375,0.027521871692361,0.057626710846946,-0.001370602173992,-0.000542132448136,-0.031732295284055,0.011695580236153,0.022500848385192,0.018087929847109,0.016430815095563,0.012383374078271,0.026108575748998,0.019999015399749,0.027812136752191,0.041921295583085,0.040047722289483,0.150348326379481,0.165090179461316,0.054970667325179,0.058863600924116,0.072261311416598,0.047962592774938,0.059386605308526,0.056783349050831,0.010705663345926,0.047610177125922,0.045824160005646,0.065705125475277,0.036959300264285,0.062718018772444,0.099784473142132,0.041284212186085,0.035097768308246,0.034494946003796,0.03338614140228,0.018739841922262,0.020331910344912,0.013575096992804
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7900208794814,13.8989974429776,14.5571882293317,14.5328622911793,13.1364766368165,11.7931302887294,14.3109188689532,26.8506307431959,30.6909280470955,29.2591829882891,29.0064369957005,23.021022739159,,,,,
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87261606235299,2.97950708278311,2.49748295524191,5.93095315189872,1.98451736748019,5.69030173587985,4.07029111995532,3.85697603112768,3.78817833098718,4.408077197119,5.04771151976894,5.47211865532546,4.44045068631042,3.71139337950883,4.55228303552029,4.14186493744518,3.68971570719525,3.10072498307857,3.64725408093965,2.89516379027179,4.02930542570595,2.88220896553226
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01639663170496,5.1682883147387,4.01949150611588,5.945527135596,4.18614559289483,4.20340208223644,4.76894840378362,5.68069633105764,6.58680319726169,6.61076379656347,3.51225508055841,4.04221061761698,2.19495082860365,2.26765478697999,2.12693482858762,1.95869189631098,1.61048919816056,1.19452527914303,1.71833768601542,2.32836833250209,2.28000571490869
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
