Aid received % of GNI,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Cuba,,,,,,,,,,,0.032593079467669,0.036566003182206,0.044740654174385,0.052978659450863,0.136131420846824,0.153622206040924,0.24886531143784,0.322459674008693,0.27418256916868,0.249326251919884,0.160152267054817,0.067654836410443,0.078353168247694,0.058940365186165,0.04987962983701,0.080070694699362,0.07487376266053,0.133039855874789,0.075057464744269,0.209911454336451,0.181238133197875,0.15475237506892,0.11212729514534,0.197527181793111,0.166868287878952,0.212527468030434,0.231686680666272,0.262551893484228,0.316671939259728,0.210014936948841,0.146910995114099,0.172227442855448,0.193087736857034,0.212275295762134,0.275711113123039,0.210372972857173,0.179780066302413,0.160987854784792,0.212864977530092,,
Cyprus,,,,,,,,,,,,,,,,6.30917947012335,9.67833728767676,12.674088416912,4.84774481631902,2.29039702513403,2.40733348758426,2.07125870605904,1.41330780258205,0.859804254547928,0.736908809196086,1.51151647777767,1.12979379944715,1.1004085797008,1.01287739115118,0.870322801757628,0.671050115166519,0.677706616586873,0.37392093656057,0.505573141444912,0.586307582470206,0.237078268118029,0.246888747928245,,,,,,,,,,,,,,
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1903525650605,22.5260901894423,27.48686473991,25.2926899326072,20.4588928849225,19.0075526592263,16.5985837089557,15.4290474539899,13.6837636440908,12.7226630399727,10.1381829060953,12.2192128849252,11.8134804529139,8.77341644470526,9.55347140471064,13.4973379088111,12.0320574573744,13.129640956498,14.8841125456528,
Dominica,,,,,,,,,,,,,,,,,,13.6099798737621,15.8104104258205,20.4819785679276,29.6464651700401,22.122793773627,23.196637686682,12.4739197433972,18.4426854095132,17.7651307968085,10.6959615582921,13.0647817530677,12.8202679128386,16.3230049786947,12.1699224023354,10.2040777880161,6.88720185699029,4.59164414321093,8.38400005438222,11.86625434078,19.8123424513966,6.40907801773451,7.90057832292898,4.06282025128191,5.32710838408116,6.43794758468253,9.89742467657631,3.55973124496123,8.8237816641675,6.34927493705289,5.23448644544109,4.86289366525131,5.00416125962607,7.68809772850988,7.01451601079728
Dominican Republic,0.02566811506505,0.023603458275481,2.61557559390787,5.21672949396412,2.30799749926335,8.95253308991328,5.3987984255231,5.90170411588154,6.02810754027647,3.60390964575922,2.92643260581785,1.89328843322404,1.45387276420713,1.08171340108674,0.71634025876303,0.830298781696232,0.834917503540253,0.744315025220614,1.04371878266463,1.39861645084922,1.94268360130299,1.50461009435648,1.75851820303075,1.19340767816076,1.88253930217431,4.37902599001242,1.56227447817937,2.33373403728765,2.33727166557177,2.24897763641486,1.50408541603069,0.723168208304865,0.604645238048987,-0.015147310033187,0.443046923491065,0.765643734058948,0.571666145014901,0.37775194961954,0.582955511035126,0.914624095080363,0.243951455886189,0.448930718706761,0.570290985714994,0.346466755496976,0.418162848979706,0.251169530094095,0.157771975447319,0.313812115529401,0.354553489869602,0.264485652299949,0.35109372586997
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,0.5963207795342,1.09219072354646,1.345823216543,1.72060565330032,1.81233414514582,1.71205020514852,2.05896044684702,1.96056873513576,1.60416896192658,1.16610741333333,1.41408349299611,1.68238650883368,1.28477999447763,1.44379690848728,1.21041208651818,1.50503613812086,1.33839917485381,0.798666636338883,0.580878699668398,0.743808684384393,0.399062412324563,0.434739855589027,0.422140876288719,0.590794287193915,1.2808716083028,1.25032828387453,1.56335556094731,2.81693228738187,2.14722969880859,1.93693841715294,1.74208100886122,2.32110472669484,2.16950355454619,1.64188152123019,1.18731696304285,1.15583839636931,1.23521277841079,0.672061790678557,0.798141090836956,0.964118248108949,1.00575584504006,0.921787048349353,0.939517398388833,0.650737859753346,0.498614363515896,0.642829929420893,0.470878323335883,0.498844584654615,0.437201016932177,0.410374608320405,0.264391132369919
Egypt,4.29726484180647,2.71605662992165,4.70610756936837,4.99413182655144,4.95444999229152,2.42041118638563,1.83470944456737,0.594147121021532,0.422265717466335,0.145531233919633,2.24376701883292,1.69307028117793,1.6093474397583,9.3432061922036,15.470461058944,22.4042478562312,18.6802269936804,18.5713680473108,19.0170091179647,9.19717787146197,6.46652896880106,5.95807658439023,6.08369980275265,5.53970962738498,6.1964929842008,5.63937435582035,5.20570025716622,4.31190069151608,4.29354864947562,4.20017868422841,14.4305929770593,14.7750812231171,8.99996023286936,5.39623382341116,5.19613497790784,3.36001410495975,3.21545267859258,2.52806299693032,2.29427202956585,1.76650293180655,1.36008272517053,1.32334708803094,1.49236216327465,1.22742477434902,1.97459295660643,1.15641031016802,0.832858593718367,0.863128310999801,1.06014889504272,0.527909690227211,0.276143736197178
El Salvador,0.115815222320445,1.16749996000759,0.883074721120723,1.78561796190981,1.62084693684971,1.6622219113318,2.26109403216718,1.57374476826854,1.35996640812226,1.22115384615385,1.32197413299748,1.08381255838228,1.45079288089862,1.59860892977339,1.80244252179026,2.024622990793,1.284889107547,1.54737885867762,1.79244911961797,1.73463423439668,2.76090508594282,5.01018814327556,6.66341482591661,8.59778079476013,7.39989446138386,9.36651329165267,9.1965222619985,10.975297842708,10.2020483343537,10.358964358279,7.39107911412786,5.68279845301573,6.89180552937892,5.86639851818366,3.82319752089312,3.14727468726567,2.94288505864412,2.53877884653196,1.52751044649847,1.50288669689567,1.394762314649,1.75329761013508,1.66834724278246,1.31397193577505,1.41065422022894,1.23142710874213,0.899454541439392,0.448225318852234,1.10897253112822,1.37265044839815,1.35769472106067
Equatorial Guinea,,,,,,,,,,,,,,1.24067217677321,16.8105639304577,2.08217855716758,0.403643807280145,0.804702499558605,,,,,,,,22.725331596387,21.9433527167315,47.0189814848763,40.1684633285361,53.9805796714598,48.7635824790896,51.0364388289647,41.7035892161804,35.1042525890268,25.689152911138,21.8212259099898,15.1262298162735,5.84590233867866,5.44760826580753,4.83437836954222,2.43738302287046,1.53490594855914,1.73497800691114,1.50378766704301,1.26106499371463,0.913728204243514,0.501802377598178,0.472884240175193,0.305262178670182,0.34720742789792,0.916686221593746
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209598939040563,14.4717740374397,28.9816483296464,25.3242324461925,22.9632172296926,18.0471952441609,22.3129427789823,21.3922092260883,27.9178041022801,41.4017018452381,33.7313478275158,36.8326515847461,24.2194717342224,32.0681464716062,10.4616516312061,12.0820845717575,10.4855248038425,7.81172084981045,7.65530387762009
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,3.36475655897867,2.60895886550055,3.98332222988335,4.48265951122695,7.55363152392368,6.43168407711975,5.98585166991837,8.90170164673816,6.42991461808413,8.39871411041594,8.21696856853824,11.2326469777143,14.5952473693424,14.7823474921685,11.4400758994947,9.72017180456016,6.79025798084982,8.52927549691022,8.74680745688838,8.53568570341164,13.8012251602696,17.1359000808901,19.1953722581358,18.3351844206549,15.7374873456352,13.4715197909109,13.3276370308011,12.8597056347669,13.427702556103,13.3135043931293
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,0.999513522728339,0.897090095001579,9.15960254191335,3.6078736268557,2.53156570950739,3.09408042895442,2.79916709511568,1.79792180094787,3.90157769784173,5.05350066050198,3.30675816993464,4.50960951437066,2.76921539071797,3.46763592267824,2.66915722203419,2.89662954835964,3.39019911690044,3.24856755336483,3.19446501202953,3.05144173159429,3.02772264174068,3.28648352278155,3.02565752368786,2.96321076759126,2.69787381641992,2.78655476491478,3.28260176108751,3.04165988512819,4.91729809847786,3.66966616832731,3.84474116353354,3.33358386690194,4.28001706254771,3.87173370523812,2.33503911557947,2.29921272600066,2.22668227753662,2.1609305490064,2.29957173393688,1.85741973171787,1.69561494213256,1.57516373423729,1.85302130726787,2.20636032137866,2.40340577119564,2.16847329570395,1.8660800524431,1.53743099503952,1.2918305195729,2.47603502730918,2.48692438974159
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,6.23204765073794,6.851163301578,7.0187582900646,7.6108144192062,7.78236157903623,6.63152560734759,8.43657175843135,11.6752512368732,6.78145579285077,10.3922855299468,10.6037784144768,10.493030111767,9.01475810089311,11.8449577146459,11.7064803163776,11.4596179225769,13.4648293902212,13.3094264057351,12.4757848075388,11.4109930879736,10.7581323786049,11.5791168059531,12.3231013295717,10.9472487319633,8.16231250412601,9.53275043361231,9.1840990461427,9.02641595582911,10.4452457512702,11.323143035146,10.2174708428906,10.2995111181019,9.81070793742429,9.25726922511109,,,,,,,,,,,
Gabon,0.014837462892821,0.352131640941316,1.54079544468031,2.23824136998149,7.54760138029479,6.31820468002812,5.97788072674526,6.08913212351485,4.98505269707636,6.3331540964694,7.73538198983628,6.63091759035866,6.67263669148786,5.89010592294639,1.73634600565391,3.01315157833706,1.19969822374471,1.02222313692296,2.00824467413707,1.37218013260546,1.44137936537226,1.22143344508366,1.87148220345258,2.04953391353752,2.25564683540226,1.96195277008357,2.49126125621581,2.70690217992103,2.97285922403055,3.34165432146025,2.45917187161391,2.94294207067649,1.4042915987785,2.68747471662156,4.8968198399305,3.34324906924526,2.56154956350316,0.842239956204475,1.12289794986422,1.16289954518906,0.271849806185022,0.208879924974323,1.60934317564298,-0.197875231715943,0.665948957849044,0.783975897291117,0.354849424148809,0.507643874644448,0.48972080213499,0.783351861047311,0.910612472516512
Gambia,,,,,,,8.11995119069664,6.44608509450292,14.188509861719,8.12520839961424,2.50496769292428,6.48223202743363,8.48083874351544,8.71585472236744,10.7606207418785,7.00502899159882,9.57946399735713,15.2083053731599,19.961814363002,16.782349984207,22.2125200008435,31.33131767884,21.9974289041864,20.2230222543157,29.009324974941,22.0492078551989,64.5476021599894,45.5872560684316,30.604326766303,36.9142494088126,33.3567287471016,14.852925854737,15.6456428387846,11.5335546211215,9.45691360443672,5.89513144586145,4.33342732676053,4.97640858944679,4.82463367478749,4.35455067884057,6.59510365862277,8.05564516383503,12.0211833636631,13.7679824550476,10.9019368260501,10.0459049147259,11.8954932911266,12.5793152361623,9.99325281265298,14.6085327917068,13.0330593813132
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003313706380967,0.55504421238059,3.94567656254095,7.18131728664445,8.12149101468519,10.2311544501932,6.6487023925703,5.479902761214,8.29600396448294,5.32795013563515,8.95919384029976,9.22804883727166,5.74317548727751,6.02242608425893,4.51223110546797,4.49357610578535,3.72349458548844,7.00072248812538,8.49462818520296,5.47645756181541
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,0.244230037493088,0.23152765236135,0.409935338088938,1.18810068684908,1.17916843053033,2.28038662911371,2.95163115680126,2.64703333441909,3.84802900324836,3.72379772864633,2.72249047769064,2.39574754671669,2.80876130690276,1.67135741403276,1.26331796180498,4.45178191456138,2.23828582873366,2.83409590700586,3.07001926082219,4.19906966486768,4.31077700555892,3.43315850491976,3.4562249718349,2.70546533230993,4.89219343729874,4.40070837711904,6.41424732754664,8.29329356619316,11.3682151273629,13.9451467495429,9.68915696358005,13.5563043203486,9.71149205755118,10.6858219369403,10.2389613939409,10.2416944072449,9.57134184350784,7.30448185688074,9.57066855576861,8.04555372115383,12.369385590862,12.3035491005039,11.3670252321082,13.1693094583575,16.338258940524,10.8546479996546,6.12948989264964,4.73326419472428,4.59992158655715,6.111068285654,5.34918630059916
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,6.25207997730423,3.83998688896866,3.61715181632236,,,,,,,17.2588916857707,11.9168029452279,11.3656135881737,7.18959627913225,6.60696863213412,7.0278010189954,5.29668792296892,3.26882561315022,7.17170826096299,4.11569118916298,4.23892736878121,3.08337291332863,1.95862104597322,2.91229658564856,3.37073000045427,2.28086187484917,2.03709717873891,1.97491420380128,2.92434310824633,7.81076057345562,3.95633711793163,3.19794546453961,4.22687793697344,6.51226586289116,4.5677117721939
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,1.53019744483159,1.33139156497654,0.826190709939121,0.953868381425257,0.948443982801815,1.07448665180236,0.769006929507618,1.2181856488264,1.05249823717311,1.03351790978899,1.17751102763464,1.00725720944579,1.31877221491497,1.05258982243545,0.839890824033891,1.10450015532054,1.5060282896797,1.12826627089274,1.17759784799293,0.963331963837906,0.926765149071629,0.883529878382353,0.739035915164796,0.846359530076698,0.70515586616721,0.866140784438142,1.91981770032232,3.48277808700122,3.06745766719313,3.18673029550372,2.68705517701147,2.11208037978356,1.89483812191905,1.88113627056842,1.69927965948136,1.43755581985949,1.23689722617154,1.5066605033069,1.21306572525701,1.61806092884661,1.38017734285467,1.25735086173383,1.21724346976709,1.14174508051594,0.921750532678314,0.960060870123691,1.63884273282372,1.36571821023426,1.40326814654498,1.02553905470162,0.980632376956218
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,9.50194333621504,11.5164876214977,11.315985947194,16.0539005036862,11.5811306561628,13.2510091153822,14.2281589109697,12.8382473675697,10.8225967390448,11.5113492711814,7.88492219581587,10.3815256948733,10.3604567620749,7.02594213892226,5.23331936665433,10.5179685284226,8.70273971411299,7.94535267844427,8.20367960397692,7.45615886155855,6.81900167005331,5.94491474528808,10.0882893507114,5.8577424291511,5.0875571830956
Guinea-Bissau,,,,,,,,,,,,0.140056022408964,,0.011188913202042,10.1847320422174,18.629372884298,23.6645593571222,35.7657380276531,42.7546668617899,44.9597319497101,55.4604454156481,41.8867966949021,38.7621035507041,38.6303438572902,39.3002785518536,35.3974532107224,53.5129288833433,67.0969976117216,65.2735664893048,57.2086919523192,54.1527177915905,46.9789053132966,50.4197160774528,42.6616207651419,78.7069041198292,49.8430792438773,71.785655139312,48.9776370705428,49.8186812094989,24.9445225025436,39.925047025883,33.1632101099086,30.8097470820006,32.5110546128877,14.9091201319048,11.7612514464294,15.1885693432624,17.8110606943373,16.0542401544278,17.7746728131836,16.6967367674373
Guyana,4.8440267157077,5.41962004242628,4.78137375416919,3.85056849252212,2.84778220142638,3.52088898764717,4.13900601331588,4.9059243684745,7.2622754491018,7.91083916083916,6.88704116812006,6.22230638136716,4.53404910081894,2.77099956642597,2.94985648098966,2.09961036250207,5.1218266194536,2.74468076800966,5.75804157239022,6.84547673187391,7.43585140706023,12.9367086404486,9.27121379330506,7.29864935098208,6.32144425610768,6.98132934483353,7.16506728210619,10.5239504381064,8.44562816028825,17.1526619777927,61.1726643043984,54.0189801069363,31.9168536270782,28.4401068515853,16.3061460583716,15.1068327969422,21.8031918763995,39.3134190778053,14.3390433446754,13.6605784048351,17.5367219558279,17.601002649063,10.7661349454448,13.8976958712683,21.4781700544822,18.6380935721616,12.3235249812835,7.50023087278418,8.71516284017982,8.6295039492697,6.7432173532927
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98904407439266,10.066201938221,13.7300920253344,11.4525439636279,14.1865697425581,17.2486556070274,45.5262874009488
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,1.38602347181062,1.79335585585586,1.56474123102324,2.36269173676398,2.65555555555556,2.59711431742508,2.05070627222135,1.97781250068469,3.04954297131203,2.90575901911874,2.90548258138207,2.17126680820948,2.14700202282923,1.69187044245578,2.58276199804114,4.61552511415525,3.0248063516183,3.50390509973444,4.96272293830747,4.49569072623438,4.21988876465454,4.05512104283054,5.81519727551224,6.46984674856392,9.01990521327014,7.75553652469207,7.71400959369267,6.47123390859143,8.52158214355427,7.45704185649177,16.0353993732391,10.7608724491129,12.0680394330985,10.2367071393095,9.00494457398085,11.0284811569144,9.42966669488218,6.65896162643925,6.33632428555323,15.6571929480724,6.44961775774263,9.12527332446494,5.69441244505753,5.00523284414206,7.8148700771621,7.45237502488092,5.74960815369929,3.89639658908215,4.23902491945104,3.35549350717273,3.89466685370145
"Hong Kong, China",0.439409614683921,0.335802548165792,0.110907158298782,0.276208321932075,0.012362094791309,0.174996406208697,0.099495552092255,0.098696699612303,0.048742836905069,0.040575769195703,0.037234755119976,0.081450226637479,0.050920252431934,0.011398809440685,0.01103256655927,-0.011417351353614,0.02094265097071,0.013258511858384,0.012905024093745,0.053240184882049,0.038216683896467,0.031162597739975,0.025006393977891,0.02999367806173,0.041910501370381,0.058734640470842,0.04611162205648,0.039327373432561,0.037913025169482,0.060480153682728,0.051027257510082,0.041930013647706,-0.038736026162687,0.025099861935899,0.019788368567249,0.01218913963291,0.008379213808216,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1.94426528702306,2.28225140145406,2.49964779130007,3.13947472705886,3.35025760077181,2.13127997598683,2.67666610390411,2.7093266053508,1.72219037343456,1.53144065918744,1.31617820823033,1.47729273564404,0.842693543193147,0.891124299431679,1.21402725612707,1.60810183270092,1.67569030583423,0.799855380443766,0.811703019263077,0.876880169308134,1.15210009660084,1.00344658343487,0.804982345465656,0.829031863213903,0.776941450531856,0.674501212099738,0.790205477503616,0.601754188261602,0.652492853051462,0.594245855906873,0.433905475687979,1.01067694752286,0.838782292936459,0.521562560876305,0.70469724264034,0.476986473288849,0.477783615288995,0.391144843328987,0.377285058983381,0.321971189419965,0.292270440234921,0.354812228813275,0.338474662316453,0.119037718397424,0.108012006628292,0.226458182407468,0.14698884059311,0.112732149406157,0.173967082992385,0.184794075408098,0.168348082428206
Indonesia,,,,,,,,3.80554655453414,4.34171334019063,3.71123540277722,4.79569577758032,5.9377032972964,4.35381589693462,3.63206481277,2.4956219948183,2.19142136713201,1.71600840290082,1.0778467174658,1.18502691630433,1.3631161761682,1.26447908877515,1.08677476704193,1.00057486279634,0.906511965378786,0.812945909912326,0.726618650561688,0.932987410310932,1.73029812964427,1.92516122696205,1.8942991390486,1.57117438598311,1.6431794396861,1.61550948208161,1.27093138038253,0.899464123912208,0.663236814522205,0.483838225384775,0.384606627086009,1.39250646846785,1.64117593599026,1.09967281385544,1.02139985799183,0.756855184948338,0.784759571716795,0.053813237441407,0.931758431856298,0.377701182975063,0.218095990632626,0.250069286426654,0.200987363367702,0.202364642252226
Iran,,,,,,0.363541731705579,0.175311847362731,0.449071517788829,0.103904992488104,0.188603651372171,0.208223186901395,0.059945006911793,0.055644340847186,-0.014804145939784,0.02056052526753,-0.015354267875732,-0.021226065911596,0.04615021631899,0.338120467559521,0.006601228011657,0.034135856841596,0.008963980600057,0.002361541268328,0.032429090504821,0.008368744909383,0.009654755486824,0.013514843496614,0.055578192873159,0.070020648159447,0.080089557609139,0.091829243320551,,,0.236407837561829,0.196534891168611,0.206871003267176,0.149400172631058,0.190378671617143,0.159884623788978,0.154273682256632,0.128159143726741,0.09986304682399,0.100088424829029,0.098175116246576,0.118972066455028,0.057813475726447,0.052819032901574,0.036169613455647,0.029312954999121,0.028037703113377,
Iraq,0.086108669205072,0.037128446232607,0.111543213353011,0.260843270387071,0.550371102740441,0.418922343448626,0.147544132848202,0.145959521844542,0.07216370588442,0.129827037504164,0.224423069356308,0.394734831349659,0.424003876559838,0.205167697047422,0.032548043114955,0.607845622081412,0.032502594995263,0.303174803656125,0.224243979629098,0.043473313826036,0.019195937824688,0.794264085232685,0.01664103897688,0.034324561500452,0.00945200275205,0.058591410274541,0.083217537753384,0.209050950891457,0.021883947481682,0.022448273439988,0.129661618632101,,,,,,,,,,,,,,23.1673773008433,78.8447882299901,21.4147719571005,17.1763720960709,11.865098646769,4.44281154930167,2.77152396004796
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,3.66456888979316,3.09438546808419,4.11872600373371,3.81736275466919,2.83226102930336,3.37011858710547,2.80980344063778,1.82007122265496,1.58010617474348,1.22159640143983,1.19556174759605,1.31719334268435,1.21090510042026,2.07432051922647,0.964503659196976,3.93211572286759,5.34934624542881,5.93715983654931,6.80968386384602,7.04353991140081,4.24054260184642,3.41162281419608,3.596434705874,5.06029435692419,5.04238487773998,8.53736357377145,6.76075488721956,3.64186330597301,2.90103808525429,2.74284980402003,2.67673552182792,3.01227224872076,3.20442012077229,1.9514810931442,1.68177043906333,0.387031395750375,2.27895150789471,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,,1.38417367156072,1.69315455979039,0.426932765992267,0.456323084864696,1.03936352306914,0.99931602185134,0.910623571793463,1.56640268039056,1.17454460324479,0.781459043690881,1.52828525536246,0.920040067349629,1.0087984554734,1.06332567225848,0.83653901283269,0.894141487060308,1.05059031184001,4.80268867070518,5.50205037946596,5.11128313299659,5.49843460954326,5.78424943993451,5.42514499189306,8.1239870688422,9.19905081495814,7.14472082078504,5.68067779774924,5.51053697804917,6.4528177550095,6.50899218324384,4.32392290646636,3.6532312345923,2.12044576416331,2.31704332294822,1.93447750130903,0.902824445543852,0.970160376623155,0.220030610797862,-0.264434684710543,0.098820215675117,0.623973337798272,0.263616000381312,0.073614383728221,0.861700803171426,0.38040369568501,0.331588137000588,0.233090794298467,0.684726270818977,1.3156302138159,1.09377310948232
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,,,,11.337481514733,11.4847155351171,8.31107024793388,7.93979066115702,6.7624462699961,12.1650410208422,9.27994599191919,13.6619385614281,21.3078345374171,25.4067605471125,34.9800512925473,33.4198552160169,20.7943214950594,18.3156208747969,44.2395074361921,39.3112148490151,27.5520396730132,18.3793954145638,16.8068190254001,13.770849053424,12.0745072284908,10.4921832561224,10.2540118520081,8.28497194309885,8.60432784065268,25.009132991499,24.519581430817,8.56917244594724,5.8457934025772,6.29063174637342,8.36028998730943,7.65244675521403,6.71294393552135,5.30401183973298,5.42369694590799,6.4536714486926,4.91585494061338,5.82890920694359,12.8371950019767,5.1601576201111,5.48105663634097,3.69162553795744,3.59798874919187,3.25534441635031,3.04336639859383,3.62444309424117
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06569985168807,0.251817138632046,0.320483555208659,0.597878733968176,0.64596491181277,1.02278449154104,1.07336410303695,1.1104043892134,0.750631292079066,0.79721873735703,1.0102747986345,0.664605848842015,0.442218116502215,0.243602631325411,0.229418283922224,0.29392180382926,0.289712085549263,0.172609181105424
Kenya,2.759623041512,8.20840929038593,5.81284230364272,6.18414607318617,5.85228344422885,7.42170326530034,4.90319405238399,3.0743861438308,4.62131460156892,3.89767458063177,3.62848982262422,3.81173659245271,3.46608370014575,3.95697550943355,4.05896677827318,3.94198666722802,4.63913337242989,3.70746448330561,4.80064576842669,5.79614075740266,5.60509334753677,6.74935736193618,7.84500378392301,6.84252502767667,6.82122211663191,7.20012002490966,6.32842732053907,7.2451666616661,10.3593508323027,13.1820220833822,14.394381913328,11.7828190906477,11.2435606149306,16.9594910522858,9.97122696013818,8.38684556352681,5.03402508722422,3.46596810513021,2.9734121463292,2.44019799753625,4.07711139627062,3.67044662823741,3.0155492430768,3.54854653392868,4.13846680808928,4.0530221645628,4.22009613362594,4.8971798139256,4.49041048075264,5.81552227552998,5.08297800845235
Kiribati,,,,,,,,,,,,,,,,,,,21.2666522727273,18.6778725169378,50.0589414809746,39.745459420808,33.7231623060369,36.9340463458111,31.3573255894351,38.7688085163846,42.7894568075418,49.592903884707,35.2408103457089,38.4226315881114,41.8715622726905,26.0215979646946,34.3285711695652,21.641301100653,18.1191111642611,16.7838956804367,13.7899190226675,14.0056409522334,15.1193523868046,18.652398450835,16.239802111691,11.3168367914386,17.758594738818,13.5878126180989,10.779299001766,17.4521021807447,16.9111821207438,14.8036034073992,13.8202584701113,16.1900661147372,10.6961095687348
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,6.35391599545011,9.58683063809129,8.52592984343251,6.70767329577363,5.05997767788231,7.19626649341272,5.8652492038123,5.31622946920243,4.05034484170304,4.44356620725586,3.04604753606628,3.27948666705482,3.40335164983644,2.06383419689119,1.31214627461073,1.16855841830778,0.742696353880603,0.633270283614022,0.32184775557862,0.205322068219111,0.220899861744019,0.473695041181375,0.045489923488597,0.00930150089111,-0.040387330150519,-0.009460289736351,-0.016148615390063,0.007779811844323,0.00502761747406,0.022345822291989,0.019727454828181,0.017591193952664,-0.000941245633639,-0.009714901385029,-0.027045811009565,0.011060867189253,-0.026805614734398,-0.031092465484196,-0.014822302283655,-0.0125161590988,,,,,,,,,,,
"United Korea (former)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0431549029242,10.8503687534987
Kuwait,,,-0.19256985394851,-0.072151575922966,-0.057993302046153,-0.077350771366642,-0.075408495765977,-0.070066204512801,0.000450369501475,0.014030618433441,0.014683432377892,0.016276211477238,0.017605217035822,0.009164335856907,0.003153946111453,0.002579104234296,0.001297767488789,0.003206702271583,0.005190408190508,0.004192303940174,0.030609690573115,0.028725599807368,0.02129900968679,0.01994088477043,0.016763320180107,0.016154456617629,0.019517808543801,0.012209266873333,0.021536282869734,0.014591569799612,0.050002427549118,0.07160023404842,0.026015370228057,0.007310517306058,0.015954692581579,0.013188089665892,,,,,,,,,,,,,,,
