Male 0-4 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Colombia,18.2822702159719,19.041394335512,18.7680341236984,18.6127042527865,17.6077545642763,15.2873178086782,14.8554783777728,14.0040241448692,13.1973532447035,12.5769764216366,11.5515923566879,10.6962711544807,10.0904143258427,9.35903773274016,8.74951305025321,8.18515906306841,7.66160644287649,7.19506309039509,6.76724572427002,6.4696959704544,6.287610187685
Comoros,14.1025641025641,17.2413793103448,18.9473684210526,19.047619047619,18.8034188034188,18.3823529411765,19.3939393939394,19.7916666666667,16.5898617511521,15.3846153846154,14.5985401459854,14.8387096774194,14.7398843930636,13.5770234986945,11.9331742243437,11.037527593819,10.4508196721311,9.9047619047619,9.54954954954955,8.88888888888889,8.16993464052288
"Congo, Dem. Rep.",18.7730061349693,18.649867786592,18.6657590197413,18.7574245664053,18.8588894549159,19.0267426567295,19.2278747742324,19.7301854974705,20.1064004826414,20.2912927808089,19.7659608342621,19.3961980306346,18.140987507436,17.3046875,16.3366678164884,15.1307276797634,13.8577474200015,12.6759607883043,11.6555296474234,10.7356241438606,9.85016572164242
"Congo, Rep.",16.1616161616162,16.7420814479638,17.1656686626746,17.6573426573427,18.0030257186082,18.1582360570687,18.3129855715871,17.6638176638177,16.8308702791461,16.4017341040462,15.7964309319233,15.7276995305164,15.0239744272776,13.758865248227,12.7659574468085,11.8524332810047,11.0178766873404,10.3106862410379,9.67534554805529,9.08536585365854,8.56144437973209
Costa Rica,16.0243407707911,18.2608695652174,18.7592319054653,18.5323383084577,15.7096424702058,13.6538461538462,13.5833333333333,13.6826783114993,13.4738186462324,11.7015262860373,10.1601601601602,9.13221263062244,8.02207130730051,7.87902904894548,7.29049229612928,6.91508419921175,6.5015479876161,6.15640599001664,5.93385214007782,5.78696343402226,5.64617314930991
Cote d'Ivoire,17.3364854215918,17.4237288135593,18.1403308613805,18.4586986617443,18.6735828084476,18.899242865463,18.9411227749886,17.8669598680594,16.7252176569421,15.8179708650251,15.2506181164307,15.3424100792522,14.7348277747403,13.9690301548492,13.036133960047,12.1505304597318,11.3758553274682,10.6647887323944,9.99163004812722,9.34272989771448,8.73575942069093
Croatia,10.7240065323898,10.4122621564482,9.26021727884118,9.00354071825999,7.44786494538232,7.66246362754607,7.64511562057574,7.58556891766882,6.81610247026532,6,5.52995391705069,4.99766464269033,5.07996237064911,5.1707779886148,5.12452107279694,4.95145631067961,4.79249011857708,4.74029248613212,4.83787956767885,4.9973698053656,5.10204081632653
Cuba,12.9823413996076,13.4901727218582,12.4143600986572,15.5215027187346,14.1019855595668,12.1446488294314,8.27641623141824,7.94245171462357,8.4866691701089,7.24717050018255,6.59578302396828,6.12862996615001,5.34188034188034,5.12911843276937,4.96428571428571,4.68834201544818,4.42461762563729,4.20152444692322,4.05508798775822,3.96667988893296,3.92197551359203
Cyprus,13.9917695473251,12.84046692607,13.5714285714286,12.5874125874126,9.96677740863787,7.86885245901639,9.50819672131148,10,9.41176470588235,8.7431693989071,6.99481865284974,6.14250614250614,6.07476635514019,6.22222222222222,6.32911392405063,6.06060606060606,5.8252427184466,5.46139359698682,5.45454545454545,5.66371681415929,5.68965517241379
Czech Rep.,10.4426002766252,9.60814700022139,7.96804145972792,7.51911639762107,7.45577085088458,8.93004115226338,9.01063616295404,7.1171531387445,6.61867626474705,6.08054226475279,4.58199356913183,4.84519501407318,5.51104162595271,5.60711523588554,5.30157510564733,4.93092862624712,4.66461063993832,4.71844660194175,5.05464480874317,5.38265805441378,5.43883762026311
Denmark,10.0614076523382,8.76475930971844,8.31866197183099,8.52055955913523,8.13905930470348,7.38817891373802,6.36363636363636,5.35926955140929,5.91949486977111,6.74418604651163,6.55799848369977,6.19865571321882,5.95588235294118,5.58394160583942,5.54147048170953,5.72148254767902,5.83810888252149,5.72860723236663,5.56353194544149,5.43556515478762,5.38294797687861
Djibouti,19.3548387096774,17.1428571428571,18.6046511627907,19.2982456140351,18.75,17.6991150442478,17.9640718562874,17.5,17.5627240143369,16.504854368932,14.6005509641873,13.5,12.5570776255708,11.7894736842105,11.0894941634241,10.573476702509,9.88274706867672,9.13385826771654,8.61812778603269,8.22695035460993,7.86974219810041
Dominican Rep.,18.8006482982172,19.5983379501385,20.0704225352113,19.5121951219512,18.1115879828326,16.5103189493433,15.2282572475841,14.6174456683537,13.8754696725711,13.1559677813034,11.9856082752417,11.4238065457578,10.7908063887807,10.0220264317181,9.32588194201886,8.7000167308014,8.15436783465203,7.67902010050251,7.23835869064085,6.83747725894482,6.48998644782412
Ecuador,16.0926365795724,18.0685358255452,17.9440937781785,17.8294573643411,17.5666666666667,16.9881946443997,16.2796504369538,15.1879370629371,13.8351393188854,12.5937554508983,12.0407832982683,11.097542359945,10.1508120649652,9.38356164383562,8.83272537780094,8.26054404791615,7.72289156626506,7.20731278565569,6.76467210290571,6.40299184043518,6.19727814644022
Egypt,17.6311115265962,17.5565610859729,17.7283524076873,17.0313685808247,16.5132981708001,16.0225726810097,16.65094551498,16.5585819282317,16.3926532296898,13.1200049755885,12.3655913978495,11.961981299745,11.6253884546567,10.9910379098583,10.0066738123648,9.13988729820286,8.58520203661575,8.2102145538451,7.81789638932496,7.3305958106316,6.81807568375337
El Salvador,16.9585253456221,18.5833333333333,19.2111029948868,19.0801740211311,18.2795698924731,17.708830548926,17.3723264949804,16.3047931175748,15.2777777777778,14.7546897546898,13.8100245355766,11.2808052759459,10.6200753682768,10.5051856808297,10.2040816326531,9.77279800809213,8.81649731022116,8.04165461382702,7.4908476485497,7.11135611907387,6.85265438786566
Equatorial Guinea,13.7614678899083,15.5172413793103,15.5737704918033,15.1515151515152,15.4929577464789,15.7894736842105,14.1509433962264,16.2337662337662,19.3548387096774,18.3856502242152,17.3745173745174,16.2251655629139,15.9883720930233,15.681233933162,15.1376146788991,14.0786749482402,13.0188679245283,12.2837370242215,11.5015974440895,11.0119047619048,10.2920723226704
Eritrea,19.2920353982301,18.341307814992,18.7853107344633,18.6799501867995,18.5869565217391,18.6311787072243,20.8538587848933,17.5872093023256,17.4193548387097,17.9257362355954,16.834451901566,16.9097538742024,16.7185069984448,15.2445193929174,13.4996993385448,12.0435967302452,11.1774956435151,10.7011915673694,10.3075291622481,9.71123417721519,8.96023893970506
Estonia,10.4477611940299,9.14512922465209,9.41619585687382,8.75656742556918,7.86516853932584,8.6232980332829,8.24742268041237,8.29817158931083,8.29931972789116,6.14692653673163,5.04731861198738,5.48387096774194,6.49350649350649,6.93548387096774,6.81818181818182,6.14886731391586,5.40098199672668,5.32445923460898,5.71428571428572,6.09137055837563,6.12244897959184
Ethiopia,18.7233110697471,17.7505966587112,17.6644295302013,18.1990971727251,18.3610898195248,18.259166309604,18.1440364360945,18.3804753486545,18.9576030712736,19.0689947688392,18.1424357871451,17.07619355534,16.4699761133316,15.4993947994491,14.4333922097239,13.3155814576635,12.2155798206552,11.1998316025821,10.3320167377107,9.53067533387911,8.7510404143161
Fiji,18.5430463576159,19.2982456140351,19.2118226600985,17.3728813559322,14.3939393939394,13.3105802047782,13.9318885448916,14.7632311977716,13.4246575342466,12.5641025641026,12.039312039312,11.1904761904762,10.1149425287356,9.52380952380952,8.86917960088692,8.53391684901532,8.13704496788008,7.65957446808511,7.0362473347548,6.63811563169165,6.0475161987041
Finland,13.3089770354906,11.1822660098522,9.8875351452671,9.07852927825692,7.99640610961366,6.81019332161687,7.09342560553633,6.99241786015164,6.56753407682776,6.67739340305712,5.97310126582278,5.68757304246202,5.76115986264784,5.81177352830896,5.73649148778682,5.62913907284768,5.48197203826343,5.34857985983032,5.37037037037037,5.44166977264256,5.49532710280374
France,10.0348085529587,9.38290459600057,9.18735891647856,9.12997682746998,8.51827939633605,8.15796612796962,7.10677251490865,7.29537366548043,7.04362925982201,6.58333925147362,6.56445993031359,6.64867599932535,6.43445717474804,6.0142646019405,5.80140142667761,5.63349612716583,5.56955800086064,5.61137498477652,5.61940479070893,5.53145336225597,5.41605268697561
French Guiana,16.6666666666667,14.2857142857143,12.5,15,12.5,14.2857142857143,11.7647058823529,10.8695652173913,13.1147540983607,13.6986301369863,12.7906976744186,13.7254901960784,12.280701754386,10.6870229007634,10.4166666666667,10,9.6045197740113,8.90052356020942,8.25242718446602,7.79816513761468,7.45614035087719
French Polynesia,16.6666666666667,17.6470588235294,17.0731707317073,17.3913043478261,17.5438596491228,13.4328358208955,13.9240506329114,13.1868131868132,12.5,9.82142857142857,9.75609756097561,9.02255639097744,8.69565217391304,8.10810810810811,7.79220779220779,7.54716981132076,6.58682634730539,6.4327485380117,6.35838150289017,6.21468926553672,5.61797752808989
Gabon,10.8225108225108,12.0689655172414,12.1848739495798,12.5506072874494,13.6186770428016,14.8275862068966,15.8682634730539,16.6240409207161,16.8122270742358,16.8224299065421,14.8692810457516,13.3431085043988,12.4165554072096,11.8004866180049,11.0862262038074,10.3842159916926,9.61165048543689,8.98258478460128,8.44212358572672,8,7.53205128205128
Gambia,17.0731707317073,14.5985401459854,15.5844155844156,16.3934426229508,17.5355450236967,17.7165354330709,18.2119205298013,18.005540166205,17.607223476298,17.8107606679035,17.4922600619195,16.776750330251,16.0322952710496,15.1115618661258,14.2468239564428,13.3441822620016,12.5276344878408,11.7014122394082,10.9113453192808,10.2240091901206,9.54935622317597
Georgia,8.66093366093366,11.4671163575042,12.9514963880289,12.6371006199332,10.0316312697695,9.80902777777778,9.23593618807725,9.37124549459351,9.05936777178103,8.30909846281678,6.40569395017794,5.92697961119014,6.54911838790932,6.46844027125717,6.19989310529129,5.73457127252867,5.3781512605042,5.3757225433526,5.55555555555556,5.55898702903027,5.3880692751764
Germany,7.37012574622126,8.16627267982685,8.63672601647622,9.25791298512471,8.30919182347367,5.9914255091104,5.52677492953966,5.73140127904153,5.90707387105194,5.31657683977233,4.99937601397729,4.62023274856703,4.26530865730965,4.16729201060583,4.25558814605037,4.26503797988093,4.20348198881163,4.13715690728813,4.12806315443232,4.21741091565178,4.40096379946004
Ghana,18.7922129519269,17.3734610123119,18.1155192532089,18.7389659520807,18.9526184538653,18.7363834422658,18.294434470377,17.7625570776256,17.0896114195083,16.3227877120587,15.3589484327604,14.6510580819451,14.1362530413625,13.5394534398124,12.7084723148766,11.9194762283546,11.1645268932753,10.5805637358014,10.1081612586037,9.64312130177515,9.16604714216994
Greece,10.3607268782208,9.72222222222222,9.57185039370079,8.92255892255892,9.10572892408011,8.03611738148984,7.84023668639053,7.28463269899734,5.65208707809067,5.12139605462822,4.98338870431894,4.8566733613292,5.01171804579052,4.76275738585497,4.51785714285714,4.34006072512949,4.29799426934097,4.38454627133872,4.53150388156707,4.63215258855586,4.67804072647221
Grenada,23.5294117647059,18.421052631579,21.4285714285714,20.9302325581395,15.9090909090909,13.6363636363636,13.953488372093,14.2857142857143,16.3265306122449,12.5,10,9.61538461538462,9.61538461538462,9.09090909090909,9.43396226415094,7.40740740740741,7.14285714285714,5.45454545454545,5.66037735849057,5.76923076923077,6.12244897959184
Guadeloupe,17.8217821782178,17.3913043478261,17.1641791044776,16.7785234899329,15.7232704402516,14.1975308641975,9.375,9.35672514619883,7.85340314136126,7.69230769230769,7.31707317073171,8.21917808219178,7.55555555555556,7.07964601769912,6.98689956331878,6.55021834061135,6.08695652173913,6.08695652173913,6.11353711790393,5.77777777777778,5.38116591928251
Guam,10,12.8205128205128,15,13.953488372093,12.7659574468085,12,12.7272727272727,11.2903225806452,11.2676056338028,11.8421052631579,11.3924050632911,10.7142857142857,8.88888888888889,8.33333333333333,7.92079207920792,7.61904761904762,7.40740740740741,7.01754385964912,6.89655172413793,6.77966101694915,5.93220338983051
Guatemala,19.1944619257395,19.1256830601093,18.151500714626,17.9925031236985,17.8571428571429,17.9732313575526,18.1895093062606,18.0139720558882,17.2644241479171,17.4603174603175,17.168237853517,16.7069827447186,15.7436483014559,14.6122758272291,13.4140819560788,12.2329498767461,11.1132075471698,10.0744634253176,9.12753885371269,8.29827021972884,7.57078986587183
Guinea,15.8620689655172,17.0662905500705,17.3521850899743,17.6538908246225,17.7604166666667,18.001978239367,18.2522600086096,18.4220460551151,18.3284930622782,17.9650238473768,17.3995271867612,16.9961323592608,16.6251198465964,15.8642594450017,14.8354876615746,13.7656576200418,12.7706894533536,11.8987073532528,11.1089625833897,10.3586366467918,9.63984800925161
Guinea-Bissau,15.9533073929961,19.4244604316547,15.358361774744,15.6462585034014,13.4680134680135,20.5797101449275,17.4334140435835,16.1147902869757,16.370808678501,17.0138888888889,17.3913043478261,17.0998632010944,16.891064871481,16.3398692810458,15.625,14.8375768217735,14.0699523052464,13.2512671976828,12.4751161247512,11.7898594990837,11.1488398415393
Guyana,17.8743961352657,20.253164556962,20.5035971223022,18.380062305296,17.5637393767705,15.1098901098901,13.8743455497382,13.7566137566138,12.1212121212121,11.4130434782609,11.4441416893733,10.3092783505155,8.2051282051282,7.7319587628866,7.63157894736842,7.54716981132076,7.26256983240223,6.64739884393064,5.84615384615385,5.61056105610561,5.41516245487365
Haiti,15.3210425937699,16.5020337013364,16.7105956773853,16.8250950570342,16.2931034482759,15.6521739130435,16.5357142857143,17.970737913486,16.7760342368046,15.6024716786818,14.6735314767143,13.5414424111948,12.8103277060576,12.0590951061865,11.3679489391064,10.6789823367363,9.95405819295559,9.28842228054826,8.69990224828934,8.19186203179736,7.72246177969424
Honduras,18.048128342246,19.6304849884527,19.5436507936508,19.3575655114117,19.5700518902891,18.79409878127,18.6849315068493,18.3231276495525,17.4938974776241,16.7977126518942,15.4241645244216,14.0238580157114,13.0023640661939,11.9847510126281,10.9532138172278,9.92087644552648,8.96289248334919,8.09738503155996,7.33137829912023,6.90056534752245,6.60438144329897
"Hong Kong, China",16.4370078740157,16.5754495699765,16.0329531051964,14.4533333333333,10.9226932668329,9.02222222222222,8.11428571428571,7.77422790202343,6.6735112936345,6.24797669148592,5.24681775846011,3.70707991491948,3.61409796893668,4.23583285632513,4.16896742131419,3.99463806970509,3.7201991092481,3.51784790481117,3.63171355498721,3.90763765541741,4.16141235813367
Hungary,9.48775055679287,10.1369863013699,8.51328903654485,6.75372372985105,7.32096548972671,7.94520547945206,8.36545875096376,6.50342801175318,6.32911392405063,6.13608748481166,5.24907369287773,5.11909736732135,5.34431770173215,5.34953111679454,5.23030563925958,5.09138381201044,4.95813133539004,4.8949485918641,5.01133786848073,5.19062930638493,5.29493729679517
Iceland,12.6760563380282,13.75,13.4831460674157,12.3711340206186,10.4761904761905,9.90990990990991,9.4017094017094,9.01639344262295,8.59375,8.75912408759124,7.69230769230769,7.38255033557047,7.10059171597633,6.52173913043478,6.18556701030928,6,5.3921568627451,5.33980582524272,5.26315789473684,5.23809523809524,5.23809523809524
India,14.153517924924,16.487953402171,16.2398725612785,15.8155387774638,15.3732497684856,14.9942046729291,14.8134484642888,14.4075916438302,13.8543298826407,13.3105367503956,12.2369949896759,11.3719880084365,10.4271198547196,9.65444671452319,8.8628432118158,8.0880862359134,7.35480241878779,6.80696474249468,6.58555791893215,6.33841493448921,6.05782949911237
