Female 5-9 years (%),1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Croatia,7.34126984126984,9.06024096385542,8.80681818181818,7.86046511627907,7.1461716937355,6.58193372673627,6.55737704918033,6.67823070251518,6.68666952421774,5.83126550868486,5.30821917808219,5.08033000434216,4.42206654991244,4.51527224435591,4.66367713004484,4.60136674259681,4.50324976787372,4.36225699383594,4.3141056713524,4.42126179831098,4.58949515553289
Cuba,12.2598672720922,11.5759672853098,12.2565864833906,10.8862704918033,13.7955182072829,12.68271711092,11.2780407491253,7.28833865814696,7.12386018237082,7.87923416789396,6.32225433526012,6.22086769451416,5.65598711294076,4.94731202000357,4.75679542203147,4.59028151335844,4.39978272677892,4.16436336834347,3.95159765551144,3.82887282672397,3.7708927843457
Cyprus,10.4,11.5241635687732,11.4186851211073,10.7023411371237,10.4234527687296,8.11688311688312,7.18954248366013,7.69230769230769,8.50439882697947,8.15217391304348,7.5187969924812,6.06060606060606,5.32150776053215,5.26315789473684,5.23138832997988,5.42635658914729,5.41044776119403,5.23465703971119,4.92957746478873,4.96575342465753,5.03355704697987
Czech Rep.,7.73757628596338,9.02806870548806,8.382502543235,6.99720111955218,6.62579113924051,6.49024531581997,7.79098283342766,8.0301602262017,6.35489345653404,5.95664467483506,5.48466958674538,4.1156202143951,4.32483474976393,5.0215476859659,5.14637329852694,4.88714792016415,4.57357075913777,4.34700434700435,4.39916206436869,4.72636815920398,5.01923076923077
Denmark,8.96007428040854,9.16405900759946,7.842287694974,7.50625521267723,7.73569701853344,7.3943661971831,6.86198920585968,5.89368258859784,5.02300613496932,5.4421768707483,6.26389918458117,6.09711573566995,5.75461454940282,5.54355651547876,5.21987844118699,5.19018841094916,5.37292329445034,5.47896783315659,5.4236086494151,5.28005708169818,5.13464991023339
Djibouti,16.1290322580645,14.2857142857143,13.953488372093,13.7931034482759,14.8148148148148,15.0442477876106,14.6198830409357,14.4278606965174,14.3884892086331,14.3769968051118,13.8964577656676,12.3762376237624,11.5646258503401,10.9243697478992,10.4854368932039,10.0900900900901,9.57983193277311,9.16271721958926,8.52017937219731,8.13124108416548,7.60869565217391
Dominican Rep.,15.2100840336134,15.0359712230216,15.6231003039514,16.2635100360268,16.1361626878868,15.3490165831084,14.2661648990763,13.2621951219512,12.8493150684932,12.2732919254658,11.7526243724327,10.7617640852501,10.2926733451188,9.76014760147602,9.10679951057507,8.48899266177452,7.93396377624619,7.46662527165477,7.0531254729832,6.65873959571938,6.3069685386651
Ecuador,12.4121779859485,12.8099173553719,14.5110410094637,14.4193296960249,14.4201680672269,14.40209485016,14.0656565656566,13.6735144687431,12.9644114196324,12.0331219168428,11.2379709672158,10.8688977586736,10.0756033730736,9.14199561403509,8.48051948051948,8.00347437647351,7.50865464963591,7.04534937528922,6.59961577579388,6.22291365707301,5.89205232494229
Egypt,11.2508089118979,13.9409310316616,13.9887802071346,14.3201573504219,13.9574180466374,13.7417721518987,13.3017591339648,13.7609583878773,13.8105189829328,14.1915336571825,11.4680215868642,10.8186371699885,10.5055122984975,10.2790239632345,9.8005732755992,8.98482190527038,8.23516697287366,7.74062157721796,7.41686305315528,7.08338589630377,6.66676876895274
El Salvador,13.6322869955157,13.3603238866397,14.4483985765125,14.8533007334963,15.1757188498403,14.8061653432975,14.7319544111439,14.296875,13.0847953216374,12.2504230118443,12.0672921384665,11.4815979867883,9.18523039365273,8.51502651738362,8.35694050991502,8.06407819712191,7.75254502740799,7.08322792815583,6.51690940508516,6.10317268103657,5.82756149988058
Equatorial Guinea,11.304347826087,10.9243697478992,12.3076923076923,12.4087591240876,12.1621621621622,15.5737704918033,14.0350877192982,9.375,11.8556701030928,14.7186147186147,14.4981412639405,13.7704918032787,13.1428571428571,12.9113924050633,13.1519274376417,12.8571428571429,12.1268656716418,11.3207547169811,10.7594936708861,10.3092783505155,9.91735537190083
Eritrea,14.0381282495667,14.3081761006289,13.6680613668061,14.3382352941176,14.7153598281418,14.7279549718574,15.3907496012759,16.3750874737579,14.3034825870647,15.3142159853569,14.4004282655246,12.9767645769399,13.531850735017,13.6797106215061,12.8461991750147,11.6229244777718,10.5133873741096,9.8256735340729,9.4699350513304,9.19225503618228,8.75092114959469
Estonia,6.8362480127186,6.72782874617737,6.74486803519062,6.82451253481894,6.765899864682,6.36363636363636,6.83544303797468,6.74019607843137,6.83453237410072,7.12435233160622,5.02717391304348,4.13223140495868,4.43828016643551,5.27777777777778,5.73426573426573,5.68181818181818,5.20231213872832,4.57902511078286,4.51807228915663,4.88549618320611,5.27950310559006
Ethiopia,13.7790197764402,14.0373156198105,13.7494505494505,13.7085474077534,14.1467424813318,14.3141033361436,14.2624971979377,14.0909750084594,14.2845398117318,14.7796988287786,15.1631885464693,14.7046289884408,13.979199850089,13.6864108613767,13.0878552971576,12.389159693224,11.6066557555919,10.7978471234558,10.0195471786043,9.34404965390164,8.70874998568205
Fiji,15.9420289855072,15.7575757575758,16.2303664921466,16.3716814159292,14.84375,12.9824561403509,12.779552715655,13.1054131054131,12.7478753541076,11.4058355437666,11.1392405063291,11.0024449877751,10.2137767220903,9.30232558139535,8.71559633027523,8.29596412556054,7.91208791208791,7.60869565217391,7.23684210526316,6.6079295154185,6.23608017817372
Finland,8.74343048256092,10.9800362976407,9.45121951219512,8.4286319356205,7.89915966386555,7.06365503080082,5.92051905920519,6.25247328848437,6.23052959501558,5.87786259541985,6.08006042296072,5.42056074766355,5.1743119266055,5.27647271413083,5.3328561202577,5.29307282415631,5.23893805309734,5.10457284650833,4.98753117206983,4.98923187365398,5.0559768869628
France,6.14584292422429,8.69681443528626,8.26000085023169,8.03243329605368,8.06941932504714,7.57001708639774,7.34532816855519,6.33820165405596,6.45890410958904,6.22381606729899,5.81391527261971,5.76383575618465,5.99863243612855,5.89114650070169,5.55488721804511,5.39527690202843,5.27106658809664,5.23147065700257,5.28656126482214,5.31995126762198,5.26789865178987
French Guiana,8.33333333333333,14.2857142857143,12.5,15.7894736842105,13.6363636363636,14.8148148148148,12.1212121212121,11.6279069767442,12.7272727272727,11.9402985074627,12.5,11.8811881188119,11.304347826087,9.9236641221374,9.6551724137931,9.14634146341463,8.42696629213483,8.2051282051282,7.76699029126214,7.30593607305936,6.89655172413793
French Polynesia,17.2413793103448,15.625,15.3846153846154,15.2173913043478,15.3846153846154,14.5161290322581,13.8888888888889,12.1951219512195,11.8279569892473,12.621359223301,9.64912280701754,9.67741935483871,8.33333333333333,8.39160839160839,8.16326530612245,7.05128205128205,6.83229813664596,6.54761904761905,5.81395348837209,5.74712643678161,5.68181818181818
Gabon,9.12863070539419,9.01639344262295,10.0806451612903,10.1167315175097,10.2941176470588,10.7843137254902,12.1037463976945,12.75,13.4903640256959,13.5531135531136,13.9646869983949,12.6637554585153,11.5691489361702,11.0024449877751,10.6094808126411,10.0840336134454,9.55665024630542,8.95522388059701,8.42945874001775,7.97285835453774,7.60425183973835
Gambia,12.5925925925926,13.3802816901408,10.9756097560976,11.6402116402116,12.8440366972477,13.0268199233716,13.5048231511254,13.941018766756,13.9072847682119,13.6363636363636,14.0243902439024,14.0808344198175,13.8321995464853,13.2867132867133,12.7678571428571,12.099358974359,11.51339608979,10.8609271523179,10.2189781021898,9.63923337091319,9.05739863085835
Georgia,7.52631578947368,7.32654051431344,8.85791366906475,10.0713386487621,10.1762820512821,8.41336918939685,7.98662704309064,7.66750268720889,7.78631284916201,7.89177001127396,7.04,4.84076433121019,4.6043808672329,5.26315789473684,5.260663507109,5.10948905109489,4.75475475475476,4.49844881075491,4.51127819548872,4.6927374301676,4.7953216374269
Germany,6.81072580863813,5.79806113259522,6.57526509024622,6.87545085943136,7.63932676917107,7.11919328706502,5.19838175082862,4.75545819282743,5.05811974125772,5.40630815479315,4.84181961008355,4.56456171182939,4.25338500550213,3.96441694063044,3.89235474006116,3.99146105346771,4.00999974748112,3.95723302846838,3.89945723770881,3.88905393361601,3.96849607587565
Ghana,14.2857142857143,14.6596858638743,13.6823319452707,14.2232510288066,14.6950092421442,14.983844911147,14.96336996337,14.7250698974837,14.4439940548575,14.0962441314554,13.5906214337587,12.9244148394856,12.425,12.1328513330321,11.7925499073884,11.2138946573532,10.6447299575606,10.0637424373379,9.62110892487766,9.25539977264115,8.8960486866246
Greece,8.09486981180717,8.73191071866569,8.18672296504809,8.19485545185522,7.55723494109802,7.97227036395147,6.92464358452138,6.79746333729687,6.19056860081506,5.10921880784894,4.7575976845152,4.56335003579098,4.48899929027679,4.65034349128061,4.43349753694581,4.22982023264011,4.08921933085502,4.0591062844935,4.1569611180792,4.31174454266643,4.4112285818447
Grenada,13.953488372093,15.5555555555556,14.2857142857143,17.6470588235294,19.1489361702128,12.7659574468085,13.0434782608696,11.7647058823529,12.2448979591837,14,11.7647058823529,9.80392156862745,7.84313725490196,9.43396226415094,9.09090909090909,9.09090909090909,7.40740740740741,5.66037735849057,5.76923076923077,6.25,6.25
Guadeloupe,11.0091743119266,14.1666666666667,13.5714285714286,13.6363636363636,13.4146341463415,14.2011834319527,10.8433734939759,10,8.71794871794872,8.21256038647343,8.1447963800905,7.20338983050848,6.9672131147541,6.77290836653386,6.25,5.859375,5.74712643678161,5.3639846743295,5.38461538461538,5.01930501930502,5.09803921568627
Guam,10.5263157894737,13.6363636363636,17.8571428571429,15.625,15.7894736842105,13.6363636363636,12.2448979591837,10.5263157894737,9.67741935483871,10.1449275362319,10.6666666666667,9.75609756097561,9.19540229885057,8.51063829787234,7.92079207920792,7.47663551401869,7.27272727272727,6.95652173913044,6.77966101694915,5.83333333333333,5.73770491803279
Guatemala,13.607188703466,14.7651006711409,15.0269211943221,14.4568006843456,14.493836384012,14.5466405740378,14.7966541678685,15.0165436497837,15.0486535415252,14.3936381709742,14.3532294766322,13.8577354432324,13.4056987788331,12.6835138387485,11.9356232447613,11.1056607475719,10.2406923284954,9.39619797336906,8.6044318717586,7.86809587613518,7.20483641536273
Guinea,13.0997715156131,12.6308443824145,13.0019120458891,13.1715771230503,13.3645345813833,13.356504468719,13.6284722222222,13.9525993883792,14.23417513939,14.3859649122807,14.3235435724603,14.0635268346112,13.894324853229,13.7907492746202,13.3483483483483,12.671735360811,11.9104620541058,11.1664681035416,10.5049906117205,9.88911107071442,9.29546603741783
Guinea-Bissau,12.4528301886792,11.8881118881119,15.1815181518152,12.2112211221122,12.7868852459016,9.94318181818182,15.8767772511848,13.7931034482759,12.8155339805825,12.8813559322034,13.3738601823708,13.7466307277628,13.8221153846154,13.7044967880086,13.4744947064485,12.9757785467128,12.5293657008614,11.9914346895075,11.4453891432309,10.8368452739314,10.3852596314908
Guyana,12.8440366972477,14.859437751004,16.2068965517241,15.1702786377709,15.9663865546218,14.745308310992,13.4860050890585,12.5,12.2077922077922,10.0515463917526,9.79381443298969,10.9919571045576,10.0271002710027,8.13008130081301,7.65027322404372,7.56302521008403,7.47126436781609,7.07964601769912,6.5015479876161,5.66666666666667,5.3763440860215
Haiti,12.5984251968504,11.9286510590858,13.0456852791878,13.3578995854445,13.6648558295027,13.3333333333333,12.6989619377163,13.236655353286,14.5277777777778,13.7757667169432,12.9798903107861,12.4055415617128,11.5466718416456,10.9868302363341,10.4827819041188,9.97462733904218,9.45378151260504,8.86636207881211,8.30482966206047,7.78656126482214,7.32516590096988
Honduras,12.8205128205128,13.6150234741784,15.0050352467271,15.1541095890411,15.4708520179372,15.663430420712,15.1548672566372,15.180265654649,15.0696150696151,14.5930441018286,14.1757536882617,13.1152287203243,11.9160104986877,11.1721174504655,10.4340201665936,9.66625966625967,8.86172650878533,8.07532138330618,7.37790093522688,6.7011168528088,6.34792440639638
"Hong Kong, China",6.03537981269511,12.7167630057803,13.5026737967914,13.783635365184,13.1130614352091,9.31966449207828,8.29187396351576,7.61363636363636,7.36615163492634,6.11004478566859,5.62971561230412,4.23162583518931,2.76658608648939,3.27617097517277,3.82352941176471,3.75176970268995,3.61473347060169,3.35120643431635,3.1812198332602,3.2481593763534,3.48087666523421
Hungary,7.85729016292019,7.83464566929134,8.74782272111477,7.39752144899905,5.87683064213293,6.34569267662793,6.97463768115942,7.43650648638772,5.86597364024503,5.63589173155358,5.39985052316891,4.572940287226,4.44656488549618,4.6480231436837,4.6484375,4.55535749653397,4.46590223295112,4.38614470178315,4.34328669868449,4.46428571428571,4.62302873190754
Iceland,9.72222222222222,11.5384615384615,11.4942528735632,11.5789473684211,10.8910891089109,9.43396226415094,9.00900900900901,8.33333333333333,8.06451612903226,7.63358778625954,7.9136690647482,7.38255033557047,6.28930817610063,6.58682634730539,6.81818181818182,6.55737704918033,5.85106382978724,5.72916666666667,5.18134715025907,5.15463917525773,5.10204081632653
India,12.0099355531686,12.1215071560705,13.8721541971228,13.7388855022807,13.4583048362536,13.1469454028821,12.8956789584456,12.8697111144572,12.5763338041943,12.1545671534981,11.7202343728217,10.8783957180042,10.2016803288459,9.417903521348,8.79415571012973,8.14176272724922,7.48768173414654,6.84862499631564,6.35431638944698,6.16484878564183,5.95404716331641
